epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1668365979871,2022-11-13T20:59:39.871,2.235,-0.143,-0.293,-0.988
1668365979911,2022-11-13T20:59:39.911,2.275,-0.141,-0.272,-0.983
1668365979952,2022-11-13T20:59:39.952,2.316,-0.150,-0.313,-0.973
1668365979993,2022-11-13T20:59:39.993,2.357,-0.162,-0.315,-0.961
1668365980032,2022-11-13T20:59:40.032,2.396,-0.166,-0.311,-0.979
1668365980073,2022-11-13T20:59:40.073,2.437,-0.169,-0.328,-0.985
1668365980114,2022-11-13T20:59:40.114,2.478,-0.197,-0.311,-0.934
1668365980155,2022-11-13T20:59:40.155,2.519,-0.204,-0.339,-0.904
1668365980195,2022-11-13T20:59:40.195,2.559,-0.195,-0.298,-0.969
1668365980236,2022-11-13T20:59:40.236,2.600,-0.188,-0.272,-0.984
1668365980277,2022-11-13T20:59:40.277,2.641,-0.182,-0.347,-0.957
1668365980318,2022-11-13T20:59:40.318,2.682,-0.176,-0.355,-0.953
1668365980357,2022-11-13T20:59:40.357,2.721,-0.173,-0.330,-0.958
1668365980399,2022-11-13T20:59:40.399,2.763,-0.163,-0.347,-0.958
1668365980440,2022-11-13T20:59:40.440,2.804,-0.160,-0.341,-0.963
1668365980479,2022-11-13T20:59:40.479,2.843,-0.160,-0.324,-0.964
1668365980520,2022-11-13T20:59:40.520,2.884,-0.157,-0.337,-0.961
1668365980561,2022-11-13T20:59:40.561,2.925,-0.158,-0.326,-0.963
1668365980602,2022-11-13T20:59:40.602,2.966,-0.156,-0.327,-0.966
1668365980642,2022-11-13T20:59:40.642,3.006,-0.158,-0.344,-0.958
1668365980683,2022-11-13T20:59:40.683,3.047,-0.157,-0.323,-0.965
1668365980724,2022-11-13T20:59:40.724,3.088,-0.160,-0.321,-0.966
1668365980765,2022-11-13T20:59:40.765,3.129,-0.160,-0.339,-0.960
1668365980804,2022-11-13T20:59:40.804,3.168,-0.154,-0.327,-0.965
1668365980845,2022-11-13T20:59:40.845,3.209,-0.161,-0.334,-0.959
1668365980886,2022-11-13T20:59:40.886,3.250,-0.164,-0.344,-0.955
1668365980927,2022-11-13T20:59:40.927,3.291,-0.157,-0.344,-0.960
1668365980967,2022-11-13T20:59:40.967,3.331,-0.156,-0.343,-0.959
1668365981008,2022-11-13T20:59:41.008,3.372,-0.151,-0.355,-0.958
1668365981049,2022-11-13T20:59:41.049,3.413,-0.159,-0.337,-0.955
1668365981088,2022-11-13T20:59:41.088,3.452,-0.161,-0.354,-0.950
1668365981129,2022-11-13T20:59:41.129,3.493,-0.145,-0.353,-0.966
1668365981170,2022-11-13T20:59:41.170,3.534,-0.147,-0.328,-0.967
1668365981211,2022-11-13T20:59:41.211,3.575,-0.161,-0.335,-0.951
1668365981251,2022-11-13T20:59:41.251,3.615,-0.151,-0.342,-0.961
1668365981292,2022-11-13T20:59:41.292,3.656,-0.143,-0.322,-0.969
1668365981333,2022-11-13T20:59:41.333,3.697,-0.153,-0.349,-0.954
1668365981374,2022-11-13T20:59:41.374,3.738,-0.144,-0.345,-0.960
1668365981414,2022-11-13T20:59:41.414,3.778,-0.139,-0.331,-0.967
1668365981455,2022-11-13T20:59:41.455,3.819,-0.146,-0.352,-0.953
1668365981496,2022-11-13T20:59:41.496,3.860,-0.147,-0.337,-0.961
1668365981535,2022-11-13T20:59:41.535,3.899,-0.138,-0.345,-0.966
1668365981576,2022-11-13T20:59:41.576,3.940,-0.136,-0.353,-0.959
1668365981617,2022-11-13T20:59:41.617,3.981,-0.132,-0.336,-0.963
1668365981658,2022-11-13T20:59:41.658,4.022,-0.125,-0.354,-0.959
1668365981698,2022-11-13T20:59:41.698,4.062,-0.127,-0.349,-0.961
1668365981739,2022-11-13T20:59:41.739,4.103,-0.124,-0.333,-0.965
1668365981780,2022-11-13T20:59:41.780,4.144,-0.128,-0.360,-0.959
1668365981821,2022-11-13T20:59:41.821,4.185,-0.128,-0.342,-0.963
1668365981860,2022-11-13T20:59:41.860,4.224,-0.126,-0.347,-0.962
1668365981901,2022-11-13T20:59:41.901,4.265,-0.121,-0.346,-0.965
1668365981942,2022-11-13T20:59:41.942,4.306,-0.125,-0.337,-0.964
1668365981983,2022-11-13T20:59:41.983,4.347,-0.128,-0.354,-0.959
1668365982023,2022-11-13T20:59:42.023,4.387,-0.128,-0.345,-0.962
1668365982064,2022-11-13T20:59:42.064,4.428,-0.126,-0.345,-0.963
1668365982105,2022-11-13T20:59:42.105,4.469,-0.124,-0.358,-0.960
1668365982145,2022-11-13T20:59:42.145,4.509,-0.126,-0.343,-0.962
1668365982186,2022-11-13T20:59:42.186,4.550,-0.124,-0.352,-0.962
1668365982227,2022-11-13T20:59:42.227,4.591,-0.122,-0.354,-0.961
1668365982268,2022-11-13T20:59:42.268,4.632,-0.122,-0.344,-0.964
1668365982307,2022-11-13T20:59:42.307,4.671,-0.120,-0.355,-0.962
1668365982348,2022-11-13T20:59:42.348,4.712,-0.124,-0.350,-0.959
1668365982389,2022-11-13T20:59:42.389,4.753,-0.122,-0.349,-0.962
1668365982430,2022-11-13T20:59:42.430,4.794,-0.121,-0.351,-0.963
1668365982470,2022-11-13T20:59:42.470,4.834,-0.125,-0.348,-0.961
1668365982511,2022-11-13T20:59:42.511,4.875,-0.124,-0.350,-0.961
1668365982552,2022-11-13T20:59:42.552,4.916,-0.124,-0.352,-0.960
1668365982591,2022-11-13T20:59:42.591,4.955,-0.120,-0.353,-0.963
1668365982632,2022-11-13T20:59:42.632,4.996,-0.123,-0.350,-0.962
1668365982673,2022-11-13T20:59:42.673,5.037,-0.123,-0.351,-0.962
1668365982714,2022-11-13T20:59:42.714,5.078,-0.121,-0.357,-0.961
1668365982754,2022-11-13T20:59:42.754,5.118,-0.122,-0.350,-0.963
1668365982795,2022-11-13T20:59:42.795,5.159,-0.124,-0.350,-0.960
1668365982836,2022-11-13T20:59:42.836,5.200,-0.123,-0.357,-0.960
1668365982877,2022-11-13T20:59:42.877,5.241,-0.123,-0.349,-0.962
1668365982917,2022-11-13T20:59:42.917,5.281,-0.125,-0.353,-0.959
1668365982958,2022-11-13T20:59:42.958,5.322,-0.122,-0.352,-0.961
1668365982999,2022-11-13T20:59:42.999,5.363,-0.123,-0.349,-0.963
1668365983040,2022-11-13T20:59:43.040,5.404,-0.123,-0.355,-0.960
1668365983079,2022-11-13T20:59:43.079,5.443,-0.124,-0.354,-0.959
1668365983120,2022-11-13T20:59:43.120,5.484,-0.120,-0.350,-0.962
1668365983161,2022-11-13T20:59:43.161,5.525,-0.125,-0.352,-0.961
1668365983201,2022-11-13T20:59:43.201,5.565,-0.126,-0.357,-0.957
1668365983242,2022-11-13T20:59:43.242,5.606,-0.122,-0.352,-0.962
1668365983283,2022-11-13T20:59:43.283,5.647,-0.123,-0.354,-0.961
1668365983324,2022-11-13T20:59:43.324,5.688,-0.126,-0.355,-0.959
1668365983363,2022-11-13T20:59:43.363,5.727,-0.122,-0.356,-0.961
1668365983404,2022-11-13T20:59:43.404,5.768,-0.124,-0.354,-0.961
1668365983445,2022-11-13T20:59:43.445,5.809,-0.127,-0.356,-0.959
1668365983486,2022-11-13T20:59:43.486,5.850,-0.123,-0.354,-0.961
1668365983526,2022-11-13T20:59:43.526,5.890,-0.125,-0.354,-0.960
1668365983567,2022-11-13T20:59:43.567,5.931,-0.127,-0.355,-0.959
1668365983608,2022-11-13T20:59:43.608,5.972,-0.122,-0.357,-0.961
1668365983649,2022-11-13T20:59:43.649,6.013,-0.124,-0.354,-0.960
1668365983689,2022-11-13T20:59:43.689,6.053,-0.126,-0.357,-0.957
1668365983730,2022-11-13T20:59:43.730,6.094,-0.124,-0.357,-0.960
1668365983771,2022-11-13T20:59:43.771,6.135,-0.123,-0.356,-0.960
1668365983810,2022-11-13T20:59:43.810,6.174,-0.125,-0.356,-0.958
1668365983851,2022-11-13T20:59:43.851,6.215,-0.124,-0.357,-0.960
1668365983892,2022-11-13T20:59:43.892,6.256,-0.125,-0.356,-0.958
1668365983933,2022-11-13T20:59:43.933,6.297,-0.124,-0.354,-0.961
1668365983973,2022-11-13T20:59:43.973,6.337,-0.126,-0.360,-0.957
1668365984014,2022-11-13T20:59:44.014,6.378,-0.124,-0.356,-0.960
1668365984055,2022-11-13T20:59:44.055,6.419,-0.123,-0.354,-0.962
1668365984096,2022-11-13T20:59:44.096,6.460,-0.126,-0.358,-0.958
1668365984135,2022-11-13T20:59:44.135,6.499,-0.124,-0.357,-0.960
1668365984176,2022-11-13T20:59:44.176,6.540,-0.125,-0.354,-0.959
1668365984217,2022-11-13T20:59:44.217,6.581,-0.126,-0.358,-0.958
1668365984257,2022-11-13T20:59:44.257,6.621,-0.124,-0.356,-0.960
1668365984298,2022-11-13T20:59:44.298,6.662,-0.126,-0.356,-0.958
1668365984339,2022-11-13T20:59:44.339,6.703,-0.124,-0.358,-0.958
1668365984380,2022-11-13T20:59:44.380,6.744,-0.124,-0.354,-0.960
1668365984420,2022-11-13T20:59:44.420,6.784,-0.125,-0.358,-0.959
1668365984461,2022-11-13T20:59:44.461,6.825,-0.125,-0.357,-0.959
1668365984502,2022-11-13T20:59:44.502,6.866,-0.124,-0.356,-0.959
1668365984543,2022-11-13T20:59:44.543,6.907,-0.124,-0.359,-0.958
1668365984582,2022-11-13T20:59:44.582,6.946,-0.124,-0.356,-0.960
1668365984623,2022-11-13T20:59:44.623,6.987,-0.124,-0.358,-0.959
1668365984664,2022-11-13T20:59:44.664,7.028,-0.125,-0.357,-0.959
1668365984705,2022-11-13T20:59:44.705,7.069,-0.124,-0.357,-0.959
1668365984745,2022-11-13T20:59:44.745,7.109,-0.123,-0.356,-0.960
1668365984786,2022-11-13T20:59:44.786,7.150,-0.124,-0.358,-0.958
1668365984827,2022-11-13T20:59:44.827,7.191,-0.124,-0.358,-0.959
1668365984866,2022-11-13T20:59:44.866,7.230,-0.121,-0.358,-0.959
1668365984907,2022-11-13T20:59:44.907,7.271,-0.123,-0.357,-0.959
1668365984948,2022-11-13T20:59:44.948,7.312,-0.122,-0.356,-0.959
1668365984989,2022-11-13T20:59:44.989,7.353,-0.123,-0.360,-0.959
1668365985029,2022-11-13T20:59:45.029,7.393,-0.122,-0.359,-0.957
1668365985070,2022-11-13T20:59:45.070,7.434,-0.122,-0.357,-0.961
1668365985111,2022-11-13T20:59:45.111,7.475,-0.123,-0.360,-0.957
1668365985152,2022-11-13T20:59:45.152,7.516,-0.122,-0.359,-0.958
1668365985191,2022-11-13T20:59:45.191,7.555,-0.123,-0.357,-0.960
1668365985232,2022-11-13T20:59:45.232,7.596,-0.122,-0.361,-0.958
1668365985274,2022-11-13T20:59:45.274,7.638,-0.123,-0.355,-0.960
1668365985315,2022-11-13T20:59:45.315,7.679,-0.121,-0.363,-0.960
1668365985354,2022-11-13T20:59:45.354,7.718,-0.121,-0.359,-0.959
1668365985395,2022-11-13T20:59:45.395,7.759,-0.121,-0.359,-0.958
1668365985436,2022-11-13T20:59:45.436,7.800,-0.120,-0.361,-0.959
1668365985476,2022-11-13T20:59:45.476,7.840,-0.122,-0.358,-0.958
1668365985517,2022-11-13T20:59:45.517,7.881,-0.120,-0.360,-0.960
1668365985558,2022-11-13T20:59:45.558,7.922,-0.120,-0.358,-0.960
1668365985599,2022-11-13T20:59:45.599,7.963,-0.122,-0.358,-0.959
1668365985638,2022-11-13T20:59:45.638,8.002,-0.121,-0.358,-0.959
1668365985679,2022-11-13T20:59:45.679,8.043,-0.121,-0.359,-0.959
1668365985720,2022-11-13T20:59:45.720,8.084,-0.120,-0.356,-0.959
1668365985761,2022-11-13T20:59:45.761,8.125,-0.122,-0.361,-0.959
1668365985801,2022-11-13T20:59:45.801,8.165,-0.121,-0.359,-0.958
1668365985842,2022-11-13T20:59:45.842,8.206,-0.121,-0.355,-0.959
1668365985883,2022-11-13T20:59:45.883,8.247,-0.122,-0.359,-0.958
1668365985922,2022-11-13T20:59:45.922,8.286,-0.120,-0.359,-0.959
1668365985963,2022-11-13T20:59:45.963,8.327,-0.119,-0.357,-0.960
1668365986004,2022-11-13T20:59:46.004,8.368,-0.122,-0.359,-0.958
1668365986045,2022-11-13T20:59:46.045,8.409,-0.121,-0.360,-0.960
1668365986085,2022-11-13T20:59:46.085,8.449,-0.122,-0.357,-0.959
1668365986126,2022-11-13T20:59:46.126,8.490,-0.122,-0.359,-0.959
1668365986167,2022-11-13T20:59:46.167,8.531,-0.120,-0.359,-0.960
1668365986208,2022-11-13T20:59:46.208,8.572,-0.120,-0.356,-0.959
1668365986248,2022-11-13T20:59:46.248,8.612,-0.122,-0.359,-0.958
1668365986289,2022-11-13T20:59:46.289,8.653,-0.121,-0.357,-0.959
1668365986330,2022-11-13T20:59:46.330,8.694,-0.121,-0.357,-0.959
1668365986371,2022-11-13T20:59:46.371,8.735,-0.123,-0.359,-0.958
1668365986410,2022-11-13T20:59:46.410,8.774,-0.122,-0.356,-0.959
1668365986451,2022-11-13T20:59:46.451,8.815,-0.122,-0.357,-0.959
1668365986492,2022-11-13T20:59:46.492,8.856,-0.120,-0.358,-0.959
1668365986532,2022-11-13T20:59:46.532,8.896,-0.121,-0.355,-0.960
1668365986573,2022-11-13T20:59:46.573,8.937,-0.123,-0.358,-0.958
1668365986614,2022-11-13T20:59:46.614,8.978,-0.121,-0.357,-0.959
1668365986655,2022-11-13T20:59:46.655,9.019,-0.121,-0.355,-0.960
1668365986694,2022-11-13T20:59:46.694,9.058,-0.123,-0.356,-0.960
1668365986735,2022-11-13T20:59:46.735,9.099,-0.121,-0.358,-0.959
1668365986776,2022-11-13T20:59:46.776,9.140,-0.123,-0.356,-0.959
1668365986817,2022-11-13T20:59:46.817,9.181,-0.121,-0.358,-0.959
1668365986857,2022-11-13T20:59:46.857,9.221,-0.122,-0.356,-0.959
1668365986898,2022-11-13T20:59:46.898,9.262,-0.122,-0.357,-0.959
1668365986939,2022-11-13T20:59:46.939,9.303,-0.122,-0.358,-0.960
1668365986979,2022-11-13T20:59:46.979,9.343,-0.124,-0.356,-0.959
1668365987020,2022-11-13T20:59:47.020,9.384,-0.122,-0.357,-0.959
1668365987061,2022-11-13T20:59:47.061,9.425,-0.123,-0.357,-0.961
1668365987102,2022-11-13T20:59:47.102,9.466,-0.123,-0.356,-0.959
1668365987141,2022-11-13T20:59:47.141,9.505,-0.123,-0.359,-0.958
1668365987182,2022-11-13T20:59:47.182,9.546,-0.120,-0.357,-0.962
1668365987223,2022-11-13T20:59:47.223,9.587,-0.124,-0.358,-0.958
1668365987264,2022-11-13T20:59:47.264,9.628,-0.120,-0.359,-0.960
1668365987304,2022-11-13T20:59:47.304,9.668,-0.119,-0.356,-0.962
1668365987345,2022-11-13T20:59:47.345,9.709,-0.123,-0.357,-0.957
1668365987386,2022-11-13T20:59:47.386,9.750,-0.120,-0.360,-0.960
1668365987427,2022-11-13T20:59:47.427,9.791,-0.122,-0.356,-0.960
1668365987466,2022-11-13T20:59:47.466,9.830,-0.123,-0.359,-0.958
1668365987507,2022-11-13T20:59:47.507,9.871,-0.120,-0.358,-0.961
1668365987548,2022-11-13T20:59:47.548,9.912,-0.121,-0.358,-0.959
1668365987588,2022-11-13T20:59:47.588,9.952,-0.122,-0.357,-0.958
1668365987629,2022-11-13T20:59:47.629,9.993,-0.122,-0.358,-0.959
1668365987670,2022-11-13T20:59:47.670,10.034,-0.119,-0.359,-0.961
1668365987711,2022-11-13T20:59:47.711,10.075,-0.121,-0.356,-0.959
1668365987751,2022-11-13T20:59:47.751,10.115,-0.122,-0.359,-0.958
1668365987792,2022-11-13T20:59:47.792,10.156,-0.120,-0.355,-0.961
1668365987833,2022-11-13T20:59:47.833,10.197,-0.121,-0.361,-0.959
1668365987874,2022-11-13T20:59:47.874,10.238,-0.119,-0.357,-0.959
1668365987913,2022-11-13T20:59:47.913,10.277,-0.123,-0.358,-0.957
1668365987954,2022-11-13T20:59:47.954,10.318,-0.120,-0.356,-0.962
1668365987995,2022-11-13T20:59:47.995,10.359,-0.118,-0.357,-0.961
1668365988036,2022-11-13T20:59:48.036,10.400,-0.123,-0.359,-0.957
1668365988076,2022-11-13T20:59:48.076,10.440,-0.118,-0.356,-0.961
1668365988117,2022-11-13T20:59:48.117,10.481,-0.121,-0.358,-0.958
1668365988158,2022-11-13T20:59:48.158,10.522,-0.120,-0.360,-0.960
1668365988197,2022-11-13T20:59:48.197,10.561,-0.118,-0.357,-0.962
1668365988238,2022-11-13T20:59:48.238,10.602,-0.122,-0.358,-0.957
1668365988279,2022-11-13T20:59:48.279,10.643,-0.118,-0.361,-0.960
1668365988320,2022-11-13T20:59:48.320,10.684,-0.119,-0.358,-0.961
1668365988360,2022-11-13T20:59:48.360,10.724,-0.122,-0.358,-0.958
1668365988401,2022-11-13T20:59:48.401,10.765,-0.118,-0.359,-0.960
1668365988442,2022-11-13T20:59:48.442,10.806,-0.122,-0.355,-0.959
1668365988483,2022-11-13T20:59:48.483,10.847,-0.119,-0.361,-0.959
1668365988523,2022-11-13T20:59:48.523,10.887,-0.119,-0.359,-0.961
1668365988564,2022-11-13T20:59:48.564,10.928,-0.123,-0.357,-0.957
1668365988605,2022-11-13T20:59:48.605,10.969,-0.116,-0.362,-0.961
1668365988646,2022-11-13T20:59:48.646,11.010,-0.119,-0.355,-0.960
1668365988685,2022-11-13T20:59:48.685,11.049,-0.122,-0.359,-0.958
1668365988726,2022-11-13T20:59:48.726,11.090,-0.118,-0.363,-0.959
1668365988767,2022-11-13T20:59:48.767,11.131,-0.120,-0.356,-0.959
1668365988807,2022-11-13T20:59:48.807,11.171,-0.120,-0.359,-0.958
1668365988848,2022-11-13T20:59:48.848,11.212,-0.119,-0.360,-0.958
1668365988889,2022-11-13T20:59:48.889,11.253,-0.121,-0.356,-0.959
1668365988930,2022-11-13T20:59:48.930,11.294,-0.120,-0.360,-0.958
1668365988969,2022-11-13T20:59:48.969,11.333,-0.120,-0.356,-0.959
1668365989010,2022-11-13T20:59:49.010,11.374,-0.119,-0.358,-0.960
1668365989051,2022-11-13T20:59:49.051,11.415,-0.120,-0.358,-0.959
1668365989092,2022-11-13T20:59:49.092,11.456,-0.118,-0.356,-0.961
1668365989132,2022-11-13T20:59:49.132,11.496,-0.119,-0.360,-0.958
1668365989173,2022-11-13T20:59:49.173,11.537,-0.120,-0.358,-0.959
1668365989214,2022-11-13T20:59:49.214,11.578,-0.117,-0.357,-0.960
1668365989253,2022-11-13T20:59:49.253,11.617,-0.120,-0.361,-0.959
1668365989295,2022-11-13T20:59:49.295,11.659,-0.119,-0.357,-0.960
1668365989336,2022-11-13T20:59:49.336,11.700,-0.119,-0.359,-0.958
1668365989377,2022-11-13T20:59:49.377,11.741,-0.118,-0.358,-0.959
1668365989416,2022-11-13T20:59:49.416,11.780,-0.119,-0.358,-0.960
1668365989457,2022-11-13T20:59:49.457,11.821,-0.118,-0.358,-0.960
1668365989498,2022-11-13T20:59:49.498,11.862,-0.118,-0.357,-0.960
1668365989539,2022-11-13T20:59:49.539,11.903,-0.119,-0.357,-0.960
1668365989579,2022-11-13T20:59:49.579,11.943,-0.117,-0.359,-0.960
1668365989620,2022-11-13T20:59:49.620,11.984,-0.119,-0.358,-0.958
1668365989661,2022-11-13T20:59:49.661,12.025,-0.118,-0.357,-0.960
1668365989702,2022-11-13T20:59:49.702,12.066,-0.119,-0.356,-0.961
1668365989741,2022-11-13T20:59:49.741,12.105,-0.120,-0.358,-0.959
1668365989782,2022-11-13T20:59:49.782,12.146,-0.117,-0.357,-0.961
1668365989823,2022-11-13T20:59:49.823,12.187,-0.119,-0.358,-0.959
1668365989863,2022-11-13T20:59:49.863,12.227,-0.119,-0.356,-0.959
1668365989904,2022-11-13T20:59:49.904,12.268,-0.118,-0.355,-0.961
1668365989945,2022-11-13T20:59:49.945,12.309,-0.120,-0.359,-0.958
1668365989986,2022-11-13T20:59:49.986,12.350,-0.117,-0.355,-0.961
1668365990025,2022-11-13T20:59:50.025,12.389,-0.119,-0.357,-0.959
1668365990066,2022-11-13T20:59:50.066,12.430,-0.119,-0.358,-0.961
1668365990107,2022-11-13T20:59:50.107,12.471,-0.120,-0.353,-0.961
1668365990149,2022-11-13T20:59:50.149,12.513,-0.119,-0.360,-0.960
1668365990188,2022-11-13T20:59:50.188,12.552,-0.119,-0.358,-0.961
1668365990229,2022-11-13T20:59:50.229,12.593,-0.120,-0.351,-0.961
1668365990270,2022-11-13T20:59:50.270,12.634,-0.120,-0.362,-0.958
1668365990311,2022-11-13T20:59:50.311,12.675,-0.120,-0.355,-0.959
1668365990351,2022-11-13T20:59:50.351,12.715,-0.119,-0.354,-0.960
1668365990392,2022-11-13T20:59:50.392,12.756,-0.119,-0.357,-0.960
1668365990433,2022-11-13T20:59:50.433,12.797,-0.120,-0.358,-0.959
1668365990472,2022-11-13T20:59:50.472,12.836,-0.117,-0.357,-0.963
1668365990513,2022-11-13T20:59:50.513,12.877,-0.123,-0.356,-0.958
1668365990554,2022-11-13T20:59:50.554,12.918,-0.120,-0.356,-0.959
1668365990595,2022-11-13T20:59:50.595,12.959,-0.117,-0.357,-0.960
1668365990635,2022-11-13T20:59:50.635,12.999,-0.120,-0.356,-0.959
1668365990676,2022-11-13T20:59:50.676,13.040,-0.118,-0.357,-0.960
1668365990717,2022-11-13T20:59:50.717,13.081,-0.119,-0.359,-0.960
1668365990758,2022-11-13T20:59:50.758,13.122,-0.121,-0.355,-0.961
1668365990797,2022-11-13T20:59:50.797,13.161,-0.120,-0.357,-0.960
1668365990838,2022-11-13T20:59:50.838,13.202,-0.118,-0.358,-0.960
1668365990879,2022-11-13T20:59:50.879,13.243,-0.118,-0.356,-0.961
1668365990919,2022-11-13T20:59:50.919,13.283,-0.120,-0.358,-0.959
1668365990960,2022-11-13T20:59:50.960,13.324,-0.119,-0.358,-0.959
1668365991001,2022-11-13T20:59:51.001,13.365,-0.119,-0.356,-0.960
1668365991042,2022-11-13T20:59:51.042,13.406,-0.119,-0.357,-0.959
1668365991082,2022-11-13T20:59:51.082,13.446,-0.119,-0.355,-0.960
1668365991123,2022-11-13T20:59:51.123,13.487,-0.118,-0.359,-0.961
1668365991164,2022-11-13T20:59:51.164,13.528,-0.119,-0.354,-0.961
1668365991205,2022-11-13T20:59:51.205,13.569,-0.119,-0.355,-0.961
1668365991244,2022-11-13T20:59:51.244,13.608,-0.118,-0.360,-0.960
1668365991285,2022-11-13T20:59:51.285,13.649,-0.119,-0.352,-0.961
1668365991326,2022-11-13T20:59:51.326,13.690,-0.116,-0.359,-0.961
1668365991367,2022-11-13T20:59:51.367,13.731,-0.120,-0.357,-0.960
1668365991407,2022-11-13T20:59:51.407,13.771,-0.119,-0.356,-0.960
1668365991448,2022-11-13T20:59:51.448,13.812,-0.117,-0.360,-0.960
1668365991489,2022-11-13T20:59:51.489,13.853,-0.119,-0.354,-0.959
1668365991528,2022-11-13T20:59:51.528,13.892,-0.117,-0.357,-0.960
1668365991569,2022-11-13T20:59:51.569,13.933,-0.117,-0.358,-0.960
1668365991610,2022-11-13T20:59:51.610,13.974,-0.118,-0.356,-0.960
1668365991651,2022-11-13T20:59:51.651,14.015,-0.118,-0.358,-0.959
1668365991691,2022-11-13T20:59:51.691,14.055,-0.119,-0.359,-0.960
1668365991732,2022-11-13T20:59:51.732,14.096,-0.117,-0.357,-0.960
