epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1667859381619,2022-11-08T00:16:21.619,1.952,-1.098,-0.183,0.061
1667859381658,2022-11-08T00:16:21.658,1.991,-0.793,0.305,0.061
1667859381699,2022-11-08T00:16:21.699,2.032,-0.762,0.152,0.122
1667859381740,2022-11-08T00:16:21.740,2.073,-0.701,0.518,0.244
1667859381781,2022-11-08T00:16:21.781,2.114,-0.732,1.098,0.061
1667859381821,2022-11-08T00:16:21.821,2.154,-0.701,0.976,-0.305
1667859381862,2022-11-08T00:16:21.862,2.195,0.091,0.762,-0.976
1667859381903,2022-11-08T00:16:21.903,2.236,-0.579,1.159,-1.098
1667859381942,2022-11-08T00:16:21.942,2.275,-0.366,0.762,-0.671
1667859381983,2022-11-08T00:16:21.983,2.316,-0.671,0.762,-0.671
1667859382024,2022-11-08T00:16:22.024,2.357,-0.152,0.732,-0.701
1667859382065,2022-11-08T00:16:22.065,2.398,0.274,0.945,-0.396
1667859382105,2022-11-08T00:16:22.105,2.438,-0.244,1.311,-0.030
1667859382146,2022-11-08T00:16:22.146,2.479,-0.244,1.250,0.000
1667859382187,2022-11-08T00:16:22.187,2.520,0.183,0.671,-0.061
1667859382228,2022-11-08T00:16:22.228,2.561,0.183,0.244,-0.091
1667859382267,2022-11-08T00:16:22.267,2.600,0.152,0.610,-0.183
1667859382309,2022-11-08T00:16:22.309,2.642,0.335,0.884,-0.183
1667859382350,2022-11-08T00:16:22.350,2.683,0.274,0.823,-0.183
1667859382391,2022-11-08T00:16:22.391,2.724,-0.427,0.732,-0.061
1667859382430,2022-11-08T00:16:22.430,2.763,-0.549,0.183,0.030
1667859382471,2022-11-08T00:16:22.471,2.804,-0.427,-0.183,-0.152
1667859382512,2022-11-08T00:16:22.512,2.845,-0.427,0.030,-0.427
1667859382552,2022-11-08T00:16:22.552,2.885,-0.183,0.122,-0.518
1667859382593,2022-11-08T00:16:22.593,2.926,-0.366,0.427,-0.396
1667859382634,2022-11-08T00:16:22.634,2.967,-0.366,0.457,-0.335
1667859382675,2022-11-08T00:16:22.675,3.008,-0.122,0.579,-0.427
1667859382714,2022-11-08T00:16:22.714,3.047,-0.091,0.823,-0.457
1667859382755,2022-11-08T00:16:22.755,3.088,-0.030,0.640,-0.335
1667859382796,2022-11-08T00:16:22.796,3.129,0.091,0.762,-0.274
1667859382837,2022-11-08T00:16:22.837,3.170,-1.220,1.555,0.000
1667859382877,2022-11-08T00:16:22.877,3.210,-1.524,1.738,0.640
1667859382918,2022-11-08T00:16:22.918,3.251,-1.037,1.799,0.854
1667859382959,2022-11-08T00:16:22.959,3.292,-0.579,1.951,0.457
1667859383000,2022-11-08T00:16:23.000,3.333,-0.427,0.915,-0.091
1667859383039,2022-11-08T00:16:23.039,3.372,0.366,-0.152,-0.427
1667859383080,2022-11-08T00:16:23.080,3.413,0.976,-0.884,-0.579
1667859383121,2022-11-08T00:16:23.121,3.454,0.884,-0.732,-0.732
1667859383161,2022-11-08T00:16:23.161,3.494,0.213,-0.457,-0.732
1667859383202,2022-11-08T00:16:23.202,3.535,0.061,-0.213,-0.579
1667859383243,2022-11-08T00:16:23.243,3.576,-0.213,-0.030,-0.305
1667859383284,2022-11-08T00:16:23.284,3.617,-0.671,1.006,-0.091
1667859383324,2022-11-08T00:16:23.324,3.657,-0.396,1.524,-0.213
1667859383365,2022-11-08T00:16:23.365,3.698,-0.640,1.646,-0.152
1667859383406,2022-11-08T00:16:23.406,3.739,-1.220,1.646,0.457
1667859383447,2022-11-08T00:16:23.447,3.780,-1.220,1.555,0.915
1667859383486,2022-11-08T00:16:23.486,3.819,-0.579,1.067,0.884
1667859383527,2022-11-08T00:16:23.527,3.860,0.244,0.488,0.305
1667859383568,2022-11-08T00:16:23.568,3.901,-0.061,0.213,-0.091
1667859383608,2022-11-08T00:16:23.608,3.941,-0.274,-0.030,-0.183
1667859383649,2022-11-08T00:16:23.649,3.982,-0.122,-0.213,-0.152
1667859383690,2022-11-08T00:16:23.690,4.023,-0.488,0.305,0.030
1667859383731,2022-11-08T00:16:23.731,4.064,-1.098,0.549,0.213
1667859383770,2022-11-08T00:16:23.770,4.103,-0.762,0.671,0.091
1667859383811,2022-11-08T00:16:23.811,4.144,-0.732,0.701,0.122
1667859383852,2022-11-08T00:16:23.852,4.185,-0.701,0.671,0.091
1667859383893,2022-11-08T00:16:23.893,4.226,-0.610,0.335,0.030
1667859383933,2022-11-08T00:16:23.933,4.266,-0.396,0.213,0.030
1667859383974,2022-11-08T00:16:23.974,4.307,0.000,0.457,0.030
1667859384015,2022-11-08T00:16:24.015,4.348,-0.213,0.213,0.122
1667859384056,2022-11-08T00:16:24.056,4.389,-0.671,0.701,0.213
1667859384096,2022-11-08T00:16:24.096,4.429,-0.549,0.732,0.183
1667859384137,2022-11-08T00:16:24.137,4.470,-0.274,0.152,0.061
1667859384178,2022-11-08T00:16:24.178,4.511,-0.488,0.549,0.122
1667859384217,2022-11-08T00:16:24.217,4.550,-0.732,0.945,0.244
1667859384258,2022-11-08T00:16:24.258,4.591,-0.427,0.396,0.061
1667859384299,2022-11-08T00:16:24.299,4.632,-0.366,0.366,0.000
1667859384340,2022-11-08T00:16:24.340,4.673,-0.732,0.701,0.122
1667859384380,2022-11-08T00:16:24.380,4.713,-0.640,0.274,0.000
1667859384421,2022-11-08T00:16:24.421,4.754,-0.122,-0.152,0.030
1667859384462,2022-11-08T00:16:24.462,4.795,-0.457,-0.396,-0.091
1667859384503,2022-11-08T00:16:24.503,4.836,-0.884,0.183,-0.061
1667859384542,2022-11-08T00:16:24.542,4.875,-0.610,0.579,-0.091
1667859384583,2022-11-08T00:16:24.583,4.916,-0.305,-0.183,-0.305
1667859384624,2022-11-08T00:16:24.624,4.957,-0.518,0.213,-0.305
1667859384665,2022-11-08T00:16:24.665,4.998,-1.341,0.884,-0.030
1667859384705,2022-11-08T00:16:24.705,5.038,-0.579,0.091,-0.213
1667859384746,2022-11-08T00:16:24.746,5.079,-0.427,-0.091,-0.213
1667859384787,2022-11-08T00:16:24.787,5.120,-0.488,-0.061,-0.152
1667859384827,2022-11-08T00:16:24.827,5.160,-0.457,0.213,-0.061
1667859384868,2022-11-08T00:16:24.868,5.201,-0.579,0.061,-0.030
1667859384909,2022-11-08T00:16:24.909,5.242,-0.488,-0.152,0.000
1667859384950,2022-11-08T00:16:24.950,5.283,-0.335,0.030,-0.091
1667859384989,2022-11-08T00:16:24.989,5.322,-0.671,0.793,-0.366
1667859385030,2022-11-08T00:16:25.030,5.363,-0.640,1.098,-0.427
1667859385071,2022-11-08T00:16:25.071,5.404,-0.549,0.945,-0.427
1667859385112,2022-11-08T00:16:25.112,5.445,-0.061,0.915,-0.610
1667859385152,2022-11-08T00:16:25.152,5.485,-0.183,0.732,-0.671
1667859385193,2022-11-08T00:16:25.193,5.526,-0.244,0.488,-0.518
1667859385234,2022-11-08T00:16:25.234,5.567,0.305,1.159,-0.701
1667859385275,2022-11-08T00:16:25.275,5.608,-0.122,0.915,-0.610
1667859385314,2022-11-08T00:16:25.314,5.647,-0.518,0.396,0.030
1667859385355,2022-11-08T00:16:25.355,5.688,-0.274,0.488,0.213
1667859385396,2022-11-08T00:16:25.396,5.729,-0.701,0.823,-0.030
1667859385436,2022-11-08T00:16:25.436,5.769,-0.701,0.823,-0.122
1667859385477,2022-11-08T00:16:25.477,5.810,-0.823,1.372,-0.122
1667859385518,2022-11-08T00:16:25.518,5.851,-0.884,1.463,-0.183
1667859385559,2022-11-08T00:16:25.559,5.892,-0.671,0.823,-0.030
1667859385599,2022-11-08T00:16:25.599,5.932,-0.945,0.884,0.335
1667859385640,2022-11-08T00:16:25.640,5.973,-0.793,0.823,0.305
1667859385681,2022-11-08T00:16:25.681,6.014,-0.701,0.762,0.183
1667859385722,2022-11-08T00:16:25.722,6.055,-0.976,0.579,0.152
1667859385761,2022-11-08T00:16:25.761,6.094,-0.671,0.305,0.183
1667859385802,2022-11-08T00:16:25.802,6.135,-1.098,0.549,0.213
1667859385843,2022-11-08T00:16:25.843,6.176,-0.976,0.732,0.030
1667859385883,2022-11-08T00:16:25.883,6.216,-0.823,0.854,-0.213
1667859385924,2022-11-08T00:16:25.924,6.257,-0.854,0.732,-0.274
1667859385965,2022-11-08T00:16:25.965,6.298,-0.671,0.305,-0.244
1667859386006,2022-11-08T00:16:26.006,6.339,-0.152,0.061,-0.366
1667859386045,2022-11-08T00:16:26.045,6.378,-0.061,0.396,-0.488
1667859386086,2022-11-08T00:16:26.086,6.419,-0.335,0.366,-0.488
1667859386127,2022-11-08T00:16:26.127,6.460,-0.488,0.366,-0.183
1667859386168,2022-11-08T00:16:26.168,6.501,-0.244,0.549,0.122
1667859386208,2022-11-08T00:16:26.208,6.541,-0.579,0.396,0.213
1667859386249,2022-11-08T00:16:26.249,6.582,-0.579,0.152,0.122
1667859386290,2022-11-08T00:16:26.290,6.623,-0.427,0.122,-0.244
1667859386331,2022-11-08T00:16:26.331,6.664,-0.701,0.518,-0.152
1667859386371,2022-11-08T00:16:26.371,6.704,-0.640,0.610,0.091
1667859386412,2022-11-08T00:16:26.412,6.745,-0.671,0.640,0.000
1667859386453,2022-11-08T00:16:26.453,6.786,-0.884,0.823,-0.030
1667859386492,2022-11-08T00:16:26.492,6.825,-1.250,0.884,-0.030
1667859386533,2022-11-08T00:16:26.533,6.866,-0.610,0.396,-0.183
1667859386574,2022-11-08T00:16:26.574,6.907,0.000,-0.030,-0.457
1667859386615,2022-11-08T00:16:26.615,6.948,-0.335,0.152,-0.427
1667859386655,2022-11-08T00:16:26.655,6.988,-0.518,0.061,-0.213
1667859386696,2022-11-08T00:16:26.696,7.029,-0.457,0.244,0.091
1667859386737,2022-11-08T00:16:26.737,7.070,-0.671,0.549,0.152
1667859386778,2022-11-08T00:16:26.778,7.111,-0.366,0.183,0.000
1667859386817,2022-11-08T00:16:26.817,7.150,-0.549,0.427,0.061
1667859386858,2022-11-08T00:16:26.858,7.191,-0.884,0.976,0.030
1667859386899,2022-11-08T00:16:26.899,7.232,-0.488,0.762,-0.122
1667859386940,2022-11-08T00:16:26.940,7.273,-0.488,0.518,-0.030
1667859386980,2022-11-08T00:16:26.980,7.313,-0.762,0.884,0.366
1667859387021,2022-11-08T00:16:27.021,7.354,-1.098,0.976,0.396
1667859387062,2022-11-08T00:16:27.062,7.395,-0.640,0.427,0.427
1667859387101,2022-11-08T00:16:27.101,7.434,-1.098,0.610,0.732
1667859387142,2022-11-08T00:16:27.142,7.475,-1.159,0.457,0.762
1667859387184,2022-11-08T00:16:27.184,7.517,0.122,-0.396,0.183
1667859387225,2022-11-08T00:16:27.225,7.558,-0.488,-0.640,-0.091
1667859387264,2022-11-08T00:16:27.264,7.597,0.183,-0.030,-0.396
1667859387305,2022-11-08T00:16:27.305,7.638,0.396,1.799,-1.037
1667859387346,2022-11-08T00:16:27.346,7.679,-0.701,2.195,-0.854
1667859387387,2022-11-08T00:16:27.387,7.720,-0.305,0.915,-0.091
1667859387427,2022-11-08T00:16:27.427,7.760,-0.091,0.122,0.091
1667859387468,2022-11-08T00:16:27.468,7.801,-0.457,0.335,-0.213
1667859387509,2022-11-08T00:16:27.509,7.842,-0.366,0.274,-0.518
1667859387550,2022-11-08T00:16:27.550,7.883,-0.793,0.701,-0.366
1667859387589,2022-11-08T00:16:27.589,7.922,-0.579,0.671,-0.122
1667859387630,2022-11-08T00:16:27.630,7.963,-0.488,1.037,-0.091
1667859387671,2022-11-08T00:16:27.671,8.004,-0.396,1.311,-0.183
1667859387711,2022-11-08T00:16:27.711,8.044,-0.030,0.640,-0.152
1667859387752,2022-11-08T00:16:27.752,8.085,-0.396,0.427,-0.122
1667859387793,2022-11-08T00:16:27.793,8.126,-0.335,0.244,-0.213
1667859387834,2022-11-08T00:16:27.834,8.167,-0.305,0.335,-0.335
1667859387873,2022-11-08T00:16:27.873,8.206,-0.305,0.518,-0.244
1667859387914,2022-11-08T00:16:27.914,8.247,-0.640,0.762,-0.030
1667859387955,2022-11-08T00:16:27.955,8.288,-0.396,0.671,-0.030
1667859387996,2022-11-08T00:16:27.996,8.329,-0.274,0.579,-0.091
1667859388036,2022-11-08T00:16:28.036,8.369,-0.427,0.640,-0.030
1667859388077,2022-11-08T00:16:28.077,8.410,-0.488,0.488,-0.061
1667859388118,2022-11-08T00:16:28.118,8.451,-0.640,0.610,-0.152
1667859388159,2022-11-08T00:16:28.159,8.492,-0.610,0.610,-0.061
1667859388199,2022-11-08T00:16:28.199,8.532,-0.579,0.610,0.091
1667859388240,2022-11-08T00:16:28.240,8.573,-0.762,0.549,0.183
1667859388281,2022-11-08T00:16:28.281,8.614,-0.518,0.305,-0.213
1667859388320,2022-11-08T00:16:28.320,8.653,-0.549,0.244,-0.305
1667859388361,2022-11-08T00:16:28.361,8.694,-0.732,0.549,-0.305
1667859388402,2022-11-08T00:16:28.402,8.735,-0.762,0.854,-0.152
1667859388443,2022-11-08T00:16:28.443,8.776,-0.854,1.037,-0.152
1667859388483,2022-11-08T00:16:28.483,8.816,-0.976,1.250,-0.183
1667859388524,2022-11-08T00:16:28.524,8.857,-0.457,0.671,-0.030
1667859388565,2022-11-08T00:16:28.565,8.898,-0.396,0.457,0.061
1667859388606,2022-11-08T00:16:28.606,8.939,-0.457,0.396,0.122
1667859388645,2022-11-08T00:16:28.645,8.978,-0.122,0.183,-0.061
1667859388686,2022-11-08T00:16:28.686,9.019,0.000,0.122,-0.122
1667859388727,2022-11-08T00:16:28.727,9.060,-0.213,-0.213,-0.183
1667859388768,2022-11-08T00:16:28.768,9.101,-0.610,0.000,-0.213
1667859388808,2022-11-08T00:16:28.808,9.141,0.000,-0.152,-0.396
1667859388849,2022-11-08T00:16:28.849,9.182,0.091,0.030,-0.488
1667859388890,2022-11-08T00:16:28.890,9.223,-0.640,0.427,-0.335
1667859388930,2022-11-08T00:16:28.930,9.263,-0.976,0.183,-0.274
1667859388971,2022-11-08T00:16:28.971,9.304,-0.518,0.000,-0.366
1667859389012,2022-11-08T00:16:29.012,9.345,-0.457,0.427,-0.457
1667859389053,2022-11-08T00:16:29.053,9.386,-0.579,0.823,-0.549
1667859389092,2022-11-08T00:16:29.092,9.425,-0.732,0.762,-0.305
1667859389133,2022-11-08T00:16:29.133,9.466,-0.427,0.488,-0.122
1667859389174,2022-11-08T00:16:29.174,9.507,-0.457,0.640,-0.152
1667859389215,2022-11-08T00:16:29.215,9.548,-0.732,0.823,-0.030
1667859389255,2022-11-08T00:16:29.255,9.588,-0.396,0.061,-0.030
1667859389296,2022-11-08T00:16:29.296,9.629,0.030,-0.427,-0.061
1667859389337,2022-11-08T00:16:29.337,9.670,-0.366,0.274,-0.152
1667859389376,2022-11-08T00:16:29.376,9.709,-0.396,0.549,-0.213
1667859389417,2022-11-08T00:16:29.417,9.750,-0.427,0.366,-0.152
1667859389458,2022-11-08T00:16:29.458,9.791,-0.427,0.549,-0.152
1667859389499,2022-11-08T00:16:29.499,9.832,-0.884,0.793,-0.061
1667859389539,2022-11-08T00:16:29.539,9.872,-0.640,0.488,-0.183
1667859389580,2022-11-08T00:16:29.580,9.913,-0.152,0.122,-0.244
1667859389621,2022-11-08T00:16:29.621,9.954,-0.579,0.213,-0.091
1667859389662,2022-11-08T00:16:29.662,9.995,-0.396,0.213,-0.183
1667859389702,2022-11-08T00:16:29.702,10.035,-0.488,0.427,-0.213
1667859389743,2022-11-08T00:16:29.743,10.076,-0.640,0.640,0.030
1667859389784,2022-11-08T00:16:29.784,10.117,-0.640,0.640,0.030
1667859389825,2022-11-08T00:16:29.825,10.158,-0.366,0.457,-0.244
1667859389864,2022-11-08T00:16:29.864,10.197,-0.030,0.122,-0.305
1667859389905,2022-11-08T00:16:29.905,10.238,-0.183,0.152,-0.122
1667859389946,2022-11-08T00:16:29.946,10.279,-0.122,0.213,-0.030
1667859389986,2022-11-08T00:16:29.986,10.319,-0.030,0.122,-0.122
1667859390027,2022-11-08T00:16:30.027,10.360,-0.030,0.518,0.000
1667859390068,2022-11-08T00:16:30.068,10.401,-0.030,0.884,0.030
1667859390109,2022-11-08T00:16:30.109,10.442,0.030,0.854,-0.091
1667859390148,2022-11-08T00:16:30.148,10.481,0.000,0.671,0.000
1667859390189,2022-11-08T00:16:30.189,10.522,-1.341,1.463,0.427
1667859390230,2022-11-08T00:16:30.230,10.563,-1.341,1.768,0.762
1667859390271,2022-11-08T00:16:30.271,10.604,-0.488,1.616,0.366
1667859390311,2022-11-08T00:16:30.311,10.644,-0.579,1.311,-0.122
1667859390352,2022-11-08T00:16:30.352,10.685,0.061,1.098,-0.396
1667859390393,2022-11-08T00:16:30.393,10.726,0.152,0.732,-0.488
1667859390433,2022-11-08T00:16:30.433,10.766,0.000,0.305,-0.274
1667859390474,2022-11-08T00:16:30.474,10.807,-0.061,0.152,-0.030
1667859390515,2022-11-08T00:16:30.515,10.848,-0.091,0.671,-0.213
1667859390556,2022-11-08T00:16:30.556,10.889,-0.366,0.579,-0.396
1667859390595,2022-11-08T00:16:30.595,10.928,-0.274,0.427,-0.427
1667859390636,2022-11-08T00:16:30.636,10.969,-0.335,0.457,-0.335
1667859390677,2022-11-08T00:16:30.677,11.010,-0.823,0.976,-0.030
1667859390718,2022-11-08T00:16:30.718,11.051,-0.884,0.762,0.183
1667859390758,2022-11-08T00:16:30.758,11.091,-0.884,0.427,0.396
1667859390799,2022-11-08T00:16:30.799,11.132,-0.945,0.579,0.488
1667859390840,2022-11-08T00:16:30.840,11.173,-1.372,0.610,0.640
1667859390881,2022-11-08T00:16:30.881,11.214,-1.006,0.396,0.518
1667859390920,2022-11-08T00:16:30.920,11.253,-0.427,0.091,0.030
1667859390961,2022-11-08T00:16:30.961,11.294,-0.518,0.183,-0.091
1667859391002,2022-11-08T00:16:31.002,11.335,-0.671,0.244,-0.122
1667859391042,2022-11-08T00:16:31.042,11.375,-0.610,0.091,-0.183
1667859391083,2022-11-08T00:16:31.083,11.416,-0.823,0.366,-0.183
1667859391124,2022-11-08T00:16:31.124,11.457,-0.579,0.549,-0.244
1667859391165,2022-11-08T00:16:31.165,11.498,-0.305,0.396,-0.335
1667859391204,2022-11-08T00:16:31.204,11.537,-0.549,0.061,-0.396
1667859391246,2022-11-08T00:16:31.246,11.579,-0.518,0.030,-0.122
1667859391287,2022-11-08T00:16:31.287,11.620,-0.518,0.549,-0.061
1667859391328,2022-11-08T00:16:31.328,11.661,-0.030,1.220,-0.427
1667859391367,2022-11-08T00:16:31.367,11.700,-1.311,2.591,-0.122
1667859391408,2022-11-08T00:16:31.408,11.741,-2.378,2.622,0.945
1667859391449,2022-11-08T00:16:31.449,11.782,-1.921,1.921,1.494
1667859391489,2022-11-08T00:16:31.489,11.822,-1.280,0.793,0.884
1667859391530,2022-11-08T00:16:31.530,11.863,-0.915,-0.274,-0.183
1667859391571,2022-11-08T00:16:31.571,11.904,-0.701,-0.183,-0.823
1667859391612,2022-11-08T00:16:31.612,11.945,-0.488,0.122,-0.762
1667859391651,2022-11-08T00:16:31.651,11.984,0.579,0.091,-0.793
1667859391692,2022-11-08T00:16:31.692,12.025,0.030,1.341,-0.793
1667859391733,2022-11-08T00:16:31.733,12.066,-1.707,2.652,-0.213
1667859391774,2022-11-08T00:16:31.774,12.107,-2.988,1.585,0.274
1667859391814,2022-11-08T00:16:31.814,12.147,-2.988,0.061,0.640
1667859391855,2022-11-08T00:16:31.855,12.188,-2.591,-0.305,1.128
1667859391896,2022-11-08T00:16:31.896,12.229,-2.439,-0.183,1.128
1667859391937,2022-11-08T00:16:31.937,12.270,-1.921,-0.396,0.945
1667859391976,2022-11-08T00:16:31.976,12.309,-0.884,-0.701,0.762
1667859392017,2022-11-08T00:16:32.017,12.350,-1.524,-0.671,0.915
1667859392059,2022-11-08T00:16:32.059,12.392,-1.982,0.427,1.159
1667859392098,2022-11-08T00:16:32.098,12.431,-0.640,0.945,0.884
1667859392139,2022-11-08T00:16:32.139,12.472,-0.732,0.366,0.335
1667859392180,2022-11-08T00:16:32.180,12.513,-1.067,0.854,0.244
1667859392221,2022-11-08T00:16:32.221,12.554,-1.037,2.073,0.122
1667859392261,2022-11-08T00:16:32.261,12.594,-0.823,1.646,-0.030
1667859392302,2022-11-08T00:16:32.302,12.635,-0.091,1.037,0.183
1667859392343,2022-11-08T00:16:32.343,12.676,-1.067,1.037,0.884
1667859392384,2022-11-08T00:16:32.384,12.717,-2.043,2.043,0.854
1667859392423,2022-11-08T00:16:32.423,12.756,-1.555,2.896,0.549
1667859392464,2022-11-08T00:16:32.464,12.797,-0.915,2.835,0.335
1667859392505,2022-11-08T00:16:32.505,12.838,-0.701,2.561,-0.152
1667859392546,2022-11-08T00:16:32.546,12.879,-1.189,2.744,-0.274
1667859392586,2022-11-08T00:16:32.586,12.919,-0.884,2.073,-0.030
1667859392627,2022-11-08T00:16:32.627,12.960,3.780,1.098,-0.061
1667859392668,2022-11-08T00:16:32.668,13.001,3.262,0.671,-0.579
1667859392707,2022-11-08T00:16:32.707,13.040,0.976,1.463,-1.220
1667859392748,2022-11-08T00:16:32.748,13.081,0.305,2.652,-1.067
1667859392789,2022-11-08T00:16:32.789,13.122,-0.213,3.262,-0.854
1667859392830,2022-11-08T00:16:32.830,13.163,-0.976,2.012,-1.220
1667859392870,2022-11-08T00:16:32.870,13.203,-0.488,-0.701,-1.189
1667859392911,2022-11-08T00:16:32.911,13.244,-0.305,-1.067,-0.579
1667859392952,2022-11-08T00:16:32.952,13.285,-0.091,0.030,-0.091
1667859392993,2022-11-08T00:16:32.993,13.326,-0.274,1.616,-0.091
1667859393033,2022-11-08T00:16:33.033,13.366,-0.518,2.652,-0.213
1667859393074,2022-11-08T00:16:33.074,13.407,-0.152,2.287,-0.335
1667859393115,2022-11-08T00:16:33.115,13.448,-0.945,1.524,-0.396
1667859393156,2022-11-08T00:16:33.156,13.489,-0.915,0.915,-0.427
1667859393195,2022-11-08T00:16:33.195,13.528,0.122,0.488,-0.945
1667859393236,2022-11-08T00:16:33.236,13.569,0.427,0.610,-1.006
1667859393277,2022-11-08T00:16:33.277,13.610,0.457,0.335,-0.976
1667859393317,2022-11-08T00:16:33.317,13.650,1.616,-0.427,-0.762
1667859393358,2022-11-08T00:16:33.358,13.691,0.793,0.091,-0.244
1667859393399,2022-11-08T00:16:33.399,13.732,0.396,0.579,0.274
1667859393440,2022-11-08T00:16:33.440,13.773,1.280,-0.457,-0.061
1667859393479,2022-11-08T00:16:33.479,13.812,1.220,-0.488,-0.549
1667859393520,2022-11-08T00:16:33.520,13.853,0.610,-0.549,-0.396
1667859393561,2022-11-08T00:16:33.561,13.894,-1.159,-0.701,0.030
1667859393602,2022-11-08T00:16:33.602,13.935,-1.037,-1.341,0.884
1667859393642,2022-11-08T00:16:33.642,13.975,-1.860,-0.976,1.677
1667859393683,2022-11-08T00:16:33.683,14.016,-4.390,-0.396,2.805
1667859393724,2022-11-08T00:16:33.724,14.057,-1.280,-1.128,2.043
1667859393764,2022-11-08T00:16:33.764,14.097,3.902,-3.445,-0.152
1667859393805,2022-11-08T00:16:33.805,14.138,3.171,-3.140,-1.098
1667859393846,2022-11-08T00:16:33.846,14.179,1.707,-1.128,-0.640
1667859393887,2022-11-08T00:16:33.887,14.220,1.463,-2.348,0.183
1667859393926,2022-11-08T00:16:33.926,14.259,-0.335,-3.323,1.433
1667859393967,2022-11-08T00:16:33.967,14.300,-0.701,-2.409,1.860
1667859394008,2022-11-08T00:16:34.008,14.341,1.067,-1.768,1.098
1667859394049,2022-11-08T00:16:34.049,14.382,1.646,-1.768,0.000
1667859394089,2022-11-08T00:16:34.089,14.422,1.982,-0.884,-0.884
1667859394130,2022-11-08T00:16:34.130,14.463,1.829,-0.854,-0.854
1667859394171,2022-11-08T00:16:34.171,14.504,0.457,-1.524,-0.030
1667859394212,2022-11-08T00:16:34.212,14.545,-0.274,-2.348,0.945
1667859394251,2022-11-08T00:16:34.251,14.584,-0.945,-2.713,1.768
