epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1667907629987,2022-11-08T13:40:29.987,4.752,-0.152,0.366,-0.091
1667907630028,2022-11-08T13:40:30.028,4.793,-0.366,0.427,-0.091
1667907630069,2022-11-08T13:40:30.069,4.834,-0.396,0.488,-0.152
1667907630110,2022-11-08T13:40:30.110,4.875,0.061,0.549,-0.335
1667907630150,2022-11-08T13:40:30.150,4.915,-0.091,0.488,-0.610
1667907630191,2022-11-08T13:40:30.191,4.956,-0.305,0.488,-0.488
1667907630232,2022-11-08T13:40:30.232,4.997,-0.122,0.884,-0.274
1667907630273,2022-11-08T13:40:30.273,5.038,-0.061,0.732,-0.244
1667907630312,2022-11-08T13:40:30.312,5.077,0.030,0.671,-0.610
1667907630353,2022-11-08T13:40:30.353,5.118,-0.183,0.640,-0.549
1667907630394,2022-11-08T13:40:30.394,5.159,-0.274,0.579,-0.366
1667907630435,2022-11-08T13:40:30.435,5.200,-0.122,0.610,-0.152
1667907630475,2022-11-08T13:40:30.475,5.240,-0.427,0.640,-0.213
1667907630516,2022-11-08T13:40:30.516,5.281,-0.732,0.610,-0.122
1667907630557,2022-11-08T13:40:30.557,5.322,-0.579,0.579,-0.122
1667907630596,2022-11-08T13:40:30.596,5.361,-0.457,0.671,-0.305
1667907630637,2022-11-08T13:40:30.637,5.402,-0.457,0.793,-0.274
1667907630678,2022-11-08T13:40:30.678,5.443,-0.701,0.823,-0.091
1667907630719,2022-11-08T13:40:30.719,5.484,-0.579,0.762,-0.152
1667907630759,2022-11-08T13:40:30.759,5.524,-0.915,0.610,-0.274
1667907630800,2022-11-08T13:40:30.800,5.565,-1.463,0.610,0.122
1667907630841,2022-11-08T13:40:30.841,5.606,-1.799,0.732,0.274
1667907630882,2022-11-08T13:40:30.882,5.647,-1.860,0.518,0.244
1667907630922,2022-11-08T13:40:30.922,5.687,-0.549,0.549,1.159
1667907630963,2022-11-08T13:40:30.963,5.728,-0.671,0.244,1.189
1667907631004,2022-11-08T13:40:31.004,5.769,-0.976,0.122,0.762
1667907631043,2022-11-08T13:40:31.043,5.808,-0.823,0.030,1.372
1667907631084,2022-11-08T13:40:31.084,5.849,-1.128,-0.061,1.098
1667907631125,2022-11-08T13:40:31.125,5.890,-1.311,-0.061,0.854
1667907631166,2022-11-08T13:40:31.166,5.931,-1.494,-0.183,0.884
1667907631206,2022-11-08T13:40:31.206,5.971,-1.159,-0.213,0.640
1667907631247,2022-11-08T13:40:31.247,6.012,-0.457,-0.183,0.579
1667907631288,2022-11-08T13:40:31.288,6.053,0.335,-0.213,-0.274
1667907631329,2022-11-08T13:40:31.329,6.094,0.640,-0.457,-0.335
1667907631368,2022-11-08T13:40:31.368,6.133,-0.183,-0.976,0.610
1667907631409,2022-11-08T13:40:31.409,6.174,-0.549,-0.671,1.220
1667907631450,2022-11-08T13:40:31.450,6.215,-0.671,-0.152,1.220
1667907631491,2022-11-08T13:40:31.491,6.256,-0.701,0.183,0.793
1667907631531,2022-11-08T13:40:31.531,6.296,-0.671,0.427,0.030
1667907631572,2022-11-08T13:40:31.572,6.337,-0.762,0.518,-0.701
1667907631613,2022-11-08T13:40:31.613,6.378,-0.610,0.579,-0.701
1667907631653,2022-11-08T13:40:31.653,6.418,-0.823,0.488,-0.518
1667907631694,2022-11-08T13:40:31.694,6.459,-1.189,0.305,-0.091
1667907631735,2022-11-08T13:40:31.735,6.500,-1.067,0.305,0.213
1667907631776,2022-11-08T13:40:31.776,6.541,-0.915,0.274,0.366
1667907631815,2022-11-08T13:40:31.815,6.580,-0.701,0.244,0.366
1667907631856,2022-11-08T13:40:31.856,6.621,-0.640,0.213,0.213
1667907631897,2022-11-08T13:40:31.897,6.662,-0.518,0.183,0.122
1667907631938,2022-11-08T13:40:31.938,6.703,-0.488,0.213,0.244
1667907631978,2022-11-08T13:40:31.978,6.743,-0.457,0.183,0.274
1667907632019,2022-11-08T13:40:32.019,6.784,-0.488,0.122,0.152
1667907632060,2022-11-08T13:40:32.060,6.825,-0.518,0.213,0.122
1667907632099,2022-11-08T13:40:32.099,6.864,-0.640,0.274,0.061
1667907632140,2022-11-08T13:40:32.140,6.905,-0.640,0.366,0.030
1667907632181,2022-11-08T13:40:32.181,6.946,-0.579,0.427,0.091
1667907632222,2022-11-08T13:40:32.222,6.987,-0.671,0.366,-0.030
1667907632262,2022-11-08T13:40:32.262,7.027,-0.518,0.335,-0.091
1667907632303,2022-11-08T13:40:32.303,7.068,-0.457,0.335,0.030
1667907632344,2022-11-08T13:40:32.344,7.109,-0.427,0.366,0.122
1667907632385,2022-11-08T13:40:32.385,7.150,-0.518,0.396,-0.030
1667907632425,2022-11-08T13:40:32.425,7.190,-0.610,0.457,-0.152
1667907632466,2022-11-08T13:40:32.466,7.231,-0.640,0.579,-0.396
1667907632507,2022-11-08T13:40:32.507,7.272,-0.549,0.671,-0.518
1667907632548,2022-11-08T13:40:32.548,7.313,-0.457,0.640,-0.457
1667907632587,2022-11-08T13:40:32.587,7.352,-0.366,0.610,-0.396
1667907632628,2022-11-08T13:40:32.628,7.393,-0.427,0.549,-0.122
1667907632669,2022-11-08T13:40:32.669,7.434,-0.518,0.549,0.152
1667907632709,2022-11-08T13:40:32.709,7.474,-0.244,0.610,0.183
1667907632750,2022-11-08T13:40:32.750,7.515,-0.366,0.518,0.030
1667907632791,2022-11-08T13:40:32.791,7.556,-0.396,0.549,-0.030
1667907632832,2022-11-08T13:40:32.832,7.597,-0.457,0.579,-0.274
1667907632871,2022-11-08T13:40:32.871,7.636,-0.427,0.640,-0.305
1667907632912,2022-11-08T13:40:32.912,7.677,-0.518,0.610,-0.305
1667907632953,2022-11-08T13:40:32.953,7.718,-0.488,0.579,-0.396
1667907632994,2022-11-08T13:40:32.994,7.759,-0.396,0.549,-0.244
1667907633034,2022-11-08T13:40:33.034,7.799,-0.488,0.457,0.030
1667907633075,2022-11-08T13:40:33.075,7.840,-0.427,0.488,0.122
1667907633116,2022-11-08T13:40:33.116,7.881,-0.488,0.549,0.152
1667907633155,2022-11-08T13:40:33.155,7.920,-0.366,0.640,0.000
1667907633196,2022-11-08T13:40:33.196,7.961,-0.366,0.610,-0.091
1667907633237,2022-11-08T13:40:33.237,8.002,-0.457,0.610,-0.274
1667907633279,2022-11-08T13:40:33.279,8.044,-0.457,0.579,-0.244
1667907633318,2022-11-08T13:40:33.318,8.083,-0.488,0.518,-0.213
1667907633359,2022-11-08T13:40:33.359,8.124,-0.396,0.518,0.061
1667907633400,2022-11-08T13:40:33.400,8.165,-0.396,0.579,0.122
1667907633441,2022-11-08T13:40:33.441,8.206,-0.671,0.488,-0.091
1667907633481,2022-11-08T13:40:33.481,8.246,-0.549,0.549,-0.427
1667907633522,2022-11-08T13:40:33.522,8.287,-0.213,0.701,-0.396
1667907633563,2022-11-08T13:40:33.563,8.328,-0.213,0.671,-0.030
1667907633604,2022-11-08T13:40:33.604,8.369,-0.335,0.579,-0.061
1667907633643,2022-11-08T13:40:33.643,8.408,-0.152,0.549,-0.152
1667907633684,2022-11-08T13:40:33.684,8.449,-0.549,0.640,-0.335
1667907633725,2022-11-08T13:40:33.725,8.490,-0.396,0.732,-0.335
1667907633765,2022-11-08T13:40:33.765,8.530,-0.183,0.701,-0.427
1667907633806,2022-11-08T13:40:33.806,8.571,-0.335,0.854,-0.335
1667907633847,2022-11-08T13:40:33.847,8.612,-0.274,0.884,-0.152
1667907633888,2022-11-08T13:40:33.888,8.653,-0.518,0.671,-0.091
1667907633927,2022-11-08T13:40:33.927,8.692,-0.518,0.549,0.061
1667907633968,2022-11-08T13:40:33.968,8.733,-0.427,0.549,-0.061
1667907634009,2022-11-08T13:40:34.009,8.774,-0.244,0.640,0.061
1667907634050,2022-11-08T13:40:34.050,8.815,-0.640,0.549,0.091
1667907634090,2022-11-08T13:40:34.090,8.855,-0.579,0.457,-0.152
1667907634131,2022-11-08T13:40:34.131,8.896,-0.305,0.518,-0.366
1667907634172,2022-11-08T13:40:34.172,8.937,-0.457,0.701,-0.274
1667907634212,2022-11-08T13:40:34.212,8.977,-0.335,0.762,-0.152
1667907634253,2022-11-08T13:40:34.253,9.018,-0.366,0.549,-0.396
1667907634294,2022-11-08T13:40:34.294,9.059,-0.183,0.640,-0.274
1667907634335,2022-11-08T13:40:34.335,9.100,-0.762,0.762,-0.061
1667907634374,2022-11-08T13:40:34.374,9.139,-0.701,0.823,-0.030
1667907634415,2022-11-08T13:40:34.415,9.180,-0.366,0.854,-0.396
1667907634456,2022-11-08T13:40:34.456,9.221,-0.488,0.823,-0.701
1667907634497,2022-11-08T13:40:34.497,9.262,-0.335,0.884,-0.274
1667907634537,2022-11-08T13:40:34.537,9.302,-0.945,0.854,-0.152
1667907634578,2022-11-08T13:40:34.578,9.343,-0.823,0.854,-0.061
1667907634619,2022-11-08T13:40:34.619,9.384,-1.037,0.915,0.000
1667907634660,2022-11-08T13:40:34.660,9.425,-0.884,1.037,0.183
1667907634699,2022-11-08T13:40:34.699,9.464,-0.945,1.037,0.518
1667907634740,2022-11-08T13:40:34.740,9.505,-1.799,1.006,0.915
1667907634781,2022-11-08T13:40:34.781,9.546,-2.012,1.067,0.732
1667907634821,2022-11-08T13:40:34.821,9.586,0.030,0.884,-0.732
1667907634862,2022-11-08T13:40:34.862,9.627,0.793,0.671,-0.762
1667907634903,2022-11-08T13:40:34.903,9.668,-0.122,0.152,0.305
1667907634944,2022-11-08T13:40:34.944,9.709,-0.335,0.030,1.646
1667907634984,2022-11-08T13:40:34.984,9.749,-1.067,0.122,1.159
1667907635025,2022-11-08T13:40:35.025,9.790,-0.610,0.518,0.030
1667907635066,2022-11-08T13:40:35.066,9.831,-0.762,0.945,-0.610
1667907635107,2022-11-08T13:40:35.107,9.872,-0.793,1.250,-0.854
1667907635146,2022-11-08T13:40:35.146,9.911,-0.945,1.341,-1.037
1667907635187,2022-11-08T13:40:35.187,9.952,-1.220,1.402,-0.610
1667907635228,2022-11-08T13:40:35.228,9.993,-0.457,1.250,-0.671
1667907635268,2022-11-08T13:40:35.268,10.033,-0.427,0.823,-0.884
1667907635309,2022-11-08T13:40:35.309,10.074,-0.976,0.579,0.213
1667907635350,2022-11-08T13:40:35.350,10.115,-1.128,0.671,0.793
1667907635391,2022-11-08T13:40:35.391,10.156,-1.707,0.732,0.427
1667907635430,2022-11-08T13:40:35.430,10.195,-1.341,0.610,0.396
1667907635471,2022-11-08T13:40:35.471,10.236,-0.945,0.457,0.579
1667907635512,2022-11-08T13:40:35.512,10.277,-0.061,0.366,0.457
1667907635553,2022-11-08T13:40:35.553,10.318,0.732,0.061,0.122
1667907635593,2022-11-08T13:40:35.593,10.358,0.640,-0.061,0.305
1667907635634,2022-11-08T13:40:35.634,10.399,0.793,-0.091,0.976
1667907635675,2022-11-08T13:40:35.675,10.440,0.366,0.000,0.701
1667907635715,2022-11-08T13:40:35.715,10.480,0.427,0.244,0.244
1667907635756,2022-11-08T13:40:35.756,10.521,0.183,0.640,-0.579
1667907635797,2022-11-08T13:40:35.797,10.562,0.610,0.945,-1.250
1667907635838,2022-11-08T13:40:35.838,10.603,0.640,1.402,-1.311
1667907635877,2022-11-08T13:40:35.877,10.642,0.183,1.280,-1.555
1667907635918,2022-11-08T13:40:35.918,10.683,-0.610,0.671,-1.402
1667907635959,2022-11-08T13:40:35.959,10.724,-0.762,0.854,-1.372
1667907636000,2022-11-08T13:40:36.000,10.765,-0.518,0.579,-1.494
1667907636040,2022-11-08T13:40:36.040,10.805,-0.335,0.457,-1.402
1667907636081,2022-11-08T13:40:36.081,10.846,-0.427,0.610,-1.037
1667907636122,2022-11-08T13:40:36.122,10.887,-0.274,0.610,-0.732
1667907636163,2022-11-08T13:40:36.163,10.928,0.030,0.579,-0.762
1667907636202,2022-11-08T13:40:36.202,10.967,-0.030,0.762,-0.549
1667907636243,2022-11-08T13:40:36.243,11.008,-0.457,0.884,-0.091
1667907636284,2022-11-08T13:40:36.284,11.049,-0.732,0.976,0.335
1667907636324,2022-11-08T13:40:36.324,11.089,-0.549,0.854,0.183
1667907636365,2022-11-08T13:40:36.365,11.130,-0.274,0.793,-0.213
1667907636406,2022-11-08T13:40:36.406,11.171,-0.213,0.793,-0.396
1667907636447,2022-11-08T13:40:36.447,11.212,-0.366,0.762,-0.549
1667907636487,2022-11-08T13:40:36.487,11.252,-0.488,0.701,-0.396
1667907636528,2022-11-08T13:40:36.528,11.293,-0.640,0.732,0.152
1667907636569,2022-11-08T13:40:36.569,11.334,-0.701,0.762,0.366
1667907636610,2022-11-08T13:40:36.610,11.375,-0.640,0.671,0.213
1667907636649,2022-11-08T13:40:36.649,11.414,-0.701,0.579,0.213
1667907636690,2022-11-08T13:40:36.690,11.455,-0.610,0.579,0.213
1667907636731,2022-11-08T13:40:36.731,11.496,-0.640,0.610,-0.183
1667907636771,2022-11-08T13:40:36.771,11.536,-0.549,0.640,-0.305
1667907636812,2022-11-08T13:40:36.812,11.577,-0.579,0.640,-0.244
1667907636853,2022-11-08T13:40:36.853,11.618,-0.701,0.640,-0.030
1667907636894,2022-11-08T13:40:36.894,11.659,-0.793,0.579,0.091
1667907636933,2022-11-08T13:40:36.933,11.698,-0.762,0.610,0.152
1667907636974,2022-11-08T13:40:36.974,11.739,-0.732,0.701,0.030
1667907637015,2022-11-08T13:40:37.015,11.780,-0.701,0.579,-0.030
1667907637056,2022-11-08T13:40:37.056,11.821,-0.701,0.579,0.000
1667907637096,2022-11-08T13:40:37.096,11.861,-0.640,0.549,0.030
1667907637137,2022-11-08T13:40:37.137,11.902,-0.610,0.457,0.000
1667907637178,2022-11-08T13:40:37.178,11.943,-0.610,0.488,0.091
1667907637217,2022-11-08T13:40:37.217,11.982,-0.671,0.640,0.091
1667907637258,2022-11-08T13:40:37.258,12.023,-0.396,0.640,-0.152
1667907637300,2022-11-08T13:40:37.300,12.065,-0.183,0.610,-0.183
1667907637341,2022-11-08T13:40:37.341,12.106,-0.274,0.671,-0.091
1667907637380,2022-11-08T13:40:37.380,12.145,-0.244,0.671,-0.030
1667907637421,2022-11-08T13:40:37.421,12.186,-0.335,0.762,-0.061
1667907637462,2022-11-08T13:40:37.462,12.227,-0.305,0.823,-0.213
1667907637503,2022-11-08T13:40:37.503,12.268,-0.274,0.762,-0.457
1667907637543,2022-11-08T13:40:37.543,12.308,-0.244,0.640,-0.488
1667907637584,2022-11-08T13:40:37.584,12.349,-0.091,0.579,-0.457
1667907637625,2022-11-08T13:40:37.625,12.390,-0.091,0.579,-0.579
1667907637666,2022-11-08T13:40:37.666,12.431,-0.122,0.518,-0.335
1667907637705,2022-11-08T13:40:37.705,12.470,-0.183,0.549,-0.183
1667907637746,2022-11-08T13:40:37.746,12.511,-0.122,0.640,-0.152
1667907637787,2022-11-08T13:40:37.787,12.552,-0.213,0.732,-0.213
1667907637827,2022-11-08T13:40:37.827,12.592,-0.274,0.701,-0.427
1667907637868,2022-11-08T13:40:37.868,12.633,-0.274,0.762,-0.518
1667907637909,2022-11-08T13:40:37.909,12.674,-0.366,0.823,-0.396
1667907637950,2022-11-08T13:40:37.950,12.715,-0.213,0.762,-0.152
1667907637989,2022-11-08T13:40:37.989,12.754,-0.152,0.701,-0.122
1667907638030,2022-11-08T13:40:38.030,12.795,-0.213,0.762,0.061
1667907638071,2022-11-08T13:40:38.071,12.836,-0.183,0.701,-0.030
1667907638112,2022-11-08T13:40:38.112,12.877,-0.366,0.640,-0.122
1667907638152,2022-11-08T13:40:38.152,12.917,-0.305,0.823,-0.091
1667907638193,2022-11-08T13:40:38.193,12.958,-0.518,1.250,-0.244
1667907638234,2022-11-08T13:40:38.234,12.999,-0.274,1.494,-0.610
1667907638274,2022-11-08T13:40:38.274,13.039,0.122,1.402,-1.006
1667907638315,2022-11-08T13:40:38.315,13.080,0.061,1.433,-1.006
1667907638356,2022-11-08T13:40:38.356,13.121,0.091,1.402,-0.945
1667907638397,2022-11-08T13:40:38.397,13.162,0.091,1.402,-1.067
1667907638436,2022-11-08T13:40:38.436,13.201,0.213,1.433,-1.311
1667907638477,2022-11-08T13:40:38.477,13.242,0.152,1.311,-1.280
1667907638518,2022-11-08T13:40:38.518,13.283,-0.183,1.006,-1.037
1667907638559,2022-11-08T13:40:38.559,13.324,-0.610,0.945,-0.732
1667907638599,2022-11-08T13:40:38.599,13.364,-0.701,0.915,-0.518
1667907638640,2022-11-08T13:40:38.640,13.405,-0.701,0.762,-0.610
1667907638681,2022-11-08T13:40:38.681,13.446,-0.701,0.701,-0.671
1667907638722,2022-11-08T13:40:38.722,13.487,-0.640,0.793,-0.579
1667907638761,2022-11-08T13:40:38.761,13.526,-0.732,0.732,-0.793
1667907638802,2022-11-08T13:40:38.802,13.567,-0.793,0.610,-0.701
1667907638843,2022-11-08T13:40:38.843,13.608,-1.098,0.640,-0.244
1667907638883,2022-11-08T13:40:38.883,13.648,-1.433,0.701,0.091
1667907638924,2022-11-08T13:40:38.924,13.689,-1.463,0.671,0.213
1667907638965,2022-11-08T13:40:38.965,13.730,-1.311,0.518,0.335
1667907639006,2022-11-08T13:40:39.006,13.771,-1.067,0.518,0.427
1667907639046,2022-11-08T13:40:39.046,13.811,-0.976,0.549,0.396
1667907639087,2022-11-08T13:40:39.087,13.852,-1.006,0.518,0.244
1667907639128,2022-11-08T13:40:39.128,13.893,-0.945,0.396,0.335
1667907639169,2022-11-08T13:40:39.169,13.934,-0.762,0.457,0.366
1667907639208,2022-11-08T13:40:39.208,13.973,-0.762,0.396,0.213
1667907639249,2022-11-08T13:40:39.249,14.014,-0.793,0.396,0.396
1667907639290,2022-11-08T13:40:39.290,14.055,-0.640,0.274,0.488
1667907639331,2022-11-08T13:40:39.331,14.096,-0.732,0.305,0.427
1667907639371,2022-11-08T13:40:39.371,14.136,-0.396,0.427,0.579
1667907639412,2022-11-08T13:40:39.412,14.177,-0.152,0.213,0.244
1667907639453,2022-11-08T13:40:39.453,14.218,-0.213,0.122,-0.030
1667907639492,2022-11-08T13:40:39.492,14.257,-0.732,0.457,0.305
1667907639533,2022-11-08T13:40:39.533,14.298,-1.311,0.518,0.213
1667907639574,2022-11-08T13:40:39.574,14.339,-0.762,0.518,0.305
1667907639615,2022-11-08T13:40:39.615,14.380,-0.793,0.457,0.061
1667907639655,2022-11-08T13:40:39.655,14.420,-0.122,0.640,0.030
1667907639696,2022-11-08T13:40:39.696,14.461,-0.640,0.823,-0.427
1667907639737,2022-11-08T13:40:39.737,14.502,-0.122,0.732,0.061
1667907639778,2022-11-08T13:40:39.778,14.543,-0.244,0.396,-0.030
1667907639818,2022-11-08T13:40:39.818,14.583,-0.549,0.213,-0.427
