epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1667755022329,2022-11-06T19.17.02.329,1.910,0.380,-0.189,-0.933
1667755022369,2022-11-06T19.17.02.369,1.950,0.383,-0.182,-0.927
1667755022410,2022-11-06T19.17.02.410,1.991,0.378,-0.187,-0.932
1667755022451,2022-11-06T19.17.02.451,2.032,0.385,-0.191,-0.943
1667755022492,2022-11-06T19.17.02.492,2.073,0.389,-0.189,-0.939
1667755022531,2022-11-06T19.17.02.531,2.112,0.386,-0.189,-0.934
1667755022572,2022-11-06T19.17.02.572,2.153,0.382,-0.184,-0.934
1667755022613,2022-11-06T19.17.02.613,2.194,0.382,-0.184,-0.933
1667755022654,2022-11-06T19.17.02.654,2.235,0.386,-0.188,-0.931
1667755022694,2022-11-06T19.17.02.694,2.275,0.385,-0.186,-0.935
1667755022735,2022-11-06T19.17.02.735,2.316,0.386,-0.184,-0.937
1667755022776,2022-11-06T19.17.02.776,2.357,0.384,-0.186,-0.924
1667755022816,2022-11-06T19.17.02.816,2.397,0.383,-0.182,-0.925
1667755022857,2022-11-06T19.17.02.857,2.438,0.386,-0.182,-0.933
1667755022898,2022-11-06T19.17.02.898,2.479,0.397,-0.182,-0.933
1667755022939,2022-11-06T19.17.02.939,2.520,0.394,-0.181,-0.926
1667755022978,2022-11-06T19.17.02.978,2.559,0.396,-0.184,-0.922
1667755023019,2022-11-06T19.17.03.019,2.600,0.411,-0.185,-0.930
1667755023060,2022-11-06T19.17.03.060,2.641,0.416,-0.182,-0.932
1667755023101,2022-11-06T19.17.03.101,2.682,0.421,-0.182,-0.927
1667755023141,2022-11-06T19.17.03.141,2.722,0.421,-0.183,-0.928
1667755023182,2022-11-06T19.17.03.182,2.763,0.405,-0.171,-0.926
1667755023223,2022-11-06T19.17.03.223,2.804,0.408,-0.177,-0.919
1667755023264,2022-11-06T19.17.03.264,2.845,0.416,-0.173,-0.930
1667755023303,2022-11-06T19.17.03.303,2.884,0.402,-0.160,-0.922
1667755023344,2022-11-06T19.17.03.344,2.925,0.413,-0.174,-0.927
1667755023385,2022-11-06T19.17.03.385,2.966,0.417,-0.175,-0.926
1667755023425,2022-11-06T19.17.03.425,3.006,0.406,-0.172,-0.921
1667755023466,2022-11-06T19.17.03.466,3.047,0.411,-0.175,-0.919
1667755023507,2022-11-06T19.17.03.507,3.088,0.414,-0.175,-0.928
1667755023548,2022-11-06T19.17.03.548,3.129,0.427,-0.176,-0.934
1667755023588,2022-11-06T19.17.03.588,3.169,0.422,-0.187,-0.914
1667755023629,2022-11-06T19.17.03.629,3.210,0.417,-0.186,-0.912
1667755023670,2022-11-06T19.17.03.670,3.251,0.422,-0.177,-0.921
1667755023711,2022-11-06T19.17.03.711,3.292,0.427,-0.181,-0.925
1667755023750,2022-11-06T19.17.03.750,3.331,0.419,-0.177,-0.920
1667755023791,2022-11-06T19.17.03.791,3.372,0.408,-0.173,-0.917
1667755023832,2022-11-06T19.17.03.832,3.413,0.429,-0.179,-0.926
1667755023873,2022-11-06T19.17.03.873,3.454,0.424,-0.184,-0.920
1667755023913,2022-11-06T19.17.03.913,3.494,0.419,-0.179,-0.916
1667755023954,2022-11-06T19.17.03.954,3.535,0.422,-0.183,-0.915
1667755023995,2022-11-06T19.17.03.995,3.576,0.427,-0.184,-0.918
1667755024034,2022-11-06T19.17.04.034,3.615,0.429,-0.185,-0.919
1667755024075,2022-11-06T19.17.04.075,3.656,0.425,-0.179,-0.919
1667755024116,2022-11-06T19.17.04.116,3.697,0.423,-0.181,-0.916
1667755024157,2022-11-06T19.17.04.157,3.738,0.428,-0.184,-0.916
1667755024197,2022-11-06T19.17.04.197,3.778,0.428,-0.181,-0.918
1667755024238,2022-11-06T19.17.04.238,3.819,0.427,-0.183,-0.917
1667755024279,2022-11-06T19.17.04.279,3.860,0.430,-0.182,-0.913
1667755024320,2022-11-06T19.17.04.320,3.901,0.423,-0.183,-0.914
1667755024360,2022-11-06T19.17.04.360,3.941,0.431,-0.181,-0.921
1667755024401,2022-11-06T19.17.04.401,3.982,0.431,-0.186,-0.917
1667755024442,2022-11-06T19.17.04.442,4.023,0.422,-0.180,-0.916
1667755024483,2022-11-06T19.17.04.483,4.064,0.429,-0.182,-0.914
1667755024522,2022-11-06T19.17.04.522,4.103,0.428,-0.182,-0.922
1667755024563,2022-11-06T19.17.04.563,4.144,0.425,-0.177,-0.914
1667755024604,2022-11-06T19.17.04.604,4.185,0.423,-0.182,-0.915
1667755024644,2022-11-06T19.17.04.644,4.225,0.430,-0.180,-0.924
1667755024685,2022-11-06T19.17.04.685,4.266,0.428,-0.182,-0.917
1667755024726,2022-11-06T19.17.04.726,4.307,0.429,-0.184,-0.906
1667755024767,2022-11-06T19.17.04.767,4.348,0.413,-0.169,-0.916
1667755024806,2022-11-06T19.17.04.806,4.387,0.380,-0.162,-0.963
1667755024847,2022-11-06T19.17.04.847,4.428,0.388,-0.173,-0.918
1667755024888,2022-11-06T19.17.04.888,4.469,0.433,-0.187,-0.923
1667755024929,2022-11-06T19.17.04.929,4.510,0.430,-0.172,-0.928
1667755024969,2022-11-06T19.17.04.969,4.550,0.400,-0.178,-0.917
1667755025010,2022-11-06T19.17.05.010,4.591,0.430,-0.178,-0.921
1667755025051,2022-11-06T19.17.05.051,4.632,0.422,-0.181,-0.915
1667755025092,2022-11-06T19.17.05.092,4.673,0.415,-0.179,-0.918
1667755025132,2022-11-06T19.17.05.132,4.713,0.410,-0.170,-0.953
1667755025173,2022-11-06T19.17.05.173,4.754,0.282,-0.121,-1.032
1667755025214,2022-11-06T19.17.05.214,4.795,0.142,-0.200,-1.023
1667755025253,2022-11-06T19.17.05.253,4.834,0.358,-0.261,-0.887
1667755025294,2022-11-06T19.17.05.294,4.875,0.486,-0.168,-0.899
1667755025335,2022-11-06T19.17.05.335,4.916,0.557,-0.301,-0.740
1667755025376,2022-11-06T19.17.05.376,4.957,0.708,-0.236,-0.552
1667755025416,2022-11-06T19.17.05.416,4.997,0.786,-0.145,-0.451
1667755025457,2022-11-06T19.17.05.457,5.038,0.778,-0.037,-0.491
1667755025498,2022-11-06T19.17.05.498,5.079,0.786,-0.065,-0.540
1667755025539,2022-11-06T19.17.05.539,5.120,0.834,-0.073,-0.611
1667755025578,2022-11-06T19.17.05.578,5.159,0.624,-0.209,-0.751
1667755025619,2022-11-06T19.17.05.619,5.200,0.625,-0.291,-0.819
1667755025660,2022-11-06T19.17.05.660,5.241,0.641,-0.189,-0.881
1667755025701,2022-11-06T19.17.05.701,5.282,0.393,-0.240,-1.029
1667755025741,2022-11-06T19.17.05.741,5.322,0.447,-0.265,-1.068
1667755025782,2022-11-06T19.17.05.782,5.363,0.441,-0.198,-0.931
1667755025823,2022-11-06T19.17.05.823,5.404,0.312,-0.184,-0.898
1667755025862,2022-11-06T19.17.05.862,5.443,0.210,-0.204,-0.942
1667755025903,2022-11-06T19.17.05.903,5.484,0.121,-0.216,-1.044
1667755025945,2022-11-06T19.17.05.945,5.526,0.041,-0.235,-1.130
1667755025986,2022-11-06T19.17.05.986,5.567,0.005,-0.271,-1.063
1667755026025,2022-11-06T19.17.06.025,5.606,0.002,-0.203,-0.976
1667755026066,2022-11-06T19.17.06.066,5.647,-0.053,-0.197,-0.991
1667755026107,2022-11-06T19.17.06.107,5.688,-0.074,-0.182,-1.044
1667755026148,2022-11-06T19.17.06.148,5.729,-0.081,-0.169,-1.013
1667755026188,2022-11-06T19.17.06.188,5.769,-0.087,-0.154,-1.000
1667755026229,2022-11-06T19.17.06.229,5.810,-0.132,-0.182,-1.009
1667755026270,2022-11-06T19.17.06.270,5.851,-0.124,-0.168,-1.003
1667755026309,2022-11-06T19.17.06.309,5.890,-0.124,-0.149,-0.996
1667755026350,2022-11-06T19.17.06.350,5.931,-0.135,-0.086,-0.993
1667755026391,2022-11-06T19.17.06.391,5.972,-0.137,-0.179,-0.983
1667755026432,2022-11-06T19.17.06.432,6.013,-0.108,-0.339,-1.029
1667755026472,2022-11-06T19.17.06.472,6.053,-0.099,-0.201,-1.019
1667755026513,2022-11-06T19.17.06.513,6.094,-0.074,-0.144,-0.987
1667755026554,2022-11-06T19.17.06.554,6.135,-0.071,-0.254,-1.019
1667755026595,2022-11-06T19.17.06.595,6.176,-0.073,-0.229,-1.013
1667755026634,2022-11-06T19.17.06.634,6.215,-0.064,-0.189,-1.008
1667755026675,2022-11-06T19.17.06.675,6.256,-0.062,-0.203,-1.010
1667755026716,2022-11-06T19.17.06.716,6.297,-0.068,-0.216,-1.018
1667755026757,2022-11-06T19.17.06.757,6.338,-0.058,-0.217,-1.007
1667755026797,2022-11-06T19.17.06.797,6.378,-0.043,-0.159,-1.011
1667755026838,2022-11-06T19.17.06.838,6.419,-0.040,-0.217,-1.001
1667755026879,2022-11-06T19.17.06.879,6.460,-0.027,-0.201,-1.003
1667755026919,2022-11-06T19.17.06.919,6.500,-0.027,-0.183,-1.005
1667755026960,2022-11-06T19.17.06.960,6.541,-0.042,-0.214,-1.005
1667755027001,2022-11-06T19.17.07.001,6.582,-0.032,-0.183,-1.009
1667755027042,2022-11-06T19.17.07.042,6.623,-0.033,-0.194,-1.007
1667755027081,2022-11-06T19.17.07.081,6.662,-0.038,-0.189,-1.007
1667755027122,2022-11-06T19.17.07.122,6.703,-0.034,-0.190,-1.004
1667755027163,2022-11-06T19.17.07.163,6.744,-0.038,-0.186,-1.009
1667755027204,2022-11-06T19.17.07.204,6.785,-0.050,-0.178,-1.006
1667755027244,2022-11-06T19.17.07.244,6.825,-0.027,-0.204,-1.008
1667755027285,2022-11-06T19.17.07.285,6.866,-0.009,-0.217,-1.008
1667755027326,2022-11-06T19.17.07.326,6.907,-0.015,-0.172,-1.016
1667755027365,2022-11-06T19.17.07.365,6.946,-0.032,-0.186,-1.017
1667755027406,2022-11-06T19.17.07.406,6.987,-0.044,-0.195,-1.005
1667755027447,2022-11-06T19.17.07.447,7.028,-0.021,-0.169,-1.011
1667755027488,2022-11-06T19.17.07.488,7.069,-0.005,-0.178,-1.017
1667755027528,2022-11-06T19.17.07.528,7.109,-0.016,-0.198,-1.012
1667755027569,2022-11-06T19.17.07.569,7.150,-0.030,-0.172,-1.010
1667755027610,2022-11-06T19.17.07.610,7.191,-0.031,-0.137,-1.009
1667755027651,2022-11-06T19.17.07.651,7.232,-0.026,-0.186,-1.012
1667755027691,2022-11-06T19.17.07.691,7.272,-0.021,-0.178,-1.015
1667755027732,2022-11-06T19.17.07.732,7.313,-0.022,-0.180,-1.005
1667755027773,2022-11-06T19.17.07.773,7.354,-0.008,-0.206,-1.012
1667755027814,2022-11-06T19.17.07.814,7.395,-0.006,-0.188,-1.014
1667755027853,2022-11-06T19.17.07.853,7.434,-0.014,-0.184,-1.009
1667755027894,2022-11-06T19.17.07.894,7.475,-0.017,-0.195,-1.008
1667755027935,2022-11-06T19.17.07.935,7.516,-0.021,-0.185,-1.003
1667755027975,2022-11-06T19.17.07.975,7.556,-0.027,-0.180,-1.010
1667755028016,2022-11-06T19.17.08.016,7.597,-0.024,-0.192,-1.009
1667755028057,2022-11-06T19.17.08.057,7.638,-0.014,-0.200,-1.009
1667755028098,2022-11-06T19.17.08.098,7.679,-0.011,-0.216,-1.006
1667755028137,2022-11-06T19.17.08.137,7.718,-0.017,-0.206,-1.011
1667755028178,2022-11-06T19.17.08.178,7.759,-0.019,-0.198,-1.011
1667755028219,2022-11-06T19.17.08.219,7.800,-0.037,-0.179,-1.009
1667755028260,2022-11-06T19.17.08.260,7.841,-0.039,-0.219,-1.007
1667755028300,2022-11-06T19.17.08.300,7.881,-0.013,-0.235,-1.004
1667755028341,2022-11-06T19.17.08.341,7.922,-0.003,-0.226,-0.997
1667755028382,2022-11-06T19.17.08.382,7.963,-0.005,-0.194,-1.008
1667755028422,2022-11-06T19.17.08.422,8.003,-0.008,-0.213,-1.014
1667755028463,2022-11-06T19.17.08.463,8.044,-0.018,-0.196,-1.008
1667755028504,2022-11-06T19.17.08.504,8.085,-0.042,-0.202,-1.009
1667755028545,2022-11-06T19.17.08.545,8.126,-0.040,-0.217,-1.007
1667755028584,2022-11-06T19.17.08.584,8.165,-0.037,-0.198,-1.004
1667755028625,2022-11-06T19.17.08.625,8.206,-0.022,-0.204,-1.008
1667755028666,2022-11-06T19.17.08.666,8.247,-0.013,-0.229,-1.002
1667755028707,2022-11-06T19.17.08.707,8.288,-0.015,-0.230,-1.006
1667755028747,2022-11-06T19.17.08.747,8.328,-0.037,-0.203,-1.009
1667755028788,2022-11-06T19.17.08.788,8.369,-0.051,-0.192,-1.004
1667755028829,2022-11-06T19.17.08.829,8.410,-0.046,-0.219,-1.002
1667755028870,2022-11-06T19.17.08.870,8.451,-0.022,-0.212,-1.010
1667755028909,2022-11-06T19.17.08.909,8.490,-0.029,-0.208,-1.005
1667755028950,2022-11-06T19.17.08.950,8.531,-0.033,-0.221,-1.002
1667755028991,2022-11-06T19.17.08.991,8.572,-0.035,-0.208,-1.002
1667755029031,2022-11-06T19.17.09.031,8.612,-0.035,-0.219,-1.000
1667755029072,2022-11-06T19.17.09.072,8.653,-0.025,-0.211,-1.010
1667755029113,2022-11-06T19.17.09.113,8.694,-0.032,-0.213,-1.009
1667755029154,2022-11-06T19.17.09.154,8.735,-0.029,-0.218,-1.002
1667755029194,2022-11-06T19.17.09.194,8.775,-0.030,-0.223,-1.002
1667755029235,2022-11-06T19.17.09.235,8.816,-0.026,-0.218,-1.007
1667755029276,2022-11-06T19.17.09.276,8.857,-0.030,-0.216,-1.003
1667755029317,2022-11-06T19.17.09.317,8.898,-0.027,-0.226,-1.005
1667755029356,2022-11-06T19.17.09.356,8.937,-0.025,-0.213,-1.006
1667755029397,2022-11-06T19.17.09.397,8.978,-0.026,-0.213,-1.006
1667755029438,2022-11-06T19.17.09.438,9.019,-0.027,-0.217,-1.006
1667755029478,2022-11-06T19.17.09.478,9.059,-0.025,-0.214,-1.007
1667755029519,2022-11-06T19.17.09.519,9.100,-0.028,-0.217,-1.006
1667755029560,2022-11-06T19.17.09.560,9.141,-0.025,-0.208,-1.007
1667755029601,2022-11-06T19.17.09.601,9.182,-0.027,-0.221,-1.003
1667755029640,2022-11-06T19.17.09.640,9.221,-0.025,-0.220,-1.004
1667755029681,2022-11-06T19.17.09.681,9.262,-0.025,-0.211,-1.006
1667755029722,2022-11-06T19.17.09.722,9.303,-0.025,-0.218,-1.006
1667755029763,2022-11-06T19.17.09.763,9.344,-0.026,-0.222,-1.003
1667755029803,2022-11-06T19.17.09.803,9.384,-0.025,-0.219,-1.004
1667755029844,2022-11-06T19.17.09.844,9.425,-0.025,-0.220,-1.005
1667755029885,2022-11-06T19.17.09.885,9.466,-0.026,-0.219,-1.003
1667755029926,2022-11-06T19.17.09.926,9.507,-0.022,-0.223,-1.005
1667755029966,2022-11-06T19.17.09.966,9.547,-0.021,-0.227,-1.005
1667755030007,2022-11-06T19.17.10.007,9.588,-0.022,-0.235,-1.001
1667755030048,2022-11-06T19.17.10.048,9.629,-0.024,-0.222,-1.004
1667755030087,2022-11-06T19.17.10.087,9.668,-0.021,-0.225,-1.005
1667755030128,2022-11-06T19.17.10.128,9.709,-0.017,-0.228,-1.003
1667755030169,2022-11-06T19.17.10.169,9.750,-0.017,-0.231,-1.003
1667755030210,2022-11-06T19.17.10.210,9.791,-0.018,-0.226,-1.004
1667755030250,2022-11-06T19.17.10.250,9.831,-0.019,-0.227,-1.002
1667755030291,2022-11-06T19.17.10.291,9.872,-0.017,-0.232,-1.001
1667755030332,2022-11-06T19.17.10.332,9.913,-0.018,-0.227,-1.004
1667755030373,2022-11-06T19.17.10.373,9.954,-0.018,-0.229,-1.003
1667755030412,2022-11-06T19.17.10.412,9.993,-0.018,-0.229,-1.002
1667755030453,2022-11-06T19.17.10.453,10.034,-0.017,-0.229,-1.002
1667755030494,2022-11-06T19.17.10.494,10.075,-0.017,-0.229,-1.003
1667755030534,2022-11-06T19.17.10.534,10.115,-0.016,-0.229,-1.002
1667755030575,2022-11-06T19.17.10.575,10.156,-0.015,-0.226,-1.005
1667755030616,2022-11-06T19.17.10.616,10.197,-0.016,-0.231,-1.003
1667755030657,2022-11-06T19.17.10.657,10.238,-0.017,-0.234,-1.003
1667755030696,2022-11-06T19.17.10.696,10.277,-0.016,-0.228,-1.002
1667755030737,2022-11-06T19.17.10.737,10.318,-0.016,-0.230,-1.002
1667755030778,2022-11-06T19.17.10.778,10.359,-0.015,-0.233,-1.002
1667755030820,2022-11-06T19.17.10.820,10.401,-0.016,-0.233,-1.002
1667755030859,2022-11-06T19.17.10.859,10.440,-0.016,-0.234,-1.000
1667755030900,2022-11-06T19.17.10.900,10.481,-0.014,-0.233,-1.003
1667755030941,2022-11-06T19.17.10.941,10.522,-0.014,-0.233,-1.001
1667755030982,2022-11-06T19.17.10.982,10.563,-0.015,-0.233,-1.003
1667755031022,2022-11-06T19.17.11.022,10.603,-0.015,-0.235,-1.002
1667755031063,2022-11-06T19.17.11.063,10.644,-0.016,-0.235,-1.001
1667755031104,2022-11-06T19.17.11.104,10.685,-0.016,-0.233,-1.001
1667755031143,2022-11-06T19.17.11.143,10.724,-0.015,-0.235,-1.002
1667755031184,2022-11-06T19.17.11.184,10.765,-0.014,-0.234,-1.002
1667755031225,2022-11-06T19.17.11.225,10.806,-0.015,-0.237,-0.999
1667755031266,2022-11-06T19.17.11.266,10.847,-0.014,-0.230,-1.002
1667755031306,2022-11-06T19.17.11.306,10.887,-0.016,-0.236,-1.002
1667755031347,2022-11-06T19.17.11.347,10.928,-0.015,-0.238,-1.001
1667755031388,2022-11-06T19.17.11.388,10.969,-0.014,-0.237,-1.001
1667755031429,2022-11-06T19.17.11.429,11.010,-0.016,-0.232,-1.002
1667755031468,2022-11-06T19.17.11.468,11.049,-0.014,-0.237,-1.002
1667755031509,2022-11-06T19.17.11.509,11.090,-0.014,-0.236,-1.002
1667755031550,2022-11-06T19.17.11.550,11.131,-0.012,-0.232,-1.001
1667755031590,2022-11-06T19.17.11.590,11.171,-0.012,-0.236,-1.002
1667755031631,2022-11-06T19.17.11.631,11.212,-0.013,-0.237,-1.001
1667755031672,2022-11-06T19.17.11.672,11.253,-0.014,-0.237,-1.001
1667755031713,2022-11-06T19.17.11.713,11.294,-0.014,-0.239,-1.002
1667755031753,2022-11-06T19.17.11.753,11.334,-0.013,-0.234,-1.003
1667755031794,2022-11-06T19.17.11.794,11.375,-0.014,-0.240,-1.001
1667755031835,2022-11-06T19.17.11.835,11.416,-0.013,-0.237,-1.001
1667755031876,2022-11-06T19.17.11.876,11.457,-0.014,-0.238,-1.002
1667755031915,2022-11-06T19.17.11.915,11.496,-0.013,-0.237,-1.001
1667755031956,2022-11-06T19.17.11.956,11.537,-0.014,-0.236,-1.002
1667755031997,2022-11-06T19.17.11.997,11.578,-0.015,-0.241,-1.000
1667755032038,2022-11-06T19.17.12.038,11.619,-0.015,-0.240,-1.000
1667755032078,2022-11-06T19.17.12.078,11.659,-0.014,-0.237,-1.003
1667755032119,2022-11-06T19.17.12.119,11.700,-0.014,-0.240,-1.001
1667755032160,2022-11-06T19.17.12.160,11.741,-0.014,-0.239,-1.001
1667755032199,2022-11-06T19.17.12.199,11.780,-0.015,-0.241,-1.000
1667755032240,2022-11-06T19.17.12.240,11.821,-0.012,-0.235,-1.001
1667755032281,2022-11-06T19.17.12.281,11.862,-0.012,-0.239,-1.001
1667755032322,2022-11-06T19.17.12.322,11.903,-0.013,-0.240,-1.000
1667755032362,2022-11-06T19.17.12.362,11.943,-0.013,-0.238,-1.001
1667755032403,2022-11-06T19.17.12.403,11.984,-0.015,-0.240,-1.001
1667755032444,2022-11-06T19.17.12.444,12.025,-0.014,-0.240,-1.000
1667755032485,2022-11-06T19.17.12.485,12.066,-0.012,-0.242,-1.003
1667755032525,2022-11-06T19.17.12.525,12.106,-0.015,-0.237,-1.003
1667755032566,2022-11-06T19.17.12.566,12.147,-0.013,-0.238,-1.000
1667755032607,2022-11-06T19.17.12.607,12.188,-0.013,-0.241,-1.000
1667755032646,2022-11-06T19.17.12.646,12.227,-0.014,-0.241,-1.001
1667755032687,2022-11-06T19.17.12.687,12.268,-0.014,-0.241,-1.002
1667755032728,2022-11-06T19.17.12.728,12.309,-0.015,-0.239,-1.000
1667755032769,2022-11-06T19.17.12.769,12.350,-0.016,-0.237,-1.000
1667755032809,2022-11-06T19.17.12.809,12.390,-0.014,-0.240,-0.999
1667755032850,2022-11-06T19.17.12.850,12.431,-0.013,-0.239,-1.000
1667755032891,2022-11-06T19.17.12.891,12.472,-0.013,-0.238,-1.000
1667755032932,2022-11-06T19.17.12.932,12.513,-0.012,-0.240,-1.002
1667755032971,2022-11-06T19.17.12.971,12.552,-0.013,-0.240,-1.001
1667755033012,2022-11-06T19.17.13.012,12.593,-0.015,-0.241,-1.000
1667755033053,2022-11-06T19.17.13.053,12.634,-0.014,-0.239,-1.001
1667755033094,2022-11-06T19.17.13.094,12.675,-0.014,-0.242,-1.001
1667755033134,2022-11-06T19.17.13.134,12.715,-0.013,-0.239,-1.000
1667755033175,2022-11-06T19.17.13.175,12.756,-0.013,-0.240,-1.000
1667755033216,2022-11-06T19.17.13.216,12.797,-0.013,-0.238,-1.000
1667755033256,2022-11-06T19.17.13.256,12.837,-0.012,-0.240,-1.000
1667755033297,2022-11-06T19.17.13.297,12.878,-0.011,-0.237,-0.999
1667755033338,2022-11-06T19.17.13.338,12.919,-0.013,-0.244,-1.001
1667755033379,2022-11-06T19.17.13.379,12.960,-0.014,-0.241,-1.000
1667755033418,2022-11-06T19.17.13.418,12.999,-0.016,-0.238,-1.002
1667755033459,2022-11-06T19.17.13.459,13.040,-0.014,-0.239,-1.000
1667755033500,2022-11-06T19.17.13.500,13.081,-0.013,-0.242,-1.001
1667755033541,2022-11-06T19.17.13.541,13.122,-0.014,-0.239,-1.000
1667755033581,2022-11-06T19.17.13.581,13.162,-0.013,-0.236,-1.000
1667755033622,2022-11-06T19.17.13.622,13.203,-0.011,-0.243,-1.002
1667755033663,2022-11-06T19.17.13.663,13.244,-0.014,-0.240,-1.000
1667755033702,2022-11-06T19.17.13.702,13.283,-0.014,-0.240,-1.001
1667755033743,2022-11-06T19.17.13.743,13.324,-0.014,-0.238,-1.003
1667755033784,2022-11-06T19.17.13.784,13.365,-0.013,-0.242,-1.000
1667755033825,2022-11-06T19.17.13.825,13.406,-0.013,-0.238,-1.001
1667755033865,2022-11-06T19.17.13.865,13.446,-0.013,-0.240,-1.000
1667755033906,2022-11-06T19.17.13.906,13.487,-0.013,-0.240,-1.002
1667755033947,2022-11-06T19.17.13.947,13.528,-0.012,-0.239,-1.001
1667755033988,2022-11-06T19.17.13.988,13.569,-0.013,-0.240,-1.001
1667755034028,2022-11-06T19.17.14.028,13.609,-0.015,-0.243,-1.000
1667755034069,2022-11-06T19.17.14.069,13.650,-0.014,-0.241,-1.000
1667755034110,2022-11-06T19.17.14.110,13.691,-0.016,-0.239,-1.001
1667755034151,2022-11-06T19.17.14.151,13.732,-0.013,-0.241,-1.002
1667755034190,2022-11-06T19.17.14.190,13.771,-0.013,-0.242,-1.000
1667755034231,2022-11-06T19.17.14.231,13.812,-0.013,-0.237,-1.000
1667755034272,2022-11-06T19.17.14.272,13.853,-0.010,-0.242,-1.002
1667755034312,2022-11-06T19.17.14.312,13.893,-0.014,-0.240,-1.000
1667755034353,2022-11-06T19.17.14.353,13.934,-0.015,-0.242,-1.000
1667755034394,2022-11-06T19.17.14.394,13.975,-0.013,-0.242,-1.000
1667755034435,2022-11-06T19.17.14.435,14.016,-0.013,-0.240,-1.003
1667755034474,2022-11-06T19.17.14.474,14.055,-0.014,-0.240,-1.000
1667755034515,2022-11-06T19.17.14.515,14.096,-0.013,-0.240,-1.000
1667755034556,2022-11-06T19.17.14.556,14.137,-0.011,-0.240,-1.003
1667755034597,2022-11-06T19.17.14.597,14.178,-0.013,-0.239,-1.000
1667755034637,2022-11-06T19.17.14.637,14.218,-0.013,-0.239,-0.999
