epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1667857864597,2022-11-07T23:51:04.597,1.057,-0.335,0.701,0.152
1667857864638,2022-11-07T23:51:04.638,1.098,-0.274,0.793,0.152
1667857864679,2022-11-07T23:51:04.679,1.139,-0.915,0.427,0.244
1667857864718,2022-11-07T23:51:04.718,1.178,-0.549,0.427,0.091
1667857864759,2022-11-07T23:51:04.759,1.219,-0.457,0.610,0.061
1667857864800,2022-11-07T23:51:04.800,1.260,-1.037,0.549,0.244
1667857864841,2022-11-07T23:51:04.841,1.301,-1.098,0.518,0.457
1667857864881,2022-11-07T23:51:04.881,1.341,-1.494,0.335,0.579
1667857864922,2022-11-07T23:51:04.922,1.382,-1.585,0.305,0.549
1667857864963,2022-11-07T23:51:04.963,1.423,-1.098,1.280,0.213
1667857865004,2022-11-07T23:51:05.004,1.464,-0.732,1.280,0.122
1667857865043,2022-11-07T23:51:05.043,1.503,-0.518,1.128,0.274
1667857865084,2022-11-07T23:51:05.084,1.544,-0.640,1.372,0.366
1667857865125,2022-11-07T23:51:05.125,1.585,-0.945,0.732,0.518
1667857865165,2022-11-07T23:51:05.165,1.625,-1.098,0.549,0.518
1667857865206,2022-11-07T23:51:05.206,1.666,-0.549,1.463,0.152
1667857865247,2022-11-07T23:51:05.247,1.707,-0.732,1.433,0.091
1667857865288,2022-11-07T23:51:05.288,1.748,-1.250,0.976,0.244
1667857865328,2022-11-07T23:51:05.328,1.788,-0.335,1.098,0.000
1667857865369,2022-11-07T23:51:05.369,1.829,-0.274,0.976,-0.030
1667857865410,2022-11-07T23:51:05.410,1.870,-0.549,0.335,0.152
1667857865451,2022-11-07T23:51:05.451,1.911,-0.610,0.061,0.152
1667857865490,2022-11-07T23:51:05.490,1.950,-0.488,0.701,0.061
1667857865531,2022-11-07T23:51:05.531,1.991,-0.610,0.671,0.152
1667857865572,2022-11-07T23:51:05.572,2.032,-1.067,0.396,0.122
1667857865613,2022-11-07T23:51:05.613,2.073,-1.220,0.762,0.122
1667857865653,2022-11-07T23:51:05.653,2.113,-0.640,0.854,0.030
1667857865694,2022-11-07T23:51:05.694,2.154,-0.579,0.854,0.030
1667857865735,2022-11-07T23:51:05.735,2.195,-0.884,0.640,0.152
1667857865774,2022-11-07T23:51:05.774,2.234,-0.457,-0.244,0.305
1667857865815,2022-11-07T23:51:05.815,2.275,-0.274,-0.183,0.152
1667857865856,2022-11-07T23:51:05.856,2.316,-0.457,0.610,0.183
1667857865897,2022-11-07T23:51:05.897,2.357,-0.854,0.701,0.122
1667857865937,2022-11-07T23:51:05.937,2.397,-0.305,0.457,-0.244
1667857865978,2022-11-07T23:51:05.978,2.438,-0.152,0.488,-0.427
1667857866019,2022-11-07T23:51:06.019,2.479,0.122,0.091,-0.366
1667857866060,2022-11-07T23:51:06.060,2.520,0.183,-0.061,-0.427
1667857866100,2022-11-07T23:51:06.100,2.560,-0.061,-0.030,-0.457
1667857866141,2022-11-07T23:51:06.141,2.601,-0.091,-0.091,-0.427
1667857866182,2022-11-07T23:51:06.182,2.642,-0.244,0.030,-0.518
1667857866223,2022-11-07T23:51:06.223,2.683,-0.335,0.396,-0.518
1667857866262,2022-11-07T23:51:06.262,2.722,-0.091,0.335,-0.488
1667857866303,2022-11-07T23:51:06.303,2.763,-0.122,0.396,-0.457
1667857866344,2022-11-07T23:51:06.344,2.804,-0.244,0.396,-0.396
1667857866384,2022-11-07T23:51:06.384,2.844,-0.335,0.518,-0.335
1667857866425,2022-11-07T23:51:06.425,2.885,0.061,0.396,-0.335
1667857866466,2022-11-07T23:51:06.466,2.926,-0.488,-0.061,-0.244
1667857866507,2022-11-07T23:51:06.507,2.967,-0.823,0.427,-0.061
1667857866546,2022-11-07T23:51:06.546,3.006,-0.488,0.854,-0.244
1667857866587,2022-11-07T23:51:06.587,3.047,-0.457,0.640,-0.335
1667857866628,2022-11-07T23:51:06.628,3.088,-1.067,0.152,-0.213
1667857866669,2022-11-07T23:51:06.669,3.129,-1.037,0.183,-0.091
1667857866709,2022-11-07T23:51:06.709,3.169,-0.549,0.427,0.061
1667857866750,2022-11-07T23:51:06.750,3.210,-0.335,0.640,0.061
1667857866791,2022-11-07T23:51:06.791,3.251,-0.610,0.701,0.122
1667857866832,2022-11-07T23:51:06.832,3.292,-0.244,0.701,0.030
1667857866872,2022-11-07T23:51:06.872,3.332,-0.671,0.640,0.000
1667857866913,2022-11-07T23:51:06.913,3.373,-0.274,0.640,-0.091
1667857866954,2022-11-07T23:51:06.954,3.414,0.061,0.640,-0.183
1667857866995,2022-11-07T23:51:06.995,3.455,0.122,0.427,-0.213
1667857867034,2022-11-07T23:51:07.034,3.494,0.183,0.610,-0.366
1667857867075,2022-11-07T23:51:07.075,3.535,0.427,0.854,-0.610
1667857867116,2022-11-07T23:51:07.116,3.576,0.762,0.152,-0.671
1667857867156,2022-11-07T23:51:07.156,3.616,0.152,-0.061,-0.579
1667857867197,2022-11-07T23:51:07.197,3.657,-0.396,0.213,-0.396
1667857867238,2022-11-07T23:51:07.238,3.698,-0.335,0.061,-0.366
1667857867279,2022-11-07T23:51:07.279,3.739,0.030,-0.030,-0.427
1667857867318,2022-11-07T23:51:07.318,3.778,-0.335,0.366,-0.488
1667857867359,2022-11-07T23:51:07.359,3.819,-0.183,0.488,-0.457
1667857867400,2022-11-07T23:51:07.400,3.860,0.091,0.549,-0.366
1667857867441,2022-11-07T23:51:07.441,3.901,0.061,0.213,-0.274
1667857867481,2022-11-07T23:51:07.481,3.941,-0.640,0.213,-0.213
1667857867522,2022-11-07T23:51:07.522,3.982,-0.488,0.366,-0.152
1667857867563,2022-11-07T23:51:07.563,4.023,-0.183,0.274,-0.213
1667857867604,2022-11-07T23:51:07.604,4.064,-0.274,0.244,-0.244
1667857867643,2022-11-07T23:51:07.643,4.103,-0.610,0.518,-0.152
1667857867684,2022-11-07T23:51:07.684,4.144,-0.396,0.579,-0.091
1667857867726,2022-11-07T23:51:07.726,4.186,-0.640,0.610,-0.122
1667857867765,2022-11-07T23:51:07.765,4.225,-0.732,0.549,-0.061
1667857867806,2022-11-07T23:51:07.806,4.266,-0.518,0.518,-0.030
1667857867847,2022-11-07T23:51:07.847,4.307,-0.762,0.610,-0.061
1667857867888,2022-11-07T23:51:07.888,4.348,-0.915,0.732,-0.091
1667857867928,2022-11-07T23:51:07.928,4.388,-1.128,0.976,-0.122
1667857867969,2022-11-07T23:51:07.969,4.429,-1.189,0.915,-0.122
1667857868010,2022-11-07T23:51:08.010,4.470,-0.823,0.854,-0.152
1667857868051,2022-11-07T23:51:08.051,4.511,-0.762,0.579,-0.030
1667857868090,2022-11-07T23:51:08.090,4.550,-0.488,0.305,0.061
1667857868131,2022-11-07T23:51:08.131,4.591,-0.457,0.396,0.152
1667857868172,2022-11-07T23:51:08.172,4.632,-0.488,0.457,0.122
1667857868213,2022-11-07T23:51:08.213,4.673,-0.610,0.488,0.061
1667857868253,2022-11-07T23:51:08.253,4.713,-0.488,0.549,-0.091
1667857868294,2022-11-07T23:51:08.294,4.754,-0.366,0.762,-0.213
1667857868335,2022-11-07T23:51:08.335,4.795,-0.366,0.884,-0.213
1667857868374,2022-11-07T23:51:08.374,4.834,-0.305,0.518,-0.152
1667857868415,2022-11-07T23:51:08.415,4.875,-0.152,0.183,-0.183
1667857868456,2022-11-07T23:51:08.456,4.916,-0.671,0.244,-0.152
1667857868497,2022-11-07T23:51:08.497,4.957,-0.274,0.000,-0.091
1667857868537,2022-11-07T23:51:08.537,4.997,-0.152,-0.061,0.030
1667857868578,2022-11-07T23:51:08.578,5.038,-0.640,0.122,0.030
1667857868619,2022-11-07T23:51:08.619,5.079,-0.976,0.518,-0.061
1667857868660,2022-11-07T23:51:08.660,5.120,-0.671,0.793,-0.061
1667857868700,2022-11-07T23:51:08.700,5.160,-0.762,1.006,-0.152
1667857868741,2022-11-07T23:51:08.741,5.201,-0.335,0.915,-0.152
1667857868782,2022-11-07T23:51:08.782,5.242,-0.518,0.610,-0.030
1667857868821,2022-11-07T23:51:08.821,5.281,-0.518,0.396,-0.091
1667857868862,2022-11-07T23:51:08.862,5.322,-0.457,0.518,-0.122
1667857868903,2022-11-07T23:51:08.903,5.363,-0.518,0.579,-0.091
1667857868944,2022-11-07T23:51:08.944,5.404,-0.457,0.427,-0.030
1667857868984,2022-11-07T23:51:08.984,5.444,-0.549,0.518,-0.030
1667857869025,2022-11-07T23:51:09.025,5.485,-0.488,0.518,-0.030
1667857869066,2022-11-07T23:51:09.066,5.526,-0.732,0.427,0.000
1667857869107,2022-11-07T23:51:09.107,5.567,-0.396,0.305,-0.061
1667857869146,2022-11-07T23:51:09.146,5.606,-0.518,0.457,-0.061
1667857869187,2022-11-07T23:51:09.187,5.647,-0.610,0.640,0.061
1667857869228,2022-11-07T23:51:09.228,5.688,-0.061,0.793,0.061
1667857869269,2022-11-07T23:51:09.269,5.729,-0.549,0.976,-0.030
1667857869309,2022-11-07T23:51:09.309,5.769,-1.037,0.793,-0.030
1667857869350,2022-11-07T23:51:09.350,5.810,-0.945,1.128,0.030
1667857869391,2022-11-07T23:51:09.391,5.851,-0.122,1.220,0.061
1667857869431,2022-11-07T23:51:09.431,5.891,0.091,0.427,0.030
1667857869472,2022-11-07T23:51:09.472,5.932,-0.793,0.579,0.030
1667857869513,2022-11-07T23:51:09.513,5.973,-0.884,0.823,0.122
1667857869554,2022-11-07T23:51:09.554,6.014,-0.823,0.793,0.122
1667857869593,2022-11-07T23:51:09.593,6.053,-0.701,0.701,0.152
1667857869634,2022-11-07T23:51:09.634,6.094,-0.945,1.037,0.091
1667857869675,2022-11-07T23:51:09.675,6.135,-0.793,1.890,0.030
1667857869716,2022-11-07T23:51:09.716,6.176,-1.067,2.713,0.091
1667857869756,2022-11-07T23:51:09.756,6.216,-1.555,3.049,0.335
1667857869797,2022-11-07T23:51:09.797,6.257,-0.945,3.140,0.488
1667857869838,2022-11-07T23:51:09.838,6.298,-0.305,3.902,0.610
1667857869879,2022-11-07T23:51:09.879,6.339,-0.183,4.268,0.854
1667857869918,2022-11-07T23:51:09.918,6.378,-3.323,5.579,0.457
1667857869959,2022-11-07T23:51:09.959,6.419,-2.470,5.671,-0.091
1667857870000,2022-11-07T23:51:10.000,6.460,1.982,8.201,-0.671
1667857870040,2022-11-07T23:51:10.040,6.500,0.427,12.256,-1.006
1667857870081,2022-11-07T23:51:10.081,6.541,-1.890,14.146,-0.030
1667857870122,2022-11-07T23:51:10.122,6.582,-3.384,9.695,0.823
1667857870163,2022-11-07T23:51:10.163,6.623,-3.384,3.841,2.012
1667857870203,2022-11-07T23:51:10.203,6.663,-6.280,2.774,3.445
1667857870244,2022-11-07T23:51:10.244,6.704,-10.518,2.591,4.695
1667857870285,2022-11-07T23:51:10.285,6.745,-9.146,-1.006,4.299
1667857870326,2022-11-07T23:51:10.326,6.786,-5.335,-5.213,2.652
1667857870365,2022-11-07T23:51:10.365,6.825,-3.293,-4.817,1.799
1667857870406,2022-11-07T23:51:10.406,6.866,-4.878,-5.701,2.470
1667857870447,2022-11-07T23:51:10.447,6.907,-6.951,-6.890,3.872
1667857870488,2022-11-07T23:51:10.488,6.948,-6.951,-3.994,4.024
1667857870528,2022-11-07T23:51:10.528,6.988,-6.280,-3.171,4.024
1667857870569,2022-11-07T23:51:10.569,7.029,-7.409,-3.963,4.268
1667857870610,2022-11-07T23:51:10.610,7.070,-6.524,-2.226,3.537
1667857870649,2022-11-07T23:51:10.649,7.109,-2.439,-2.530,3.049
1667857870690,2022-11-07T23:51:10.690,7.150,-0.152,-1.372,4.604
1667857870731,2022-11-07T23:51:10.731,7.191,-0.671,2.774,3.902
1667857870772,2022-11-07T23:51:10.772,7.232,0.945,4.909,2.652
1667857870812,2022-11-07T23:51:10.812,7.272,4.665,4.573,0.823
1667857870853,2022-11-07T23:51:10.853,7.313,6.037,2.500,-0.427
1667857870894,2022-11-07T23:51:10.894,7.354,2.256,0.884,-0.396
1667857870935,2022-11-07T23:51:10.935,7.395,3.354,1.677,0.091
1667857870975,2022-11-07T23:51:10.975,7.435,5.244,-0.030,0.549
1667857871016,2022-11-07T23:51:11.016,7.476,4.085,0.000,0.305
1667857871057,2022-11-07T23:51:11.057,7.517,6.037,1.189,-0.457
1667857871098,2022-11-07T23:51:11.098,7.558,6.067,-0.549,-0.976
1667857871137,2022-11-07T23:51:11.137,7.597,4.909,-1.738,-1.098
1667857871178,2022-11-07T23:51:11.178,7.638,3.415,0.335,-1.585
1667857871219,2022-11-07T23:51:11.219,7.679,3.476,1.677,-1.280
1667857871259,2022-11-07T23:51:11.259,7.719,2.774,1.128,-1.128
1667857871300,2022-11-07T23:51:11.300,7.760,1.555,1.982,-1.799
1667857871341,2022-11-07T23:51:11.341,7.801,1.555,2.530,-1.707
1667857871382,2022-11-07T23:51:11.382,7.842,2.652,2.043,-0.945
1667857871421,2022-11-07T23:51:11.421,7.881,0.305,0.518,-0.549
1667857871462,2022-11-07T23:51:11.462,7.922,-0.091,0.030,-0.244
1667857871503,2022-11-07T23:51:11.503,7.963,-0.122,0.457,-0.091
1667857871544,2022-11-07T23:51:11.544,8.004,-0.915,1.098,-0.061
1667857871584,2022-11-07T23:51:11.584,8.044,0.915,3.018,-0.762
1667857871625,2022-11-07T23:51:11.625,8.085,1.616,1.311,-0.915
1667857871666,2022-11-07T23:51:11.666,8.126,-0.610,-1.555,-0.396
1667857871707,2022-11-07T23:51:11.707,8.167,-1.677,-0.884,0.305
1667857871747,2022-11-07T23:51:11.747,8.207,0.274,2.348,-0.335
1667857871788,2022-11-07T23:51:11.788,8.248,0.579,1.799,-0.823
1667857871829,2022-11-07T23:51:11.829,8.289,-0.335,1.220,-0.610
1667857871868,2022-11-07T23:51:11.868,8.328,-1.159,3.628,-0.183
1667857871909,2022-11-07T23:51:11.909,8.369,-3.628,3.902,0.244
1667857871950,2022-11-07T23:51:11.950,8.410,-2.409,-0.030,0.305
1667857871991,2022-11-07T23:51:11.991,8.451,-0.305,-2.165,-1.098
1667857872031,2022-11-07T23:51:12.031,8.491,-1.951,-1.585,-1.555
1667857872072,2022-11-07T23:51:12.072,8.532,-0.518,-0.823,-1.372
1667857872113,2022-11-07T23:51:12.113,8.573,1.585,-1.159,-1.189
1667857872154,2022-11-07T23:51:12.154,8.614,0.335,-2.866,-0.366
1667857872193,2022-11-07T23:51:12.193,8.653,0.213,-1.311,0.305
1667857872234,2022-11-07T23:51:12.234,8.694,1.616,0.732,0.396
1667857872275,2022-11-07T23:51:12.275,8.735,1.250,2.317,-0.244
1667857872316,2022-11-07T23:51:12.316,8.776,2.470,3.415,-0.915
1667857872356,2022-11-07T23:51:12.356,8.816,1.860,1.616,-0.945
1667857872397,2022-11-07T23:51:12.397,8.857,0.793,0.122,-0.732
1667857872438,2022-11-07T23:51:12.438,8.898,1.738,0.549,-0.762
1667857872479,2022-11-07T23:51:12.479,8.939,0.213,2.012,-0.366
1667857872518,2022-11-07T23:51:12.518,8.978,0.091,2.317,0.091
1667857872559,2022-11-07T23:51:12.559,9.019,0.945,1.189,0.122
1667857872601,2022-11-07T23:51:12.601,9.061,0.030,1.280,0.030
1667857872640,2022-11-07T23:51:12.640,9.100,-0.549,0.732,0.061
1667857872681,2022-11-07T23:51:12.681,9.141,-0.457,0.549,0.152
1667857872722,2022-11-07T23:51:12.722,9.182,0.244,0.457,-0.244
1667857872763,2022-11-07T23:51:12.763,9.223,0.518,0.183,-0.701
1667857872803,2022-11-07T23:51:12.803,9.263,1.220,0.884,-1.098
1667857872844,2022-11-07T23:51:12.844,9.304,1.524,1.311,-1.616
1667857872885,2022-11-07T23:51:12.885,9.345,0.610,0.701,-1.524
1667857872926,2022-11-07T23:51:12.926,9.386,0.274,0.427,-1.250
1667857872965,2022-11-07T23:51:12.965,9.425,1.341,1.738,-1.250
1667857873006,2022-11-07T23:51:13.006,9.466,1.616,3.963,-1.555
1667857873047,2022-11-07T23:51:13.047,9.507,1.677,5.732,-1.860
1667857873088,2022-11-07T23:51:13.088,9.548,1.616,5.396,-1.829
1667857873128,2022-11-07T23:51:13.128,9.588,1.067,3.537,-1.280
1667857873169,2022-11-07T23:51:13.169,9.629,1.341,2.256,-0.518
1667857873210,2022-11-07T23:51:13.210,9.670,1.159,1.555,0.183
1667857873249,2022-11-07T23:51:13.249,9.709,1.037,0.488,0.549
1667857873290,2022-11-07T23:51:13.290,9.750,0.061,-1.006,0.518
1667857873331,2022-11-07T23:51:13.331,9.791,-1.433,-1.189,0.213
1667857873372,2022-11-07T23:51:13.372,9.832,-1.616,-0.457,0.030
1667857873412,2022-11-07T23:51:13.412,9.872,-0.762,-0.274,0.000
1667857873453,2022-11-07T23:51:13.453,9.913,-0.945,0.640,-0.213
1667857873494,2022-11-07T23:51:13.494,9.954,-0.945,1.098,-0.122
1667857873535,2022-11-07T23:51:13.535,9.995,-0.915,0.762,0.030
1667857873575,2022-11-07T23:51:13.575,10.035,-0.579,0.671,-0.061
1667857873616,2022-11-07T23:51:13.616,10.076,-0.762,0.549,-0.030
1667857873657,2022-11-07T23:51:13.657,10.117,-0.335,0.457,-0.091
1667857873698,2022-11-07T23:51:13.698,10.158,-0.579,-0.091,0.000
1667857873737,2022-11-07T23:51:13.737,10.197,-0.915,-0.335,0.061
1667857873778,2022-11-07T23:51:13.778,10.238,-0.488,0.183,0.030
1667857873819,2022-11-07T23:51:13.819,10.279,-0.915,0.640,-0.030
1667857873860,2022-11-07T23:51:13.860,10.320,-0.701,0.640,-0.152
1667857873900,2022-11-07T23:51:13.900,10.360,-0.793,0.488,-0.122
1667857873941,2022-11-07T23:51:13.941,10.401,-0.518,0.366,-0.061
1667857873982,2022-11-07T23:51:13.982,10.442,-0.396,0.396,-0.061
1667857874021,2022-11-07T23:51:14.021,10.481,-0.701,0.396,-0.091
1667857874062,2022-11-07T23:51:14.062,10.522,-0.579,0.427,0.122
1667857874103,2022-11-07T23:51:14.103,10.563,-0.030,0.671,-0.030
1667857874144,2022-11-07T23:51:14.144,10.604,-0.762,0.579,0.000
1667857874184,2022-11-07T23:51:14.184,10.644,-0.305,0.274,0.152
1667857874225,2022-11-07T23:51:14.225,10.685,-0.457,0.213,0.061
1667857874266,2022-11-07T23:51:14.266,10.726,-0.549,0.488,0.152
1667857874307,2022-11-07T23:51:14.307,10.767,-0.396,0.213,0.091
1667857874347,2022-11-07T23:51:14.347,10.807,-0.457,0.091,-0.122
1667857874388,2022-11-07T23:51:14.388,10.848,-0.457,0.640,-0.244
1667857874429,2022-11-07T23:51:14.429,10.889,-0.305,0.549,-0.122
1667857874468,2022-11-07T23:51:14.468,10.928,-0.823,0.305,0.091
1667857874509,2022-11-07T23:51:14.509,10.969,-0.579,0.244,0.030
1667857874550,2022-11-07T23:51:14.550,11.010,-0.732,0.579,0.030
1667857874591,2022-11-07T23:51:14.591,11.051,-0.183,0.640,-0.061
1667857874631,2022-11-07T23:51:14.631,11.091,-0.427,0.579,-0.213
1667857874672,2022-11-07T23:51:14.672,11.132,-1.098,0.732,-0.152
1667857874713,2022-11-07T23:51:14.713,11.173,-0.610,0.366,0.091
1667857874754,2022-11-07T23:51:14.754,11.214,-0.427,0.152,-0.030
1667857874793,2022-11-07T23:51:14.793,11.253,-1.037,0.579,-0.091
1667857874834,2022-11-07T23:51:14.834,11.294,-1.006,0.457,0.183
1667857874875,2022-11-07T23:51:14.875,11.335,-0.762,0.213,0.183
1667857874916,2022-11-07T23:51:14.916,11.376,-0.640,0.854,0.030
1667857874956,2022-11-07T23:51:14.956,11.416,-0.701,0.823,0.183
1667857874997,2022-11-07T23:51:14.997,11.457,-0.579,0.549,0.213
1667857875038,2022-11-07T23:51:15.038,11.498,-0.335,0.976,-0.061
1667857875078,2022-11-07T23:51:15.078,11.538,-0.518,0.823,0.000
1667857875119,2022-11-07T23:51:15.119,11.579,-0.335,0.762,0.030
1667857875160,2022-11-07T23:51:15.160,11.620,-0.549,0.976,-0.122
1667857875201,2022-11-07T23:51:15.201,11.661,-0.335,0.671,-0.183
1667857875240,2022-11-07T23:51:15.240,11.700,-0.274,0.823,-0.183
1667857875281,2022-11-07T23:51:15.281,11.741,-0.091,1.128,-0.183
1667857875322,2022-11-07T23:51:15.322,11.782,0.000,0.854,0.000
1667857875363,2022-11-07T23:51:15.363,11.823,-0.518,0.457,0.152
1667857875403,2022-11-07T23:51:15.403,11.863,-0.335,0.579,0.122
1667857875444,2022-11-07T23:51:15.444,11.904,-0.244,0.701,0.061
1667857875485,2022-11-07T23:51:15.485,11.945,-0.213,0.549,0.122
1667857875526,2022-11-07T23:51:15.526,11.986,0.000,0.610,0.305
1667857875565,2022-11-07T23:51:15.565,12.025,0.183,0.762,0.396
1667857875606,2022-11-07T23:51:15.606,12.066,-0.152,0.762,0.244
1667857875647,2022-11-07T23:51:15.647,12.107,-0.366,0.823,0.061
1667857875687,2022-11-07T23:51:15.687,12.147,-0.183,0.518,0.091
1667857875728,2022-11-07T23:51:15.728,12.188,0.030,0.610,0.091
1667857875769,2022-11-07T23:51:15.769,12.229,-0.366,0.640,0.061
1667857875810,2022-11-07T23:51:15.810,12.270,-0.366,0.305,0.030
1667857875850,2022-11-07T23:51:15.850,12.310,-0.457,0.213,0.061
1667857875891,2022-11-07T23:51:15.891,12.351,-0.518,0.274,0.122
1667857875932,2022-11-07T23:51:15.932,12.392,-0.640,0.518,0.000
1667857875973,2022-11-07T23:51:15.973,12.433,-0.518,0.640,-0.091
1667857876012,2022-11-07T23:51:16.012,12.472,-0.366,0.427,0.000
1667857876053,2022-11-07T23:51:16.053,12.513,-0.823,0.457,0.000
1667857876094,2022-11-07T23:51:16.094,12.554,-0.091,0.701,-0.122
1667857876134,2022-11-07T23:51:16.134,12.594,-0.274,0.701,-0.091
1667857876175,2022-11-07T23:51:16.175,12.635,-0.396,0.457,-0.030
1667857876216,2022-11-07T23:51:16.216,12.676,-0.549,0.427,-0.030
1667857876257,2022-11-07T23:51:16.257,12.717,-0.396,0.549,-0.030
1667857876296,2022-11-07T23:51:16.296,12.756,-0.335,0.640,-0.061
1667857876337,2022-11-07T23:51:16.337,12.797,-0.396,0.549,-0.061
1667857876378,2022-11-07T23:51:16.378,12.838,-0.366,0.518,-0.122
1667857876419,2022-11-07T23:51:16.419,12.879,-0.396,0.488,-0.183
1667857876459,2022-11-07T23:51:16.459,12.919,-0.244,0.488,-0.152
1667857876500,2022-11-07T23:51:16.500,12.960,-0.244,0.701,-0.061
1667857876541,2022-11-07T23:51:16.541,13.001,-0.701,0.732,0.000
1667857876580,2022-11-07T23:51:16.580,13.040,-0.305,0.366,-0.030
1667857876622,2022-11-07T23:51:16.622,13.082,-0.457,0.396,-0.061
1667857876663,2022-11-07T23:51:16.663,13.123,-0.671,0.640,0.000
1667857876704,2022-11-07T23:51:16.704,13.164,-0.579,0.640,0.030
1667857876743,2022-11-07T23:51:16.743,13.203,-0.549,0.549,-0.030
1667857876784,2022-11-07T23:51:16.784,13.244,-0.396,0.488,-0.122
1667857876825,2022-11-07T23:51:16.825,13.285,-0.610,0.488,-0.030
1667857876866,2022-11-07T23:51:16.866,13.326,-0.579,0.518,-0.030
1667857876906,2022-11-07T23:51:16.906,13.366,-0.366,0.518,-0.061
1667857876947,2022-11-07T23:51:16.947,13.407,-0.488,0.518,-0.030
1667857876988,2022-11-07T23:51:16.988,13.448,-0.549,0.518,0.061
1667857877029,2022-11-07T23:51:17.029,13.489,-0.457,0.518,0.061
1667857877068,2022-11-07T23:51:17.068,13.528,-0.457,0.640,-0.061
1667857877109,2022-11-07T23:51:17.109,13.569,-0.671,0.457,0.000
1667857877150,2022-11-07T23:51:17.150,13.610,-0.457,0.518,-0.030
1667857877190,2022-11-07T23:51:17.190,13.650,-0.518,0.549,-0.122
1667857877231,2022-11-07T23:51:17.231,13.691,-0.579,0.518,-0.091
1667857877272,2022-11-07T23:51:17.272,13.732,-0.671,0.366,-0.030
1667857877313,2022-11-07T23:51:17.313,13.773,-0.457,0.396,0.030
1667857877352,2022-11-07T23:51:17.352,13.812,-0.518,0.762,-0.091
1667857877393,2022-11-07T23:51:17.393,13.853,-0.488,0.488,-0.061
1667857877434,2022-11-07T23:51:17.434,13.894,-0.488,0.061,-0.030
1667857877476,2022-11-07T23:51:17.476,13.936,-0.488,0.091,0.061
1667857877515,2022-11-07T23:51:17.515,13.975,-0.518,0.305,-0.061
1667857877556,2022-11-07T23:51:17.556,14.016,-0.518,0.549,-0.152
1667857877597,2022-11-07T23:51:17.597,14.057,-0.305,1.067,-0.244
1667857877637,2022-11-07T23:51:17.637,14.097,-0.274,1.067,-0.244
1667857877678,2022-11-07T23:51:17.678,14.138,-0.488,0.610,-0.030
1667857877719,2022-11-07T23:51:17.719,14.179,-0.396,0.427,-0.061
1667857877760,2022-11-07T23:51:17.760,14.220,-0.396,0.213,-0.030
1667857877799,2022-11-07T23:51:17.799,14.259,-0.610,0.244,0.030
1667857877840,2022-11-07T23:51:17.840,14.300,-0.488,0.488,0.030
1667857877881,2022-11-07T23:51:17.881,14.341,-0.701,0.640,-0.030
1667857877922,2022-11-07T23:51:17.922,14.382,-0.488,0.579,-0.061
1667857877962,2022-11-07T23:51:17.962,14.422,-0.701,0.640,-0.030
1667857878003,2022-11-07T23:51:18.003,14.463,-0.732,0.488,-0.030
1667857878044,2022-11-07T23:51:18.044,14.504,-0.640,0.274,-0.061
1667857878085,2022-11-07T23:51:18.085,14.545,-0.549,0.335,-0.030
1667857878124,2022-11-07T23:51:18.124,14.584,-0.549,0.549,0.000
1667857878165,2022-11-07T23:51:18.165,14.625,-0.579,0.549,0.030
