epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1668341434096,2022-11-13T14:10:34.096,1.301,0.156,0.075,-1.006
1668341434137,2022-11-13T14:10:34.137,1.342,0.149,0.035,-1.009
1668341434177,2022-11-13T14:10:34.177,1.382,0.158,0.042,-1.012
1668341434218,2022-11-13T14:10:34.218,1.423,0.164,0.037,-1.011
1668341434259,2022-11-13T14:10:34.259,1.464,0.159,0.019,-1.005
1668341434300,2022-11-13T14:10:34.300,1.505,0.122,0.001,-1.017
1668341434339,2022-11-13T14:10:34.339,1.544,0.118,-0.019,-1.014
1668341434380,2022-11-13T14:10:34.380,1.585,0.150,-0.002,-1.014
1668341434421,2022-11-13T14:10:34.421,1.626,0.148,0.005,-1.014
1668341434462,2022-11-13T14:10:34.462,1.667,0.142,0.005,-1.013
1668341434502,2022-11-13T14:10:34.502,1.707,0.132,-0.002,-1.010
1668341434543,2022-11-13T14:10:34.543,1.748,0.140,-0.000,-1.013
1668341434584,2022-11-13T14:10:34.584,1.789,0.145,0.019,-1.014
1668341434624,2022-11-13T14:10:34.624,1.829,0.151,0.005,-1.014
1668341434665,2022-11-13T14:10:34.665,1.870,0.145,0.001,-1.012
1668341434706,2022-11-13T14:10:34.706,1.911,0.130,0.004,-1.010
1668341434747,2022-11-13T14:10:34.747,1.952,0.138,-0.003,-1.012
1668341434786,2022-11-13T14:10:34.786,1.991,0.139,0.007,-1.013
1668341434827,2022-11-13T14:10:34.827,2.032,0.144,0.016,-1.013
1668341434868,2022-11-13T14:10:34.868,2.073,0.144,0.020,-1.013
1668341434909,2022-11-13T14:10:34.909,2.114,0.150,0.015,-1.012
1668341434949,2022-11-13T14:10:34.949,2.154,0.158,0.017,-1.011
1668341434990,2022-11-13T14:10:34.990,2.195,0.150,0.031,-1.012
1668341435031,2022-11-13T14:10:35.031,2.236,0.150,0.018,-1.012
1668341435072,2022-11-13T14:10:35.072,2.277,0.149,0.033,-1.010
1668341435111,2022-11-13T14:10:35.111,2.316,0.154,0.043,-1.010
1668341435152,2022-11-13T14:10:35.152,2.357,0.161,0.048,-1.008
1668341435193,2022-11-13T14:10:35.193,2.398,0.153,0.045,-1.011
1668341435233,2022-11-13T14:10:35.233,2.438,0.150,0.039,-1.010
1668341435274,2022-11-13T14:10:35.274,2.479,0.154,0.045,-1.009
1668341435315,2022-11-13T14:10:35.315,2.520,0.159,0.026,-1.010
1668341435356,2022-11-13T14:10:35.356,2.561,0.148,0.021,-1.010
1668341435396,2022-11-13T14:10:35.396,2.601,0.145,0.032,-1.009
1668341435437,2022-11-13T14:10:35.437,2.642,0.153,0.034,-1.010
1668341435478,2022-11-13T14:10:35.478,2.683,0.149,0.033,-1.009
1668341435519,2022-11-13T14:10:35.519,2.724,0.152,0.020,-1.011
1668341435558,2022-11-13T14:10:35.558,2.763,0.155,0.025,-1.010
1668341435599,2022-11-13T14:10:35.599,2.804,0.154,0.024,-1.010
1668341435640,2022-11-13T14:10:35.640,2.845,0.152,0.027,-1.010
1668341435681,2022-11-13T14:10:35.681,2.886,0.154,0.040,-1.010
1668341435721,2022-11-13T14:10:35.721,2.926,0.163,0.034,-1.011
1668341435762,2022-11-13T14:10:35.762,2.967,0.157,0.028,-1.011
1668341435803,2022-11-13T14:10:35.803,3.008,0.152,0.024,-1.010
1668341435842,2022-11-13T14:10:35.842,3.047,0.151,0.043,-1.009
1668341435883,2022-11-13T14:10:35.883,3.088,0.154,0.036,-1.010
1668341435924,2022-11-13T14:10:35.924,3.129,0.151,0.030,-1.009
1668341435965,2022-11-13T14:10:35.965,3.170,0.159,0.016,-1.010
1668341436005,2022-11-13T14:10:36.005,3.210,0.151,0.020,-1.010
1668341436046,2022-11-13T14:10:36.046,3.251,0.152,0.019,-1.009
1668341436087,2022-11-13T14:10:36.087,3.292,0.156,0.046,-1.010
1668341436128,2022-11-13T14:10:36.128,3.333,0.157,0.035,-1.009
1668341436168,2022-11-13T14:10:36.168,3.373,0.150,0.039,-1.009
1668341436209,2022-11-13T14:10:36.209,3.414,0.162,0.037,-1.011
1668341436250,2022-11-13T14:10:36.250,3.455,0.152,0.048,-1.008
1668341436291,2022-11-13T14:10:36.291,3.496,0.160,0.030,-1.009
1668341436330,2022-11-13T14:10:36.330,3.535,0.152,0.045,-1.009
1668341436371,2022-11-13T14:10:36.371,3.576,0.156,0.043,-1.009
1668341436412,2022-11-13T14:10:36.412,3.617,0.155,0.041,-1.009
1668341436453,2022-11-13T14:10:36.453,3.658,0.145,0.042,-1.008
1668341436493,2022-11-13T14:10:36.493,3.698,0.160,0.048,-1.008
1668341436534,2022-11-13T14:10:36.534,3.739,0.165,0.042,-1.009
1668341436575,2022-11-13T14:10:36.575,3.780,0.148,0.047,-1.008
1668341436614,2022-11-13T14:10:36.614,3.819,0.158,0.045,-1.007
1668341436655,2022-11-13T14:10:36.655,3.860,0.152,0.048,-1.007
1668341436696,2022-11-13T14:10:36.696,3.901,0.156,0.039,-1.010
1668341436737,2022-11-13T14:10:36.737,3.942,0.157,0.047,-1.008
1668341436777,2022-11-13T14:10:36.777,3.982,0.152,0.048,-1.007
1668341436818,2022-11-13T14:10:36.818,4.023,0.153,0.044,-1.009
1668341436859,2022-11-13T14:10:36.859,4.064,0.158,0.047,-1.008
1668341436900,2022-11-13T14:10:36.900,4.105,0.154,0.049,-1.008
1668341436940,2022-11-13T14:10:36.940,4.145,0.158,0.044,-1.009
1668341436981,2022-11-13T14:10:36.981,4.186,0.155,0.047,-1.008
1668341437022,2022-11-13T14:10:37.022,4.227,0.155,0.048,-1.010
1668341437063,2022-11-13T14:10:37.063,4.268,0.154,0.043,-1.008
1668341437102,2022-11-13T14:10:37.102,4.307,0.158,0.045,-1.008
1668341437143,2022-11-13T14:10:37.143,4.348,0.155,0.050,-1.008
1668341437184,2022-11-13T14:10:37.184,4.389,0.155,0.042,-1.009
1668341437224,2022-11-13T14:10:37.224,4.429,0.151,0.042,-1.010
1668341437265,2022-11-13T14:10:37.265,4.470,0.154,0.039,-1.009
1668341437306,2022-11-13T14:10:37.306,4.511,0.152,0.047,-1.008
1668341437347,2022-11-13T14:10:37.347,4.552,0.157,0.039,-1.010
1668341437386,2022-11-13T14:10:37.386,4.591,0.156,0.046,-1.008
1668341437427,2022-11-13T14:10:37.427,4.632,0.154,0.040,-1.008
1668341437468,2022-11-13T14:10:37.468,4.673,0.157,0.037,-1.010
1668341437509,2022-11-13T14:10:37.509,4.714,0.154,0.042,-1.008
1668341437549,2022-11-13T14:10:37.549,4.754,0.154,0.039,-1.009
1668341437590,2022-11-13T14:10:37.590,4.795,0.153,0.036,-1.008
1668341437631,2022-11-13T14:10:37.631,4.836,0.152,0.036,-1.009
1668341437672,2022-11-13T14:10:37.672,4.877,0.153,0.035,-1.009
1668341437711,2022-11-13T14:10:37.711,4.916,0.156,0.034,-1.010
1668341437753,2022-11-13T14:10:37.753,4.958,0.155,0.034,-1.010
1668341437794,2022-11-13T14:10:37.794,4.999,0.154,0.035,-1.009
1668341437833,2022-11-13T14:10:37.833,5.038,0.154,0.033,-1.010
1668341437874,2022-11-13T14:10:37.874,5.079,0.154,0.035,-1.009
1668341437915,2022-11-13T14:10:37.915,5.120,0.155,0.035,-1.010
1668341437956,2022-11-13T14:10:37.956,5.161,0.155,0.036,-1.010
1668341437996,2022-11-13T14:10:37.996,5.201,0.157,0.032,-1.009
1668341438037,2022-11-13T14:10:38.037,5.242,0.153,0.033,-1.009
1668341438078,2022-11-13T14:10:38.078,5.283,0.156,0.031,-1.009
1668341438119,2022-11-13T14:10:38.119,5.324,0.156,0.031,-1.011
1668341438158,2022-11-13T14:10:38.158,5.363,0.155,0.035,-1.010
1668341438199,2022-11-13T14:10:38.199,5.404,0.157,0.030,-1.010
1668341438240,2022-11-13T14:10:38.240,5.445,0.153,0.030,-1.010
1668341438281,2022-11-13T14:10:38.281,5.486,0.155,0.035,-1.009
1668341438321,2022-11-13T14:10:38.321,5.526,0.154,0.036,-1.010
1668341438362,2022-11-13T14:10:38.362,5.567,0.155,0.031,-1.009
1668341438403,2022-11-13T14:10:38.403,5.608,0.154,0.028,-1.009
1668341438442,2022-11-13T14:10:38.442,5.647,0.156,0.033,-1.008
1668341438483,2022-11-13T14:10:38.483,5.688,0.155,0.035,-1.009
1668341438524,2022-11-13T14:10:38.524,5.729,0.154,0.037,-1.009
1668341438565,2022-11-13T14:10:38.565,5.770,0.159,0.031,-1.010
1668341438605,2022-11-13T14:10:38.605,5.810,0.148,0.036,-1.008
1668341438646,2022-11-13T14:10:38.646,5.851,0.155,0.033,-1.011
1668341438687,2022-11-13T14:10:38.687,5.892,0.162,0.030,-1.011
1668341438728,2022-11-13T14:10:38.728,5.933,0.153,0.030,-1.009
1668341438768,2022-11-13T14:10:38.768,5.973,0.149,0.033,-1.008
1668341438809,2022-11-13T14:10:38.809,6.014,0.159,0.034,-1.011
1668341438850,2022-11-13T14:10:38.850,6.055,0.158,0.042,-1.011
1668341438891,2022-11-13T14:10:38.891,6.096,0.153,0.031,-1.009
1668341438930,2022-11-13T14:10:38.930,6.135,0.158,0.030,-1.009
1668341438971,2022-11-13T14:10:38.971,6.176,0.158,0.031,-1.009
1668341439012,2022-11-13T14:10:39.012,6.217,0.152,0.037,-1.009
1668341439053,2022-11-13T14:10:39.053,6.258,0.152,0.040,-1.009
1668341439093,2022-11-13T14:10:39.093,6.298,0.160,0.025,-1.013
1668341439134,2022-11-13T14:10:39.134,6.339,0.154,0.039,-1.009
1668341439175,2022-11-13T14:10:39.175,6.380,0.150,0.032,-1.007
1668341439214,2022-11-13T14:10:39.214,6.419,0.157,0.039,-1.011
1668341439255,2022-11-13T14:10:39.255,6.460,0.158,0.044,-1.010
1668341439296,2022-11-13T14:10:39.296,6.501,0.169,0.024,-1.011
1668341439337,2022-11-13T14:10:39.337,6.542,0.154,0.028,-1.008
1668341439377,2022-11-13T14:10:39.377,6.582,0.138,0.039,-1.008
1668341439418,2022-11-13T14:10:39.418,6.623,0.160,0.025,-1.011
1668341439459,2022-11-13T14:10:39.459,6.664,0.150,0.054,-1.008
1668341439500,2022-11-13T14:10:39.500,6.705,0.144,0.073,-1.008
1668341439540,2022-11-13T14:10:39.540,6.745,0.175,0.068,-1.006
1668341439581,2022-11-13T14:10:39.581,6.786,0.165,0.027,-1.013
1668341439622,2022-11-13T14:10:39.622,6.827,0.148,0.005,-1.010
1668341439663,2022-11-13T14:10:39.663,6.868,0.148,0.047,-1.008
1668341439702,2022-11-13T14:10:39.702,6.907,0.149,0.033,-1.009
1668341439743,2022-11-13T14:10:39.743,6.948,0.152,0.031,-1.010
1668341439784,2022-11-13T14:10:39.784,6.989,0.146,0.037,-1.011
1668341439824,2022-11-13T14:10:39.824,7.029,0.143,0.018,-1.009
1668341439865,2022-11-13T14:10:39.865,7.070,0.154,0.014,-1.008
1668341439906,2022-11-13T14:10:39.906,7.111,0.155,0.042,-1.013
1668341439947,2022-11-13T14:10:39.947,7.152,0.164,0.037,-1.011
1668341439986,2022-11-13T14:10:39.986,7.191,0.157,0.041,-1.010
1668341440027,2022-11-13T14:10:40.027,7.232,0.155,0.021,-1.009
1668341440068,2022-11-13T14:10:40.068,7.273,0.154,0.018,-1.013
1668341440109,2022-11-13T14:10:40.109,7.314,0.151,0.014,-1.011
1668341440149,2022-11-13T14:10:40.149,7.354,0.157,-0.011,-1.010
1668341440190,2022-11-13T14:10:40.190,7.395,0.150,0.018,-1.010
1668341440231,2022-11-13T14:10:40.231,7.436,0.152,0.006,-1.010
1668341440272,2022-11-13T14:10:40.272,7.477,0.154,0.021,-1.010
1668341440312,2022-11-13T14:10:40.312,7.517,0.156,0.023,-1.011
1668341440353,2022-11-13T14:10:40.353,7.558,0.156,0.019,-1.010
1668341440394,2022-11-13T14:10:40.394,7.599,0.155,0.023,-1.011
1668341440435,2022-11-13T14:10:40.435,7.640,0.155,0.020,-1.010
1668341440474,2022-11-13T14:10:40.474,7.679,0.155,0.021,-1.009
1668341440515,2022-11-13T14:10:40.515,7.720,0.156,0.026,-1.009
1668341440556,2022-11-13T14:10:40.556,7.761,0.155,0.026,-1.011
1668341440596,2022-11-13T14:10:40.596,7.801,0.155,0.028,-1.010
1668341440637,2022-11-13T14:10:40.637,7.842,0.154,0.029,-1.010
1668341440678,2022-11-13T14:10:40.678,7.883,0.152,0.027,-1.010
1668341440719,2022-11-13T14:10:40.719,7.924,0.154,0.026,-1.010
1668341440758,2022-11-13T14:10:40.758,7.963,0.154,0.029,-1.010
1668341440799,2022-11-13T14:10:40.799,8.004,0.154,0.029,-1.011
1668341440840,2022-11-13T14:10:40.840,8.045,0.153,0.028,-1.009
1668341440881,2022-11-13T14:10:40.881,8.086,0.153,0.031,-1.010
1668341440921,2022-11-13T14:10:40.921,8.126,0.154,0.029,-1.010
1668341440962,2022-11-13T14:10:40.962,8.167,0.153,0.030,-1.010
1668341441003,2022-11-13T14:10:41.003,8.208,0.153,0.030,-1.010
1668341441044,2022-11-13T14:10:41.044,8.249,0.153,0.032,-1.010
1668341441084,2022-11-13T14:10:41.084,8.289,0.154,0.032,-1.010
1668341441125,2022-11-13T14:10:41.125,8.330,0.154,0.033,-1.010
1668341441166,2022-11-13T14:10:41.166,8.371,0.153,0.032,-1.009
1668341441205,2022-11-13T14:10:41.205,8.410,0.153,0.036,-1.010
1668341441246,2022-11-13T14:10:41.246,8.451,0.154,0.035,-1.010
1668341441287,2022-11-13T14:10:41.287,8.492,0.154,0.037,-1.008
1668341441328,2022-11-13T14:10:41.328,8.533,0.155,0.038,-1.009
1668341441368,2022-11-13T14:10:41.368,8.573,0.155,0.036,-1.009
1668341441409,2022-11-13T14:10:41.409,8.614,0.152,0.036,-1.009
1668341441450,2022-11-13T14:10:41.450,8.655,0.150,0.036,-1.010
1668341441491,2022-11-13T14:10:41.491,8.696,0.153,0.037,-1.010
1668341441530,2022-11-13T14:10:41.530,8.735,0.155,0.038,-1.009
1668341441571,2022-11-13T14:10:41.571,8.776,0.154,0.036,-1.010
1668341441612,2022-11-13T14:10:41.612,8.817,0.153,0.036,-1.010
1668341441653,2022-11-13T14:10:41.653,8.858,0.153,0.038,-1.010
1668341441693,2022-11-13T14:10:41.693,8.898,0.153,0.038,-1.010
1668341441734,2022-11-13T14:10:41.734,8.939,0.153,0.037,-1.010
1668341441775,2022-11-13T14:10:41.775,8.980,0.154,0.040,-1.011
1668341441815,2022-11-13T14:10:41.815,9.020,0.154,0.039,-1.011
1668341441856,2022-11-13T14:10:41.856,9.061,0.152,0.038,-1.010
1668341441897,2022-11-13T14:10:41.897,9.102,0.157,0.037,-1.009
1668341441938,2022-11-13T14:10:41.938,9.143,0.154,0.035,-1.010
1668341441977,2022-11-13T14:10:41.977,9.182,0.153,0.036,-1.010
1668341442018,2022-11-13T14:10:42.018,9.223,0.155,0.039,-1.009
1668341442059,2022-11-13T14:10:42.059,9.264,0.152,0.037,-1.008
1668341442100,2022-11-13T14:10:42.100,9.305,0.156,0.038,-1.009
1668341442140,2022-11-13T14:10:42.140,9.345,0.151,0.035,-1.009
1668341442181,2022-11-13T14:10:42.181,9.386,0.152,0.037,-1.008
1668341442222,2022-11-13T14:10:42.222,9.427,0.159,0.039,-1.009
1668341442263,2022-11-13T14:10:42.263,9.468,0.157,0.037,-1.010
1668341442302,2022-11-13T14:10:42.302,9.507,0.154,0.039,-1.009
1668341442343,2022-11-13T14:10:42.343,9.548,0.156,0.035,-1.010
1668341442384,2022-11-13T14:10:42.384,9.589,0.154,0.031,-1.010
1668341442424,2022-11-13T14:10:42.424,9.629,0.154,0.031,-1.010
1668341442465,2022-11-13T14:10:42.465,9.670,0.153,0.031,-1.010
1668341442506,2022-11-13T14:10:42.506,9.711,0.153,0.029,-1.010
1668341442547,2022-11-13T14:10:42.547,9.752,0.154,0.030,-1.011
1668341442586,2022-11-13T14:10:42.586,9.791,0.157,0.027,-1.010
1668341442628,2022-11-13T14:10:42.628,9.833,0.152,0.030,-1.010
1668341442669,2022-11-13T14:10:42.669,9.874,0.154,0.029,-1.010
1668341442710,2022-11-13T14:10:42.710,9.915,0.156,0.033,-1.009
1668341442749,2022-11-13T14:10:42.749,9.954,0.155,0.031,-1.010
1668341442790,2022-11-13T14:10:42.790,9.995,0.152,0.034,-1.009
1668341442831,2022-11-13T14:10:42.831,10.036,0.157,0.030,-1.011
1668341442871,2022-11-13T14:10:42.871,10.076,0.155,0.033,-1.010
1668341442912,2022-11-13T14:10:42.912,10.117,0.154,0.036,-1.009
1668341442953,2022-11-13T14:10:42.953,10.158,0.154,0.030,-1.010
1668341442994,2022-11-13T14:10:42.994,10.199,0.150,0.028,-1.010
1668341443033,2022-11-13T14:10:43.033,10.238,0.150,0.033,-1.008
1668341443074,2022-11-13T14:10:43.074,10.279,0.153,0.036,-1.009
1668341443115,2022-11-13T14:10:43.115,10.320,0.155,0.034,-1.011
1668341443156,2022-11-13T14:10:43.156,10.361,0.157,0.036,-1.011
1668341443196,2022-11-13T14:10:43.196,10.401,0.154,0.031,-1.009
1668341443237,2022-11-13T14:10:43.237,10.442,0.160,0.034,-1.010
1668341443278,2022-11-13T14:10:43.278,10.483,0.165,0.045,-1.012
1668341443319,2022-11-13T14:10:43.319,10.524,0.154,0.033,-1.008
1668341443358,2022-11-13T14:10:43.358,10.563,0.138,0.011,-1.007
1668341443399,2022-11-13T14:10:43.399,10.604,0.148,0.023,-1.010
1668341443440,2022-11-13T14:10:43.440,10.645,0.154,0.045,-1.009
1668341443480,2022-11-13T14:10:43.480,10.685,0.153,0.036,-1.009
1668341443521,2022-11-13T14:10:43.521,10.726,0.157,0.032,-1.010
1668341443562,2022-11-13T14:10:43.562,10.767,0.165,0.033,-1.009
1668341443603,2022-11-13T14:10:43.603,10.808,0.160,0.040,-1.009
1668341443643,2022-11-13T14:10:43.643,10.848,0.153,0.031,-1.009
1668341443684,2022-11-13T14:10:43.684,10.889,0.146,0.034,-1.008
1668341443725,2022-11-13T14:10:43.725,10.930,0.146,0.032,-1.009
1668341443766,2022-11-13T14:10:43.766,10.971,0.153,0.042,-1.009
1668341443805,2022-11-13T14:10:43.805,11.010,0.159,0.052,-1.010
1668341443846,2022-11-13T14:10:43.846,11.051,0.157,0.036,-1.010
1668341443887,2022-11-13T14:10:43.887,11.092,0.155,0.028,-1.009
1668341443928,2022-11-13T14:10:43.928,11.133,0.160,0.030,-1.010
1668341443968,2022-11-13T14:10:43.968,11.173,0.152,0.042,-1.009
1668341444009,2022-11-13T14:10:44.009,11.214,0.152,0.044,-1.008
1668341444050,2022-11-13T14:10:44.050,11.255,0.151,0.042,-1.008
1668341444089,2022-11-13T14:10:44.089,11.294,0.154,0.036,-1.008
1668341444130,2022-11-13T14:10:44.130,11.335,0.154,0.041,-1.009
1668341444171,2022-11-13T14:10:44.171,11.376,0.156,0.044,-1.009
1668341444212,2022-11-13T14:10:44.212,11.417,0.152,0.045,-1.008
1668341444252,2022-11-13T14:10:44.252,11.457,0.155,0.042,-1.009
1668341444293,2022-11-13T14:10:44.293,11.498,0.156,0.043,-1.007
1668341444334,2022-11-13T14:10:44.334,11.539,0.156,0.042,-1.009
1668341444375,2022-11-13T14:10:44.375,11.580,0.156,0.043,-1.010
1668341444415,2022-11-13T14:10:44.415,11.620,0.154,0.041,-1.010
1668341444456,2022-11-13T14:10:44.456,11.661,0.155,0.039,-1.009
1668341444497,2022-11-13T14:10:44.497,11.702,0.153,0.045,-1.007
1668341444538,2022-11-13T14:10:44.538,11.743,0.154,0.038,-1.009
1668341444577,2022-11-13T14:10:44.577,11.782,0.157,0.042,-1.009
1668341444618,2022-11-13T14:10:44.618,11.823,0.155,0.040,-1.009
1668341444659,2022-11-13T14:10:44.659,11.864,0.155,0.039,-1.010
1668341444699,2022-11-13T14:10:44.699,11.904,0.155,0.042,-1.009
1668341444740,2022-11-13T14:10:44.740,11.945,0.155,0.041,-1.009
1668341444781,2022-11-13T14:10:44.781,11.986,0.153,0.046,-1.008
1668341444822,2022-11-13T14:10:44.822,12.027,0.155,0.044,-1.009
1668341444861,2022-11-13T14:10:44.861,12.066,0.157,0.043,-1.010
1668341444902,2022-11-13T14:10:44.902,12.107,0.154,0.047,-1.009
1668341444943,2022-11-13T14:10:44.943,12.148,0.155,0.044,-1.008
1668341444984,2022-11-13T14:10:44.984,12.189,0.156,0.046,-1.009
1668341445024,2022-11-13T14:10:45.024,12.229,0.155,0.048,-1.008
1668341445065,2022-11-13T14:10:45.065,12.270,0.156,0.045,-1.009
1668341445106,2022-11-13T14:10:45.106,12.311,0.152,0.045,-1.008
1668341445147,2022-11-13T14:10:45.147,12.352,0.154,0.046,-1.008
1668341445187,2022-11-13T14:10:45.187,12.392,0.156,0.041,-1.009
1668341445228,2022-11-13T14:10:45.228,12.433,0.154,0.041,-1.009
1668341445269,2022-11-13T14:10:45.269,12.474,0.153,0.044,-1.008
1668341445308,2022-11-13T14:10:45.308,12.513,0.160,0.045,-1.010
1668341445349,2022-11-13T14:10:45.349,12.554,0.153,0.043,-1.009
1668341445390,2022-11-13T14:10:45.390,12.595,0.151,0.042,-1.008
1668341445431,2022-11-13T14:10:45.431,12.636,0.158,0.050,-1.008
1668341445471,2022-11-13T14:10:45.471,12.676,0.155,0.047,-1.010
1668341445512,2022-11-13T14:10:45.512,12.717,0.152,0.043,-1.008
1668341445553,2022-11-13T14:10:45.553,12.758,0.154,0.046,-1.008
1668341445594,2022-11-13T14:10:45.594,12.799,0.157,0.045,-1.009
1668341445633,2022-11-13T14:10:45.633,12.838,0.157,0.049,-1.010
1668341445674,2022-11-13T14:10:45.674,12.879,0.153,0.047,-1.009
1668341445715,2022-11-13T14:10:45.715,12.920,0.154,0.044,-1.009
1668341445756,2022-11-13T14:10:45.756,12.961,0.154,0.041,-1.008
1668341445796,2022-11-13T14:10:45.796,13.001,0.152,0.047,-1.007
1668341445837,2022-11-13T14:10:45.837,13.042,0.156,0.048,-1.009
1668341445878,2022-11-13T14:10:45.878,13.083,0.155,0.048,-1.008
1668341445918,2022-11-13T14:10:45.918,13.123,0.155,0.050,-1.008
1668341445959,2022-11-13T14:10:45.959,13.164,0.159,0.052,-1.007
1668341446000,2022-11-13T14:10:46.000,13.205,0.152,0.049,-1.009
1668341446041,2022-11-13T14:10:46.041,13.246,0.152,0.042,-1.008
1668341446080,2022-11-13T14:10:46.080,13.285,0.152,0.050,-1.008
1668341446121,2022-11-13T14:10:46.121,13.326,0.156,0.047,-1.008
1668341446162,2022-11-13T14:10:46.162,13.367,0.156,0.052,-1.007
1668341446203,2022-11-13T14:10:46.203,13.408,0.149,0.049,-1.008
1668341446243,2022-11-13T14:10:46.243,13.448,0.158,0.044,-1.010
1668341446284,2022-11-13T14:10:46.284,13.489,0.162,0.059,-1.010
1668341446325,2022-11-13T14:10:46.325,13.530,0.150,0.049,-1.008
1668341446366,2022-11-13T14:10:46.366,13.571,0.151,0.037,-1.008
1668341446405,2022-11-13T14:10:46.405,13.610,0.157,0.049,-1.009
1668341446446,2022-11-13T14:10:46.446,13.651,0.155,0.052,-1.008
1668341446487,2022-11-13T14:10:46.487,13.692,0.152,0.050,-1.007
1668341446527,2022-11-13T14:10:46.527,13.732,0.154,0.053,-1.008
1668341446568,2022-11-13T14:10:46.568,13.773,0.154,0.045,-1.008
1668341446609,2022-11-13T14:10:46.609,13.814,0.154,0.041,-1.008
1668341446650,2022-11-13T14:10:46.650,13.855,0.156,0.050,-1.007
1668341446690,2022-11-13T14:10:46.690,13.895,0.155,0.049,-1.008
1668341446731,2022-11-13T14:10:46.731,13.936,0.156,0.050,-1.007
1668341446772,2022-11-13T14:10:46.772,13.977,0.150,0.053,-1.008
1668341446813,2022-11-13T14:10:46.813,14.018,0.154,0.047,-1.008
1668341446852,2022-11-13T14:10:46.852,14.057,0.154,0.051,-1.008
1668341446893,2022-11-13T14:10:46.893,14.098,0.158,0.051,-1.009
1668341446934,2022-11-13T14:10:46.934,14.139,0.152,0.046,-1.008
1668341446975,2022-11-13T14:10:46.975,14.180,0.154,0.047,-1.008
1668341447015,2022-11-13T14:10:47.015,14.220,0.154,0.050,-1.009
1668341447056,2022-11-13T14:10:47.056,14.261,0.153,0.045,-1.009
1668341447097,2022-11-13T14:10:47.097,14.302,0.156,0.048,-1.008
1668341447136,2022-11-13T14:10:47.136,14.341,0.153,0.049,-1.008
1668341447177,2022-11-13T14:10:47.177,14.382,0.155,0.043,-1.009
1668341447218,2022-11-13T14:10:47.218,14.423,0.153,0.048,-1.008
1668341447259,2022-11-13T14:10:47.259,14.464,0.152,0.048,-1.009
1668341447299,2022-11-13T14:10:47.299,14.504,0.153,0.051,-1.008
1668341447340,2022-11-13T14:10:47.340,14.545,0.154,0.047,-1.009
1668341447381,2022-11-13T14:10:47.381,14.586,0.152,0.050,-1.008
1668341447422,2022-11-13T14:10:47.422,14.627,0.155,0.051,-1.009
1668341447461,2022-11-13T14:10:47.461,14.666,0.155,0.052,-1.009
1668341447503,2022-11-13T14:10:47.503,14.708,0.154,0.052,-1.008
1668341447544,2022-11-13T14:10:47.544,14.749,0.153,0.052,-1.008
1668341447585,2022-11-13T14:10:47.585,14.790,0.155,0.049,-1.007
1668341447624,2022-11-13T14:10:47.624,14.829,0.154,0.052,-1.008
