epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1667859382714,2022-11-08T00:16:22.714,2.884,-0.207,-0.134,-0.994
1667859382755,2022-11-08T00:16:22.755,2.925,-0.201,-0.132,-0.992
1667859382796,2022-11-08T00:16:22.796,2.966,-0.200,-0.139,-0.989
1667859382837,2022-11-08T00:16:22.837,3.007,-0.203,-0.140,-0.994
1667859382877,2022-11-08T00:16:22.877,3.047,-0.201,-0.134,-0.993
1667859382918,2022-11-08T00:16:22.918,3.088,-0.203,-0.127,-0.990
1667859382959,2022-11-08T00:16:22.959,3.129,-0.202,-0.127,-0.994
1667859382998,2022-11-08T00:16:22.998,3.168,-0.197,-0.127,-0.991
1667859383039,2022-11-08T00:16:23.039,3.209,-0.199,-0.129,-0.999
1667859383080,2022-11-08T00:16:23.080,3.250,-0.198,-0.133,-0.990
1667859383121,2022-11-08T00:16:23.121,3.291,-0.201,-0.137,-0.988
1667859383161,2022-11-08T00:16:23.161,3.331,-0.201,-0.137,-0.993
1667859383202,2022-11-08T00:16:23.202,3.372,-0.199,-0.138,-0.993
1667859383243,2022-11-08T00:16:23.243,3.413,-0.205,-0.139,-0.990
1667859383284,2022-11-08T00:16:23.284,3.454,-0.208,-0.136,-0.991
1667859383324,2022-11-08T00:16:23.324,3.494,-0.201,-0.141,-0.990
1667859383365,2022-11-08T00:16:23.365,3.535,-0.197,-0.141,-0.994
1667859383406,2022-11-08T00:16:23.406,3.576,-0.199,-0.140,-0.993
1667859383447,2022-11-08T00:16:23.447,3.617,-0.202,-0.134,-0.994
1667859383486,2022-11-08T00:16:23.486,3.656,-0.200,-0.128,-0.993
1667859383527,2022-11-08T00:16:23.527,3.697,-0.201,-0.132,-0.992
1667859383568,2022-11-08T00:16:23.568,3.738,-0.202,-0.134,-0.995
1667859383608,2022-11-08T00:16:23.608,3.778,-0.196,-0.136,-0.996
1667859383649,2022-11-08T00:16:23.649,3.819,-0.200,-0.138,-0.987
1667859383690,2022-11-08T00:16:23.690,3.860,-0.205,-0.140,-0.992
1667859383731,2022-11-08T00:16:23.731,3.901,-0.200,-0.134,-0.992
1667859383770,2022-11-08T00:16:23.770,3.940,-0.200,-0.138,-0.989
1667859383811,2022-11-08T00:16:23.811,3.981,-0.199,-0.135,-0.993
1667859383852,2022-11-08T00:16:23.852,4.022,-0.199,-0.134,-0.994
1667859383893,2022-11-08T00:16:23.893,4.063,-0.203,-0.135,-0.993
1667859383933,2022-11-08T00:16:23.933,4.103,-0.201,-0.132,-0.991
1667859383974,2022-11-08T00:16:23.974,4.144,-0.198,-0.136,-0.994
1667859384015,2022-11-08T00:16:24.015,4.185,-0.200,-0.138,-0.992
1667859384056,2022-11-08T00:16:24.056,4.226,-0.202,-0.136,-0.991
1667859384096,2022-11-08T00:16:24.096,4.266,-0.200,-0.133,-0.995
1667859384137,2022-11-08T00:16:24.137,4.307,-0.202,-0.136,-0.992
1667859384178,2022-11-08T00:16:24.178,4.348,-0.203,-0.135,-0.990
1667859384217,2022-11-08T00:16:24.217,4.387,-0.199,-0.134,-0.994
1667859384258,2022-11-08T00:16:24.258,4.428,-0.199,-0.135,-0.995
1667859384299,2022-11-08T00:16:24.299,4.469,-0.202,-0.136,-0.988
1667859384340,2022-11-08T00:16:24.340,4.510,-0.200,-0.136,-0.992
1667859384380,2022-11-08T00:16:24.380,4.550,-0.199,-0.135,-0.997
1667859384421,2022-11-08T00:16:24.421,4.591,-0.202,-0.137,-0.995
1667859384462,2022-11-08T00:16:24.462,4.632,-0.202,-0.137,-0.986
1667859384503,2022-11-08T00:16:24.503,4.673,-0.204,-0.133,-0.990
1667859384542,2022-11-08T00:16:24.542,4.712,-0.202,-0.132,-0.999
1667859384583,2022-11-08T00:16:24.583,4.753,-0.200,-0.136,-0.989
1667859384624,2022-11-08T00:16:24.624,4.794,-0.208,-0.140,-0.992
1667859384665,2022-11-08T00:16:24.665,4.835,-0.200,-0.132,-0.991
1667859384705,2022-11-08T00:16:24.705,4.875,-0.200,-0.134,-0.990
1667859384746,2022-11-08T00:16:24.746,4.916,-0.203,-0.134,-0.993
1667859384787,2022-11-08T00:16:24.787,4.957,-0.202,-0.135,-0.993
1667859384827,2022-11-08T00:16:24.827,4.997,-0.203,-0.137,-0.990
1667859384868,2022-11-08T00:16:24.868,5.038,-0.202,-0.136,-0.996
1667859384909,2022-11-08T00:16:24.909,5.079,-0.204,-0.133,-0.991
1667859384950,2022-11-08T00:16:24.950,5.120,-0.211,-0.134,-0.988
1667859384989,2022-11-08T00:16:24.989,5.159,-0.206,-0.133,-0.990
1667859385030,2022-11-08T00:16:25.030,5.200,-0.202,-0.134,-0.992
1667859385071,2022-11-08T00:16:25.071,5.241,-0.204,-0.133,-0.989
1667859385112,2022-11-08T00:16:25.112,5.282,-0.203,-0.135,-0.994
1667859385152,2022-11-08T00:16:25.152,5.322,-0.203,-0.138,-0.996
1667859385193,2022-11-08T00:16:25.193,5.363,-0.202,-0.132,-0.983
1667859385234,2022-11-08T00:16:25.234,5.404,-0.201,-0.139,-0.992
1667859385273,2022-11-08T00:16:25.273,5.443,-0.200,-0.144,-0.995
1667859385314,2022-11-08T00:16:25.314,5.484,-0.199,-0.137,-0.989
1667859385355,2022-11-08T00:16:25.355,5.525,-0.204,-0.136,-0.991
1667859385396,2022-11-08T00:16:25.396,5.566,-0.202,-0.137,-0.994
1667859385436,2022-11-08T00:16:25.436,5.606,-0.203,-0.135,-0.988
1667859385477,2022-11-08T00:16:25.477,5.647,-0.204,-0.137,-0.992
1667859385518,2022-11-08T00:16:25.518,5.688,-0.198,-0.137,-0.996
1667859385559,2022-11-08T00:16:25.559,5.729,-0.201,-0.139,-0.990
1667859385599,2022-11-08T00:16:25.599,5.769,-0.201,-0.137,-0.992
1667859385640,2022-11-08T00:16:25.640,5.810,-0.199,-0.134,-0.993
1667859385681,2022-11-08T00:16:25.681,5.851,-0.200,-0.137,-0.991
1667859385722,2022-11-08T00:16:25.722,5.892,-0.198,-0.135,-0.993
1667859385761,2022-11-08T00:16:25.761,5.931,-0.201,-0.137,-0.994
1667859385802,2022-11-08T00:16:25.802,5.972,-0.203,-0.132,-0.989
1667859385843,2022-11-08T00:16:25.843,6.013,-0.199,-0.131,-0.992
1667859385883,2022-11-08T00:16:25.883,6.053,-0.198,-0.132,-0.993
1667859385924,2022-11-08T00:16:25.924,6.094,-0.198,-0.133,-0.995
1667859385965,2022-11-08T00:16:25.965,6.135,-0.199,-0.133,-0.993
1667859386006,2022-11-08T00:16:26.006,6.176,-0.200,-0.131,-0.989
1667859386045,2022-11-08T00:16:26.045,6.215,-0.199,-0.136,-0.993
1667859386086,2022-11-08T00:16:26.086,6.256,-0.197,-0.139,-0.992
1667859386127,2022-11-08T00:16:26.127,6.297,-0.198,-0.137,-0.991
1667859386168,2022-11-08T00:16:26.168,6.338,-0.199,-0.137,-0.992
1667859386208,2022-11-08T00:16:26.208,6.378,-0.203,-0.131,-0.998
1667859386249,2022-11-08T00:16:26.249,6.419,-0.201,-0.131,-0.992
1667859386290,2022-11-08T00:16:26.290,6.460,-0.200,-0.136,-0.992
1667859386331,2022-11-08T00:16:26.331,6.501,-0.199,-0.136,-0.991
1667859386371,2022-11-08T00:16:26.371,6.541,-0.201,-0.135,-0.991
1667859386412,2022-11-08T00:16:26.412,6.582,-0.201,-0.136,-0.993
1667859386453,2022-11-08T00:16:26.453,6.623,-0.198,-0.135,-0.994
1667859386492,2022-11-08T00:16:26.492,6.662,-0.202,-0.130,-0.991
1667859386533,2022-11-08T00:16:26.533,6.703,-0.201,-0.129,-0.993
1667859386574,2022-11-08T00:16:26.574,6.744,-0.202,-0.136,-0.993
1667859386615,2022-11-08T00:16:26.615,6.785,-0.196,-0.134,-0.991
1667859386655,2022-11-08T00:16:26.655,6.825,-0.198,-0.134,-0.994
1667859386696,2022-11-08T00:16:26.696,6.866,-0.204,-0.136,-0.993
1667859386737,2022-11-08T00:16:26.737,6.907,-0.199,-0.134,-0.992
1667859386778,2022-11-08T00:16:26.778,6.948,-0.200,-0.132,-0.992
1667859386817,2022-11-08T00:16:26.817,6.987,-0.204,-0.134,-0.990
1667859386858,2022-11-08T00:16:26.858,7.028,-0.200,-0.133,-0.992
1667859386899,2022-11-08T00:16:26.899,7.069,-0.198,-0.134,-0.994
1667859386940,2022-11-08T00:16:26.940,7.110,-0.198,-0.135,-0.990
1667859386980,2022-11-08T00:16:26.980,7.150,-0.202,-0.138,-0.992
1667859387021,2022-11-08T00:16:27.021,7.191,-0.196,-0.131,-0.996
1667859387062,2022-11-08T00:16:27.062,7.232,-0.197,-0.135,-0.991
1667859387101,2022-11-08T00:16:27.101,7.271,-0.202,-0.137,-0.990
1667859387142,2022-11-08T00:16:27.142,7.312,-0.197,-0.124,-0.998
1667859387184,2022-11-08T00:16:27.184,7.354,-0.200,-0.130,-0.994
1667859387225,2022-11-08T00:16:27.225,7.395,-0.210,-0.128,-0.993
1667859387264,2022-11-08T00:16:27.264,7.434,-0.215,-0.122,-0.985
1667859387305,2022-11-08T00:16:27.305,7.475,-0.208,-0.140,-0.991
1667859387346,2022-11-08T00:16:27.346,7.516,-0.187,-0.134,-1.001
1667859387387,2022-11-08T00:16:27.387,7.557,-0.191,-0.135,-0.994
1667859387427,2022-11-08T00:16:27.427,7.597,-0.203,-0.136,-0.994
1667859387468,2022-11-08T00:16:27.468,7.638,-0.199,-0.131,-0.988
1667859387509,2022-11-08T00:16:27.509,7.679,-0.196,-0.134,-0.991
1667859387550,2022-11-08T00:16:27.550,7.720,-0.199,-0.137,-0.994
1667859387589,2022-11-08T00:16:27.589,7.759,-0.200,-0.135,-0.988
1667859387630,2022-11-08T00:16:27.630,7.800,-0.200,-0.132,-0.992
1667859387671,2022-11-08T00:16:27.671,7.841,-0.199,-0.130,-0.999
1667859387711,2022-11-08T00:16:27.711,7.881,-0.198,-0.134,-0.995
1667859387752,2022-11-08T00:16:27.752,7.922,-0.199,-0.135,-0.993
1667859387793,2022-11-08T00:16:27.793,7.963,-0.200,-0.135,-0.992
1667859387834,2022-11-08T00:16:27.834,8.004,-0.198,-0.135,-0.992
1667859387873,2022-11-08T00:16:27.873,8.043,-0.197,-0.135,-0.992
1667859387914,2022-11-08T00:16:27.914,8.084,-0.200,-0.134,-0.993
1667859387955,2022-11-08T00:16:27.955,8.125,-0.199,-0.133,-0.993
1667859387996,2022-11-08T00:16:27.996,8.166,-0.199,-0.136,-0.992
1667859388036,2022-11-08T00:16:28.036,8.206,-0.198,-0.136,-0.994
1667859388077,2022-11-08T00:16:28.077,8.247,-0.198,-0.134,-0.992
1667859388118,2022-11-08T00:16:28.118,8.288,-0.198,-0.134,-0.990
1667859388158,2022-11-08T00:16:28.158,8.328,-0.198,-0.136,-0.995
1667859388199,2022-11-08T00:16:28.199,8.369,-0.199,-0.135,-0.995
1667859388240,2022-11-08T00:16:28.240,8.410,-0.198,-0.129,-0.992
1667859388281,2022-11-08T00:16:28.281,8.451,-0.199,-0.133,-0.996
1667859388320,2022-11-08T00:16:28.320,8.490,-0.200,-0.136,-0.990
1667859388361,2022-11-08T00:16:28.361,8.531,-0.197,-0.136,-0.989
1667859388402,2022-11-08T00:16:28.402,8.572,-0.196,-0.134,-0.994
1667859388443,2022-11-08T00:16:28.443,8.613,-0.199,-0.136,-0.994
1667859388483,2022-11-08T00:16:28.483,8.653,-0.196,-0.134,-0.992
1667859388524,2022-11-08T00:16:28.524,8.694,-0.194,-0.135,-0.993
1667859388565,2022-11-08T00:16:28.565,8.735,-0.198,-0.135,-0.994
1667859388606,2022-11-08T00:16:28.606,8.776,-0.198,-0.132,-0.993
1667859388645,2022-11-08T00:16:28.645,8.815,-0.198,-0.133,-0.994
1667859388686,2022-11-08T00:16:28.686,8.856,-0.197,-0.136,-0.996
1667859388727,2022-11-08T00:16:28.727,8.897,-0.196,-0.134,-0.990
1667859388767,2022-11-08T00:16:28.767,8.937,-0.197,-0.131,-0.989
1667859388808,2022-11-08T00:16:28.808,8.978,-0.200,-0.133,-0.997
1667859388849,2022-11-08T00:16:28.849,9.019,-0.201,-0.140,-0.987
1667859388890,2022-11-08T00:16:28.890,9.060,-0.198,-0.138,-0.992
1667859388930,2022-11-08T00:16:28.930,9.100,-0.199,-0.131,-0.992
1667859388971,2022-11-08T00:16:28.971,9.141,-0.204,-0.132,-0.993
1667859389012,2022-11-08T00:16:29.012,9.182,-0.202,-0.135,-0.994
1667859389053,2022-11-08T00:16:29.053,9.223,-0.198,-0.140,-0.993
1667859389092,2022-11-08T00:16:29.092,9.262,-0.196,-0.137,-0.994
1667859389133,2022-11-08T00:16:29.133,9.303,-0.197,-0.135,-0.993
1667859389174,2022-11-08T00:16:29.174,9.344,-0.199,-0.137,-0.992
1667859389215,2022-11-08T00:16:29.215,9.385,-0.196,-0.135,-0.995
1667859389255,2022-11-08T00:16:29.255,9.425,-0.198,-0.136,-0.996
1667859389296,2022-11-08T00:16:29.296,9.466,-0.205,-0.135,-0.991
1667859389337,2022-11-08T00:16:29.337,9.507,-0.201,-0.136,-0.989
1667859389376,2022-11-08T00:16:29.376,9.546,-0.199,-0.136,-0.993
1667859389417,2022-11-08T00:16:29.417,9.587,-0.200,-0.137,-0.993
1667859389458,2022-11-08T00:16:29.458,9.628,-0.203,-0.139,-0.991
1667859389499,2022-11-08T00:16:29.499,9.669,-0.200,-0.133,-0.995
1667859389539,2022-11-08T00:16:29.539,9.709,-0.196,-0.135,-0.992
1667859389580,2022-11-08T00:16:29.580,9.750,-0.198,-0.138,-0.991
1667859389621,2022-11-08T00:16:29.621,9.791,-0.201,-0.134,-0.992
1667859389662,2022-11-08T00:16:29.662,9.832,-0.200,-0.134,-0.990
1667859389702,2022-11-08T00:16:29.702,9.872,-0.201,-0.137,-0.993
1667859389743,2022-11-08T00:16:29.743,9.913,-0.202,-0.136,-0.991
1667859389784,2022-11-08T00:16:29.784,9.954,-0.199,-0.132,-0.992
1667859389823,2022-11-08T00:16:29.823,9.993,-0.197,-0.133,-0.994
1667859389864,2022-11-08T00:16:29.864,10.034,-0.199,-0.139,-0.992
1667859389905,2022-11-08T00:16:29.905,10.075,-0.200,-0.136,-0.992
1667859389946,2022-11-08T00:16:29.946,10.116,-0.200,-0.135,-0.991
1667859389986,2022-11-08T00:16:29.986,10.156,-0.201,-0.138,-0.993
1667859390027,2022-11-08T00:16:30.027,10.197,-0.205,-0.136,-0.989
1667859390068,2022-11-08T00:16:30.068,10.238,-0.200,-0.137,-0.991
1667859390109,2022-11-08T00:16:30.109,10.279,-0.195,-0.138,-0.998
1667859390148,2022-11-08T00:16:30.148,10.318,-0.201,-0.146,-0.989
1667859390189,2022-11-08T00:16:30.189,10.359,-0.204,-0.140,-0.991
1667859390230,2022-11-08T00:16:30.230,10.400,-0.203,-0.132,-0.998
1667859390271,2022-11-08T00:16:30.271,10.441,-0.197,-0.134,-0.992
1667859390311,2022-11-08T00:16:30.311,10.481,-0.196,-0.130,-0.991
1667859390352,2022-11-08T00:16:30.352,10.522,-0.201,-0.130,-0.992
1667859390393,2022-11-08T00:16:30.393,10.563,-0.194,-0.140,-0.996
1667859390433,2022-11-08T00:16:30.433,10.603,-0.193,-0.143,-0.991
1667859390474,2022-11-08T00:16:30.474,10.644,-0.201,-0.137,-0.989
1667859390515,2022-11-08T00:16:30.515,10.685,-0.198,-0.134,-0.993
1667859390556,2022-11-08T00:16:30.556,10.726,-0.194,-0.140,-0.993
1667859390595,2022-11-08T00:16:30.595,10.765,-0.197,-0.142,-0.990
1667859390636,2022-11-08T00:16:30.636,10.806,-0.197,-0.143,-0.992
1667859390677,2022-11-08T00:16:30.677,10.847,-0.195,-0.142,-0.992
1667859390718,2022-11-08T00:16:30.718,10.888,-0.194,-0.138,-0.995
1667859390758,2022-11-08T00:16:30.758,10.928,-0.198,-0.139,-0.994
1667859390799,2022-11-08T00:16:30.799,10.969,-0.198,-0.141,-0.993
1667859390840,2022-11-08T00:16:30.840,11.010,-0.197,-0.135,-0.994
1667859390881,2022-11-08T00:16:30.881,11.051,-0.201,-0.131,-0.994
1667859390920,2022-11-08T00:16:30.920,11.090,-0.197,-0.136,-0.993
1667859390961,2022-11-08T00:16:30.961,11.131,-0.197,-0.136,-0.990
1667859391002,2022-11-08T00:16:31.002,11.172,-0.194,-0.137,-0.994
1667859391042,2022-11-08T00:16:31.042,11.212,-0.196,-0.137,-0.992
1667859391083,2022-11-08T00:16:31.083,11.253,-0.199,-0.138,-0.991
1667859391124,2022-11-08T00:16:31.124,11.294,-0.198,-0.132,-0.991
1667859391165,2022-11-08T00:16:31.165,11.335,-0.194,-0.137,-0.994
1667859391204,2022-11-08T00:16:31.204,11.374,-0.196,-0.142,-0.995
1667859391246,2022-11-08T00:16:31.246,11.416,-0.200,-0.134,-0.988
1667859391287,2022-11-08T00:16:31.287,11.457,-0.204,-0.131,-0.991
1667859391328,2022-11-08T00:16:31.328,11.498,-0.204,-0.146,-0.991
1667859391367,2022-11-08T00:16:31.367,11.537,-0.189,-0.149,-0.992
1667859391408,2022-11-08T00:16:31.408,11.578,-0.186,-0.137,-0.997
1667859391449,2022-11-08T00:16:31.449,11.619,-0.198,-0.128,-0.996
1667859391489,2022-11-08T00:16:31.489,11.659,-0.203,-0.124,-1.007
1667859391530,2022-11-08T00:16:31.530,11.700,-0.194,-0.133,-0.993
1667859391571,2022-11-08T00:16:31.571,11.741,-0.191,-0.134,-0.993
1667859391612,2022-11-08T00:16:31.612,11.782,-0.192,-0.129,-0.992
1667859391651,2022-11-08T00:16:31.651,11.821,-0.202,-0.132,-0.988
1667859391692,2022-11-08T00:16:31.692,11.862,-0.202,-0.140,-0.987
1667859391733,2022-11-08T00:16:31.733,11.903,-0.188,-0.147,-0.999
1667859391774,2022-11-08T00:16:31.774,11.944,-0.183,-0.135,-1.004
1667859391814,2022-11-08T00:16:31.814,11.984,-0.192,-0.129,-0.993
1667859391855,2022-11-08T00:16:31.855,12.025,-0.192,-0.128,-0.991
1667859391896,2022-11-08T00:16:31.896,12.066,-0.193,-0.124,-0.996
1667859391937,2022-11-08T00:16:31.937,12.107,-0.194,-0.125,-0.995
1667859391976,2022-11-08T00:16:31.976,12.146,-0.195,-0.128,-0.994
1667859392017,2022-11-08T00:16:32.017,12.187,-0.196,-0.127,-0.991
1667859392059,2022-11-08T00:16:32.059,12.229,-0.200,-0.117,-0.988
1667859392098,2022-11-08T00:16:32.098,12.268,-0.195,-0.120,-0.997
1667859392139,2022-11-08T00:16:32.139,12.309,-0.194,-0.125,-0.995
1667859392180,2022-11-08T00:16:32.180,12.350,-0.205,-0.123,-0.986
1667859392221,2022-11-08T00:16:32.221,12.391,-0.199,-0.122,-0.996
1667859392261,2022-11-08T00:16:32.261,12.431,-0.183,-0.123,-0.999
1667859392302,2022-11-08T00:16:32.302,12.472,-0.187,-0.127,-0.996
1667859392343,2022-11-08T00:16:32.343,12.513,-0.195,-0.128,-0.993
1667859392384,2022-11-08T00:16:32.384,12.554,-0.195,-0.115,-0.990
1667859392423,2022-11-08T00:16:32.423,12.593,-0.199,-0.113,-0.994
1667859392464,2022-11-08T00:16:32.464,12.634,-0.195,-0.117,-0.999
1667859392505,2022-11-08T00:16:32.505,12.675,-0.188,-0.119,-0.997
1667859392546,2022-11-08T00:16:32.546,12.716,-0.185,-0.123,-0.995
1667859392586,2022-11-08T00:16:32.586,12.756,-0.176,-0.114,-1.005
1667859392627,2022-11-08T00:16:32.627,12.797,-0.186,-0.118,-0.998
1667859392668,2022-11-08T00:16:32.668,12.838,-0.188,-0.122,-0.989
1667859392707,2022-11-08T00:16:32.707,12.877,-0.184,-0.124,-0.991
1667859392748,2022-11-08T00:16:32.748,12.918,-0.193,-0.123,-0.991
1667859392789,2022-11-08T00:16:32.789,12.959,-0.189,-0.123,-1.003
1667859392830,2022-11-08T00:16:32.830,13.000,-0.167,-0.131,-1.016
1667859392870,2022-11-08T00:16:32.870,13.040,-0.162,-0.133,-0.996
1667859392911,2022-11-08T00:16:32.911,13.081,-0.182,-0.126,-0.990
1667859392952,2022-11-08T00:16:32.952,13.122,-0.194,-0.126,-0.993
1667859392993,2022-11-08T00:16:32.993,13.163,-0.187,-0.128,-0.990
1667859393033,2022-11-08T00:16:33.033,13.203,-0.177,-0.125,-0.999
1667859393074,2022-11-08T00:16:33.074,13.244,-0.176,-0.128,-1.002
1667859393115,2022-11-08T00:16:33.115,13.285,-0.173,-0.128,-1.001
1667859393154,2022-11-08T00:16:33.154,13.324,-0.176,-0.124,-0.999
1667859393195,2022-11-08T00:16:33.195,13.365,-0.177,-0.129,-0.994
1667859393236,2022-11-08T00:16:33.236,13.406,-0.175,-0.127,-0.996
1667859393277,2022-11-08T00:16:33.277,13.447,-0.173,-0.123,-1.005
1667859393317,2022-11-08T00:16:33.317,13.487,-0.180,-0.135,-1.000
1667859393358,2022-11-08T00:16:33.358,13.528,-0.182,-0.135,-0.992
1667859393399,2022-11-08T00:16:33.399,13.569,-0.178,-0.128,-1.000
1667859393440,2022-11-08T00:16:33.440,13.610,-0.177,-0.132,-1.000
1667859393479,2022-11-08T00:16:33.479,13.649,-0.180,-0.137,-0.994
1667859393520,2022-11-08T00:16:33.520,13.690,-0.179,-0.143,-0.998
1667859393561,2022-11-08T00:16:33.561,13.731,-0.173,-0.137,-0.999
1667859393602,2022-11-08T00:16:33.602,13.772,-0.188,-0.138,-0.997
1667859393642,2022-11-08T00:16:33.642,13.812,-0.189,-0.156,-0.995
1667859393683,2022-11-08T00:16:33.683,13.853,-0.174,-0.120,-0.989
1667859393724,2022-11-08T00:16:33.724,13.894,-0.176,-0.099,-1.002
1667859393764,2022-11-08T00:16:33.764,13.934,-0.193,-0.128,-1.002
1667859393805,2022-11-08T00:16:33.805,13.975,-0.198,-0.145,-0.981
1667859393846,2022-11-08T00:16:33.846,14.016,-0.176,-0.138,-0.997
1667859393887,2022-11-08T00:16:33.887,14.057,-0.182,-0.147,-1.008
