epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1668028285368,2022-11-09T23.11.25.368,2.099,0.177,0.116,-1.004
1668028285407,2022-11-09T23.11.25.407,2.138,0.177,0.092,-0.972
1668028285447,2022-11-09T23.11.25.447,2.178,0.175,0.096,-0.980
1668028285486,2022-11-09T23.11.25.486,2.217,0.182,0.104,-0.987
1668028285526,2022-11-09T23.11.25.526,2.257,0.177,0.108,-0.987
1668028285566,2022-11-09T23.11.25.566,2.297,0.168,0.108,-0.993
1668028285605,2022-11-09T23.11.25.605,2.336,0.165,0.103,-0.995
1668028285645,2022-11-09T23.11.25.645,2.376,0.170,0.099,-0.991
1668028285684,2022-11-09T23.11.25.684,2.415,0.176,0.099,-0.979
1668028285724,2022-11-09T23.11.25.724,2.455,0.177,0.101,-0.973
1668028285763,2022-11-09T23.11.25.763,2.494,0.173,0.099,-0.977
1668028285803,2022-11-09T23.11.25.803,2.534,0.165,0.099,-1.002
1668028285844,2022-11-09T23.11.25.844,2.575,0.174,0.092,-0.999
1668028285883,2022-11-09T23.11.25.883,2.614,0.183,0.089,-0.981
1668028285923,2022-11-09T23.11.25.923,2.654,0.168,0.096,-0.979
1668028285963,2022-11-09T23.11.25.963,2.694,0.164,0.095,-0.991
1668028286002,2022-11-09T23.11.26.002,2.733,0.173,0.085,-0.998
1668028286042,2022-11-09T23.11.26.042,2.773,0.177,0.083,-0.995
1668028286081,2022-11-09T23.11.26.081,2.812,0.173,0.089,-0.984
1668028286121,2022-11-09T23.11.26.121,2.852,0.169,0.095,-0.982
1668028286160,2022-11-09T23.11.26.160,2.891,0.166,0.095,-0.992
1668028286200,2022-11-09T23.11.26.200,2.931,0.167,0.090,-1.002
1668028286239,2022-11-09T23.11.26.239,2.970,0.173,0.080,-0.996
1668028286279,2022-11-09T23.11.26.279,3.010,0.181,0.075,-0.980
1668028286318,2022-11-09T23.11.26.318,3.049,0.171,0.083,-0.979
1668028286358,2022-11-09T23.11.26.358,3.089,0.160,0.090,-0.995
1668028286398,2022-11-09T23.11.26.398,3.129,0.163,0.092,-1.006
1668028286437,2022-11-09T23.11.26.437,3.168,0.176,0.091,-0.992
1668028286477,2022-11-09T23.11.26.477,3.208,0.186,0.104,-0.973
1668028286516,2022-11-09T23.11.26.516,3.247,0.188,0.103,-0.977
1668028286556,2022-11-09T23.11.26.556,3.287,0.183,0.088,-0.983
1668028286595,2022-11-09T23.11.26.595,3.326,0.172,0.081,-0.985
1668028286635,2022-11-09T23.11.26.635,3.366,0.160,0.083,-0.994
1668028286676,2022-11-09T23.11.26.676,3.407,0.159,0.096,-1.000
1668028286715,2022-11-09T23.11.26.715,3.446,0.170,0.099,-0.993
1668028286755,2022-11-09T23.11.26.755,3.486,0.180,0.096,-0.985
1668028286795,2022-11-09T23.11.26.795,3.526,0.180,0.096,-0.981
1668028286834,2022-11-09T23.11.26.834,3.565,0.179,0.095,-0.981
1668028286874,2022-11-09T23.11.26.874,3.605,0.174,0.098,-0.988
1668028286913,2022-11-09T23.11.26.913,3.644,0.173,0.098,-0.988
1668028286953,2022-11-09T23.11.26.953,3.684,0.174,0.098,-0.988
1668028286992,2022-11-09T23.11.26.992,3.723,0.171,0.102,-0.989
1668028287032,2022-11-09T23.11.27.032,3.763,0.172,0.099,-0.984
1668028287071,2022-11-09T23.11.27.071,3.802,0.175,0.098,-0.986
1668028287111,2022-11-09T23.11.27.111,3.842,0.175,0.098,-0.990
1668028287151,2022-11-09T23.11.27.151,3.882,0.175,0.100,-0.988
1668028287190,2022-11-09T23.11.27.190,3.921,0.177,0.100,-0.984
1668028287230,2022-11-09T23.11.27.230,3.961,0.176,0.103,-0.985
1668028287269,2022-11-09T23.11.27.269,4.000,0.174,0.100,-0.990
1668028287309,2022-11-09T23.11.27.309,4.040,0.178,0.104,-0.982
1668028287348,2022-11-09T23.11.27.348,4.079,0.178,0.098,-0.983
1668028287388,2022-11-09T23.11.27.388,4.119,0.176,0.099,-0.987
1668028287427,2022-11-09T23.11.27.427,4.158,0.174,0.104,-0.985
1668028287467,2022-11-09T23.11.27.467,4.198,0.174,0.101,-0.987
1668028287506,2022-11-09T23.11.27.506,4.237,0.175,0.100,-0.986
1668028287547,2022-11-09T23.11.27.547,4.278,0.177,0.096,-0.986
1668028287587,2022-11-09T23.11.27.587,4.318,0.177,0.099,-0.985
1668028287627,2022-11-09T23.11.27.627,4.358,0.177,0.102,-0.986
1668028287666,2022-11-09T23.11.27.666,4.397,0.177,0.100,-0.982
1668028287706,2022-11-09T23.11.27.706,4.437,0.175,0.099,-0.984
1668028287745,2022-11-09T23.11.27.745,4.476,0.175,0.100,-0.990
1668028287785,2022-11-09T23.11.27.785,4.516,0.172,0.095,-0.990
1668028287824,2022-11-09T23.11.27.824,4.555,0.174,0.098,-0.986
1668028287864,2022-11-09T23.11.27.864,4.595,0.178,0.096,-0.986
1668028287903,2022-11-09T23.11.27.903,4.634,0.175,0.091,-0.988
1668028287943,2022-11-09T23.11.27.943,4.674,0.174,0.098,-0.987
1668028287983,2022-11-09T23.11.27.983,4.714,0.176,0.094,-0.987
1668028288022,2022-11-09T23.11.28.022,4.753,0.174,0.095,-0.988
1668028288062,2022-11-09T23.11.28.062,4.793,0.174,0.093,-0.987
1668028288101,2022-11-09T23.11.28.101,4.832,0.176,0.095,-0.988
1668028288141,2022-11-09T23.11.28.141,4.872,0.179,0.092,-0.987
1668028288180,2022-11-09T23.11.28.180,4.911,0.175,0.089,-0.987
1668028288220,2022-11-09T23.11.28.220,4.951,0.172,0.094,-0.989
1668028288259,2022-11-09T23.11.28.259,4.990,0.174,0.094,-0.990
1668028288299,2022-11-09T23.11.28.299,5.030,0.174,0.090,-0.988
1668028288339,2022-11-09T23.11.28.339,5.070,0.175,0.087,-0.990
1668028288378,2022-11-09T23.11.28.378,5.109,0.172,0.088,-0.988
1668028288419,2022-11-09T23.11.28.419,5.150,0.171,0.090,-0.988
1668028288459,2022-11-09T23.11.28.459,5.190,0.173,0.090,-0.988
1668028288498,2022-11-09T23.11.28.498,5.229,0.172,0.092,-0.989
1668028288538,2022-11-09T23.11.28.538,5.269,0.173,0.092,-0.990
1668028288577,2022-11-09T23.11.28.577,5.308,0.172,0.087,-0.987
1668028288617,2022-11-09T23.11.28.617,5.348,0.172,0.091,-0.988
1668028288656,2022-11-09T23.11.28.656,5.387,0.172,0.089,-0.987
1668028288696,2022-11-09T23.11.28.696,5.427,0.171,0.088,-0.990
1668028288735,2022-11-09T23.11.28.735,5.466,0.173,0.088,-0.992
1668028288775,2022-11-09T23.11.28.775,5.506,0.172,0.091,-0.989
1668028288815,2022-11-09T23.11.28.815,5.546,0.172,0.087,-0.988
1668028288854,2022-11-09T23.11.28.854,5.585,0.171,0.092,-0.987
1668028288894,2022-11-09T23.11.28.894,5.625,0.171,0.092,-0.989
1668028288933,2022-11-09T23.11.28.933,5.664,0.172,0.091,-0.986
1668028288973,2022-11-09T23.11.28.973,5.704,0.175,0.089,-0.986
1668028289012,2022-11-09T23.11.29.012,5.743,0.170,0.091,-0.991
1668028289052,2022-11-09T23.11.29.052,5.783,0.174,0.099,-0.986
1668028289091,2022-11-09T23.11.29.091,5.822,0.172,0.093,-0.988
1668028289131,2022-11-09T23.11.29.131,5.862,0.173,0.099,-0.988
1668028289171,2022-11-09T23.11.29.171,5.902,0.177,0.095,-0.987
1668028289210,2022-11-09T23.11.29.210,5.941,0.169,0.094,-0.990
1668028289250,2022-11-09T23.11.29.250,5.981,0.172,0.099,-0.986
1668028289291,2022-11-09T23.11.29.291,6.022,0.173,0.096,-0.986
1668028289330,2022-11-09T23.11.29.330,6.061,0.175,0.101,-0.986
1668028289370,2022-11-09T23.11.29.370,6.101,0.176,0.100,-0.986
1668028289409,2022-11-09T23.11.29.409,6.140,0.174,0.100,-0.986
1668028289449,2022-11-09T23.11.29.449,6.180,0.170,0.097,-0.990
1668028289488,2022-11-09T23.11.29.488,6.219,0.173,0.103,-0.987
1668028289528,2022-11-09T23.11.29.528,6.259,0.174,0.096,-0.989
1668028289568,2022-11-09T23.11.29.568,6.299,0.174,0.101,-0.987
1668028289607,2022-11-09T23.11.29.607,6.338,0.173,0.101,-0.985
1668028289647,2022-11-09T23.11.29.647,6.378,0.176,0.100,-0.984
1668028289686,2022-11-09T23.11.29.686,6.417,0.174,0.104,-0.988
1668028289726,2022-11-09T23.11.29.726,6.457,0.173,0.105,-0.986
1668028289765,2022-11-09T23.11.29.765,6.496,0.178,0.100,-0.981
1668028289805,2022-11-09T23.11.29.805,6.536,0.178,0.097,-0.988
1668028289844,2022-11-09T23.11.29.844,6.575,0.172,0.103,-0.986
1668028289884,2022-11-09T23.11.29.884,6.615,0.173,0.102,-0.986
1668028289923,2022-11-09T23.11.29.923,6.654,0.175,0.101,-0.989
1668028289963,2022-11-09T23.11.29.963,6.694,0.176,0.100,-0.985
1668028290003,2022-11-09T23.11.30.003,6.734,0.176,0.096,-0.986
1668028290042,2022-11-09T23.11.30.042,6.773,0.172,0.096,-0.988
1668028290082,2022-11-09T23.11.30.082,6.813,0.173,0.098,-0.985
1668028290121,2022-11-09T23.11.30.121,6.852,0.174,0.099,-0.986
1668028290161,2022-11-09T23.11.30.161,6.892,0.175,0.100,-0.987
1668028290202,2022-11-09T23.11.30.202,6.933,0.173,0.099,-0.988
1668028290241,2022-11-09T23.11.30.241,6.972,0.174,0.096,-0.989
1668028290281,2022-11-09T23.11.30.281,7.012,0.174,0.096,-0.987
1668028290320,2022-11-09T23.11.30.320,7.051,0.172,0.097,-0.987
1668028290360,2022-11-09T23.11.30.360,7.091,0.173,0.091,-0.991
1668028290400,2022-11-09T23.11.30.400,7.131,0.171,0.097,-0.989
1668028290439,2022-11-09T23.11.30.439,7.170,0.175,0.092,-0.986
1668028290479,2022-11-09T23.11.30.479,7.210,0.173,0.095,-0.988
1668028290518,2022-11-09T23.11.30.518,7.249,0.175,0.096,-0.985
1668028290558,2022-11-09T23.11.30.558,7.289,0.175,0.095,-0.984
1668028290597,2022-11-09T23.11.30.597,7.328,0.175,0.090,-0.988
1668028290637,2022-11-09T23.11.30.637,7.368,0.174,0.091,-0.987
1668028290676,2022-11-09T23.11.30.676,7.407,0.166,0.095,-0.991
1668028290716,2022-11-09T23.11.30.716,7.447,0.172,0.088,-0.990
1668028290755,2022-11-09T23.11.30.755,7.486,0.173,0.092,-0.989
1668028290795,2022-11-09T23.11.30.795,7.526,0.172,0.086,-0.990
1668028290835,2022-11-09T23.11.30.835,7.566,0.173,0.091,-0.988
1668028290874,2022-11-09T23.11.30.874,7.605,0.172,0.089,-0.988
1668028290914,2022-11-09T23.11.30.914,7.645,0.171,0.088,-0.987
1668028290953,2022-11-09T23.11.30.953,7.684,0.171,0.093,-0.988
1668028290993,2022-11-09T23.11.30.993,7.724,0.172,0.088,-0.989
1668028291032,2022-11-09T23.11.31.032,7.763,0.172,0.087,-0.990
1668028291072,2022-11-09T23.11.31.072,7.803,0.171,0.089,-0.989
1668028291113,2022-11-09T23.11.31.113,7.844,0.170,0.086,-0.987
1668028291152,2022-11-09T23.11.31.152,7.883,0.175,0.081,-0.987
1668028291192,2022-11-09T23.11.31.192,7.923,0.171,0.103,-0.998
1668028291232,2022-11-09T23.11.31.232,7.963,0.172,0.097,-0.980
1668028291271,2022-11-09T23.11.31.271,8.002,0.179,0.067,-0.985
1668028291311,2022-11-09T23.11.31.311,8.042,0.163,0.094,-1.000
1668028291350,2022-11-09T23.11.31.350,8.081,0.171,0.089,-0.986
1668028291390,2022-11-09T23.11.31.390,8.121,0.173,0.085,-0.986
1668028291429,2022-11-09T23.11.31.429,8.160,0.175,0.088,-0.989
1668028291469,2022-11-09T23.11.31.469,8.200,0.172,0.084,-0.990
1668028291508,2022-11-09T23.11.31.508,8.239,0.169,0.094,-0.990
1668028291548,2022-11-09T23.11.31.548,8.279,0.174,0.085,-0.991
1668028291588,2022-11-09T23.11.31.588,8.319,0.173,0.090,-0.989
1668028291627,2022-11-09T23.11.31.627,8.358,0.173,0.094,-0.991
1668028291667,2022-11-09T23.11.31.667,8.398,0.172,0.088,-0.989
1668028291706,2022-11-09T23.11.31.706,8.437,0.170,0.096,-0.987
1668028291746,2022-11-09T23.11.31.746,8.477,0.175,0.095,-0.985
1668028291785,2022-11-09T23.11.31.785,8.516,0.173,0.096,-0.988
1668028291825,2022-11-09T23.11.31.825,8.556,0.175,0.097,-0.987
1668028291864,2022-11-09T23.11.31.864,8.595,0.171,0.098,-0.987
1668028291904,2022-11-09T23.11.31.904,8.635,0.172,0.097,-0.989
1668028291943,2022-11-09T23.11.31.943,8.674,0.174,0.099,-0.987
1668028291983,2022-11-09T23.11.31.983,8.714,0.171,0.100,-0.987
1668028292024,2022-11-09T23.11.32.024,8.755,0.175,0.101,-0.985
1668028292064,2022-11-09T23.11.32.064,8.795,0.176,0.101,-0.986
1668028292103,2022-11-09T23.11.32.103,8.834,0.169,0.100,-0.989
1668028292143,2022-11-09T23.11.32.143,8.874,0.174,0.102,-0.985
1668028292182,2022-11-09T23.11.32.182,8.913,0.178,0.100,-0.984
1668028292222,2022-11-09T23.11.32.222,8.953,0.171,0.103,-0.990
1668028292261,2022-11-09T23.11.32.261,8.992,0.175,0.107,-0.983
1668028292301,2022-11-09T23.11.32.301,9.032,0.181,0.102,-0.984
1668028292340,2022-11-09T23.11.32.340,9.071,0.175,0.105,-0.987
1668028292380,2022-11-09T23.11.32.380,9.111,0.173,0.108,-0.986
1668028292420,2022-11-09T23.11.32.420,9.151,0.176,0.106,-0.985
1668028292459,2022-11-09T23.11.32.459,9.190,0.175,0.107,-0.984
1668028292499,2022-11-09T23.11.32.499,9.230,0.177,0.104,-0.986
1668028292538,2022-11-09T23.11.32.538,9.269,0.177,0.105,-0.985
1668028292578,2022-11-09T23.11.32.578,9.309,0.178,0.108,-0.982
1668028292617,2022-11-09T23.11.32.617,9.348,0.177,0.106,-0.985
1668028292657,2022-11-09T23.11.32.657,9.388,0.175,0.108,-0.985
1668028292696,2022-11-09T23.11.32.696,9.427,0.176,0.107,-0.986
1668028292736,2022-11-09T23.11.32.736,9.467,0.174,0.101,-0.989
1668028292776,2022-11-09T23.11.32.776,9.507,0.176,0.106,-0.987
1668028292815,2022-11-09T23.11.32.815,9.546,0.178,0.103,-0.982
1668028292855,2022-11-09T23.11.32.855,9.586,0.177,0.100,-0.986
1668028292894,2022-11-09T23.11.32.894,9.625,0.174,0.109,-0.990
1668028292935,2022-11-09T23.11.32.935,9.666,0.178,0.103,-0.982
1668028292975,2022-11-09T23.11.32.975,9.706,0.176,0.094,-0.984
1668028293014,2022-11-09T23.11.33.014,9.745,0.171,0.104,-0.990
1668028293054,2022-11-09T23.11.33.054,9.785,0.174,0.105,-0.987
1668028293093,2022-11-09T23.11.33.093,9.824,0.179,0.094,-0.983
1668028293133,2022-11-09T23.11.33.133,9.864,0.177,0.096,-0.987
1668028293172,2022-11-09T23.11.33.172,9.903,0.173,0.098,-0.987
1668028293212,2022-11-09T23.11.33.212,9.943,0.173,0.101,-0.988
1668028293252,2022-11-09T23.11.33.252,9.983,0.176,0.098,-0.987
1668028293291,2022-11-09T23.11.33.291,10.022,0.172,0.094,-0.987
1668028293331,2022-11-09T23.11.33.331,10.062,0.174,0.092,-0.990
1668028293370,2022-11-09T23.11.33.370,10.101,0.175,0.095,-0.989
1668028293410,2022-11-09T23.11.33.410,10.141,0.172,0.094,-0.987
1668028293449,2022-11-09T23.11.33.449,10.180,0.172,0.094,-0.987
1668028293489,2022-11-09T23.11.33.489,10.220,0.172,0.098,-0.989
1668028293528,2022-11-09T23.11.33.528,10.259,0.175,0.095,-0.988
1668028293568,2022-11-09T23.11.33.568,10.299,0.173,0.086,-0.987
1668028293608,2022-11-09T23.11.33.608,10.339,0.172,0.090,-0.987
1668028293647,2022-11-09T23.11.33.647,10.378,0.179,0.093,-0.984
1668028293687,2022-11-09T23.11.33.687,10.418,0.166,0.095,-0.988
1668028293726,2022-11-09T23.11.33.726,10.457,0.175,0.088,-0.991
1668028293766,2022-11-09T23.11.33.766,10.497,0.179,0.088,-0.994
1668028293807,2022-11-09T23.11.33.807,10.538,0.165,0.087,-0.988
1668028293846,2022-11-09T23.11.33.846,10.577,0.167,0.078,-0.990
1668028293886,2022-11-09T23.11.33.886,10.617,0.181,0.093,-0.989
1668028293925,2022-11-09T23.11.33.925,10.656,0.177,0.104,-0.985
1668028293965,2022-11-09T23.11.33.965,10.696,0.164,0.089,-0.989
1668028294005,2022-11-09T23.11.34.005,10.736,0.148,0.112,-1.021
1668028294044,2022-11-09T23.11.34.044,10.775,0.113,0.162,-1.019
1668028294084,2022-11-09T23.11.34.084,10.815,0.138,0.140,-0.972
1668028294123,2022-11-09T23.11.34.123,10.854,0.305,-0.027,-0.973
1668028294163,2022-11-09T23.11.34.163,10.894,0.344,-0.067,-0.924
1668028294202,2022-11-09T23.11.34.202,10.933,0.274,-0.007,-0.944
1668028294242,2022-11-09T23.11.34.242,10.973,0.175,0.053,-1.000
1668028294281,2022-11-09T23.11.34.281,11.012,0.150,0.088,-1.009
1668028294321,2022-11-09T23.11.34.321,11.052,0.191,0.081,-0.978
1668028294360,2022-11-09T23.11.34.360,11.091,0.203,0.046,-0.982
1668028294400,2022-11-09T23.11.34.400,11.131,0.187,0.049,-0.990
1668028294440,2022-11-09T23.11.34.440,11.171,0.185,0.075,-0.978
1668028294479,2022-11-09T23.11.34.479,11.210,0.185,0.077,-0.997
1668028294519,2022-11-09T23.11.34.519,11.250,0.184,0.069,-0.987
1668028294558,2022-11-09T23.11.34.558,11.289,0.182,0.093,-0.965
1668028294598,2022-11-09T23.11.34.598,11.329,0.156,0.089,-0.965
1668028294637,2022-11-09T23.11.34.637,11.368,0.149,0.027,-0.977
1668028294677,2022-11-09T23.11.34.677,11.408,0.162,0.046,-0.978
1668028294718,2022-11-09T23.11.34.718,11.449,0.169,0.147,-0.998
1668028294757,2022-11-09T23.11.34.757,11.488,0.157,0.191,-0.984
1668028294797,2022-11-09T23.11.34.797,11.528,0.144,0.194,-0.979
1668028294837,2022-11-09T23.11.34.837,11.568,0.167,0.257,-0.973
1668028294876,2022-11-09T23.11.34.876,11.607,0.175,0.273,-0.983
1668028294916,2022-11-09T23.11.34.916,11.647,0.152,0.257,-0.994
1668028294955,2022-11-09T23.11.34.955,11.686,0.104,0.223,-0.961
1668028294995,2022-11-09T23.11.34.995,11.726,0.083,0.219,-0.955
1668028295034,2022-11-09T23.11.35.034,11.765,0.106,0.210,-0.989
1668028295074,2022-11-09T23.11.35.074,11.805,0.114,0.200,-0.994
1668028295113,2022-11-09T23.11.35.113,11.844,0.097,0.181,-0.995
1668028295153,2022-11-09T23.11.35.153,11.884,0.093,0.189,-0.977
1668028295193,2022-11-09T23.11.35.193,11.924,0.116,0.206,-0.972
1668028295232,2022-11-09T23.11.35.232,11.963,0.140,0.211,-0.966
1668028295272,2022-11-09T23.11.35.272,12.003,0.143,0.217,-0.973
1668028295311,2022-11-09T23.11.35.311,12.042,0.130,0.201,-0.976
1668028295351,2022-11-09T23.11.35.351,12.082,0.123,0.176,-0.992
1668028295390,2022-11-09T23.11.35.390,12.121,0.120,0.205,-0.979
1668028295430,2022-11-09T23.11.35.430,12.161,0.125,0.216,-0.962
1668028295469,2022-11-09T23.11.35.469,12.200,0.133,0.175,-0.984
1668028295509,2022-11-09T23.11.35.509,12.240,0.139,0.170,-0.989
1668028295548,2022-11-09T23.11.35.548,12.279,0.129,0.187,-0.986
1668028295588,2022-11-09T23.11.35.588,12.319,0.126,0.170,-0.982
1668028295629,2022-11-09T23.11.35.629,12.360,0.144,0.173,-0.986
1668028295669,2022-11-09T23.11.35.669,12.400,0.136,0.180,-0.983
1668028295708,2022-11-09T23.11.35.708,12.439,0.129,0.156,-0.972
1668028295748,2022-11-09T23.11.35.748,12.479,0.129,0.182,-0.985
1668028295787,2022-11-09T23.11.35.787,12.518,0.122,0.246,-0.982
1668028295827,2022-11-09T23.11.35.827,12.558,0.127,0.187,-0.973
1668028295866,2022-11-09T23.11.35.866,12.597,0.129,0.156,-0.975
1668028295906,2022-11-09T23.11.35.906,12.637,0.130,0.189,-0.986
1668028295945,2022-11-09T23.11.35.945,12.676,0.130,0.162,-0.988
1668028295985,2022-11-09T23.11.35.985,12.716,0.128,0.179,-0.985
1668028296025,2022-11-09T23.11.36.025,12.756,0.133,0.175,-0.994
1668028296064,2022-11-09T23.11.36.064,12.795,0.128,0.187,-0.978
1668028296104,2022-11-09T23.11.36.104,12.835,0.132,0.188,-0.970
1668028296143,2022-11-09T23.11.36.143,12.874,0.143,0.177,-0.974
1668028296183,2022-11-09T23.11.36.183,12.914,0.160,0.186,-0.967
1668028296222,2022-11-09T23.11.36.222,12.953,0.165,0.178,-0.976
1668028296262,2022-11-09T23.11.36.262,12.993,0.156,0.146,-0.992
1668028296301,2022-11-09T23.11.36.301,13.032,0.150,0.158,-0.984
1668028296341,2022-11-09T23.11.36.341,13.072,0.167,0.188,-0.967
1668028296380,2022-11-09T23.11.36.380,13.111,0.167,0.186,-0.979
1668028296420,2022-11-09T23.11.36.420,13.151,0.169,0.159,-0.986
1668028296460,2022-11-09T23.11.36.460,13.191,0.172,0.162,-0.974
1668028296499,2022-11-09T23.11.36.499,13.230,0.161,0.161,-0.980
1668028296540,2022-11-09T23.11.36.540,13.271,0.167,0.157,-0.993
1668028296580,2022-11-09T23.11.36.580,13.311,0.170,0.169,-0.988
1668028296619,2022-11-09T23.11.36.619,13.350,0.160,0.201,-0.974
1668028296659,2022-11-09T23.11.36.659,13.390,0.160,0.219,-0.960
1668028296698,2022-11-09T23.11.36.698,13.429,0.161,0.188,-0.957
1668028296738,2022-11-09T23.11.36.738,13.469,0.165,0.176,-0.975
1668028296777,2022-11-09T23.11.36.777,13.508,0.158,0.199,-0.983
1668028296817,2022-11-09T23.11.36.817,13.548,0.153,0.184,-0.980
1668028296857,2022-11-09T23.11.36.857,13.588,0.159,0.174,-0.978
1668028296896,2022-11-09T23.11.36.896,13.627,0.162,0.190,-0.977
1668028296936,2022-11-09T23.11.36.936,13.667,0.160,0.199,-0.972
1668028296975,2022-11-09T23.11.36.975,13.706,0.157,0.201,-0.969
1668028297015,2022-11-09T23.11.37.015,13.746,0.162,0.195,-0.969
1668028297054,2022-11-09T23.11.37.054,13.785,0.159,0.195,-0.976
1668028297094,2022-11-09T23.11.37.094,13.825,0.158,0.194,-0.977
1668028297133,2022-11-09T23.11.37.133,13.864,0.156,0.194,-0.972
1668028297173,2022-11-09T23.11.37.173,13.904,0.158,0.193,-0.976
1668028297213,2022-11-09T23.11.37.213,13.944,0.157,0.201,-0.974
1668028297252,2022-11-09T23.11.37.252,13.983,0.159,0.199,-0.971
1668028297292,2022-11-09T23.11.37.292,14.023,0.161,0.199,-0.972
1668028297331,2022-11-09T23.11.37.331,14.062,0.155,0.200,-0.975
1668028297371,2022-11-09T23.11.37.371,14.102,0.148,0.206,-0.966
1668028297410,2022-11-09T23.11.37.410,14.141,0.151,0.211,-0.960
1668028297451,2022-11-09T23.11.37.451,14.182,0.155,0.206,-0.970
1668028297491,2022-11-09T23.11.37.491,14.222,0.148,0.210,-0.967
1668028297530,2022-11-09T23.11.37.530,14.261,0.146,0.197,-0.983
1668028297570,2022-11-09T23.11.37.570,14.301,0.139,0.201,-0.966
1668028297610,2022-11-09T23.11.37.610,14.341,0.152,0.208,-0.965
1668028297649,2022-11-09T23.11.37.649,14.380,0.166,0.208,-0.985
1668028297689,2022-11-09T23.11.37.689,14.420,0.154,0.203,-0.980
