epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1668428288535,2022-11-14T14.18.08.535,1.085,-0.217,-0.254,0.973
1668428288576,2022-11-14T14.18.08.576,1.126,-0.227,-0.254,0.972
1668428288616,2022-11-14T14.18.08.616,1.166,-0.216,-0.258,0.974
1668428288657,2022-11-14T14.18.08.657,1.207,-0.219,-0.258,0.974
1668428288696,2022-11-14T14.18.08.696,1.246,-0.213,-0.251,0.975
1668428288737,2022-11-14T14.18.08.737,1.287,-0.214,-0.266,0.973
1668428288777,2022-11-14T14.18.08.777,1.327,-0.219,-0.269,0.971
1668428288817,2022-11-14T14.18.08.817,1.367,-0.214,-0.245,0.976
1668428288858,2022-11-14T14.18.08.858,1.408,-0.215,-0.252,0.975
1668428288897,2022-11-14T14.18.08.897,1.447,-0.223,-0.256,0.972
1668428288938,2022-11-14T14.18.08.938,1.488,-0.217,-0.252,0.974
1668428288978,2022-11-14T14.18.08.978,1.528,-0.211,-0.251,0.976
1668428289019,2022-11-14T14.18.09.019,1.569,-0.214,-0.260,0.972
1668428289058,2022-11-14T14.18.09.058,1.608,-0.211,-0.258,0.975
1668428289099,2022-11-14T14.18.09.099,1.649,-0.227,-0.257,0.972
1668428289139,2022-11-14T14.18.09.139,1.689,-0.230,-0.262,0.967
1668428289180,2022-11-14T14.18.09.180,1.730,-0.215,-0.274,0.971
1668428289219,2022-11-14T14.18.09.219,1.769,-0.211,-0.267,0.973
1668428289260,2022-11-14T14.18.09.260,1.810,-0.212,-0.268,0.972
1668428289300,2022-11-14T14.18.09.300,1.850,-0.215,-0.260,0.973
1668428289341,2022-11-14T14.18.09.341,1.891,-0.216,-0.265,0.970
1668428289381,2022-11-14T14.18.09.381,1.931,-0.219,-0.263,0.972
1668428289420,2022-11-14T14.18.09.420,1.970,-0.219,-0.260,0.972
1668428289461,2022-11-14T14.18.09.461,2.011,-0.218,-0.266,0.972
1668428289501,2022-11-14T14.18.09.501,2.051,-0.217,-0.263,0.973
1668428289542,2022-11-14T14.18.09.542,2.092,-0.215,-0.262,0.974
1668428289581,2022-11-14T14.18.09.581,2.131,-0.217,-0.268,0.973
1668428289622,2022-11-14T14.18.09.622,2.172,-0.218,-0.263,0.973
1668428289662,2022-11-14T14.18.09.662,2.212,-0.217,-0.262,0.971
1668428289703,2022-11-14T14.18.09.703,2.253,-0.217,-0.267,0.970
1668428289742,2022-11-14T14.18.09.742,2.292,-0.217,-0.265,0.972
1668428289783,2022-11-14T14.18.09.783,2.333,-0.216,-0.266,0.973
1668428289823,2022-11-14T14.18.09.823,2.373,-0.219,-0.269,0.971
1668428289864,2022-11-14T14.18.09.864,2.414,-0.216,-0.263,0.973
1668428289903,2022-11-14T14.18.09.903,2.453,-0.218,-0.267,0.972
1668428289943,2022-11-14T14.18.09.943,2.493,-0.216,-0.269,0.972
1668428289984,2022-11-14T14.18.09.984,2.534,-0.211,-0.270,0.974
1668428290024,2022-11-14T14.18.10.024,2.574,-0.216,-0.271,0.972
1668428290065,2022-11-14T14.18.10.065,2.615,-0.217,-0.264,0.972
1668428290104,2022-11-14T14.18.10.104,2.654,-0.215,-0.265,0.972
1668428290145,2022-11-14T14.18.10.145,2.695,-0.215,-0.269,0.972
1668428290185,2022-11-14T14.18.10.185,2.735,-0.217,-0.270,0.971
1668428290226,2022-11-14T14.18.10.226,2.776,-0.216,-0.265,0.973
1668428290265,2022-11-14T14.18.10.265,2.815,-0.217,-0.266,0.972
1668428290306,2022-11-14T14.18.10.306,2.856,-0.215,-0.268,0.971
1668428290346,2022-11-14T14.18.10.346,2.896,-0.213,-0.264,0.974
1668428290387,2022-11-14T14.18.10.387,2.937,-0.214,-0.270,0.973
1668428290426,2022-11-14T14.18.10.426,2.976,-0.218,-0.266,0.971
1668428290466,2022-11-14T14.18.10.466,3.016,-0.219,-0.268,0.970
1668428290507,2022-11-14T14.18.10.507,3.057,-0.215,-0.265,0.972
1668428290548,2022-11-14T14.18.10.548,3.098,-0.216,-0.266,0.972
1668428290588,2022-11-14T14.18.10.588,3.138,-0.219,-0.267,0.970
1668428290627,2022-11-14T14.18.10.627,3.177,-0.216,-0.265,0.972
1668428290668,2022-11-14T14.18.10.668,3.218,-0.218,-0.268,0.971
1668428290708,2022-11-14T14.18.10.708,3.258,-0.219,-0.264,0.970
1668428290749,2022-11-14T14.18.10.749,3.299,-0.215,-0.269,0.971
1668428290788,2022-11-14T14.18.10.788,3.338,-0.219,-0.267,0.971
1668428290829,2022-11-14T14.18.10.829,3.379,-0.220,-0.270,0.969
1668428290869,2022-11-14T14.18.10.869,3.419,-0.216,-0.262,0.972
1668428290910,2022-11-14T14.18.10.910,3.460,-0.216,-0.269,0.973
1668428290949,2022-11-14T14.18.10.949,3.499,-0.218,-0.266,0.972
1668428290989,2022-11-14T14.18.10.989,3.539,-0.216,-0.266,0.971
1668428291030,2022-11-14T14.18.11.030,3.580,-0.218,-0.263,0.971
1668428291069,2022-11-14T14.18.11.069,3.619,-0.219,-0.266,0.972
1668428291110,2022-11-14T14.18.11.110,3.660,-0.218,-0.265,0.971
1668428291150,2022-11-14T14.18.11.150,3.700,-0.218,-0.265,0.971
1668428291191,2022-11-14T14.18.11.191,3.741,-0.216,-0.265,0.971
1668428291231,2022-11-14T14.18.11.231,3.781,-0.217,-0.265,0.972
1668428291272,2022-11-14T14.18.11.272,3.822,-0.218,-0.263,0.972
1668428291311,2022-11-14T14.18.11.311,3.861,-0.217,-0.268,0.971
1668428291352,2022-11-14T14.18.11.352,3.902,-0.218,-0.265,0.972
1668428291392,2022-11-14T14.18.11.392,3.942,-0.218,-0.267,0.971
1668428291433,2022-11-14T14.18.11.433,3.983,-0.218,-0.266,0.971
1668428291472,2022-11-14T14.18.11.472,4.022,-0.217,-0.265,0.972
1668428291512,2022-11-14T14.18.11.512,4.062,-0.215,-0.264,0.972
1668428291553,2022-11-14T14.18.11.553,4.103,-0.217,-0.263,0.972
1668428291592,2022-11-14T14.18.11.592,4.142,-0.216,-0.266,0.974
1668428291633,2022-11-14T14.18.11.633,4.183,-0.218,-0.264,0.971
1668428291673,2022-11-14T14.18.11.673,4.223,-0.219,-0.264,0.971
1668428291714,2022-11-14T14.18.11.714,4.264,-0.216,-0.263,0.973
1668428291754,2022-11-14T14.18.11.754,4.304,-0.216,-0.263,0.973
1668428291795,2022-11-14T14.18.11.795,4.345,-0.218,-0.262,0.971
1668428291834,2022-11-14T14.18.11.834,4.384,-0.218,-0.260,0.973
1668428291875,2022-11-14T14.18.11.875,4.425,-0.216,-0.261,0.974
1668428291915,2022-11-14T14.18.11.915,4.465,-0.217,-0.263,0.972
1668428291956,2022-11-14T14.18.11.956,4.506,-0.217,-0.262,0.972
1668428291995,2022-11-14T14.18.11.995,4.545,-0.218,-0.261,0.972
1668428292035,2022-11-14T14.18.12.035,4.585,-0.217,-0.263,0.971
1668428292076,2022-11-14T14.18.12.076,4.626,-0.217,-0.262,0.972
1668428292115,2022-11-14T14.18.12.115,4.665,-0.215,-0.263,0.973
1668428292156,2022-11-14T14.18.12.156,4.706,-0.216,-0.262,0.973
1668428292196,2022-11-14T14.18.12.196,4.746,-0.215,-0.263,0.974
1668428292237,2022-11-14T14.18.12.237,4.787,-0.215,-0.264,0.973
1668428292277,2022-11-14T14.18.12.277,4.827,-0.218,-0.264,0.971
1668428292318,2022-11-14T14.18.12.318,4.868,-0.217,-0.258,0.973
1668428292357,2022-11-14T14.18.12.357,4.907,-0.219,-0.265,0.972
1668428292398,2022-11-14T14.18.12.398,4.948,-0.216,-0.261,0.973
1668428292438,2022-11-14T14.18.12.438,4.988,-0.218,-0.261,0.974
1668428292479,2022-11-14T14.18.12.479,5.029,-0.215,-0.263,0.972
1668428292518,2022-11-14T14.18.12.518,5.068,-0.217,-0.263,0.972
1668428292558,2022-11-14T14.18.12.558,5.108,-0.217,-0.259,0.973
1668428292599,2022-11-14T14.18.12.599,5.149,-0.218,-0.261,0.974
1668428292638,2022-11-14T14.18.12.638,5.188,-0.217,-0.262,0.973
1668428292679,2022-11-14T14.18.12.679,5.229,-0.217,-0.264,0.972
1668428292719,2022-11-14T14.18.12.719,5.269,-0.218,-0.261,0.972
1668428292760,2022-11-14T14.18.12.760,5.310,-0.216,-0.259,0.974
1668428292799,2022-11-14T14.18.12.799,5.349,-0.218,-0.264,0.973
1668428292840,2022-11-14T14.18.12.840,5.390,-0.216,-0.263,0.972
1668428292880,2022-11-14T14.18.12.880,5.430,-0.217,-0.262,0.973
1668428292921,2022-11-14T14.18.12.921,5.471,-0.217,-0.260,0.973
1668428292961,2022-11-14T14.18.12.961,5.511,-0.218,-0.262,0.974
1668428293002,2022-11-14T14.18.13.002,5.552,-0.215,-0.259,0.974
1668428293041,2022-11-14T14.18.13.041,5.591,-0.215,-0.264,0.972
1668428293081,2022-11-14T14.18.13.081,5.631,-0.213,-0.262,0.974
1668428293122,2022-11-14T14.18.13.122,5.672,-0.218,-0.265,0.973
1668428293161,2022-11-14T14.18.13.161,5.711,-0.214,-0.263,0.974
1668428293202,2022-11-14T14.18.13.202,5.752,-0.215,-0.261,0.973
1668428293242,2022-11-14T14.18.13.242,5.792,-0.217,-0.265,0.973
1668428293283,2022-11-14T14.18.13.283,5.833,-0.216,-0.260,0.973
1668428293322,2022-11-14T14.18.13.322,5.872,-0.217,-0.262,0.973
1668428293363,2022-11-14T14.18.13.363,5.913,-0.216,-0.262,0.972
1668428293403,2022-11-14T14.18.13.403,5.953,-0.216,-0.262,0.973
1668428293444,2022-11-14T14.18.13.444,5.994,-0.216,-0.263,0.973
1668428293484,2022-11-14T14.18.13.484,6.034,-0.217,-0.261,0.974
1668428293525,2022-11-14T14.18.13.525,6.075,-0.217,-0.263,0.972
1668428293564,2022-11-14T14.18.13.564,6.114,-0.216,-0.260,0.973
1668428293604,2022-11-14T14.18.13.604,6.154,-0.216,-0.264,0.972
1668428293645,2022-11-14T14.18.13.645,6.195,-0.218,-0.262,0.972
1668428293684,2022-11-14T14.18.13.684,6.234,-0.218,-0.264,0.972
1668428293725,2022-11-14T14.18.13.725,6.275,-0.216,-0.265,0.972
1668428293765,2022-11-14T14.18.13.765,6.315,-0.215,-0.266,0.972
1668428293806,2022-11-14T14.18.13.806,6.356,-0.215,-0.265,0.973
1668428293845,2022-11-14T14.18.13.845,6.395,-0.217,-0.264,0.973
1668428293886,2022-11-14T14.18.13.886,6.436,-0.216,-0.267,0.972
1668428293926,2022-11-14T14.18.13.926,6.476,-0.218,-0.262,0.972
1668428293967,2022-11-14T14.18.13.967,6.517,-0.215,-0.265,0.972
1668428294006,2022-11-14T14.18.14.006,6.556,-0.217,-0.264,0.973
1668428294048,2022-11-14T14.18.14.048,6.598,-0.215,-0.263,0.972
1668428294087,2022-11-14T14.18.14.087,6.637,-0.216,-0.265,0.973
1668428294127,2022-11-14T14.18.14.127,6.677,-0.215,-0.265,0.973
1668428294168,2022-11-14T14.18.14.168,6.718,-0.215,-0.265,0.972
1668428294207,2022-11-14T14.18.14.207,6.757,-0.215,-0.265,0.973
1668428294248,2022-11-14T14.18.14.248,6.798,-0.217,-0.265,0.972
1668428294288,2022-11-14T14.18.14.288,6.838,-0.218,-0.266,0.971
1668428294329,2022-11-14T14.18.14.329,6.879,-0.216,-0.262,0.973
1668428294368,2022-11-14T14.18.14.368,6.918,-0.214,-0.265,0.972
1668428294409,2022-11-14T14.18.14.409,6.959,-0.216,-0.263,0.972
1668428294449,2022-11-14T14.18.14.449,6.999,-0.218,-0.268,0.972
1668428294490,2022-11-14T14.18.14.490,7.040,-0.217,-0.267,0.973
1668428294529,2022-11-14T14.18.14.529,7.079,-0.210,-0.256,0.977
1668428294570,2022-11-14T14.18.14.570,7.120,-0.206,-0.250,0.976
1668428294610,2022-11-14T14.18.14.610,7.160,-0.212,-0.256,0.973
1668428294650,2022-11-14T14.18.14.650,7.200,-0.209,-0.256,0.974
1668428294691,2022-11-14T14.18.14.691,7.241,-0.214,-0.254,0.974
1668428294730,2022-11-14T14.18.14.730,7.280,-0.214,-0.251,0.975
1668428294771,2022-11-14T14.18.14.771,7.321,-0.214,-0.258,0.974
1668428294811,2022-11-14T14.18.14.811,7.361,-0.212,-0.258,0.973
1668428294852,2022-11-14T14.18.14.852,7.402,-0.213,-0.263,0.974
1668428294891,2022-11-14T14.18.14.891,7.441,-0.213,-0.259,0.975
1668428294932,2022-11-14T14.18.14.932,7.482,-0.211,-0.260,0.975
1668428294972,2022-11-14T14.18.14.972,7.522,-0.211,-0.261,0.974
1668428295013,2022-11-14T14.18.15.013,7.563,-0.212,-0.261,0.974
1668428295052,2022-11-14T14.18.15.052,7.602,-0.214,-0.260,0.974
1668428295093,2022-11-14T14.18.15.093,7.643,-0.212,-0.257,0.974
1668428295133,2022-11-14T14.18.15.133,7.683,-0.214,-0.264,0.973
1668428295174,2022-11-14T14.18.15.174,7.724,-0.212,-0.259,0.974
1668428295214,2022-11-14T14.18.15.214,7.764,-0.215,-0.263,0.974
1668428295253,2022-11-14T14.18.15.253,7.803,-0.210,-0.265,0.973
1668428295294,2022-11-14T14.18.15.294,7.844,-0.213,-0.261,0.974
1668428295334,2022-11-14T14.18.15.334,7.884,-0.213,-0.261,0.974
1668428295375,2022-11-14T14.18.15.375,7.925,-0.212,-0.263,0.974
1668428295414,2022-11-14T14.18.15.414,7.964,-0.212,-0.264,0.975
1668428295455,2022-11-14T14.18.15.455,8.005,-0.212,-0.260,0.975
1668428295495,2022-11-14T14.18.15.495,8.045,-0.212,-0.269,0.974
1668428295536,2022-11-14T14.18.15.536,8.086,-0.211,-0.249,0.976
1668428295575,2022-11-14T14.18.15.575,8.125,-0.211,-0.264,0.975
1668428295616,2022-11-14T14.18.15.616,8.166,-0.206,-0.247,0.977
1668428295656,2022-11-14T14.18.15.656,8.206,-0.211,-0.248,0.978
1668428295697,2022-11-14T14.18.15.697,8.247,-0.208,-0.249,0.976
1668428295736,2022-11-14T14.18.15.736,8.286,-0.210,-0.259,0.975
1668428295776,2022-11-14T14.18.15.776,8.326,-0.210,-0.260,0.975
1668428295817,2022-11-14T14.18.15.817,8.367,-0.212,-0.262,0.974
1668428295857,2022-11-14T14.18.15.857,8.407,-0.212,-0.260,0.974
1668428295898,2022-11-14T14.18.15.898,8.448,-0.213,-0.266,0.974
1668428295937,2022-11-14T14.18.15.937,8.487,-0.214,-0.258,0.975
1668428295978,2022-11-14T14.18.15.978,8.528,-0.212,-0.264,0.973
1668428296018,2022-11-14T14.18.16.018,8.568,-0.213,-0.262,0.974
1668428296059,2022-11-14T14.18.16.059,8.609,-0.214,-0.265,0.974
1668428296098,2022-11-14T14.18.16.098,8.648,-0.212,-0.266,0.973
1668428296139,2022-11-14T14.18.16.139,8.689,-0.205,-0.257,0.977
1668428296179,2022-11-14T14.18.16.179,8.729,-0.209,-0.258,0.976
1668428296220,2022-11-14T14.18.16.220,8.770,-0.212,-0.262,0.973
1668428296259,2022-11-14T14.18.16.259,8.809,-0.213,-0.257,0.975
1668428296299,2022-11-14T14.18.16.299,8.849,-0.211,-0.261,0.974
1668428296340,2022-11-14T14.18.16.340,8.890,-0.210,-0.261,0.974
1668428296380,2022-11-14T14.18.16.380,8.930,-0.212,-0.262,0.975
1668428296421,2022-11-14T14.18.16.421,8.971,-0.211,-0.260,0.974
1668428296460,2022-11-14T14.18.16.460,9.010,-0.212,-0.261,0.974
1668428296501,2022-11-14T14.18.16.501,9.051,-0.211,-0.262,0.974
1668428296541,2022-11-14T14.18.16.541,9.091,-0.207,-0.263,0.975
1668428296582,2022-11-14T14.18.16.582,9.132,-0.205,-0.260,0.975
1668428296621,2022-11-14T14.18.16.621,9.171,-0.207,-0.265,0.973
1668428296662,2022-11-14T14.18.16.662,9.212,-0.211,-0.257,0.975
1668428296702,2022-11-14T14.18.16.702,9.252,-0.218,-0.262,0.974
1668428296743,2022-11-14T14.18.16.743,9.293,-0.224,-0.264,0.973
1668428296782,2022-11-14T14.18.16.782,9.332,-0.222,-0.260,0.972
1668428296822,2022-11-14T14.18.16.822,9.372,-0.219,-0.258,0.973
1668428296863,2022-11-14T14.18.16.863,9.413,-0.221,-0.262,0.973
1668428296902,2022-11-14T14.18.16.902,9.452,-0.220,-0.260,0.972
1668428296943,2022-11-14T14.18.16.943,9.493,-0.219,-0.260,0.973
1668428296983,2022-11-14T14.18.16.983,9.533,-0.218,-0.262,0.973
1668428297024,2022-11-14T14.18.17.024,9.574,-0.218,-0.261,0.972
1668428297064,2022-11-14T14.18.17.064,9.614,-0.220,-0.261,0.971
1668428297105,2022-11-14T14.18.17.105,9.655,-0.220,-0.261,0.971
1668428297144,2022-11-14T14.18.17.144,9.694,-0.217,-0.265,0.972
1668428297185,2022-11-14T14.18.17.185,9.735,-0.220,-0.255,0.974
1668428297225,2022-11-14T14.18.17.225,9.775,-0.219,-0.260,0.973
1668428297266,2022-11-14T14.18.17.266,9.816,-0.218,-0.264,0.972
1668428297305,2022-11-14T14.18.17.305,9.855,-0.222,-0.257,0.973
1668428297345,2022-11-14T14.18.17.345,9.895,-0.220,-0.263,0.971
1668428297386,2022-11-14T14.18.17.386,9.936,-0.218,-0.257,0.974
1668428297425,2022-11-14T14.18.17.425,9.975,-0.219,-0.254,0.973
1668428297466,2022-11-14T14.18.17.466,10.016,-0.220,-0.258,0.971
1668428297506,2022-11-14T14.18.17.506,10.056,-0.216,-0.262,0.974
1668428297547,2022-11-14T14.18.17.547,10.097,-0.216,-0.263,0.975
1668428297587,2022-11-14T14.18.17.587,10.137,-0.218,-0.258,0.974
1668428297628,2022-11-14T14.18.17.628,10.178,-0.220,-0.260,0.973
1668428297667,2022-11-14T14.18.17.667,10.217,-0.218,-0.256,0.973
1668428297708,2022-11-14T14.18.17.708,10.258,-0.215,-0.262,0.972
1668428297748,2022-11-14T14.18.17.748,10.298,-0.218,-0.261,0.973
1668428297789,2022-11-14T14.18.17.789,10.339,-0.216,-0.261,0.973
1668428297828,2022-11-14T14.18.17.828,10.378,-0.217,-0.260,0.972
1668428297868,2022-11-14T14.18.17.868,10.418,-0.217,-0.262,0.973
1668428297909,2022-11-14T14.18.17.909,10.459,-0.214,-0.267,0.972
1668428297948,2022-11-14T14.18.17.948,10.498,-0.217,-0.264,0.972
1668428297989,2022-11-14T14.18.17.989,10.539,-0.219,-0.254,0.974
1668428298029,2022-11-14T14.18.18.029,10.579,-0.218,-0.257,0.973
1668428298070,2022-11-14T14.18.18.070,10.620,-0.217,-0.259,0.974
1668428298110,2022-11-14T14.18.18.110,10.660,-0.217,-0.257,0.973
1668428298151,2022-11-14T14.18.18.151,10.701,-0.219,-0.257,0.974
1668428298190,2022-11-14T14.18.18.190,10.740,-0.216,-0.262,0.974
1668428298231,2022-11-14T14.18.18.231,10.781,-0.211,-0.264,0.974
1668428298271,2022-11-14T14.18.18.271,10.821,-0.216,-0.267,0.971
1668428298312,2022-11-14T14.18.18.312,10.862,-0.219,-0.255,0.972
1668428298351,2022-11-14T14.18.18.351,10.901,-0.220,-0.264,0.972
1668428298391,2022-11-14T14.18.18.391,10.941,-0.220,-0.259,0.973
1668428298432,2022-11-14T14.18.18.432,10.982,-0.214,-0.269,0.973
1668428298471,2022-11-14T14.18.18.471,11.021,-0.215,-0.258,0.975
1668428298512,2022-11-14T14.18.18.512,11.062,-0.215,-0.265,0.973
1668428298552,2022-11-14T14.18.18.552,11.102,-0.213,-0.255,0.976
1668428298593,2022-11-14T14.18.18.593,11.143,-0.222,-0.248,0.975
1668428298632,2022-11-14T14.18.18.632,11.182,-0.218,-0.262,0.973
1668428298673,2022-11-14T14.18.18.673,11.223,-0.214,-0.262,0.973
1668428298713,2022-11-14T14.18.18.713,11.263,-0.214,-0.265,0.973
1668428298754,2022-11-14T14.18.18.754,11.304,-0.214,-0.257,0.975
1668428298794,2022-11-14T14.18.18.794,11.344,-0.220,-0.253,0.973
1668428298835,2022-11-14T14.18.18.835,11.385,-0.220,-0.252,0.973
1668428298874,2022-11-14T14.18.18.874,11.424,-0.211,-0.262,0.975
1668428298915,2022-11-14T14.18.18.915,11.465,-0.218,-0.262,0.972
1668428298955,2022-11-14T14.18.18.955,11.505,-0.216,-0.260,0.973
1668428298994,2022-11-14T14.18.18.994,11.544,-0.214,-0.260,0.974
1668428299035,2022-11-14T14.18.19.035,11.585,-0.217,-0.262,0.972
1668428299075,2022-11-14T14.18.19.075,11.625,-0.222,-0.261,0.971
1668428299116,2022-11-14T14.18.19.116,11.666,-0.216,-0.261,0.973
1668428299155,2022-11-14T14.18.19.155,11.705,-0.215,-0.265,0.973
1668428299196,2022-11-14T14.18.19.196,11.746,-0.219,-0.261,0.972
1668428299236,2022-11-14T14.18.19.236,11.786,-0.217,-0.269,0.971
1668428299277,2022-11-14T14.18.19.277,11.827,-0.218,-0.258,0.974
1668428299317,2022-11-14T14.18.19.317,11.867,-0.220,-0.261,0.974
1668428299358,2022-11-14T14.18.19.358,11.908,-0.223,-0.262,0.971
1668428299397,2022-11-14T14.18.19.397,11.947,-0.219,-0.264,0.973
1668428299438,2022-11-14T14.18.19.438,11.988,-0.212,-0.262,0.974
1668428299478,2022-11-14T14.18.19.478,12.028,-0.214,-0.255,0.975
1668428299517,2022-11-14T14.18.19.517,12.067,-0.218,-0.257,0.975
1668428299558,2022-11-14T14.18.19.558,12.108,-0.222,-0.265,0.972
1668428299598,2022-11-14T14.18.19.598,12.148,-0.234,-0.284,0.962
1668428299639,2022-11-14T14.18.19.639,12.189,-0.228,-0.273,0.967
1668428299678,2022-11-14T14.18.19.678,12.228,-0.226,-0.283,0.968
1668428299719,2022-11-14T14.18.19.719,12.269,-0.221,-0.285,0.967
1668428299759,2022-11-14T14.18.19.759,12.309,-0.222,-0.265,0.969
1668428299800,2022-11-14T14.18.19.800,12.350,-0.217,-0.276,0.971
1668428299839,2022-11-14T14.18.19.839,12.389,-0.218,-0.278,0.969
1668428299881,2022-11-14T14.18.19.881,12.431,-0.221,-0.275,0.969
1668428299920,2022-11-14T14.18.19.920,12.470,-0.216,-0.274,0.970
1668428299961,2022-11-14T14.18.19.961,12.511,-0.215,-0.282,0.969
1668428300001,2022-11-14T14.18.20.001,12.551,-0.217,-0.276,0.973
1668428300042,2022-11-14T14.18.20.042,12.592,-0.207,-0.271,0.970
1668428300081,2022-11-14T14.18.20.081,12.631,-0.214,-0.298,0.965
1668428300121,2022-11-14T14.18.20.121,12.671,-0.220,-0.279,0.967
1668428300162,2022-11-14T14.18.20.162,12.712,-0.210,-0.278,0.969
1668428300201,2022-11-14T14.18.20.201,12.751,-0.209,-0.296,0.968
1668428300242,2022-11-14T14.18.20.242,12.792,-0.212,-0.285,0.969
1668428300282,2022-11-14T14.18.20.282,12.832,-0.215,-0.276,0.970
1668428300323,2022-11-14T14.18.20.323,12.873,-0.217,-0.278,0.969
1668428300362,2022-11-14T14.18.20.362,12.912,-0.217,-0.280,0.967
1668428300403,2022-11-14T14.18.20.403,12.953,-0.219,-0.278,0.969
1668428300443,2022-11-14T14.18.20.443,12.993,-0.214,-0.281,0.968
1668428300484,2022-11-14T14.18.20.484,13.034,-0.211,-0.283,0.969
1668428300524,2022-11-14T14.18.20.524,13.074,-0.213,-0.282,0.968
1668428300565,2022-11-14T14.18.20.565,13.115,-0.215,-0.281,0.969
1668428300604,2022-11-14T14.18.20.604,13.154,-0.214,-0.281,0.970
1668428300644,2022-11-14T14.18.20.644,13.194,-0.216,-0.283,0.968
1668428300685,2022-11-14T14.18.20.685,13.235,-0.215,-0.281,0.969
1668428300724,2022-11-14T14.18.20.724,13.274,-0.217,-0.278,0.969
1668428300765,2022-11-14T14.18.20.765,13.315,-0.216,-0.276,0.969
1668428300805,2022-11-14T14.18.20.805,13.355,-0.216,-0.281,0.968
1668428300846,2022-11-14T14.18.20.846,13.396,-0.214,-0.275,0.971
1668428300885,2022-11-14T14.18.20.885,13.435,-0.215,-0.277,0.971
1668428300926,2022-11-14T14.18.20.926,13.476,-0.215,-0.281,0.968
1668428300966,2022-11-14T14.18.20.966,13.516,-0.218,-0.279,0.968
1668428301007,2022-11-14T14.18.21.007,13.557,-0.217,-0.281,0.969
1668428301047,2022-11-14T14.18.21.047,13.597,-0.215,-0.280,0.969
1668428301088,2022-11-14T14.18.21.088,13.638,-0.217,-0.278,0.969
1668428301127,2022-11-14T14.18.21.127,13.677,-0.217,-0.278,0.969
1668428301168,2022-11-14T14.18.21.168,13.718,-0.217,-0.279,0.969
1668428301208,2022-11-14T14.18.21.208,13.758,-0.214,-0.280,0.969
1668428301247,2022-11-14T14.18.21.247,13.797,-0.211,-0.286,0.969
1668428301288,2022-11-14T14.18.21.288,13.838,-0.216,-0.275,0.969
1668428301328,2022-11-14T14.18.21.328,13.878,-0.219,-0.279,0.967
1668428301369,2022-11-14T14.18.21.369,13.919,-0.224,-0.292,0.965
1668428301408,2022-11-14T14.18.21.408,13.958,-0.224,-0.282,0.966
1668428301449,2022-11-14T14.18.21.449,13.999,-0.222,-0.278,0.967
1668428301489,2022-11-14T14.18.21.489,14.039,-0.218,-0.287,0.967
1668428301530,2022-11-14T14.18.21.530,14.080,-0.212,-0.298,0.967
1668428301569,2022-11-14T14.18.21.569,14.119,-0.216,-0.286,0.969
1668428301610,2022-11-14T14.18.21.610,14.160,-0.223,-0.284,0.966
1668428301650,2022-11-14T14.18.21.650,14.200,-0.223,-0.284,0.967
1668428301691,2022-11-14T14.18.21.691,14.241,-0.218,-0.284,0.968
1668428301731,2022-11-14T14.18.21.731,14.281,-0.218,-0.283,0.968
