epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1668452065406,2022-11-14T20.54.25.406,2.100,-0.152,-4.116,5.579
1668452065445,2022-11-14T20.54.25.445,2.139,-20.488,0.030,-1.860
1668452065485,2022-11-14T20.54.25.485,2.179,-2.012,2.256,-4.634
1668452065524,2022-11-14T20.54.25.524,2.218,2.896,3.354,-3.445
1668452065564,2022-11-14T20.54.25.564,2.258,0.884,-3.232,1.159
1668452065603,2022-11-14T20.54.25.603,2.297,15.030,-6.463,6.890
1668452065643,2022-11-14T20.54.25.643,2.337,15.091,-6.555,7.622
1668452065682,2022-11-14T20.54.25.682,2.376,9.665,-7.287,4.512
1668452065722,2022-11-14T20.54.25.722,2.416,6.433,-3.018,1.555
1668452065762,2022-11-14T20.54.25.762,2.456,-7.561,0.183,0.793
1668452065803,2022-11-14T20.54.25.803,2.497,-16.890,-1.707,2.591
1668452065842,2022-11-14T20.54.25.842,2.536,-10.579,-3.079,2.652
1668452065882,2022-11-14T20.54.25.882,2.576,2.713,-1.707,2.165
1668452065921,2022-11-14T20.54.25.921,2.615,1.494,2.073,1.433
1668452065961,2022-11-14T20.54.25.961,2.655,-10.854,6.463,-0.122
1668452066000,2022-11-14T20.54.26.000,2.694,-15.762,6.067,0.671
1668452066040,2022-11-14T20.54.26.040,2.734,-13.018,0.701,3.963
1668452066079,2022-11-14T20.54.26.079,2.773,-3.780,-2.805,6.768
1668452066119,2022-11-14T20.54.26.119,2.813,5.762,-1.524,8.445
1668452066159,2022-11-14T20.54.26.159,2.853,4.848,-2.256,11.189
1668452066198,2022-11-14T20.54.26.198,2.892,31.311,-1.524,21.951
1668452066238,2022-11-14T20.54.26.238,2.932,85.732,3.079,32.287
1668452066277,2022-11-14T20.54.26.277,2.971,120.945,4.604,39.604
1668452066317,2022-11-14T20.54.26.317,3.011,89.695,-0.366,32.805
1668452066356,2022-11-14T20.54.26.356,3.050,59.177,-12.622,24.085
1668452066396,2022-11-14T20.54.26.396,3.090,42.378,-22.957,27.287
1668452066435,2022-11-14T20.54.26.435,3.129,17.713,-16.951,28.537
1668452066475,2022-11-14T20.54.26.475,3.169,8.415,-13.933,33.079
1668452066514,2022-11-14T20.54.26.514,3.208,12.927,-30.213,55.823
1668452066554,2022-11-14T20.54.26.554,3.248,-3.689,-29.146,61.707
1668452066594,2022-11-14T20.54.26.594,3.288,-7.805,-28.933,48.994
1668452066633,2022-11-14T20.54.26.633,3.327,-10.396,-31.067,35.183
1668452066673,2022-11-14T20.54.26.673,3.367,-8.780,-20.884,33.415
1668452066712,2022-11-14T20.54.26.712,3.406,5.335,-0.030,24.634
1668452066753,2022-11-14T20.54.26.753,3.447,11.159,7.409,11.433
1668452066793,2022-11-14T20.54.26.793,3.487,14.756,6.829,12.530
1668452066832,2022-11-14T20.54.26.832,3.526,13.506,1.372,11.738
1668452066872,2022-11-14T20.54.26.872,3.566,8.750,-12.774,15.976
1668452066911,2022-11-14T20.54.26.911,3.605,13.293,-13.506,28.628
1668452066951,2022-11-14T20.54.26.951,3.645,16.280,-5.945,44.329
1668452066991,2022-11-14T20.54.26.991,3.685,23.171,-2.500,44.421
1668452067030,2022-11-14T20.54.27.030,3.724,26.799,-0.976,33.262
1668452067070,2022-11-14T20.54.27.070,3.764,19.878,-7.530,18.506
1668452067109,2022-11-14T20.54.27.109,3.803,9.543,16.098,-1.890
1668452067149,2022-11-14T20.54.27.149,3.843,-18.171,14.573,-17.073
1668452067188,2022-11-14T20.54.27.188,3.882,-50.854,-28.628,-13.140
1668452067228,2022-11-14T20.54.27.228,3.922,-57.500,-16.585,-1.311
1668452067267,2022-11-14T20.54.27.267,3.961,-37.866,7.957,-0.732
1668452067307,2022-11-14T20.54.27.307,4.001,-12.104,11.463,-2.378
1668452067347,2022-11-14T20.54.27.347,4.041,-1.646,6.890,-3.140
1668452067386,2022-11-14T20.54.27.386,4.080,-7.713,5.671,-4.360
1668452067426,2022-11-14T20.54.27.426,4.120,-9.268,7.470,-6.951
1668452067465,2022-11-14T20.54.27.465,4.159,-7.835,7.195,-8.140
1668452067505,2022-11-14T20.54.27.505,4.199,-8.659,4.665,-8.323
1668452067544,2022-11-14T20.54.27.544,4.238,-4.024,-1.220,-5.945
1668452067584,2022-11-14T20.54.27.584,4.278,-1.616,-8.049,1.646
1668452067623,2022-11-14T20.54.27.623,4.317,-5.671,-9.909,7.713
1668452067664,2022-11-14T20.54.27.664,4.358,-11.890,-10.091,9.726
1668452067704,2022-11-14T20.54.27.704,4.398,-15.915,-6.921,6.799
1668452067743,2022-11-14T20.54.27.743,4.437,-2.805,-1.220,1.494
1668452067783,2022-11-14T20.54.27.783,4.477,13.780,0.610,-1.677
1668452067823,2022-11-14T20.54.27.823,4.517,7.927,0.488,-2.226
1668452067862,2022-11-14T20.54.27.862,4.556,-1.890,0.152,-2.348
1668452067902,2022-11-14T20.54.27.902,4.596,-0.793,1.037,-2.439
1668452067941,2022-11-14T20.54.27.941,4.635,3.079,0.762,-1.738
1668452067981,2022-11-14T20.54.27.981,4.675,0.366,0.396,-0.640
1668452068020,2022-11-14T20.54.28.020,4.714,-1.280,0.000,-0.305
1668452068060,2022-11-14T20.54.28.060,4.754,0.152,-0.305,-0.366
1668452068099,2022-11-14T20.54.28.099,4.793,0.091,-0.427,-0.457
1668452068139,2022-11-14T20.54.28.139,4.833,-1.189,-0.061,-0.610
1668452068179,2022-11-14T20.54.28.179,4.873,-0.457,0.091,-0.549
1668452068218,2022-11-14T20.54.28.218,4.912,-0.366,-0.122,0.091
1668452068258,2022-11-14T20.54.28.258,4.952,-1.037,-0.762,0.762
1668452068297,2022-11-14T20.54.28.297,4.991,-1.616,-0.915,0.915
1668452068337,2022-11-14T20.54.28.337,5.031,-0.762,-0.457,0.518
1668452068376,2022-11-14T20.54.28.376,5.070,0.213,-0.091,0.030
1668452068416,2022-11-14T20.54.28.416,5.110,0.183,-0.122,-0.061
1668452068455,2022-11-14T20.54.28.455,5.149,-0.183,-0.244,0.061
1668452068495,2022-11-14T20.54.28.495,5.189,-0.305,-0.305,0.335
1668452068536,2022-11-14T20.54.28.536,5.230,-0.488,-0.457,0.366
1668452068576,2022-11-14T20.54.28.576,5.270,-0.793,-0.610,-0.091
1668452068615,2022-11-14T20.54.28.615,5.309,-0.122,-0.396,-0.640
1668452068655,2022-11-14T20.54.28.655,5.349,-0.091,-0.213,-0.823
1668452068694,2022-11-14T20.54.28.694,5.388,0.091,-0.213,-0.701
1668452068734,2022-11-14T20.54.28.734,5.428,0.183,-0.305,-0.457
1668452068773,2022-11-14T20.54.28.773,5.467,-0.152,-0.366,-0.122
1668452068813,2022-11-14T20.54.28.813,5.507,-0.518,-0.274,-0.091
1668452068852,2022-11-14T20.54.28.852,5.546,-0.213,0.152,-0.152
1668452068892,2022-11-14T20.54.28.892,5.586,0.366,0.274,-0.061
1668452068931,2022-11-14T20.54.28.931,5.625,0.579,-0.030,0.030
1668452068971,2022-11-14T20.54.28.971,5.665,0.762,0.061,-0.396
1668452069011,2022-11-14T20.54.29.011,5.705,0.976,0.427,-0.762
1668452069050,2022-11-14T20.54.29.050,5.744,0.823,0.183,-0.579
1668452069090,2022-11-14T20.54.29.090,5.784,0.122,-0.274,-0.274
1668452069129,2022-11-14T20.54.29.129,5.823,-0.183,-0.457,-0.061
1668452069169,2022-11-14T20.54.29.169,5.863,-0.366,-0.427,-0.030
1668452069208,2022-11-14T20.54.29.208,5.902,-0.427,-0.396,0.061
1668452069248,2022-11-14T20.54.29.248,5.942,-0.549,-0.427,0.122
1668452069287,2022-11-14T20.54.29.287,5.981,-0.305,-0.244,0.061
1668452069327,2022-11-14T20.54.29.327,6.021,0.061,-0.183,0.061
1668452069367,2022-11-14T20.54.29.367,6.061,-0.244,-0.274,0.000
1668452069408,2022-11-14T20.54.29.408,6.102,0.030,-0.274,0.030
1668452069447,2022-11-14T20.54.29.447,6.141,0.091,-0.305,0.061
1668452069487,2022-11-14T20.54.29.487,6.181,-0.366,-0.244,0.152
1668452069526,2022-11-14T20.54.29.526,6.220,-0.427,-0.152,0.061
1668452069566,2022-11-14T20.54.29.566,6.260,-0.305,-0.213,0.122
1668452069605,2022-11-14T20.54.29.605,6.299,-0.457,-0.366,0.213
1668452069645,2022-11-14T20.54.29.645,6.339,-0.305,-0.366,0.274
1668452069684,2022-11-14T20.54.29.684,6.378,-0.457,-0.274,0.061
1668452069724,2022-11-14T20.54.29.724,6.418,-0.091,-0.244,0.000
1668452069764,2022-11-14T20.54.29.764,6.458,-0.335,-0.366,0.091
1668452069803,2022-11-14T20.54.29.803,6.497,-0.366,-0.396,0.091
1668452069843,2022-11-14T20.54.29.843,6.537,-0.091,-0.274,0.122
1668452069882,2022-11-14T20.54.29.882,6.576,-0.274,-0.213,0.244
1668452069922,2022-11-14T20.54.29.922,6.616,-0.091,-0.335,0.335
1668452069961,2022-11-14T20.54.29.961,6.655,-0.213,-0.335,0.274
1668452070001,2022-11-14T20.54.30.001,6.695,-0.213,-0.335,0.152
1668452070040,2022-11-14T20.54.30.040,6.734,-0.030,-0.396,0.122
1668452070080,2022-11-14T20.54.30.080,6.774,-0.244,-0.366,0.061
1668452070119,2022-11-14T20.54.30.119,6.813,-0.122,-0.366,0.000
1668452070159,2022-11-14T20.54.30.159,6.853,-0.152,-0.366,0.030
1668452070199,2022-11-14T20.54.30.199,6.893,-0.274,-0.335,0.122
1668452070238,2022-11-14T20.54.30.238,6.932,-0.274,-0.244,-0.152
1668452070278,2022-11-14T20.54.30.278,6.972,0.030,-0.183,-0.091
1668452070319,2022-11-14T20.54.30.319,7.013,-0.152,-0.305,0.152
1668452070358,2022-11-14T20.54.30.358,7.052,0.000,-0.427,0.152
1668452070398,2022-11-14T20.54.30.398,7.092,0.152,-0.366,0.122
1668452070437,2022-11-14T20.54.30.437,7.131,-0.091,-0.244,0.000
1668452070477,2022-11-14T20.54.30.477,7.171,0.152,-0.274,0.000
1668452070516,2022-11-14T20.54.30.516,7.210,-0.152,-0.396,0.061
1668452070556,2022-11-14T20.54.30.556,7.250,-0.091,-0.274,0.000
1668452070596,2022-11-14T20.54.30.596,7.290,0.183,-0.213,-0.030
1668452070635,2022-11-14T20.54.30.635,7.329,-0.030,-0.305,-0.061
1668452070675,2022-11-14T20.54.30.675,7.369,0.030,-0.366,0.000
1668452070714,2022-11-14T20.54.30.714,7.408,0.000,-0.305,0.061
1668452070754,2022-11-14T20.54.30.754,7.448,0.000,-0.396,0.061
1668452070793,2022-11-14T20.54.30.793,7.487,0.305,-0.396,0.030
1668452070833,2022-11-14T20.54.30.833,7.527,0.335,-0.274,0.091
1668452070872,2022-11-14T20.54.30.872,7.566,0.305,-0.244,0.274
1668452070912,2022-11-14T20.54.30.912,7.606,0.030,-0.183,0.152
1668452070951,2022-11-14T20.54.30.951,7.645,0.091,-0.122,0.000
1668452070991,2022-11-14T20.54.30.991,7.685,0.213,-0.152,-0.061
1668452071031,2022-11-14T20.54.31.031,7.725,0.061,-0.335,-0.213
1668452071070,2022-11-14T20.54.31.070,7.764,0.305,-0.122,-0.396
1668452071110,2022-11-14T20.54.31.110,7.804,-0.427,-0.213,-0.427
1668452071149,2022-11-14T20.54.31.149,7.843,0.122,-0.366,-0.274
1668452071189,2022-11-14T20.54.31.189,7.883,0.122,-0.305,0.000
1668452071230,2022-11-14T20.54.31.230,7.924,-0.061,-0.305,0.244
1668452071269,2022-11-14T20.54.31.269,7.963,-0.061,-0.305,0.457
1668452071309,2022-11-14T20.54.31.309,8.003,-0.366,-0.396,0.518
1668452071348,2022-11-14T20.54.31.348,8.042,-0.488,-0.518,0.427
1668452071388,2022-11-14T20.54.31.388,8.082,-0.396,-0.488,0.366
1668452071428,2022-11-14T20.54.31.428,8.122,-0.488,-0.457,0.274
1668452071467,2022-11-14T20.54.31.467,8.161,-0.183,-0.488,0.335
1668452071507,2022-11-14T20.54.31.507,8.201,-0.762,-0.793,0.488
1668452071546,2022-11-14T20.54.31.546,8.240,-1.494,-0.884,0.732
1668452071586,2022-11-14T20.54.31.586,8.280,-1.341,-0.732,1.189
1668452071625,2022-11-14T20.54.31.625,8.319,-2.104,-0.884,1.555
1668452071665,2022-11-14T20.54.31.665,8.359,-2.226,-1.006,1.677
1668452071704,2022-11-14T20.54.31.704,8.398,-1.585,-0.823,1.311
1668452071744,2022-11-14T20.54.31.744,8.438,-0.640,-0.518,0.640
1668452071784,2022-11-14T20.54.31.784,8.478,-0.091,-0.244,-0.030
1668452071823,2022-11-14T20.54.31.823,8.517,0.793,0.030,-0.488
1668452071863,2022-11-14T20.54.31.863,8.557,0.793,-0.030,-0.488
1668452071902,2022-11-14T20.54.31.902,8.596,0.427,-0.061,-0.396
1668452071942,2022-11-14T20.54.31.942,8.636,0.457,-0.091,-0.305
1668452071981,2022-11-14T20.54.31.981,8.675,0.488,-0.152,-0.274
1668452072021,2022-11-14T20.54.32.021,8.715,0.183,-0.213,-0.122
1668452072060,2022-11-14T20.54.32.060,8.754,0.030,-0.305,-0.061
1668452072100,2022-11-14T20.54.32.100,8.794,-0.122,-0.274,0.000
1668452072141,2022-11-14T20.54.32.141,8.835,-0.061,-0.244,0.061
1668452072181,2022-11-14T20.54.32.181,8.875,-0.183,-0.305,0.091
1668452072220,2022-11-14T20.54.32.220,8.914,-0.244,-0.366,0.061
1668452072260,2022-11-14T20.54.32.260,8.954,-0.091,-0.305,0.061
1668452072299,2022-11-14T20.54.32.299,8.993,-0.122,-0.335,0.000
1668452072339,2022-11-14T20.54.32.339,9.033,0.030,-0.335,0.030
1668452072378,2022-11-14T20.54.32.378,9.072,-0.122,-0.244,0.030
1668452072418,2022-11-14T20.54.32.418,9.112,-0.213,-0.122,0.000
1668452072457,2022-11-14T20.54.32.457,9.151,-0.061,-0.305,0.000
1668452072497,2022-11-14T20.54.32.497,9.191,-0.091,-0.457,0.061
1668452072536,2022-11-14T20.54.32.536,9.230,-0.061,-0.366,0.152
1668452072576,2022-11-14T20.54.32.576,9.270,-0.122,-0.366,0.183
1668452072616,2022-11-14T20.54.32.616,9.310,-0.305,-0.427,0.274
1668452072655,2022-11-14T20.54.32.655,9.349,-0.213,-0.427,0.366
1668452072695,2022-11-14T20.54.32.695,9.389,-0.244,-0.335,0.305
1668452072734,2022-11-14T20.54.32.734,9.428,-0.122,-0.244,0.244
1668452072774,2022-11-14T20.54.32.774,9.468,-0.274,-0.335,0.213
1668452072813,2022-11-14T20.54.32.813,9.507,-0.305,-0.396,0.183
1668452072853,2022-11-14T20.54.32.853,9.547,-0.183,-0.305,0.183
1668452072892,2022-11-14T20.54.32.892,9.586,-0.183,-0.366,0.152
1668452072932,2022-11-14T20.54.32.932,9.626,-0.396,-0.457,0.091
1668452072972,2022-11-14T20.54.32.972,9.666,-0.244,-0.396,0.122
1668452073011,2022-11-14T20.54.33.011,9.705,-0.274,-0.366,0.091
1668452073052,2022-11-14T20.54.33.052,9.746,-0.122,-0.335,0.061
1668452073092,2022-11-14T20.54.33.092,9.786,0.030,-0.335,0.030
1668452073131,2022-11-14T20.54.33.131,9.825,-0.152,-0.335,-0.030
1668452073171,2022-11-14T20.54.33.171,9.865,-0.213,-0.335,0.213
1668452073210,2022-11-14T20.54.33.210,9.904,-0.579,-0.274,0.122
1668452073250,2022-11-14T20.54.33.250,9.944,-0.396,-0.183,0.152
1668452073289,2022-11-14T20.54.33.289,9.983,-0.305,-0.335,0.305
1668452073329,2022-11-14T20.54.33.329,10.023,-0.244,-0.396,0.335
1668452073368,2022-11-14T20.54.33.368,10.062,-0.427,-0.396,0.152
1668452073408,2022-11-14T20.54.33.408,10.102,-0.213,-0.305,0.061
1668452073448,2022-11-14T20.54.33.448,10.142,-0.183,-0.396,0.183
1668452073487,2022-11-14T20.54.33.487,10.181,-0.305,-0.366,0.244
1668452073527,2022-11-14T20.54.33.527,10.221,-0.183,-0.396,0.183
1668452073566,2022-11-14T20.54.33.566,10.260,-0.427,-0.457,0.335
1668452073606,2022-11-14T20.54.33.606,10.300,-0.640,-0.579,0.610
1668452073645,2022-11-14T20.54.33.645,10.339,-0.427,-0.518,0.671
1668452073685,2022-11-14T20.54.33.685,10.379,-0.305,-0.518,0.488
1668452073724,2022-11-14T20.54.33.724,10.418,-0.488,-0.518,0.244
1668452073764,2022-11-14T20.54.33.764,10.458,0.000,-0.457,0.061
1668452073804,2022-11-14T20.54.33.804,10.498,0.061,-0.366,0.061
1668452073843,2022-11-14T20.54.33.843,10.537,0.091,-0.366,0.122
1668452073883,2022-11-14T20.54.33.883,10.577,-0.030,-0.366,0.091
1668452073922,2022-11-14T20.54.33.922,10.616,0.061,-0.335,0.091
1668452073963,2022-11-14T20.54.33.963,10.657,0.366,-0.091,-0.091
1668452074003,2022-11-14T20.54.34.003,10.697,0.122,0.091,-0.183
1668452074042,2022-11-14T20.54.34.042,10.736,0.152,0.030,-0.366
1668452074082,2022-11-14T20.54.34.082,10.776,0.152,-0.122,-0.457
1668452074121,2022-11-14T20.54.34.121,10.815,0.457,0.000,-0.427
1668452074161,2022-11-14T20.54.34.161,10.855,0.244,-0.030,-0.305
1668452074201,2022-11-14T20.54.34.201,10.895,0.152,-0.427,-0.244
1668452074240,2022-11-14T20.54.34.240,10.934,-0.823,-0.427,-0.305
1668452074280,2022-11-14T20.54.34.280,10.974,-0.671,0.305,-0.488
1668452074319,2022-11-14T20.54.34.319,11.013,-0.427,0.274,0.457
1668452074359,2022-11-14T20.54.34.359,11.053,-1.006,-0.549,1.646
1668452074398,2022-11-14T20.54.34.398,11.092,-1.616,-0.762,1.738
1668452074438,2022-11-14T20.54.34.438,11.132,-0.274,-0.091,0.579
1668452074477,2022-11-14T20.54.34.477,11.171,1.921,0.305,-0.732
1668452074517,2022-11-14T20.54.34.517,11.211,0.976,0.213,-1.402
1668452074556,2022-11-14T20.54.34.556,11.250,1.037,0.305,-1.524
1668452074596,2022-11-14T20.54.34.596,11.290,1.402,0.213,-0.976
1668452074636,2022-11-14T20.54.34.636,11.330,-0.305,-0.488,0.122
1668452074675,2022-11-14T20.54.34.675,11.369,-0.762,-0.640,0.762
1668452074715,2022-11-14T20.54.34.715,11.409,0.152,-0.244,0.549
1668452074754,2022-11-14T20.54.34.754,11.448,0.244,-0.061,-0.091
1668452074794,2022-11-14T20.54.34.794,11.488,0.579,0.122,-0.366
1668452074833,2022-11-14T20.54.34.833,11.527,0.732,0.091,-0.122
1668452074873,2022-11-14T20.54.34.873,11.567,-0.213,-0.213,0.152
1668452074914,2022-11-14T20.54.34.914,11.608,-0.152,-0.396,0.213
1668452074953,2022-11-14T20.54.34.953,11.647,-0.122,-0.549,0.366
1668452074993,2022-11-14T20.54.34.993,11.687,-0.274,-0.701,0.671
1668452075033,2022-11-14T20.54.35.033,11.727,-0.427,-0.701,0.854
1668452075072,2022-11-14T20.54.35.072,11.766,-0.396,-0.610,0.762
1668452075112,2022-11-14T20.54.35.112,11.806,-0.610,-0.427,0.488
1668452075151,2022-11-14T20.54.35.151,11.845,-0.457,-0.335,0.091
1668452075191,2022-11-14T20.54.35.191,11.885,0.244,-0.274,-0.152
1668452075230,2022-11-14T20.54.35.230,11.924,0.274,-0.152,-0.122
1668452075270,2022-11-14T20.54.35.270,11.964,0.183,-0.274,-0.122
1668452075309,2022-11-14T20.54.35.309,12.003,0.488,-0.244,-0.396
1668452075349,2022-11-14T20.54.35.349,12.043,0.274,-0.183,-0.579
1668452075389,2022-11-14T20.54.35.389,12.083,0.213,-0.183,-0.610
1668452075428,2022-11-14T20.54.35.428,12.122,0.213,-0.305,-0.488
1668452075468,2022-11-14T20.54.35.468,12.162,-0.213,-0.427,-0.213
1668452075507,2022-11-14T20.54.35.507,12.201,-0.305,-0.335,0.091
1668452075547,2022-11-14T20.54.35.547,12.241,-0.640,-0.457,0.488
1668452075586,2022-11-14T20.54.35.586,12.280,-1.189,-0.518,0.671
1668452075626,2022-11-14T20.54.35.626,12.320,-0.762,-0.183,0.274
1668452075665,2022-11-14T20.54.35.665,12.359,0.061,0.061,-0.244
1668452075705,2022-11-14T20.54.35.705,12.399,0.305,0.061,-0.427
1668452075744,2022-11-14T20.54.35.744,12.438,0.091,0.000,-0.396
1668452075784,2022-11-14T20.54.35.784,12.478,0.122,0.030,-0.457
1668452075825,2022-11-14T20.54.35.825,12.519,0.183,-0.030,-0.488
1668452075865,2022-11-14T20.54.35.865,12.559,-0.274,-0.091,-0.457
1668452075904,2022-11-14T20.54.35.904,12.598,-0.427,-0.122,-0.305
1668452075944,2022-11-14T20.54.35.944,12.638,-0.335,-0.152,0.061
1668452075983,2022-11-14T20.54.35.983,12.677,-0.854,-0.305,0.518
1668452076023,2022-11-14T20.54.36.023,12.717,-0.640,-0.366,0.732
1668452076062,2022-11-14T20.54.36.062,12.756,0.152,-0.427,0.854
1668452076102,2022-11-14T20.54.36.102,12.796,-0.091,-0.305,0.701
1668452076141,2022-11-14T20.54.36.141,12.835,-0.061,-0.122,0.274
1668452076181,2022-11-14T20.54.36.181,12.875,0.762,-0.244,-0.366
1668452076221,2022-11-14T20.54.36.221,12.915,0.823,-0.183,-0.793
1668452076260,2022-11-14T20.54.36.260,12.954,0.884,0.030,-0.610
1668452076300,2022-11-14T20.54.36.300,12.994,0.152,-0.183,-0.061
1668452076339,2022-11-14T20.54.36.339,13.033,-0.457,-0.427,0.244
1668452076379,2022-11-14T20.54.36.379,13.073,-0.152,-0.396,0.518
1668452076418,2022-11-14T20.54.36.418,13.112,-0.793,-0.244,0.457
1668452076458,2022-11-14T20.54.36.458,13.152,-0.457,-0.152,0.183
1668452076497,2022-11-14T20.54.36.497,13.191,-0.091,-0.396,0.152
1668452076537,2022-11-14T20.54.36.537,13.231,-0.183,-0.518,0.335
1668452076576,2022-11-14T20.54.36.576,13.270,-0.091,-0.457,0.396
1668452076616,2022-11-14T20.54.36.616,13.310,-0.122,-0.549,0.274
1668452076656,2022-11-14T20.54.36.656,13.350,-0.061,-0.549,0.122
1668452076695,2022-11-14T20.54.36.695,13.389,0.061,-0.488,0.244
1668452076735,2022-11-14T20.54.36.735,13.429,-0.244,-0.488,0.274
1668452076774,2022-11-14T20.54.36.774,13.468,-0.335,-0.671,0.244
1668452076815,2022-11-14T20.54.36.815,13.509,-0.274,-0.518,0.274
1668452076855,2022-11-14T20.54.36.855,13.549,-0.274,-0.396,0.274
1668452076894,2022-11-14T20.54.36.894,13.588,-0.030,-0.335,0.305
1668452076934,2022-11-14T20.54.36.934,13.628,-0.152,-0.366,0.305
1668452076973,2022-11-14T20.54.36.973,13.667,-0.335,-0.274,0.244
1668452077013,2022-11-14T20.54.37.013,13.707,0.396,-0.122,0.030
1668452077053,2022-11-14T20.54.37.053,13.747,0.488,-0.122,-0.335
1668452077092,2022-11-14T20.54.37.092,13.786,0.427,0.000,-0.640
1668452077132,2022-11-14T20.54.37.132,13.826,0.732,0.122,-0.518
1668452077171,2022-11-14T20.54.37.171,13.865,-0.030,-0.122,-0.213
1668452077211,2022-11-14T20.54.37.211,13.905,-0.366,-0.213,-0.122
1668452077250,2022-11-14T20.54.37.250,13.944,-0.427,-0.213,0.000
1668452077290,2022-11-14T20.54.37.290,13.984,-0.396,-0.305,0.122
1668452077329,2022-11-14T20.54.37.329,14.023,-0.091,-0.396,0.244
1668452077369,2022-11-14T20.54.37.369,14.063,-0.610,-0.427,0.335
1668452077409,2022-11-14T20.54.37.409,14.103,-0.457,-0.396,0.091
1668452077448,2022-11-14T20.54.37.448,14.142,-0.122,-0.396,-0.122
