epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1667718900667,2022-11-06T09.15.00.667,0.000,-0.091,-0.213,0.732
1667718900706,2022-11-06T09.15.00.706,0.039,0.030,0.122,0.488
1667718900747,2022-11-06T09.15.00.747,0.080,-0.183,0.183,0.152
1667718900787,2022-11-06T09.15.00.787,0.120,-0.183,0.152,0.122
1667718900826,2022-11-06T09.15.00.826,0.159,-0.305,-0.061,0.091
1667718900867,2022-11-06T09.15.00.867,0.200,-0.213,0.000,0.183
1667718900907,2022-11-06T09.15.00.907,0.240,-0.305,0.091,0.244
1667718900948,2022-11-06T09.15.00.948,0.281,-0.396,0.152,0.091
1667718900988,2022-11-06T09.15.00.988,0.321,-0.244,0.274,0.030
1667718901029,2022-11-06T09.15.01.029,0.362,-0.122,0.244,0.000
1667718901068,2022-11-06T09.15.01.068,0.401,-0.091,0.122,-0.152
1667718901109,2022-11-06T09.15.01.109,0.442,-0.274,0.183,-0.244
1667718901149,2022-11-06T09.15.01.149,0.482,-0.183,0.213,-0.274
1667718901190,2022-11-06T09.15.01.190,0.523,-0.244,0.213,-0.335
1667718901229,2022-11-06T09.15.01.229,0.562,-0.183,0.183,-0.213
1667718901270,2022-11-06T09.15.01.270,0.603,-0.183,0.244,-0.061
1667718901310,2022-11-06T09.15.01.310,0.643,-0.061,0.152,0.000
1667718901351,2022-11-06T09.15.01.351,0.684,-0.091,0.122,0.061
1667718901390,2022-11-06T09.15.01.390,0.723,-0.244,0.091,0.061
1667718901430,2022-11-06T09.15.01.430,0.763,-0.091,0.091,0.091
1667718901471,2022-11-06T09.15.01.471,0.804,-0.213,0.122,0.030
1667718901510,2022-11-06T09.15.01.510,0.843,-0.122,0.152,0.061
1667718901551,2022-11-06T09.15.01.551,0.884,-0.152,0.152,0.061
1667718901591,2022-11-06T09.15.01.591,0.924,-0.244,0.152,0.000
1667718901632,2022-11-06T09.15.01.632,0.965,0.000,0.091,-0.091
1667718901672,2022-11-06T09.15.01.672,1.005,-0.244,0.030,-0.061
1667718901713,2022-11-06T09.15.01.713,1.046,-0.122,0.030,0.000
1667718901752,2022-11-06T09.15.01.752,1.085,-0.030,0.061,0.030
1667718901793,2022-11-06T09.15.01.793,1.126,-0.061,0.183,-0.030
1667718901833,2022-11-06T09.15.01.833,1.166,-0.213,0.244,-0.091
1667718901874,2022-11-06T09.15.01.874,1.207,0.061,0.183,0.000
1667718901913,2022-11-06T09.15.01.913,1.246,0.061,0.183,-0.061
1667718901954,2022-11-06T09.15.01.954,1.287,-0.091,0.274,-0.152
1667718901994,2022-11-06T09.15.01.994,1.327,-0.213,0.213,-0.061
1667718902033,2022-11-06T09.15.02.033,1.366,-0.122,0.122,-0.030
1667718902074,2022-11-06T09.15.02.074,1.407,-0.091,0.122,0.000
1667718902114,2022-11-06T09.15.02.114,1.447,-0.305,0.213,-0.061
1667718902155,2022-11-06T09.15.02.155,1.488,-0.518,0.000,0.091
1667718902195,2022-11-06T09.15.02.195,1.528,-0.457,-0.152,0.427
1667718902236,2022-11-06T09.15.02.236,1.569,-0.061,0.000,0.335
1667718902275,2022-11-06T09.15.02.275,1.608,-0.091,0.152,0.000
1667718902316,2022-11-06T09.15.02.316,1.649,-0.335,0.183,-0.152
1667718902356,2022-11-06T09.15.02.356,1.689,-0.274,0.213,-0.152
1667718902397,2022-11-06T09.15.02.397,1.730,-0.396,0.122,-0.091
1667718902436,2022-11-06T09.15.02.436,1.769,-0.183,0.000,-0.061
1667718902477,2022-11-06T09.15.02.477,1.810,-0.122,0.091,-0.122
1667718902517,2022-11-06T09.15.02.517,1.850,-0.244,0.030,-0.244
1667718902558,2022-11-06T09.15.02.558,1.891,-0.213,0.000,-0.274
1667718902597,2022-11-06T09.15.02.597,1.930,-0.244,0.061,-0.152
1667718902637,2022-11-06T09.15.02.637,1.970,-0.061,0.122,-0.030
1667718902678,2022-11-06T09.15.02.678,2.011,-0.122,0.213,0.061
1667718902718,2022-11-06T09.15.02.718,2.051,-0.274,0.213,0.152
1667718902759,2022-11-06T09.15.02.759,2.092,-0.030,0.122,0.122
1667718902798,2022-11-06T09.15.02.798,2.131,-0.152,0.183,0.091
1667718902839,2022-11-06T09.15.02.839,2.172,-0.244,0.183,0.061
1667718902879,2022-11-06T09.15.02.879,2.212,-0.183,0.122,0.091
1667718902920,2022-11-06T09.15.02.920,2.253,-0.030,0.061,0.030
1667718902959,2022-11-06T09.15.02.959,2.292,-0.152,0.122,-0.030
1667718903000,2022-11-06T09.15.03.000,2.333,-0.061,0.183,0.030
1667718903040,2022-11-06T09.15.03.040,2.373,-0.122,0.122,0.061
1667718903081,2022-11-06T09.15.03.081,2.414,-0.122,0.122,0.030
1667718903120,2022-11-06T09.15.03.120,2.453,-0.091,0.091,0.030
1667718903161,2022-11-06T09.15.03.161,2.494,-0.061,0.122,0.000
1667718903201,2022-11-06T09.15.03.201,2.534,-0.122,0.152,0.030
1667718903240,2022-11-06T09.15.03.240,2.573,-0.122,0.091,0.030
1667718903281,2022-11-06T09.15.03.281,2.614,0.000,0.122,-0.030
1667718903321,2022-11-06T09.15.03.321,2.654,0.000,0.122,-0.122
1667718903362,2022-11-06T09.15.03.362,2.695,-0.213,0.030,-0.061
1667718903402,2022-11-06T09.15.03.402,2.735,0.091,-0.030,0.000
1667718903443,2022-11-06T09.15.03.443,2.776,-0.061,0.030,0.061
1667718903482,2022-11-06T09.15.03.482,2.815,-0.030,0.152,-0.030
1667718903523,2022-11-06T09.15.03.523,2.856,-0.213,0.305,-0.061
1667718903563,2022-11-06T09.15.03.563,2.896,-0.091,0.183,0.061
1667718903604,2022-11-06T09.15.03.604,2.937,-0.091,0.152,0.000
1667718903643,2022-11-06T09.15.03.643,2.976,-0.274,0.183,-0.061
1667718903684,2022-11-06T09.15.03.684,3.017,-0.061,0.183,0.061
1667718903724,2022-11-06T09.15.03.724,3.057,-0.091,0.213,0.030
1667718903765,2022-11-06T09.15.03.765,3.098,0.000,0.122,-0.030
1667718903804,2022-11-06T09.15.03.804,3.137,-0.122,0.183,-0.030
1667718903844,2022-11-06T09.15.03.844,3.177,0.000,0.213,0.000
1667718903885,2022-11-06T09.15.03.885,3.218,-0.091,0.152,0.030
1667718903925,2022-11-06T09.15.03.925,3.258,-0.030,0.183,0.030
1667718903966,2022-11-06T09.15.03.966,3.299,0.000,0.152,0.061
1667718904005,2022-11-06T09.15.04.005,3.338,0.061,0.152,0.000
1667718904046,2022-11-06T09.15.04.046,3.379,0.213,0.091,0.030
1667718904086,2022-11-06T09.15.04.086,3.419,0.274,0.152,0.061
1667718904127,2022-11-06T09.15.04.127,3.460,0.000,0.213,0.213
1667718904166,2022-11-06T09.15.04.166,3.499,0.549,0.061,0.183
1667718904207,2022-11-06T09.15.04.207,3.540,-0.152,0.061,-0.152
1667718904247,2022-11-06T09.15.04.247,3.580,-0.152,0.030,-0.183
1667718904288,2022-11-06T09.15.04.288,3.621,0.396,-0.030,-0.061
1667718904327,2022-11-06T09.15.04.327,3.660,-0.305,0.152,-0.152
1667718904368,2022-11-06T09.15.04.368,3.701,-0.274,0.244,-0.152
1667718904408,2022-11-06T09.15.04.408,3.741,-0.244,0.274,-0.213
1667718904447,2022-11-06T09.15.04.447,3.780,-0.183,0.274,-0.183
1667718904489,2022-11-06T09.15.04.489,3.822,-0.030,0.213,-0.061
1667718904528,2022-11-06T09.15.04.528,3.861,-0.152,0.152,0.061
1667718904569,2022-11-06T09.15.04.569,3.902,-0.122,0.152,0.122
1667718904609,2022-11-06T09.15.04.609,3.942,-0.061,0.122,0.183
1667718904650,2022-11-06T09.15.04.650,3.983,0.122,0.152,0.152
1667718904689,2022-11-06T09.15.04.689,4.022,-0.183,0.244,0.030
1667718904730,2022-11-06T09.15.04.730,4.063,-0.183,0.152,0.061
1667718904770,2022-11-06T09.15.04.770,4.103,-0.183,0.183,0.091
1667718904811,2022-11-06T09.15.04.811,4.144,-0.152,0.183,0.152
1667718904850,2022-11-06T09.15.04.850,4.183,0.122,0.091,0.183
1667718904891,2022-11-06T09.15.04.891,4.224,-0.122,0.122,0.122
1667718904931,2022-11-06T09.15.04.931,4.264,-0.457,0.152,0.061
1667718904972,2022-11-06T09.15.04.972,4.305,0.030,0.152,0.030
1667718905011,2022-11-06T09.15.05.011,4.344,-0.274,0.244,-0.030
1667718905051,2022-11-06T09.15.05.051,4.384,-0.030,0.244,-0.091
1667718905092,2022-11-06T09.15.05.092,4.425,-0.335,0.091,-0.122
1667718905132,2022-11-06T09.15.05.132,4.465,-0.152,0.000,0.030
1667718905173,2022-11-06T09.15.05.173,4.506,0.335,0.000,0.213
1667718905212,2022-11-06T09.15.05.212,4.545,-0.030,0.091,0.091
1667718905253,2022-11-06T09.15.05.253,4.586,-0.427,0.213,0.000
1667718905293,2022-11-06T09.15.05.293,4.626,-0.427,0.213,0.000
1667718905334,2022-11-06T09.15.05.334,4.667,-0.213,0.244,0.000
1667718905373,2022-11-06T09.15.05.373,4.706,-0.183,0.305,-0.152
1667718905414,2022-11-06T09.15.05.414,4.747,-0.305,0.274,-0.122
1667718905454,2022-11-06T09.15.05.454,4.787,-0.274,0.213,0.000
1667718905495,2022-11-06T09.15.05.495,4.828,0.122,0.091,-0.122
1667718905534,2022-11-06T09.15.05.534,4.867,-0.030,0.152,-0.213
1667718905575,2022-11-06T09.15.05.575,4.908,0.152,0.152,0.152
1667718905615,2022-11-06T09.15.05.615,4.948,-0.122,0.061,0.335
1667718905655,2022-11-06T09.15.05.655,4.988,-0.610,0.091,0.183
1667718905696,2022-11-06T09.15.05.696,5.029,-0.335,0.091,0.122
1667718905735,2022-11-06T09.15.05.735,5.068,0.274,0.152,0.030
1667718905776,2022-11-06T09.15.05.776,5.109,0.000,0.183,-0.152
1667718905816,2022-11-06T09.15.05.816,5.149,-0.152,0.183,-0.183
1667718905857,2022-11-06T09.15.05.857,5.190,-0.274,0.213,-0.091
1667718905896,2022-11-06T09.15.05.896,5.229,-0.030,0.122,-0.183
1667718905937,2022-11-06T09.15.05.937,5.270,-0.244,0.122,-0.305
1667718905977,2022-11-06T09.15.05.977,5.310,-0.030,0.061,-0.183
1667718906018,2022-11-06T09.15.06.018,5.351,0.030,0.061,-0.030
1667718906057,2022-11-06T09.15.06.057,5.390,-0.030,0.091,0.061
1667718906098,2022-11-06T09.15.06.098,5.431,-0.152,0.152,0.152
1667718906138,2022-11-06T09.15.06.138,5.471,-0.152,0.213,0.213
1667718906179,2022-11-06T09.15.06.179,5.512,-0.122,0.213,0.122
1667718906218,2022-11-06T09.15.06.218,5.551,-0.061,0.152,0.122
1667718906258,2022-11-06T09.15.06.258,5.591,-0.305,0.244,0.061
1667718906299,2022-11-06T09.15.06.299,5.632,-0.061,0.274,-0.061
1667718906339,2022-11-06T09.15.06.339,5.672,0.000,0.183,-0.305
1667718906380,2022-11-06T09.15.06.380,5.713,0.061,0.213,-0.274
1667718906419,2022-11-06T09.15.06.419,5.752,0.274,0.274,-0.030
1667718906460,2022-11-06T09.15.06.460,5.793,-0.244,0.183,0.030
1667718906500,2022-11-06T09.15.06.500,5.833,-0.488,0.091,0.000
1667718906541,2022-11-06T09.15.06.541,5.874,-0.122,0.152,0.091
1667718906580,2022-11-06T09.15.06.580,5.913,0.122,0.183,0.030
1667718906621,2022-11-06T09.15.06.621,5.954,-0.152,0.244,0.000
1667718906661,2022-11-06T09.15.06.661,5.994,-0.030,0.213,0.030
1667718906702,2022-11-06T09.15.06.702,6.035,-0.213,0.183,0.030
1667718906741,2022-11-06T09.15.06.741,6.074,-0.244,0.213,0.030
1667718906782,2022-11-06T09.15.06.782,6.115,-0.030,0.152,-0.061
1667718906822,2022-11-06T09.15.06.822,6.155,-0.305,0.091,-0.152
1667718906862,2022-11-06T09.15.06.862,6.195,-0.213,0.030,-0.061
1667718906903,2022-11-06T09.15.06.903,6.236,-0.061,-0.030,0.061
1667718906942,2022-11-06T09.15.06.942,6.275,0.030,0.091,0.030
1667718906983,2022-11-06T09.15.06.983,6.316,-0.122,0.274,-0.030
1667718907023,2022-11-06T09.15.07.023,6.356,-0.061,0.274,-0.091
1667718907064,2022-11-06T09.15.07.064,6.397,-0.091,0.213,-0.061
1667718907103,2022-11-06T09.15.07.103,6.436,-0.213,0.244,0.061
1667718907144,2022-11-06T09.15.07.144,6.477,-0.061,0.183,0.122
1667718907184,2022-11-06T09.15.07.184,6.517,-0.305,0.274,0.061
1667718907225,2022-11-06T09.15.07.225,6.558,-0.335,0.244,0.061
1667718907264,2022-11-06T09.15.07.264,6.597,-0.305,0.213,-0.030
1667718907305,2022-11-06T09.15.07.305,6.638,-0.183,0.274,0.000
1667718907345,2022-11-06T09.15.07.345,6.678,-0.213,0.305,-0.061
1667718907386,2022-11-06T09.15.07.386,6.719,-0.427,0.183,-0.091
1667718907426,2022-11-06T09.15.07.426,6.759,0.030,0.183,-0.061
1667718907465,2022-11-06T09.15.07.465,6.798,-0.091,0.244,-0.061
1667718907506,2022-11-06T09.15.07.506,6.839,-0.091,0.213,-0.030
1667718907546,2022-11-06T09.15.07.546,6.879,-0.061,0.213,0.000
1667718907587,2022-11-06T09.15.07.587,6.920,-0.396,0.213,0.030
1667718907626,2022-11-06T09.15.07.626,6.959,-0.366,0.305,0.030
1667718907667,2022-11-06T09.15.07.667,7.000,-0.244,0.305,-0.030
1667718907707,2022-11-06T09.15.07.707,7.040,-0.244,0.183,-0.091
1667718907748,2022-11-06T09.15.07.748,7.081,-0.427,0.030,0.000
1667718907787,2022-11-06T09.15.07.787,7.120,0.122,-0.030,0.091
1667718907828,2022-11-06T09.15.07.828,7.161,0.152,0.030,0.061
1667718907868,2022-11-06T09.15.07.868,7.201,-0.122,0.213,-0.061
1667718907909,2022-11-06T09.15.07.909,7.242,-0.183,0.244,-0.091
1667718907948,2022-11-06T09.15.07.948,7.281,-0.427,0.213,0.000
1667718907988,2022-11-06T09.15.07.988,7.321,-0.091,0.274,0.000
1667718908029,2022-11-06T09.15.08.029,7.362,-0.427,0.305,0.061
1667718908069,2022-11-06T09.15.08.069,7.402,-0.244,0.183,0.061
1667718908110,2022-11-06T09.15.08.110,7.443,-0.396,0.122,-0.061
1667718908149,2022-11-06T09.15.08.149,7.482,-0.183,0.152,0.061
1667718908190,2022-11-06T09.15.08.190,7.523,0.152,0.183,0.091
1667718908230,2022-11-06T09.15.08.230,7.563,-0.152,0.183,0.000
1667718908271,2022-11-06T09.15.08.271,7.604,0.030,0.091,0.091
1667718908310,2022-11-06T09.15.08.310,7.643,0.000,0.122,0.030
1667718908351,2022-11-06T09.15.08.351,7.684,0.152,0.122,0.000
1667718908391,2022-11-06T09.15.08.391,7.724,0.183,0.091,0.000
1667718908432,2022-11-06T09.15.08.432,7.765,-0.183,0.213,0.000
1667718908471,2022-11-06T09.15.08.471,7.804,-0.366,0.213,0.061
1667718908512,2022-11-06T09.15.08.512,7.845,-0.213,0.213,0.183
1667718908552,2022-11-06T09.15.08.552,7.885,-0.122,0.122,0.030
1667718908592,2022-11-06T09.15.08.592,7.925,-0.335,0.061,-0.030
1667718908633,2022-11-06T09.15.08.633,7.966,0.274,-0.030,0.000
1667718908672,2022-11-06T09.15.08.672,8.005,0.122,0.000,0.061
1667718908713,2022-11-06T09.15.08.713,8.046,0.152,0.061,0.091
1667718908753,2022-11-06T09.15.08.753,8.086,0.000,0.122,0.061
1667718908794,2022-11-06T09.15.08.794,8.127,-0.213,0.061,0.030
1667718908833,2022-11-06T09.15.08.833,8.166,0.000,-0.030,0.152
1667718908874,2022-11-06T09.15.08.874,8.207,-0.061,0.000,0.122
1667718908914,2022-11-06T09.15.08.914,8.247,0.030,0.183,0.183
1667718908955,2022-11-06T09.15.08.955,8.288,-0.335,0.274,0.030
1667718908994,2022-11-06T09.15.08.994,8.327,0.061,0.183,0.122
1667718909035,2022-11-06T09.15.09.035,8.368,0.061,0.274,0.030
1667718909075,2022-11-06T09.15.09.075,8.408,-0.091,0.488,-0.152
1667718909116,2022-11-06T09.15.09.116,8.449,-0.396,0.396,-0.427
1667718909155,2022-11-06T09.15.09.155,8.488,-0.884,0.183,-0.305
1667718909195,2022-11-06T09.15.09.195,8.528,0.457,0.152,0.152
