epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1668423462035,2022-11-14T12.57.42.035,0.000,-2.561,-2.591,0.335
1668423462076,2022-11-14T12.57.42.076,0.041,-2.530,-2.683,0.640
1668423462115,2022-11-14T12.57.42.115,0.080,-1.067,-3.354,1.098
1668423462156,2022-11-14T12.57.42.156,0.121,-1.402,-3.354,0.549
1668423462196,2022-11-14T12.57.42.196,0.161,-1.220,-1.677,-0.091
1668423462237,2022-11-14T12.57.42.237,0.202,0.518,0.091,-0.183
1668423462276,2022-11-14T12.57.42.276,0.241,0.549,0.976,-0.274
1668423462317,2022-11-14T12.57.42.317,0.282,0.061,1.311,-0.061
1668423462357,2022-11-14T12.57.42.357,0.322,0.122,1.311,0.183
1668423462397,2022-11-14T12.57.42.397,0.362,0.762,0.793,0.305
1668423462438,2022-11-14T12.57.42.438,0.403,0.122,-0.213,0.030
1668423462477,2022-11-14T12.57.42.477,0.442,-0.305,-0.366,-0.061
1668423462518,2022-11-14T12.57.42.518,0.483,-0.030,-0.091,0.091
1668423462558,2022-11-14T12.57.42.558,0.523,-0.061,-0.183,0.061
1668423462599,2022-11-14T12.57.42.599,0.564,-0.366,-0.091,-0.061
1668423462638,2022-11-14T12.57.42.638,0.603,-0.244,0.122,0.030
1668423462679,2022-11-14T12.57.42.679,0.644,-0.061,0.457,0.091
1668423462719,2022-11-14T12.57.42.719,0.684,-0.030,0.518,0.030
1668423462760,2022-11-14T12.57.42.760,0.725,-0.244,0.457,0.030
1668423462799,2022-11-14T12.57.42.799,0.764,-0.091,0.427,0.122
1668423462840,2022-11-14T12.57.42.840,0.805,-0.061,0.579,0.061
1668423462880,2022-11-14T12.57.42.880,0.845,-0.335,0.640,0.000
1668423462921,2022-11-14T12.57.42.921,0.886,-0.061,0.396,-0.030
1668423462961,2022-11-14T12.57.42.961,0.926,-0.152,0.122,0.000
1668423463000,2022-11-14T12.57.43.000,0.965,-0.183,0.152,0.030
1668423463041,2022-11-14T12.57.43.041,1.006,-0.549,0.244,-0.030
1668423463081,2022-11-14T12.57.43.081,1.046,-0.579,0.274,0.000
1668423463122,2022-11-14T12.57.43.122,1.087,-0.244,0.183,0.030
1668423463161,2022-11-14T12.57.43.161,1.126,-0.091,0.122,0.061
1668423463202,2022-11-14T12.57.43.202,1.167,-0.213,-0.030,0.061
1668423463242,2022-11-14T12.57.43.242,1.207,-0.488,0.183,0.152
1668423463283,2022-11-14T12.57.43.283,1.248,-0.152,0.274,0.152
1668423463322,2022-11-14T12.57.43.322,1.287,-0.305,0.030,0.061
1668423463363,2022-11-14T12.57.43.363,1.328,0.000,0.122,0.030
1668423463403,2022-11-14T12.57.43.403,1.368,-0.152,0.762,-0.061
1668423463444,2022-11-14T12.57.43.444,1.409,0.823,1.128,0.183
1668423463483,2022-11-14T12.57.43.483,1.448,1.341,0.579,0.518
1668423463524,2022-11-14T12.57.43.524,1.489,1.067,-0.122,0.366
1668423463564,2022-11-14T12.57.43.564,1.529,0.183,-0.152,0.244
1668423463604,2022-11-14T12.57.43.604,1.569,-0.091,0.396,0.396
1668423463645,2022-11-14T12.57.43.645,1.610,0.152,0.610,0.488
1668423463684,2022-11-14T12.57.43.684,1.649,0.579,0.305,0.518
1668423463725,2022-11-14T12.57.43.725,1.690,0.122,-0.335,0.518
1668423463765,2022-11-14T12.57.43.765,1.730,1.311,-0.244,0.671
1668423463806,2022-11-14T12.57.43.806,1.771,-0.152,-0.091,0.213
1668423463845,2022-11-14T12.57.43.845,1.810,-1.128,-0.488,-0.061
1668423463886,2022-11-14T12.57.43.886,1.851,-0.061,-0.335,0.122
1668423463926,2022-11-14T12.57.43.926,1.891,-0.518,0.122,0.183
1668423463967,2022-11-14T12.57.43.967,1.932,-0.640,0.305,0.152
1668423464006,2022-11-14T12.57.44.006,1.971,-0.122,0.091,0.091
1668423464047,2022-11-14T12.57.44.047,2.012,-0.488,-0.030,-0.061
1668423464087,2022-11-14T12.57.44.087,2.052,-0.579,0.213,-0.152
1668423464128,2022-11-14T12.57.44.128,2.093,-0.518,0.457,-0.122
1668423464168,2022-11-14T12.57.44.168,2.133,-0.396,0.457,-0.122
1668423464207,2022-11-14T12.57.44.207,2.172,-0.396,0.305,-0.122
1668423464248,2022-11-14T12.57.44.248,2.213,-0.274,0.183,-0.213
1668423464288,2022-11-14T12.57.44.288,2.253,-0.396,0.213,-0.122
1668423464329,2022-11-14T12.57.44.329,2.294,-0.244,0.183,0.061
1668423464368,2022-11-14T12.57.44.368,2.333,-0.335,0.152,0.061
1668423464409,2022-11-14T12.57.44.409,2.374,-0.366,0.061,0.000
1668423464449,2022-11-14T12.57.44.449,2.414,-0.213,-0.122,0.122
1668423464490,2022-11-14T12.57.44.490,2.455,0.457,-0.427,0.213
1668423464529,2022-11-14T12.57.44.529,2.494,0.213,-0.457,0.274
1668423464570,2022-11-14T12.57.44.570,2.535,0.061,-0.152,0.274
1668423464610,2022-11-14T12.57.44.610,2.575,-0.610,0.335,0.091
1668423464651,2022-11-14T12.57.44.651,2.616,-0.396,0.518,-0.091
1668423464690,2022-11-14T12.57.44.690,2.655,-0.335,0.030,-0.122
1668423464732,2022-11-14T12.57.44.732,2.697,0.122,-0.305,-0.030
1668423464771,2022-11-14T12.57.44.771,2.736,0.152,-0.244,0.030
1668423464811,2022-11-14T12.57.44.811,2.776,-0.274,-0.030,0.030
1668423464852,2022-11-14T12.57.44.852,2.817,0.061,-0.061,0.091
1668423464891,2022-11-14T12.57.44.891,2.856,-0.061,-0.122,0.152
1668423464932,2022-11-14T12.57.44.932,2.897,-0.213,-0.030,0.091
1668423464972,2022-11-14T12.57.44.972,2.937,-0.396,0.274,0.061
1668423465013,2022-11-14T12.57.45.013,2.978,-0.335,0.366,0.091
1668423465052,2022-11-14T12.57.45.052,3.017,-0.122,0.183,0.091
1668423465093,2022-11-14T12.57.45.093,3.058,-0.061,0.091,0.030
1668423465133,2022-11-14T12.57.45.133,3.098,-0.122,0.091,0.030
1668423465174,2022-11-14T12.57.45.174,3.139,0.000,0.061,0.061
1668423465213,2022-11-14T12.57.45.213,3.178,0.061,0.091,0.030
1668423465254,2022-11-14T12.57.45.254,3.219,0.030,0.183,0.061
1668423465294,2022-11-14T12.57.45.294,3.259,-0.061,0.244,0.030
1668423465335,2022-11-14T12.57.45.335,3.300,-0.152,0.366,0.061
1668423465375,2022-11-14T12.57.45.375,3.340,-0.152,0.305,0.030
1668423465414,2022-11-14T12.57.45.414,3.379,-0.274,0.213,0.030
1668423465455,2022-11-14T12.57.45.455,3.420,-0.518,0.213,0.030
1668423465495,2022-11-14T12.57.45.495,3.460,-0.061,0.122,0.000
1668423465536,2022-11-14T12.57.45.536,3.501,-0.061,0.000,0.000
1668423465575,2022-11-14T12.57.45.575,3.540,0.061,0.122,0.030
1668423465616,2022-11-14T12.57.45.616,3.581,-0.061,0.274,0.000
1668423465656,2022-11-14T12.57.45.656,3.621,-0.152,0.335,0.000
1668423465697,2022-11-14T12.57.45.697,3.662,-0.061,0.244,0.061
1668423465736,2022-11-14T12.57.45.736,3.701,-0.030,0.122,0.061
