epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1668524060923,2022-11-15T16.54.20.923,1.306,-0.193,0.045,-0.997
1668524060963,2022-11-15T16.54.20.963,1.346,-0.193,0.045,-0.996
1668524061004,2022-11-15T16.54.21.004,1.387,-0.193,0.047,-0.996
1668524061043,2022-11-15T16.54.21.043,1.426,-0.193,0.047,-0.996
1668524061083,2022-11-15T16.54.21.083,1.466,-0.193,0.044,-0.997
1668524061122,2022-11-15T16.54.21.122,1.505,-0.194,0.048,-0.995
1668524061162,2022-11-15T16.54.21.162,1.545,-0.194,0.048,-0.995
1668524061202,2022-11-15T16.54.21.202,1.585,-0.193,0.047,-0.995
1668524061241,2022-11-15T16.54.21.241,1.624,-0.194,0.044,-0.999
1668524061281,2022-11-15T16.54.21.281,1.664,-0.194,0.046,-0.995
1668524061320,2022-11-15T16.54.21.320,1.703,-0.192,0.051,-0.996
1668524061360,2022-11-15T16.54.21.360,1.743,-0.192,0.048,-0.997
1668524061399,2022-11-15T16.54.21.399,1.782,-0.196,0.044,-0.995
1668524061439,2022-11-15T16.54.21.439,1.822,-0.193,0.045,-0.996
1668524061478,2022-11-15T16.54.21.478,1.861,-0.192,0.047,-0.997
1668524061518,2022-11-15T16.54.21.518,1.901,-0.192,0.044,-0.997
1668524061558,2022-11-15T16.54.21.558,1.941,-0.194,0.048,-0.995
1668524061597,2022-11-15T16.54.21.597,1.980,-0.193,0.047,-0.996
1668524061637,2022-11-15T16.54.21.637,2.020,-0.193,0.050,-0.996
1668524061676,2022-11-15T16.54.21.676,2.059,-0.193,0.048,-0.996
1668524061716,2022-11-15T16.54.21.716,2.099,-0.193,0.045,-0.995
1668524061755,2022-11-15T16.54.21.755,2.138,-0.193,0.046,-0.995
1668524061795,2022-11-15T16.54.21.795,2.178,-0.191,0.047,-0.996
1668524061834,2022-11-15T16.54.21.834,2.217,-0.193,0.046,-0.997
1668524061874,2022-11-15T16.54.21.874,2.257,-0.194,0.047,-0.995
1668524061915,2022-11-15T16.54.21.915,2.298,-0.193,0.046,-0.996
1668524061955,2022-11-15T16.54.21.955,2.338,-0.193,0.047,-0.997
1668524061994,2022-11-15T16.54.21.994,2.377,-0.193,0.044,-0.997
1668524062034,2022-11-15T16.54.22.034,2.417,-0.193,0.049,-0.995
1668524062073,2022-11-15T16.54.22.073,2.456,-0.192,0.046,-0.995
1668524062113,2022-11-15T16.54.22.113,2.496,-0.192,0.046,-0.997
1668524062152,2022-11-15T16.54.22.152,2.535,-0.192,0.046,-0.996
1668524062192,2022-11-15T16.54.22.192,2.575,-0.192,0.048,-0.996
1668524062231,2022-11-15T16.54.22.231,2.614,-0.192,0.043,-0.998
1668524062271,2022-11-15T16.54.22.271,2.654,-0.194,0.047,-0.996
1668524062310,2022-11-15T16.54.22.310,2.693,-0.191,0.046,-0.997
1668524062350,2022-11-15T16.54.22.350,2.733,-0.192,0.046,-0.995
1668524062390,2022-11-15T16.54.22.390,2.773,-0.192,0.045,-0.996
1668524062429,2022-11-15T16.54.22.429,2.812,-0.192,0.047,-0.996
1668524062469,2022-11-15T16.54.22.469,2.852,-0.192,0.048,-0.996
1668524062508,2022-11-15T16.54.22.508,2.891,-0.193,0.044,-0.997
1668524062548,2022-11-15T16.54.22.548,2.931,-0.192,0.045,-0.997
1668524062587,2022-11-15T16.54.22.587,2.970,-0.193,0.048,-0.995
1668524062627,2022-11-15T16.54.22.627,3.010,-0.193,0.047,-0.996
1668524062666,2022-11-15T16.54.22.666,3.049,-0.193,0.046,-0.996
1668524062706,2022-11-15T16.54.22.706,3.089,-0.191,0.046,-0.998
1668524062746,2022-11-15T16.54.22.746,3.129,-0.194,0.044,-0.997
1668524062785,2022-11-15T16.54.22.785,3.168,-0.193,0.047,-0.997
1668524062826,2022-11-15T16.54.22.826,3.209,-0.191,0.044,-0.997
1668524062866,2022-11-15T16.54.22.866,3.249,-0.192,0.047,-0.995
1668524062905,2022-11-15T16.54.22.905,3.288,-0.192,0.046,-0.997
1668524062945,2022-11-15T16.54.22.945,3.328,-0.194,0.045,-0.995
1668524062984,2022-11-15T16.54.22.984,3.367,-0.193,0.044,-0.996
1668524063024,2022-11-15T16.54.23.024,3.407,-0.191,0.047,-0.995
1668524063063,2022-11-15T16.54.23.063,3.446,-0.192,0.046,-0.997
1668524063103,2022-11-15T16.54.23.103,3.486,-0.193,0.041,-0.996
1668524063143,2022-11-15T16.54.23.143,3.526,-0.193,0.043,-0.997
1668524063182,2022-11-15T16.54.23.182,3.565,-0.193,0.047,-0.996
1668524063222,2022-11-15T16.54.23.222,3.605,-0.193,0.045,-0.997
1668524063261,2022-11-15T16.54.23.261,3.644,-0.193,0.046,-0.997
1668524063301,2022-11-15T16.54.23.301,3.684,-0.194,0.045,-0.996
1668524063340,2022-11-15T16.54.23.340,3.723,-0.193,0.047,-0.995
1668524063380,2022-11-15T16.54.23.380,3.763,-0.193,0.047,-0.997
1668524063419,2022-11-15T16.54.23.419,3.802,-0.193,0.045,-0.996
1668524063459,2022-11-15T16.54.23.459,3.842,-0.192,0.045,-0.996
1668524063498,2022-11-15T16.54.23.498,3.881,-0.193,0.043,-0.998
1668524063538,2022-11-15T16.54.23.538,3.921,-0.195,0.045,-0.997
1668524063578,2022-11-15T16.54.23.578,3.961,-0.193,0.050,-0.996
1668524063617,2022-11-15T16.54.23.617,4.000,-0.190,0.044,-0.996
1668524063657,2022-11-15T16.54.23.657,4.040,-0.193,0.047,-0.996
1668524063696,2022-11-15T16.54.23.696,4.079,-0.192,0.046,-0.997
1668524063736,2022-11-15T16.54.23.736,4.119,-0.193,0.046,-0.996
1668524063777,2022-11-15T16.54.23.777,4.160,-0.192,0.044,-0.998
1668524063816,2022-11-15T16.54.23.816,4.199,-0.192,0.048,-0.996
1668524063856,2022-11-15T16.54.23.856,4.239,-0.190,0.045,-0.996
1668524063895,2022-11-15T16.54.23.895,4.278,-0.193,0.046,-0.995
1668524063935,2022-11-15T16.54.23.935,4.318,-0.193,0.046,-0.996
1668524063975,2022-11-15T16.54.23.975,4.358,-0.194,0.047,-0.996
1668524064014,2022-11-15T16.54.24.014,4.397,-0.193,0.045,-0.996
1668524064054,2022-11-15T16.54.24.054,4.437,-0.193,0.047,-0.996
1668524064093,2022-11-15T16.54.24.093,4.476,-0.191,0.048,-0.995
1668524064133,2022-11-15T16.54.24.133,4.516,-0.192,0.045,-0.998
1668524064172,2022-11-15T16.54.24.172,4.555,-0.195,0.044,-0.996
1668524064212,2022-11-15T16.54.24.212,4.595,-0.193,0.046,-0.995
1668524064251,2022-11-15T16.54.24.251,4.634,-0.191,0.049,-0.996
1668524064291,2022-11-15T16.54.24.291,4.674,-0.193,0.044,-0.997
1668524064331,2022-11-15T16.54.24.331,4.714,-0.194,0.046,-0.995
1668524064370,2022-11-15T16.54.24.370,4.753,-0.192,0.046,-0.995
1668524064410,2022-11-15T16.54.24.410,4.793,-0.192,0.046,-0.998
1668524064449,2022-11-15T16.54.24.449,4.832,-0.194,0.049,-0.996
1668524064489,2022-11-15T16.54.24.489,4.872,-0.193,0.044,-0.997
1668524064528,2022-11-15T16.54.24.528,4.911,-0.194,0.046,-0.995
1668524064568,2022-11-15T16.54.24.568,4.951,-0.191,0.046,-0.997
1668524064607,2022-11-15T16.54.24.607,4.990,-0.193,0.045,-0.996
1668524064647,2022-11-15T16.54.24.647,5.030,-0.192,0.045,-0.996
1668524064688,2022-11-15T16.54.24.688,5.071,-0.193,0.048,-0.996
1668524064727,2022-11-15T16.54.24.727,5.110,-0.193,0.046,-0.997
1668524064767,2022-11-15T16.54.24.767,5.150,-0.195,0.047,-0.995
1668524064807,2022-11-15T16.54.24.807,5.190,-0.193,0.046,-0.995
1668524064846,2022-11-15T16.54.24.846,5.229,-0.191,0.045,-0.996
1668524064886,2022-11-15T16.54.24.886,5.269,-0.191,0.045,-0.997
1668524064925,2022-11-15T16.54.24.925,5.308,-0.194,0.045,-0.995
1668524064965,2022-11-15T16.54.24.965,5.348,-0.192,0.046,-0.995
1668524065004,2022-11-15T16.54.25.004,5.387,-0.192,0.045,-0.995
1668524065044,2022-11-15T16.54.25.044,5.427,-0.193,0.045,-0.996
1668524065083,2022-11-15T16.54.25.083,5.466,-0.193,0.046,-0.996
1668524065123,2022-11-15T16.54.25.123,5.506,-0.194,0.048,-0.997
1668524065163,2022-11-15T16.54.25.163,5.546,-0.193,0.045,-0.997
1668524065202,2022-11-15T16.54.25.202,5.585,-0.192,0.046,-0.996
1668524065242,2022-11-15T16.54.25.242,5.625,-0.192,0.046,-0.996
1668524065281,2022-11-15T16.54.25.281,5.664,-0.192,0.046,-0.996
1668524065321,2022-11-15T16.54.25.321,5.704,-0.192,0.046,-0.996
1668524065360,2022-11-15T16.54.25.360,5.743,-0.192,0.048,-0.996
1668524065400,2022-11-15T16.54.25.400,5.783,-0.193,0.046,-0.996
1668524065439,2022-11-15T16.54.25.439,5.822,-0.192,0.045,-0.997
1668524065479,2022-11-15T16.54.25.479,5.862,-0.194,0.047,-0.996
1668524065518,2022-11-15T16.54.25.518,5.901,-0.192,0.045,-0.997
1668524065558,2022-11-15T16.54.25.558,5.941,-0.193,0.046,-0.996
1668524065599,2022-11-15T16.54.25.599,5.982,-0.193,0.047,-0.996
1668524065639,2022-11-15T16.54.25.639,6.022,-0.193,0.044,-0.996
1668524065678,2022-11-15T16.54.25.678,6.061,-0.192,0.045,-0.996
1668524065718,2022-11-15T16.54.25.718,6.101,-0.193,0.046,-0.997
1668524065757,2022-11-15T16.54.25.757,6.140,-0.191,0.046,-0.998
1668524065797,2022-11-15T16.54.25.797,6.180,-0.194,0.049,-0.995
1668524065836,2022-11-15T16.54.25.836,6.219,-0.193,0.043,-0.998
1668524065876,2022-11-15T16.54.25.876,6.259,-0.198,0.041,-0.994
1668524065915,2022-11-15T16.54.25.915,6.298,-0.190,0.044,-0.997
1668524065955,2022-11-15T16.54.25.955,6.338,-0.191,0.047,-0.998
1668524065995,2022-11-15T16.54.25.995,6.378,-0.192,0.042,-0.996
1668524066034,2022-11-15T16.54.26.034,6.417,-0.193,0.043,-0.997
1668524066074,2022-11-15T16.54.26.074,6.457,-0.194,0.052,-0.993
1668524066113,2022-11-15T16.54.26.113,6.496,-0.193,0.043,-0.998
1668524066153,2022-11-15T16.54.26.153,6.536,-0.193,0.051,-0.995
1668524066192,2022-11-15T16.54.26.192,6.575,-0.191,0.047,-0.997
1668524066232,2022-11-15T16.54.26.232,6.615,-0.193,0.043,-0.995
1668524066271,2022-11-15T16.54.26.271,6.654,-0.192,0.050,-0.996
1668524066311,2022-11-15T16.54.26.311,6.694,-0.193,0.048,-0.997
1668524066351,2022-11-15T16.54.26.351,6.734,-0.194,0.044,-0.995
1668524066390,2022-11-15T16.54.26.390,6.773,-0.193,0.048,-0.997
1668524066430,2022-11-15T16.54.26.430,6.813,-0.192,0.048,-0.996
1668524066469,2022-11-15T16.54.26.469,6.852,-0.193,0.046,-0.995
1668524066510,2022-11-15T16.54.26.510,6.893,-0.193,0.047,-0.996
1668524066550,2022-11-15T16.54.26.550,6.933,-0.191,0.047,-0.996
1668524066589,2022-11-15T16.54.26.589,6.972,-0.191,0.044,-0.996
1668524066629,2022-11-15T16.54.26.629,7.012,-0.192,0.045,-0.996
1668524066668,2022-11-15T16.54.26.668,7.051,-0.194,0.044,-0.996
1668524066708,2022-11-15T16.54.26.708,7.091,-0.193,0.047,-0.996
1668524066747,2022-11-15T16.54.26.747,7.130,-0.191,0.047,-0.996
1668524066787,2022-11-15T16.54.26.787,7.170,-0.193,0.049,-0.997
1668524066827,2022-11-15T16.54.26.827,7.210,-0.192,0.047,-0.996
1668524066866,2022-11-15T16.54.26.866,7.249,-0.195,0.049,-0.995
1668524066906,2022-11-15T16.54.26.906,7.289,-0.189,0.044,-0.998
1668524066945,2022-11-15T16.54.26.945,7.328,-0.193,0.049,-0.995
1668524066985,2022-11-15T16.54.26.985,7.368,-0.190,0.040,-0.999
1668524067024,2022-11-15T16.54.27.024,7.407,-0.194,0.046,-0.994
1668524067064,2022-11-15T16.54.27.064,7.447,-0.191,0.047,-0.996
1668524067103,2022-11-15T16.54.27.103,7.486,-0.189,0.047,-0.997
1668524067143,2022-11-15T16.54.27.143,7.526,-0.191,0.045,-0.996
1668524067183,2022-11-15T16.54.27.183,7.566,-0.193,0.043,-0.997
1668524067222,2022-11-15T16.54.27.222,7.605,-0.195,0.047,-0.995
1668524067262,2022-11-15T16.54.27.262,7.645,-0.192,0.047,-0.996
1668524067301,2022-11-15T16.54.27.301,7.684,-0.191,0.044,-0.997
1668524067341,2022-11-15T16.54.27.341,7.724,-0.193,0.045,-0.995
1668524067382,2022-11-15T16.54.27.382,7.765,-0.192,0.043,-0.996
1668524067421,2022-11-15T16.54.27.421,7.804,-0.193,0.047,-0.996
1668524067461,2022-11-15T16.54.27.461,7.844,-0.193,0.043,-0.997
1668524067500,2022-11-15T16.54.27.500,7.883,-0.193,0.045,-0.995
1668524067540,2022-11-15T16.54.27.540,7.923,-0.192,0.044,-0.998
1668524067580,2022-11-15T16.54.27.580,7.963,-0.193,0.046,-0.997
1668524067619,2022-11-15T16.54.27.619,8.002,-0.193,0.047,-0.997
1668524067659,2022-11-15T16.54.27.659,8.042,-0.192,0.042,-0.996
1668524067698,2022-11-15T16.54.27.698,8.081,-0.193,0.044,-0.996
1668524067738,2022-11-15T16.54.27.738,8.121,-0.191,0.043,-0.997
1668524067777,2022-11-15T16.54.27.777,8.160,-0.193,0.046,-0.995
1668524067817,2022-11-15T16.54.27.817,8.200,-0.192,0.043,-0.996
1668524067856,2022-11-15T16.54.27.856,8.239,-0.193,0.048,-0.997
1668524067896,2022-11-15T16.54.27.896,8.279,-0.193,0.045,-0.996
1668524067935,2022-11-15T16.54.27.935,8.318,-0.193,0.044,-0.996
1668524067975,2022-11-15T16.54.27.975,8.358,-0.192,0.047,-0.997
1668524068015,2022-11-15T16.54.28.015,8.398,-0.192,0.044,-0.997
1668524068054,2022-11-15T16.54.28.054,8.437,-0.193,0.044,-0.997
1668524068094,2022-11-15T16.54.28.094,8.477,-0.193,0.044,-0.997
1668524068133,2022-11-15T16.54.28.133,8.516,-0.192,0.043,-0.996
1668524068173,2022-11-15T16.54.28.173,8.556,-0.192,0.044,-0.996
1668524068212,2022-11-15T16.54.28.212,8.595,-0.192,0.044,-0.997
1668524068252,2022-11-15T16.54.28.252,8.635,-0.193,0.043,-0.997
1668524068293,2022-11-15T16.54.28.293,8.676,-0.193,0.043,-0.997
1668524068332,2022-11-15T16.54.28.332,8.715,-0.192,0.045,-0.997
1668524068372,2022-11-15T16.54.28.372,8.755,-0.192,0.047,-0.997
1668524068412,2022-11-15T16.54.28.412,8.795,-0.192,0.042,-0.997
1668524068451,2022-11-15T16.54.28.451,8.834,-0.192,0.044,-0.996
1668524068491,2022-11-15T16.54.28.491,8.874,-0.192,0.045,-0.997
1668524068530,2022-11-15T16.54.28.530,8.913,-0.192,0.045,-0.995
1668524068570,2022-11-15T16.54.28.570,8.953,-0.193,0.044,-0.996
1668524068609,2022-11-15T16.54.28.609,8.992,-0.192,0.047,-0.996
1668524068649,2022-11-15T16.54.28.649,9.032,-0.192,0.045,-0.996
1668524068688,2022-11-15T16.54.28.688,9.071,-0.191,0.044,-0.996
1668524068728,2022-11-15T16.54.28.728,9.111,-0.192,0.046,-0.996
1668524068768,2022-11-15T16.54.28.768,9.151,-0.192,0.045,-0.997
1668524068807,2022-11-15T16.54.28.807,9.190,-0.192,0.043,-0.998
1668524068847,2022-11-15T16.54.28.847,9.230,-0.192,0.047,-0.995
1668524068886,2022-11-15T16.54.28.886,9.269,-0.191,0.047,-0.996
1668524068926,2022-11-15T16.54.28.926,9.309,-0.192,0.047,-0.997
1668524068965,2022-11-15T16.54.28.965,9.348,-0.193,0.044,-0.998
1668524069005,2022-11-15T16.54.29.005,9.388,-0.192,0.044,-0.996
1668524069044,2022-11-15T16.54.29.044,9.427,-0.192,0.046,-0.995
1668524069084,2022-11-15T16.54.29.084,9.467,-0.192,0.042,-0.997
1668524069123,2022-11-15T16.54.29.123,9.506,-0.194,0.045,-0.996
1668524069163,2022-11-15T16.54.29.163,9.546,-0.191,0.045,-0.998
1668524069204,2022-11-15T16.54.29.204,9.587,-0.191,0.044,-0.995
1668524069244,2022-11-15T16.54.29.244,9.627,-0.192,0.045,-0.995
1668524069283,2022-11-15T16.54.29.283,9.666,-0.193,0.045,-0.996
1668524069323,2022-11-15T16.54.29.323,9.706,-0.193,0.045,-0.995
1668524069362,2022-11-15T16.54.29.362,9.745,-0.192,0.043,-0.997
1668524069402,2022-11-15T16.54.29.402,9.785,-0.192,0.046,-0.997
1668524069441,2022-11-15T16.54.29.441,9.824,-0.192,0.045,-0.997
1668524069481,2022-11-15T16.54.29.481,9.864,-0.192,0.047,-0.996
1668524069520,2022-11-15T16.54.29.520,9.903,-0.193,0.045,-0.996
1668524069560,2022-11-15T16.54.29.560,9.943,-0.192,0.045,-0.995
1668524069600,2022-11-15T16.54.29.600,9.983,-0.193,0.050,-0.995
1668524069639,2022-11-15T16.54.29.639,10.022,-0.190,0.046,-0.998
1668524069679,2022-11-15T16.54.29.679,10.062,-0.195,0.045,-0.996
1668524069718,2022-11-15T16.54.29.718,10.101,-0.192,0.044,-0.997
1668524069758,2022-11-15T16.54.29.758,10.141,-0.192,0.046,-0.996
1668524069797,2022-11-15T16.54.29.797,10.180,-0.190,0.043,-0.997
1668524069837,2022-11-15T16.54.29.837,10.220,-0.192,0.043,-0.996
1668524069876,2022-11-15T16.54.29.876,10.259,-0.192,0.048,-0.997
1668524069916,2022-11-15T16.54.29.916,10.299,-0.191,0.044,-0.996
1668524069956,2022-11-15T16.54.29.956,10.339,-0.192,0.045,-0.995
1668524069995,2022-11-15T16.54.29.995,10.378,-0.192,0.044,-0.997
1668524070035,2022-11-15T16.54.30.035,10.418,-0.193,0.045,-0.995
1668524070074,2022-11-15T16.54.30.074,10.457,-0.192,0.042,-0.997
1668524070115,2022-11-15T16.54.30.115,10.498,-0.192,0.044,-0.996
1668524070155,2022-11-15T16.54.30.155,10.538,-0.192,0.043,-0.996
1668524070194,2022-11-15T16.54.30.194,10.577,-0.193,0.044,-0.997
1668524070234,2022-11-15T16.54.30.234,10.617,-0.191,0.044,-0.996
1668524070273,2022-11-15T16.54.30.273,10.656,-0.192,0.044,-0.995
1668524070313,2022-11-15T16.54.30.313,10.696,-0.192,0.045,-0.996
1668524070352,2022-11-15T16.54.30.352,10.735,-0.191,0.045,-0.997
1668524070392,2022-11-15T16.54.30.392,10.775,-0.192,0.044,-0.997
1668524070432,2022-11-15T16.54.30.432,10.815,-0.193,0.043,-0.996
1668524070471,2022-11-15T16.54.30.471,10.854,-0.192,0.045,-0.996
1668524070511,2022-11-15T16.54.30.511,10.894,-0.193,0.042,-0.996
1668524070550,2022-11-15T16.54.30.550,10.933,-0.193,0.042,-0.996
1668524070590,2022-11-15T16.54.30.590,10.973,-0.192,0.046,-0.995
1668524070629,2022-11-15T16.54.30.629,11.012,-0.192,0.048,-0.996
1668524070669,2022-11-15T16.54.30.669,11.052,-0.194,0.044,-0.998
1668524070708,2022-11-15T16.54.30.708,11.091,-0.194,0.038,-0.996
1668524070748,2022-11-15T16.54.30.748,11.131,-0.192,0.044,-0.996
1668524070788,2022-11-15T16.54.30.788,11.171,-0.188,0.043,-0.998
1668524070827,2022-11-15T16.54.30.827,11.210,-0.193,0.046,-0.996
1668524070867,2022-11-15T16.54.30.867,11.250,-0.194,0.041,-0.997
1668524070906,2022-11-15T16.54.30.906,11.289,-0.194,0.046,-0.995
1668524070946,2022-11-15T16.54.30.946,11.329,-0.191,0.047,-0.996
1668524070987,2022-11-15T16.54.30.987,11.370,-0.192,0.043,-0.999
1668524071026,2022-11-15T16.54.31.026,11.409,-0.193,0.043,-0.994
1668524071066,2022-11-15T16.54.31.066,11.449,-0.191,0.042,-0.996
1668524071105,2022-11-15T16.54.31.105,11.488,-0.192,0.045,-0.996
1668524071145,2022-11-15T16.54.31.145,11.528,-0.192,0.044,-0.995
1668524071185,2022-11-15T16.54.31.185,11.568,-0.192,0.044,-0.996
1668524071224,2022-11-15T16.54.31.224,11.607,-0.193,0.043,-0.996
1668524071264,2022-11-15T16.54.31.264,11.647,-0.193,0.046,-0.996
1668524071303,2022-11-15T16.54.31.303,11.686,-0.192,0.046,-0.997
1668524071343,2022-11-15T16.54.31.343,11.726,-0.192,0.042,-0.996
1668524071382,2022-11-15T16.54.31.382,11.765,-0.193,0.043,-0.996
1668524071422,2022-11-15T16.54.31.422,11.805,-0.191,0.049,-0.997
1668524071461,2022-11-15T16.54.31.461,11.844,-0.192,0.045,-0.997
1668524071501,2022-11-15T16.54.31.501,11.884,-0.192,0.042,-0.997
1668524071540,2022-11-15T16.54.31.540,11.923,-0.192,0.045,-0.995
1668524071580,2022-11-15T16.54.31.580,11.963,-0.191,0.045,-0.997
1668524071620,2022-11-15T16.54.31.620,12.003,-0.192,0.044,-0.997
1668524071659,2022-11-15T16.54.31.659,12.042,-0.193,0.046,-0.996
1668524071699,2022-11-15T16.54.31.699,12.082,-0.193,0.044,-0.996
1668524071738,2022-11-15T16.54.31.738,12.121,-0.191,0.044,-0.996
1668524071778,2022-11-15T16.54.31.778,12.161,-0.191,0.047,-0.996
1668524071817,2022-11-15T16.54.31.817,12.200,-0.192,0.043,-0.997
1668524071857,2022-11-15T16.54.31.857,12.240,-0.192,0.044,-0.996
1668524071898,2022-11-15T16.54.31.898,12.281,-0.191,0.046,-0.996
1668524071937,2022-11-15T16.54.31.937,12.320,-0.192,0.043,-0.997
1668524071977,2022-11-15T16.54.31.977,12.360,-0.193,0.045,-0.995
1668524072017,2022-11-15T16.54.32.017,12.400,-0.192,0.044,-0.997
1668524072056,2022-11-15T16.54.32.056,12.439,-0.193,0.046,-0.997
1668524072096,2022-11-15T16.54.32.096,12.479,-0.192,0.045,-0.997
1668524072135,2022-11-15T16.54.32.135,12.518,-0.193,0.046,-0.997
1668524072175,2022-11-15T16.54.32.175,12.558,-0.192,0.047,-0.995
1668524072214,2022-11-15T16.54.32.214,12.597,-0.193,0.047,-0.996
1668524072254,2022-11-15T16.54.32.254,12.637,-0.189,0.046,-0.997
1668524072293,2022-11-15T16.54.32.293,12.676,-0.193,0.043,-0.996
1668524072333,2022-11-15T16.54.32.333,12.716,-0.195,0.052,-0.994
1668524072372,2022-11-15T16.54.32.372,12.755,-0.191,0.043,-0.998
1668524072412,2022-11-15T16.54.32.412,12.795,-0.192,0.045,-0.996
1668524072452,2022-11-15T16.54.32.452,12.835,-0.191,0.040,-0.996
1668524072491,2022-11-15T16.54.32.491,12.874,-0.191,0.042,-0.996
1668524072531,2022-11-15T16.54.32.531,12.914,-0.193,0.046,-0.995
1668524072570,2022-11-15T16.54.32.570,12.953,-0.194,0.046,-0.996
1668524072610,2022-11-15T16.54.32.610,12.993,-0.194,0.046,-0.996
1668524072649,2022-11-15T16.54.32.649,13.032,-0.192,0.044,-0.995
1668524072689,2022-11-15T16.54.32.689,13.072,-0.191,0.043,-0.998
1668524072728,2022-11-15T16.54.32.728,13.111,-0.191,0.044,-0.997
1668524072768,2022-11-15T16.54.32.768,13.151,-0.190,0.040,-0.998
1668524072809,2022-11-15T16.54.32.809,13.192,-0.196,0.041,-0.997
1668524072849,2022-11-15T16.54.32.849,13.232,-0.192,0.036,-0.996
1668524072888,2022-11-15T16.54.32.888,13.271,-0.190,0.044,-0.998
1668524072928,2022-11-15T16.54.32.928,13.311,-0.191,0.032,-0.996
1668524072967,2022-11-15T16.54.32.967,13.350,-0.192,0.041,-0.996
1668524073007,2022-11-15T16.54.33.007,13.390,-0.192,0.039,-0.997
1668524073046,2022-11-15T16.54.33.046,13.429,-0.191,0.037,-0.998
1668524073086,2022-11-15T16.54.33.086,13.469,-0.191,0.040,-0.996
1668524073125,2022-11-15T16.54.33.125,13.508,-0.191,0.043,-0.997
1668524073165,2022-11-15T16.54.33.165,13.548,-0.191,0.044,-0.996
1668524073205,2022-11-15T16.54.33.205,13.588,-0.191,0.041,-0.997
1668524073244,2022-11-15T16.54.33.244,13.627,-0.190,0.041,-0.998
1668524073284,2022-11-15T16.54.33.284,13.667,-0.191,0.040,-0.998
1668524073323,2022-11-15T16.54.33.323,13.706,-0.190,0.039,-0.996
1668524073363,2022-11-15T16.54.33.363,13.746,-0.192,0.040,-0.996
1668524073402,2022-11-15T16.54.33.402,13.785,-0.192,0.040,-0.998
1668524073442,2022-11-15T16.54.33.442,13.825,-0.193,0.040,-1.000
1668524073481,2022-11-15T16.54.33.481,13.864,-0.193,0.046,-0.997
1668524073521,2022-11-15T16.54.33.521,13.904,-0.191,0.039,-0.998
1668524073560,2022-11-15T16.54.33.560,13.943,-0.192,0.042,-0.996
1668524073600,2022-11-15T16.54.33.600,13.983,-0.194,0.043,-0.997
1668524073641,2022-11-15T16.54.33.641,14.024,-0.190,0.044,-0.997
1668524073681,2022-11-15T16.54.33.681,14.064,-0.193,0.043,-0.996
