epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1667907627144,2022-11-08T13:40:27.144,1.827,0.098,0.108,-1.004
1667907627185,2022-11-08T13:40:27.185,1.868,0.098,0.107,-1.006
1667907627226,2022-11-08T13:40:27.226,1.909,0.099,0.104,-1.006
1667907627267,2022-11-08T13:40:27.267,1.950,0.095,0.108,-1.006
1667907627306,2022-11-08T13:40:27.306,1.989,0.099,0.104,-1.006
1667907627347,2022-11-08T13:40:27.347,2.030,0.093,0.107,-1.003
1667907627388,2022-11-08T13:40:27.388,2.071,0.099,0.105,-1.007
1667907627428,2022-11-08T13:40:27.428,2.111,0.101,0.106,-1.008
1667907627469,2022-11-08T13:40:27.469,2.152,0.096,0.107,-1.006
1667907627510,2022-11-08T13:40:27.510,2.193,0.095,0.102,-1.004
1667907627551,2022-11-08T13:40:27.551,2.234,0.095,0.105,-1.005
1667907627591,2022-11-08T13:40:27.591,2.274,0.099,0.106,-1.007
1667907627632,2022-11-08T13:40:27.632,2.315,0.100,0.104,-1.006
1667907627673,2022-11-08T13:40:27.673,2.356,0.095,0.105,-1.005
1667907627714,2022-11-08T13:40:27.714,2.397,0.098,0.102,-1.006
1667907627753,2022-11-08T13:40:27.753,2.436,0.098,0.106,-1.004
1667907627794,2022-11-08T13:40:27.794,2.477,0.098,0.104,-1.006
1667907627835,2022-11-08T13:40:27.835,2.518,0.096,0.104,-1.006
1667907627875,2022-11-08T13:40:27.875,2.558,0.100,0.105,-1.006
1667907627916,2022-11-08T13:40:27.916,2.599,0.098,0.108,-1.005
1667907627957,2022-11-08T13:40:27.957,2.640,0.097,0.106,-1.004
1667907627998,2022-11-08T13:40:27.998,2.681,0.097,0.105,-1.005
1667907628037,2022-11-08T13:40:28.037,2.720,0.098,0.106,-1.006
1667907628078,2022-11-08T13:40:28.078,2.761,0.099,0.107,-1.007
1667907628119,2022-11-08T13:40:28.119,2.802,0.101,0.105,-1.007
1667907628160,2022-11-08T13:40:28.160,2.843,0.091,0.103,-1.003
1667907628200,2022-11-08T13:40:28.200,2.883,0.101,0.106,-1.005
1667907628241,2022-11-08T13:40:28.241,2.924,0.098,0.109,-1.005
1667907628282,2022-11-08T13:40:28.282,2.965,0.100,0.108,-1.006
1667907628323,2022-11-08T13:40:28.323,3.006,0.100,0.108,-1.005
1667907628362,2022-11-08T13:40:28.362,3.045,0.099,0.102,-1.006
1667907628404,2022-11-08T13:40:28.404,3.087,0.092,0.105,-1.004
1667907628445,2022-11-08T13:40:28.445,3.128,0.103,0.109,-1.007
1667907628484,2022-11-08T13:40:28.484,3.167,0.107,0.112,-1.007
1667907628525,2022-11-08T13:40:28.525,3.208,0.094,0.106,-1.004
1667907628566,2022-11-08T13:40:28.566,3.249,0.094,0.099,-1.005
1667907628607,2022-11-08T13:40:28.607,3.290,0.098,0.109,-1.004
1667907628647,2022-11-08T13:40:28.647,3.330,0.106,0.108,-1.007
1667907628688,2022-11-08T13:40:28.688,3.371,0.096,0.108,-1.004
1667907628729,2022-11-08T13:40:28.729,3.412,0.096,0.104,-1.005
1667907628770,2022-11-08T13:40:28.770,3.453,0.099,0.106,-1.007
1667907628809,2022-11-08T13:40:28.809,3.492,0.099,0.108,-1.006
1667907628850,2022-11-08T13:40:28.850,3.533,0.100,0.107,-1.007
1667907628891,2022-11-08T13:40:28.891,3.574,0.096,0.104,-1.004
1667907628931,2022-11-08T13:40:28.931,3.614,0.098,0.106,-1.004
1667907628972,2022-11-08T13:40:28.972,3.655,0.097,0.105,-1.005
1667907629013,2022-11-08T13:40:29.013,3.696,0.101,0.103,-1.006
1667907629054,2022-11-08T13:40:29.054,3.737,0.090,0.111,-1.003
1667907629093,2022-11-08T13:40:29.093,3.776,0.103,0.101,-1.008
1667907629134,2022-11-08T13:40:29.134,3.817,0.102,0.111,-1.007
1667907629175,2022-11-08T13:40:29.175,3.858,0.098,0.104,-1.006
1667907629216,2022-11-08T13:40:29.216,3.899,0.094,0.099,-1.006
1667907629256,2022-11-08T13:40:29.256,3.939,0.097,0.110,-1.005
1667907629297,2022-11-08T13:40:29.297,3.980,0.104,0.110,-1.008
1667907629338,2022-11-08T13:40:29.338,4.021,0.099,0.102,-1.005
1667907629378,2022-11-08T13:40:29.378,4.061,0.094,0.103,-1.004
1667907629419,2022-11-08T13:40:29.419,4.102,0.101,0.106,-1.006
1667907629460,2022-11-08T13:40:29.460,4.143,0.099,0.109,-1.006
1667907629501,2022-11-08T13:40:29.501,4.184,0.098,0.104,-1.006
1667907629540,2022-11-08T13:40:29.540,4.223,0.098,0.107,-1.004
1667907629581,2022-11-08T13:40:29.581,4.264,0.101,0.107,-1.006
1667907629622,2022-11-08T13:40:29.622,4.305,0.098,0.107,-1.004
1667907629663,2022-11-08T13:40:29.663,4.346,0.095,0.107,-1.004
1667907629703,2022-11-08T13:40:29.703,4.386,0.099,0.104,-1.006
1667907629744,2022-11-08T13:40:29.744,4.427,0.102,0.108,-1.006
1667907629785,2022-11-08T13:40:29.785,4.468,0.098,0.109,-1.004
1667907629826,2022-11-08T13:40:29.826,4.509,0.098,0.104,-1.005
1667907629865,2022-11-08T13:40:29.865,4.548,0.098,0.108,-1.005
1667907629906,2022-11-08T13:40:29.906,4.589,0.101,0.107,-1.006
1667907629947,2022-11-08T13:40:29.947,4.630,0.098,0.106,-1.006
1667907629987,2022-11-08T13:40:29.987,4.670,0.096,0.104,-1.005
1667907630028,2022-11-08T13:40:30.028,4.711,0.099,0.106,-1.006
1667907630069,2022-11-08T13:40:30.069,4.752,0.099,0.111,-1.005
1667907630110,2022-11-08T13:40:30.110,4.793,0.098,0.106,-1.007
1667907630150,2022-11-08T13:40:30.150,4.833,0.097,0.101,-1.006
1667907630191,2022-11-08T13:40:30.191,4.874,0.097,0.107,-1.004
1667907630232,2022-11-08T13:40:30.232,4.915,0.098,0.108,-1.006
1667907630273,2022-11-08T13:40:30.273,4.956,0.102,0.106,-1.007
1667907630312,2022-11-08T13:40:30.312,4.995,0.097,0.104,-1.004
1667907630353,2022-11-08T13:40:30.353,5.036,0.100,0.103,-1.006
1667907630394,2022-11-08T13:40:30.394,5.077,0.097,0.107,-1.005
1667907630434,2022-11-08T13:40:30.434,5.117,0.097,0.100,-1.005
1667907630475,2022-11-08T13:40:30.475,5.158,0.097,0.103,-1.005
1667907630516,2022-11-08T13:40:30.516,5.199,0.100,0.109,-1.006
1667907630557,2022-11-08T13:40:30.557,5.240,0.100,0.103,-1.006
1667907630596,2022-11-08T13:40:30.596,5.279,0.095,0.102,-1.005
1667907630637,2022-11-08T13:40:30.637,5.320,0.098,0.102,-1.006
1667907630678,2022-11-08T13:40:30.678,5.361,0.103,0.106,-1.007
1667907630719,2022-11-08T13:40:30.719,5.402,0.099,0.104,-1.006
1667907630759,2022-11-08T13:40:30.759,5.442,0.093,0.102,-1.005
1667907630800,2022-11-08T13:40:30.800,5.483,0.096,0.102,-1.006
1667907630841,2022-11-08T13:40:30.841,5.524,0.108,0.105,-1.008
1667907630882,2022-11-08T13:40:30.882,5.565,0.100,0.118,-1.003
1667907630922,2022-11-08T13:40:30.922,5.605,0.098,0.106,-1.005
1667907630963,2022-11-08T13:40:30.963,5.646,0.102,0.102,-1.007
1667907631004,2022-11-08T13:40:31.004,5.687,0.094,0.111,-1.004
1667907631043,2022-11-08T13:40:31.043,5.726,0.101,0.107,-1.007
1667907631084,2022-11-08T13:40:31.084,5.767,0.095,0.108,-1.004
1667907631125,2022-11-08T13:40:31.125,5.808,0.095,0.107,-1.005
1667907631166,2022-11-08T13:40:31.166,5.849,0.099,0.110,-1.006
1667907631206,2022-11-08T13:40:31.206,5.889,0.099,0.113,-1.004
1667907631247,2022-11-08T13:40:31.247,5.930,0.101,0.113,-1.006
1667907631288,2022-11-08T13:40:31.288,5.971,0.098,0.111,-1.005
1667907631329,2022-11-08T13:40:31.329,6.012,0.095,0.104,-1.007
1667907631368,2022-11-08T13:40:31.368,6.051,0.090,0.105,-1.005
1667907631409,2022-11-08T13:40:31.409,6.092,0.090,0.105,-1.004
1667907631450,2022-11-08T13:40:31.450,6.133,0.093,0.108,-1.004
1667907631490,2022-11-08T13:40:31.490,6.173,0.095,0.110,-1.005
1667907631531,2022-11-08T13:40:31.531,6.214,0.096,0.109,-1.006
1667907631572,2022-11-08T13:40:31.572,6.255,0.092,0.109,-1.004
1667907631613,2022-11-08T13:40:31.613,6.296,0.093,0.106,-1.006
1667907631653,2022-11-08T13:40:31.653,6.336,0.092,0.108,-1.006
1667907631694,2022-11-08T13:40:31.694,6.377,0.092,0.109,-1.005
1667907631735,2022-11-08T13:40:31.735,6.418,0.092,0.109,-1.005
1667907631776,2022-11-08T13:40:31.776,6.459,0.092,0.111,-1.006
1667907631815,2022-11-08T13:40:31.815,6.498,0.093,0.110,-1.005
1667907631856,2022-11-08T13:40:31.856,6.539,0.091,0.111,-1.005
1667907631897,2022-11-08T13:40:31.897,6.580,0.091,0.110,-1.006
1667907631938,2022-11-08T13:40:31.938,6.621,0.092,0.109,-1.006
1667907631978,2022-11-08T13:40:31.978,6.661,0.091,0.110,-1.006
1667907632019,2022-11-08T13:40:32.019,6.702,0.090,0.110,-1.004
1667907632060,2022-11-08T13:40:32.060,6.743,0.090,0.109,-1.005
1667907632099,2022-11-08T13:40:32.099,6.782,0.091,0.110,-1.005
1667907632140,2022-11-08T13:40:32.140,6.823,0.090,0.111,-1.005
1667907632181,2022-11-08T13:40:32.181,6.864,0.091,0.110,-1.008
1667907632222,2022-11-08T13:40:32.222,6.905,0.090,0.111,-1.005
1667907632262,2022-11-08T13:40:32.262,6.945,0.091,0.111,-1.005
1667907632303,2022-11-08T13:40:32.303,6.986,0.088,0.109,-1.004
1667907632344,2022-11-08T13:40:32.344,7.027,0.089,0.110,-1.005
1667907632385,2022-11-08T13:40:32.385,7.068,0.090,0.111,-1.005
1667907632425,2022-11-08T13:40:32.425,7.108,0.088,0.110,-1.005
1667907632466,2022-11-08T13:40:32.466,7.149,0.087,0.113,-1.005
1667907632507,2022-11-08T13:40:32.507,7.190,0.090,0.112,-1.006
1667907632546,2022-11-08T13:40:32.546,7.229,0.091,0.112,-1.006
1667907632587,2022-11-08T13:40:32.587,7.270,0.089,0.110,-1.006
1667907632628,2022-11-08T13:40:32.628,7.311,0.088,0.108,-1.005
1667907632669,2022-11-08T13:40:32.669,7.352,0.089,0.110,-1.005
1667907632709,2022-11-08T13:40:32.709,7.392,0.092,0.109,-1.006
1667907632750,2022-11-08T13:40:32.750,7.433,0.088,0.109,-1.005
1667907632791,2022-11-08T13:40:32.791,7.474,0.090,0.108,-1.005
1667907632832,2022-11-08T13:40:32.832,7.515,0.089,0.112,-1.006
1667907632871,2022-11-08T13:40:32.871,7.554,0.090,0.110,-1.007
1667907632912,2022-11-08T13:40:32.912,7.595,0.090,0.110,-1.005
1667907632953,2022-11-08T13:40:32.953,7.636,0.089,0.111,-1.004
1667907632994,2022-11-08T13:40:32.994,7.677,0.091,0.110,-1.005
1667907633034,2022-11-08T13:40:33.034,7.717,0.089,0.111,-1.006
1667907633075,2022-11-08T13:40:33.075,7.758,0.088,0.110,-1.005
1667907633116,2022-11-08T13:40:33.116,7.799,0.090,0.111,-1.005
1667907633155,2022-11-08T13:40:33.155,7.838,0.090,0.112,-1.006
1667907633196,2022-11-08T13:40:33.196,7.879,0.092,0.111,-1.006
1667907633237,2022-11-08T13:40:33.237,7.920,0.090,0.112,-1.004
1667907633279,2022-11-08T13:40:33.279,7.962,0.089,0.109,-1.006
1667907633318,2022-11-08T13:40:33.318,8.001,0.089,0.109,-1.006
1667907633359,2022-11-08T13:40:33.359,8.042,0.089,0.112,-1.006
1667907633400,2022-11-08T13:40:33.400,8.083,0.091,0.109,-1.007
1667907633441,2022-11-08T13:40:33.441,8.124,0.090,0.111,-1.006
1667907633481,2022-11-08T13:40:33.481,8.164,0.087,0.110,-1.004
1667907633522,2022-11-08T13:40:33.522,8.205,0.088,0.111,-1.005
1667907633563,2022-11-08T13:40:33.563,8.246,0.094,0.112,-1.007
1667907633604,2022-11-08T13:40:33.604,8.287,0.088,0.112,-1.005
1667907633643,2022-11-08T13:40:33.643,8.326,0.088,0.103,-1.006
1667907633684,2022-11-08T13:40:33.684,8.367,0.089,0.111,-1.005
1667907633725,2022-11-08T13:40:33.725,8.408,0.092,0.113,-1.005
1667907633765,2022-11-08T13:40:33.765,8.448,0.089,0.105,-1.005
1667907633806,2022-11-08T13:40:33.806,8.489,0.086,0.110,-1.005
1667907633847,2022-11-08T13:40:33.847,8.530,0.091,0.108,-1.007
1667907633888,2022-11-08T13:40:33.888,8.571,0.091,0.110,-1.006
1667907633927,2022-11-08T13:40:33.927,8.610,0.092,0.111,-1.006
1667907633968,2022-11-08T13:40:33.968,8.651,0.086,0.109,-1.004
1667907634009,2022-11-08T13:40:34.009,8.692,0.090,0.105,-1.008
1667907634050,2022-11-08T13:40:34.050,8.733,0.095,0.114,-1.006
1667907634090,2022-11-08T13:40:34.090,8.773,0.090,0.111,-1.004
1667907634131,2022-11-08T13:40:34.131,8.814,0.088,0.104,-1.004
1667907634172,2022-11-08T13:40:34.172,8.855,0.091,0.111,-1.005
1667907634212,2022-11-08T13:40:34.212,8.895,0.095,0.110,-1.008
1667907634253,2022-11-08T13:40:34.253,8.936,0.087,0.109,-1.004
1667907634294,2022-11-08T13:40:34.294,8.977,0.088,0.101,-1.005
1667907634335,2022-11-08T13:40:34.335,9.018,0.089,0.112,-1.004
1667907634374,2022-11-08T13:40:34.374,9.057,0.092,0.112,-1.006
1667907634415,2022-11-08T13:40:34.415,9.098,0.093,0.106,-1.005
1667907634456,2022-11-08T13:40:34.456,9.139,0.086,0.108,-1.004
1667907634497,2022-11-08T13:40:34.497,9.180,0.093,0.101,-1.007
1667907634537,2022-11-08T13:40:34.537,9.220,0.092,0.112,-1.006
1667907634578,2022-11-08T13:40:34.578,9.261,0.092,0.106,-1.005
1667907634619,2022-11-08T13:40:34.619,9.302,0.088,0.108,-1.005
1667907634658,2022-11-08T13:40:34.658,9.341,0.088,0.107,-1.005
1667907634699,2022-11-08T13:40:34.699,9.382,0.088,0.106,-1.006
1667907634740,2022-11-08T13:40:34.740,9.423,0.096,0.111,-1.007
1667907634781,2022-11-08T13:40:34.781,9.464,0.106,0.127,-1.006
1667907634821,2022-11-08T13:40:34.821,9.504,0.096,0.114,-1.005
1667907634862,2022-11-08T13:40:34.862,9.545,0.092,0.101,-1.005
1667907634903,2022-11-08T13:40:34.903,9.586,0.086,0.111,-1.003
1667907634944,2022-11-08T13:40:34.944,9.627,0.095,0.104,-1.007
1667907634984,2022-11-08T13:40:34.984,9.667,0.092,0.115,-1.004
1667907635025,2022-11-08T13:40:35.025,9.708,0.094,0.110,-1.005
1667907635066,2022-11-08T13:40:35.066,9.749,0.094,0.115,-1.004
1667907635107,2022-11-08T13:40:35.107,9.790,0.094,0.109,-1.004
1667907635146,2022-11-08T13:40:35.146,9.829,0.091,0.107,-1.003
1667907635187,2022-11-08T13:40:35.187,9.870,0.099,0.117,-1.006
1667907635228,2022-11-08T13:40:35.228,9.911,0.103,0.111,-1.007
1667907635268,2022-11-08T13:40:35.268,9.951,0.089,0.111,-1.006
1667907635309,2022-11-08T13:40:35.309,9.992,0.093,0.111,-1.004
1667907635350,2022-11-08T13:40:35.350,10.033,0.096,0.109,-1.005
1667907635391,2022-11-08T13:40:35.391,10.074,0.089,0.114,-1.003
1667907635430,2022-11-08T13:40:35.430,10.113,0.098,0.116,-1.005
1667907635471,2022-11-08T13:40:35.471,10.154,0.104,0.121,-1.005
1667907635512,2022-11-08T13:40:35.512,10.195,0.100,0.120,-1.004
1667907635553,2022-11-08T13:40:35.553,10.236,0.093,0.109,-1.005
1667907635593,2022-11-08T13:40:35.593,10.276,0.090,0.113,-1.002
1667907635634,2022-11-08T13:40:35.634,10.317,0.096,0.109,-1.005
1667907635675,2022-11-08T13:40:35.675,10.358,0.094,0.113,-1.005
1667907635715,2022-11-08T13:40:35.715,10.398,0.092,0.108,-1.004
1667907635756,2022-11-08T13:40:35.756,10.439,0.093,0.113,-1.004
1667907635797,2022-11-08T13:40:35.797,10.480,0.092,0.111,-1.004
1667907635838,2022-11-08T13:40:35.838,10.521,0.095,0.108,-1.006
1667907635877,2022-11-08T13:40:35.877,10.560,0.094,0.106,-1.005
1667907635918,2022-11-08T13:40:35.918,10.601,0.095,0.108,-1.006
1667907635959,2022-11-08T13:40:35.959,10.642,0.096,0.110,-1.006
1667907636000,2022-11-08T13:40:36.000,10.683,0.095,0.109,-1.005
1667907636040,2022-11-08T13:40:36.040,10.723,0.095,0.107,-1.005
1667907636081,2022-11-08T13:40:36.081,10.764,0.094,0.108,-1.006
1667907636122,2022-11-08T13:40:36.122,10.805,0.098,0.109,-1.006
1667907636161,2022-11-08T13:40:36.161,10.844,0.095,0.108,-1.006
1667907636202,2022-11-08T13:40:36.202,10.885,0.093,0.106,-1.007
1667907636243,2022-11-08T13:40:36.243,10.926,0.092,0.106,-1.005
1667907636284,2022-11-08T13:40:36.284,10.967,0.096,0.109,-1.007
1667907636324,2022-11-08T13:40:36.324,11.007,0.097,0.111,-1.006
1667907636365,2022-11-08T13:40:36.365,11.048,0.096,0.109,-1.005
1667907636406,2022-11-08T13:40:36.406,11.089,0.097,0.107,-1.005
1667907636447,2022-11-08T13:40:36.447,11.130,0.097,0.107,-1.005
1667907636487,2022-11-08T13:40:36.487,11.170,0.096,0.106,-1.005
1667907636528,2022-11-08T13:40:36.528,11.211,0.094,0.107,-1.005
1667907636569,2022-11-08T13:40:36.569,11.252,0.097,0.108,-1.005
1667907636610,2022-11-08T13:40:36.610,11.293,0.097,0.107,-1.005
1667907636649,2022-11-08T13:40:36.649,11.332,0.096,0.109,-1.006
1667907636690,2022-11-08T13:40:36.690,11.373,0.098,0.108,-1.006
1667907636731,2022-11-08T13:40:36.731,11.414,0.097,0.109,-1.006
1667907636771,2022-11-08T13:40:36.771,11.454,0.097,0.109,-1.005
1667907636812,2022-11-08T13:40:36.812,11.495,0.095,0.106,-1.006
1667907636853,2022-11-08T13:40:36.853,11.536,0.096,0.107,-1.005
1667907636894,2022-11-08T13:40:36.894,11.577,0.097,0.108,-1.006
1667907636933,2022-11-08T13:40:36.933,11.616,0.098,0.109,-1.004
1667907636974,2022-11-08T13:40:36.974,11.657,0.098,0.109,-1.005
1667907637015,2022-11-08T13:40:37.015,11.698,0.097,0.108,-1.005
1667907637056,2022-11-08T13:40:37.056,11.739,0.098,0.109,-1.006
1667907637096,2022-11-08T13:40:37.096,11.779,0.099,0.109,-1.006
1667907637137,2022-11-08T13:40:37.137,11.820,0.097,0.109,-1.005
1667907637178,2022-11-08T13:40:37.178,11.861,0.096,0.108,-1.003
1667907637217,2022-11-08T13:40:37.217,11.900,0.098,0.112,-1.004
1667907637258,2022-11-08T13:40:37.258,11.941,0.100,0.110,-1.006
1667907637300,2022-11-08T13:40:37.300,11.983,0.097,0.108,-1.005
1667907637341,2022-11-08T13:40:37.341,12.024,0.095,0.109,-1.004
1667907637380,2022-11-08T13:40:37.380,12.063,0.097,0.109,-1.005
1667907637421,2022-11-08T13:40:37.421,12.104,0.098,0.111,-1.004
1667907637462,2022-11-08T13:40:37.462,12.145,0.098,0.109,-1.004
1667907637503,2022-11-08T13:40:37.503,12.186,0.097,0.109,-1.005
1667907637543,2022-11-08T13:40:37.543,12.226,0.098,0.111,-1.005
1667907637584,2022-11-08T13:40:37.584,12.267,0.100,0.108,-1.006
1667907637625,2022-11-08T13:40:37.625,12.308,0.096,0.109,-1.004
1667907637666,2022-11-08T13:40:37.666,12.349,0.096,0.106,-1.005
1667907637705,2022-11-08T13:40:37.705,12.388,0.099,0.108,-1.005
1667907637746,2022-11-08T13:40:37.746,12.429,0.100,0.109,-1.004
1667907637787,2022-11-08T13:40:37.787,12.470,0.098,0.109,-1.004
1667907637827,2022-11-08T13:40:37.827,12.510,0.096,0.109,-1.005
1667907637868,2022-11-08T13:40:37.868,12.551,0.098,0.106,-1.005
1667907637909,2022-11-08T13:40:37.909,12.592,0.098,0.108,-1.006
1667907637950,2022-11-08T13:40:37.950,12.633,0.100,0.106,-1.006
1667907637989,2022-11-08T13:40:37.989,12.672,0.098,0.104,-1.005
1667907638030,2022-11-08T13:40:38.030,12.713,0.099,0.108,-1.005
1667907638071,2022-11-08T13:40:38.071,12.754,0.101,0.106,-1.006
1667907638112,2022-11-08T13:40:38.112,12.795,0.098,0.108,-1.004
1667907638152,2022-11-08T13:40:38.152,12.835,0.098,0.106,-1.006
1667907638193,2022-11-08T13:40:38.193,12.876,0.101,0.108,-1.005
1667907638234,2022-11-08T13:40:38.234,12.917,0.104,0.111,-1.005
1667907638274,2022-11-08T13:40:38.274,12.957,0.100,0.105,-1.006
1667907638315,2022-11-08T13:40:38.315,12.998,0.098,0.106,-1.005
1667907638356,2022-11-08T13:40:38.356,13.039,0.103,0.105,-1.006
1667907638397,2022-11-08T13:40:38.397,13.080,0.105,0.106,-1.005
1667907638436,2022-11-08T13:40:38.436,13.119,0.103,0.104,-1.005
1667907638477,2022-11-08T13:40:38.477,13.160,0.101,0.104,-1.004
1667907638518,2022-11-08T13:40:38.518,13.201,0.101,0.101,-1.005
1667907638559,2022-11-08T13:40:38.559,13.242,0.102,0.104,-1.005
1667907638599,2022-11-08T13:40:38.599,13.282,0.103,0.106,-1.005
1667907638640,2022-11-08T13:40:38.640,13.323,0.104,0.103,-1.005
1667907638681,2022-11-08T13:40:38.681,13.364,0.103,0.104,-1.005
1667907638722,2022-11-08T13:40:38.722,13.405,0.104,0.104,-1.005
1667907638761,2022-11-08T13:40:38.761,13.444,0.104,0.105,-1.006
1667907638802,2022-11-08T13:40:38.802,13.485,0.103,0.104,-1.005
1667907638843,2022-11-08T13:40:38.843,13.526,0.102,0.103,-1.005
1667907638883,2022-11-08T13:40:38.883,13.566,0.103,0.107,-1.004
1667907638924,2022-11-08T13:40:38.924,13.607,0.105,0.107,-1.005
1667907638965,2022-11-08T13:40:38.965,13.648,0.104,0.109,-1.006
1667907639006,2022-11-08T13:40:39.006,13.689,0.102,0.107,-1.007
1667907639046,2022-11-08T13:40:39.046,13.729,0.105,0.108,-0.999
1667907639087,2022-11-08T13:40:39.087,13.770,0.105,0.112,-1.004
1667907639128,2022-11-08T13:40:39.128,13.811,0.104,0.108,-1.005
1667907639169,2022-11-08T13:40:39.169,13.852,0.105,0.109,-1.003
1667907639208,2022-11-08T13:40:39.208,13.891,0.103,0.110,-1.004
1667907639249,2022-11-08T13:40:39.249,13.932,0.104,0.111,-1.006
1667907639290,2022-11-08T13:40:39.290,13.973,0.103,0.106,-1.004
1667907639330,2022-11-08T13:40:39.330,14.013,0.099,0.112,-1.001
1667907639371,2022-11-08T13:40:39.371,14.054,0.109,0.113,-1.007
1667907639412,2022-11-08T13:40:39.412,14.095,0.106,0.110,-1.005
1667907639453,2022-11-08T13:40:39.453,14.136,0.095,0.104,-1.004
1667907639492,2022-11-08T13:40:39.492,14.175,0.100,0.103,-1.005
1667907639533,2022-11-08T13:40:39.533,14.216,0.103,0.117,-1.004
1667907639574,2022-11-08T13:40:39.574,14.257,0.109,0.109,-1.007
1667907639615,2022-11-08T13:40:39.615,14.298,0.100,0.115,-1.002
1667907639655,2022-11-08T13:40:39.655,14.338,0.103,0.099,-1.004
1667907639696,2022-11-08T13:40:39.696,14.379,0.103,0.119,-1.002
1667907639737,2022-11-08T13:40:39.737,14.420,0.110,0.112,-1.007
1667907639778,2022-11-08T13:40:39.778,14.461,0.106,0.105,-1.007
1667907639818,2022-11-08T13:40:39.818,14.501,0.090,0.108,-1.002
1667907639859,2022-11-08T13:40:39.859,14.542,0.099,0.101,-1.004
1667907639900,2022-11-08T13:40:39.900,14.583,0.109,0.111,-1.007
1667907639939,2022-11-08T13:40:39.939,14.622,0.106,0.121,-1.004
1667907639980,2022-11-08T13:40:39.980,14.663,0.105,0.105,-1.006
1667907640021,2022-11-08T13:40:40.021,14.704,0.098,0.110,-1.003
1667907640062,2022-11-08T13:40:40.062,14.745,0.099,0.111,-1.003
1667907640102,2022-11-08T13:40:40.102,14.785,0.107,0.108,-1.006
1667907640143,2022-11-08T13:40:40.143,14.826,0.102,0.116,-1.004
