epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1668026194121,2022-11-09T22.36.34.121,3.287,-0.122,-0.976,-0.823
1668026194162,2022-11-09T22.36.34.162,3.328,-0.305,-0.396,-0.030
1668026194201,2022-11-09T22.36.34.201,3.367,-0.701,-0.122,0.427
1668026194241,2022-11-09T22.36.34.241,3.407,-0.549,-0.488,0.152
1668026194281,2022-11-09T22.36.34.281,3.447,-0.061,-0.884,-0.396
1668026194320,2022-11-09T22.36.34.320,3.486,0.213,-0.884,-1.189
1668026194360,2022-11-09T22.36.34.360,3.526,1.646,-0.701,-1.829
1668026194399,2022-11-09T22.36.34.399,3.565,2.012,-0.579,-1.829
1668026194439,2022-11-09T22.36.34.439,3.605,1.402,-0.762,-1.524
1668026194478,2022-11-09T22.36.34.478,3.644,1.555,-0.640,-0.732
1668026194518,2022-11-09T22.36.34.518,3.684,1.098,-0.732,0.122
1668026194557,2022-11-09T22.36.34.557,3.723,0.732,-0.183,1.006
1668026194597,2022-11-09T22.36.34.597,3.763,0.488,-0.579,0.579
1668026194637,2022-11-09T22.36.34.637,3.803,1.799,-1.250,0.244
1668026194676,2022-11-09T22.36.34.676,3.842,-0.122,-2.134,0.976
1668026194716,2022-11-09T22.36.34.716,3.882,-2.805,-2.409,2.226
1668026194755,2022-11-09T22.36.34.755,3.921,-5.000,-1.860,2.835
1668026194795,2022-11-09T22.36.34.795,3.961,-5.915,-0.762,2.104
1668026194834,2022-11-09T22.36.34.834,4.000,-5.701,0.000,1.646
1668026194874,2022-11-09T22.36.34.874,4.040,-8.079,0.915,1.402
1668026194913,2022-11-09T22.36.34.913,4.079,-8.963,2.409,1.159
1668026194953,2022-11-09T22.36.34.953,4.119,-9.726,2.927,0.732
1668026194994,2022-11-09T22.36.34.994,4.160,-5.823,0.793,0.152
1668026195034,2022-11-09T22.36.35.034,4.200,-0.884,-0.396,1.037
1668026195073,2022-11-09T22.36.35.073,4.239,-1.311,-0.030,1.890
1668026195113,2022-11-09T22.36.35.113,4.279,-1.646,-0.366,1.982
1668026195152,2022-11-09T22.36.35.152,4.318,0.030,-1.037,0.549
1668026195192,2022-11-09T22.36.35.192,4.358,0.976,-0.823,-1.037
1668026195231,2022-11-09T22.36.35.231,4.397,1.311,-0.457,-1.738
1668026195271,2022-11-09T22.36.35.271,4.437,1.280,-0.732,-1.372
1668026195310,2022-11-09T22.36.35.310,4.476,0.488,-0.854,-0.366
1668026195350,2022-11-09T22.36.35.350,4.516,-0.366,-0.701,0.854
1668026195389,2022-11-09T22.36.35.389,4.555,-1.524,-0.762,1.585
1668026195429,2022-11-09T22.36.35.429,4.595,-2.012,-1.555,1.860
1668026195469,2022-11-09T22.36.35.469,4.635,-2.561,-2.195,1.799
1668026195508,2022-11-09T22.36.35.508,4.674,-2.622,-1.921,1.311
1668026195548,2022-11-09T22.36.35.548,4.714,-1.098,-1.280,1.159
1668026195587,2022-11-09T22.36.35.587,4.753,-1.555,-0.640,0.884
1668026195627,2022-11-09T22.36.35.627,4.793,-2.652,-0.183,0.457
1668026195666,2022-11-09T22.36.35.666,4.832,-1.646,-0.396,0.152
1668026195706,2022-11-09T22.36.35.706,4.872,-0.518,-0.793,0.244
1668026195745,2022-11-09T22.36.35.745,4.911,-1.098,-0.793,0.244
1668026195785,2022-11-09T22.36.35.785,4.951,-0.671,-0.732,0.366
1668026195826,2022-11-09T22.36.35.826,4.992,-0.122,-0.579,0.488
1668026195866,2022-11-09T22.36.35.866,5.032,-1.402,-0.579,0.274
1668026195905,2022-11-09T22.36.35.905,5.071,-0.823,-0.518,0.274
1668026195945,2022-11-09T22.36.35.945,5.111,-0.915,-0.335,0.274
1668026195984,2022-11-09T22.36.35.984,5.150,-0.945,-0.244,0.152
1668026196024,2022-11-09T22.36.36.024,5.190,-0.915,-0.061,0.091
1668026196063,2022-11-09T22.36.36.063,5.229,-0.793,-0.061,0.091
1668026196103,2022-11-09T22.36.36.103,5.269,-0.518,-0.152,-0.152
1668026196142,2022-11-09T22.36.36.142,5.308,-0.152,-0.091,-0.213
1668026196182,2022-11-09T22.36.36.182,5.348,-0.061,0.000,-0.152
1668026196222,2022-11-09T22.36.36.222,5.388,-0.213,0.030,0.030
1668026196261,2022-11-09T22.36.36.261,5.427,-0.335,-0.183,-0.061
1668026196301,2022-11-09T22.36.36.301,5.467,0.244,-0.213,0.183
1668026196340,2022-11-09T22.36.36.340,5.506,-0.579,-0.152,0.488
1668026196380,2022-11-09T22.36.36.380,5.546,0.854,-0.061,0.244
1668026196419,2022-11-09T22.36.36.419,5.585,0.823,-0.488,0.183
1668026196459,2022-11-09T22.36.36.459,5.625,-0.915,-0.518,0.061
1668026196498,2022-11-09T22.36.36.498,5.664,1.037,-0.152,0.274
1668026196538,2022-11-09T22.36.36.538,5.704,0.396,-0.488,0.366
1668026196577,2022-11-09T22.36.36.577,5.743,-0.427,-0.518,0.518
1668026196617,2022-11-09T22.36.36.617,5.783,-0.122,-0.457,0.610
1668026196658,2022-11-09T22.36.36.658,5.824,-0.793,-0.518,0.396
1668026196698,2022-11-09T22.36.36.698,5.864,-0.732,-0.518,0.152
1668026196737,2022-11-09T22.36.36.737,5.903,-0.122,-0.366,0.091
1668026196777,2022-11-09T22.36.36.777,5.943,-0.244,-0.427,0.335
1668026196816,2022-11-09T22.36.36.816,5.982,-0.701,-0.366,0.793
1668026196856,2022-11-09T22.36.36.856,6.022,-1.006,-0.061,1.707
1668026196895,2022-11-09T22.36.36.895,6.061,-0.030,-0.091,1.159
1668026196935,2022-11-09T22.36.36.935,6.101,1.280,-0.335,0.701
1668026196974,2022-11-09T22.36.36.974,6.140,-0.915,-0.518,0.152
1668026197014,2022-11-09T22.36.37.014,6.180,0.579,-0.213,-0.183
1668026197054,2022-11-09T22.36.37.054,6.220,1.341,-0.213,-0.457
1668026197093,2022-11-09T22.36.37.093,6.259,0.091,-0.366,-0.762
1668026197133,2022-11-09T22.36.37.133,6.299,1.098,-0.274,-0.823
1668026197172,2022-11-09T22.36.37.172,6.338,0.732,-0.183,-0.762
1668026197212,2022-11-09T22.36.37.212,6.378,-0.549,-0.122,-0.396
1668026197251,2022-11-09T22.36.37.251,6.417,-0.549,-0.030,-0.122
1668026197291,2022-11-09T22.36.37.291,6.457,-0.335,-0.061,0.244
1668026197330,2022-11-09T22.36.37.330,6.496,-0.915,-0.030,0.671
1668026197370,2022-11-09T22.36.37.370,6.536,-0.579,-0.091,0.762
1668026197410,2022-11-09T22.36.37.410,6.576,-0.549,-0.030,0.518
1668026197449,2022-11-09T22.36.37.449,6.615,-0.488,-0.122,0.030
1668026197489,2022-11-09T22.36.37.489,6.655,0.396,-0.183,-0.274
1668026197530,2022-11-09T22.36.37.530,6.696,0.366,-0.183,-0.457
1668026197569,2022-11-09T22.36.37.569,6.735,-0.091,-0.061,-0.579
1668026197609,2022-11-09T22.36.37.609,6.775,-0.183,0.091,-0.305
1668026197648,2022-11-09T22.36.37.648,6.814,-0.610,0.091,-0.122
1668026197688,2022-11-09T22.36.37.688,6.854,-0.518,-0.091,0.000
1668026197727,2022-11-09T22.36.37.727,6.893,-0.640,0.030,-0.122
1668026197767,2022-11-09T22.36.37.767,6.933,-0.396,-0.122,-0.061
1668026197806,2022-11-09T22.36.37.806,6.972,-0.732,-0.244,-0.030
1668026197846,2022-11-09T22.36.37.846,7.012,-0.610,-0.152,-0.061
1668026197886,2022-11-09T22.36.37.886,7.052,-0.457,0.030,0.091
1668026197925,2022-11-09T22.36.37.925,7.091,-0.762,0.030,0.122
1668026197965,2022-11-09T22.36.37.965,7.131,-0.488,0.091,0.244
1668026198004,2022-11-09T22.36.38.004,7.170,-0.427,0.091,0.335
1668026198044,2022-11-09T22.36.38.044,7.210,-0.701,-0.091,0.244
1668026198083,2022-11-09T22.36.38.083,7.249,-0.366,-0.274,-0.030
1668026198123,2022-11-09T22.36.38.123,7.289,0.091,-0.335,-0.366
1668026198162,2022-11-09T22.36.38.162,7.328,-0.274,-0.396,-0.335
1668026198202,2022-11-09T22.36.38.202,7.368,-0.610,-0.274,-0.305
1668026198242,2022-11-09T22.36.38.242,7.408,-0.488,0.244,-0.091
1668026198281,2022-11-09T22.36.38.281,7.447,-0.396,0.366,0.244
1668026198321,2022-11-09T22.36.38.321,7.487,-0.366,-0.030,0.427
1668026198362,2022-11-09T22.36.38.362,7.528,-0.244,-0.305,0.366
1668026198401,2022-11-09T22.36.38.401,7.567,0.274,-0.335,0.091
1668026198441,2022-11-09T22.36.38.441,7.607,0.274,-0.335,-0.183
1668026198480,2022-11-09T22.36.38.480,7.646,-0.152,-0.152,-0.427
1668026198520,2022-11-09T22.36.38.520,7.686,0.122,-0.061,-0.488
1668026198559,2022-11-09T22.36.38.559,7.725,-0.061,-0.122,-0.305
1668026198599,2022-11-09T22.36.38.599,7.765,-0.427,-0.091,-0.122
1668026198639,2022-11-09T22.36.38.639,7.805,-0.274,0.000,0.061
1668026198678,2022-11-09T22.36.38.678,7.844,-0.213,-0.122,0.244
1668026198718,2022-11-09T22.36.38.718,7.884,-0.457,-0.244,0.305
1668026198757,2022-11-09T22.36.38.757,7.923,-0.122,-0.183,0.274
1668026198797,2022-11-09T22.36.38.797,7.963,-0.091,-0.061,0.244
1668026198836,2022-11-09T22.36.38.836,8.002,-0.122,-0.122,0.305
1668026198876,2022-11-09T22.36.38.876,8.042,0.122,-0.305,0.244
1668026198915,2022-11-09T22.36.38.915,8.081,0.457,-0.366,0.091
1668026198955,2022-11-09T22.36.38.955,8.121,0.579,-0.244,0.030
1668026198994,2022-11-09T22.36.38.994,8.160,0.152,-0.122,0.030
1668026199034,2022-11-09T22.36.39.034,8.200,-0.640,-0.213,0.152
1668026199074,2022-11-09T22.36.39.074,8.240,-0.335,-0.274,0.183
1668026199113,2022-11-09T22.36.39.113,8.279,-0.366,-0.305,0.305
1668026199153,2022-11-09T22.36.39.153,8.319,-0.518,-0.152,0.427
1668026199192,2022-11-09T22.36.39.192,8.358,-0.183,0.061,0.396
1668026199233,2022-11-09T22.36.39.233,8.399,-0.213,0.000,0.274
1668026199273,2022-11-09T22.36.39.273,8.439,-0.274,-0.213,0.152
1668026199312,2022-11-09T22.36.39.312,8.478,-0.213,-0.274,-0.091
1668026199352,2022-11-09T22.36.39.352,8.518,0.000,-0.183,-0.091
1668026199391,2022-11-09T22.36.39.391,8.557,-0.579,-0.183,0.061
1668026199431,2022-11-09T22.36.39.431,8.597,-0.549,-0.213,0.244
1668026199471,2022-11-09T22.36.39.471,8.637,-0.061,-0.213,0.396
1668026199510,2022-11-09T22.36.39.510,8.676,-0.152,-0.122,0.579
1668026199550,2022-11-09T22.36.39.550,8.716,-0.396,-0.122,0.579
1668026199589,2022-11-09T22.36.39.589,8.755,-0.122,-0.213,0.366
1668026199629,2022-11-09T22.36.39.629,8.795,0.122,-0.396,0.000
1668026199668,2022-11-09T22.36.39.668,8.834,0.396,-0.518,-0.244
1668026199708,2022-11-09T22.36.39.708,8.874,0.305,-0.427,-0.335
1668026199747,2022-11-09T22.36.39.747,8.913,0.030,-0.335,-0.152
1668026199787,2022-11-09T22.36.39.787,8.953,-0.305,-0.305,0.000
1668026199826,2022-11-09T22.36.39.826,8.992,-0.549,-0.061,0.274
1668026199866,2022-11-09T22.36.39.866,9.032,-0.366,0.213,0.854
1668026199906,2022-11-09T22.36.39.906,9.072,-0.366,0.000,1.189
1668026199945,2022-11-09T22.36.39.945,9.111,-0.549,-0.335,0.884
1668026199985,2022-11-09T22.36.39.985,9.151,0.030,-0.457,0.244
1668026200024,2022-11-09T22.36.40.024,9.190,0.549,-0.396,-0.213
1668026200064,2022-11-09T22.36.40.064,9.230,0.579,-0.274,-0.457
1668026200105,2022-11-09T22.36.40.105,9.271,0.274,-0.152,-0.549
1668026200144,2022-11-09T22.36.40.144,9.310,0.457,-0.122,-0.549
1668026200184,2022-11-09T22.36.40.184,9.350,0.366,-0.152,-0.366
1668026200223,2022-11-09T22.36.40.223,9.389,-0.061,-0.152,-0.152
1668026200263,2022-11-09T22.36.40.263,9.429,0.061,-0.122,0.000
1668026200303,2022-11-09T22.36.40.303,9.469,-0.091,-0.061,0.213
1668026200342,2022-11-09T22.36.40.342,9.508,-0.091,-0.061,0.366
1668026200382,2022-11-09T22.36.40.382,9.548,-0.091,-0.061,0.427
1668026200421,2022-11-09T22.36.40.421,9.587,0.091,-0.213,0.335
1668026200461,2022-11-09T22.36.40.461,9.627,0.427,-0.488,0.091
1668026200500,2022-11-09T22.36.40.500,9.666,0.366,-0.579,-0.030
1668026200540,2022-11-09T22.36.40.540,9.706,-0.152,-0.427,-0.091
1668026200579,2022-11-09T22.36.40.579,9.745,-0.152,-0.335,0.122
1668026200619,2022-11-09T22.36.40.619,9.785,-0.640,-0.091,0.335
1668026200659,2022-11-09T22.36.40.659,9.825,-0.793,0.213,0.610
1668026200698,2022-11-09T22.36.40.698,9.864,-0.488,0.061,0.793
1668026200738,2022-11-09T22.36.40.738,9.904,-0.427,-0.213,0.823
1668026200777,2022-11-09T22.36.40.777,9.943,-0.366,-0.305,0.579
1668026200817,2022-11-09T22.36.40.817,9.983,-0.030,-0.335,0.305
1668026200856,2022-11-09T22.36.40.856,10.022,-0.030,-0.366,0.030
1668026200896,2022-11-09T22.36.40.896,10.062,-0.122,-0.457,-0.183
1668026200935,2022-11-09T22.36.40.935,10.101,0.244,-0.305,-0.244
1668026200976,2022-11-09T22.36.40.976,10.142,0.061,-0.152,-0.091
1668026201016,2022-11-09T22.36.41.016,10.182,-0.427,-0.061,0.091
1668026201055,2022-11-09T22.36.41.055,10.221,-0.091,-0.030,0.152
1668026201095,2022-11-09T22.36.41.095,10.261,-0.030,-0.061,0.122
1668026201135,2022-11-09T22.36.41.135,10.301,0.091,-0.152,-0.030
1668026201174,2022-11-09T22.36.41.174,10.340,0.244,-0.366,-0.213
1668026201214,2022-11-09T22.36.41.214,10.380,-0.122,-0.335,-0.274
1668026201253,2022-11-09T22.36.41.253,10.419,0.213,-0.122,-0.244
1668026201293,2022-11-09T22.36.41.293,10.459,-0.091,0.152,-0.091
1668026201332,2022-11-09T22.36.41.332,10.498,-0.640,0.335,0.122
1668026201372,2022-11-09T22.36.41.372,10.538,-0.274,0.122,0.366
1668026201411,2022-11-09T22.36.41.411,10.577,-0.457,-0.213,0.305
1668026201451,2022-11-09T22.36.41.451,10.617,-0.488,-0.122,0.183
1668026201491,2022-11-09T22.36.41.491,10.657,-0.030,0.061,0.213
1668026201530,2022-11-09T22.36.41.530,10.696,-0.457,-0.061,0.244
1668026201570,2022-11-09T22.36.41.570,10.736,-0.610,-0.152,0.122
1668026201609,2022-11-09T22.36.41.609,10.775,-0.183,-0.183,0.091
1668026201649,2022-11-09T22.36.41.649,10.815,-0.274,-0.305,0.122
1668026201688,2022-11-09T22.36.41.688,10.854,-0.823,-0.274,0.061
1668026201728,2022-11-09T22.36.41.728,10.894,-0.579,-0.030,0.030
1668026201767,2022-11-09T22.36.41.767,10.933,-0.335,0.030,0.213
1668026201808,2022-11-09T22.36.41.808,10.974,-0.762,-0.152,0.549
1668026201848,2022-11-09T22.36.41.848,11.014,-0.884,-0.335,0.732
1668026201888,2022-11-09T22.36.41.888,11.054,-0.549,-0.488,0.579
1668026201927,2022-11-09T22.36.41.927,11.093,-0.457,-0.610,0.274
1668026201967,2022-11-09T22.36.41.967,11.133,-0.183,-0.396,0.122
1668026202006,2022-11-09T22.36.42.006,11.172,0.061,-0.152,0.122
1668026202046,2022-11-09T22.36.42.046,11.212,-0.152,-0.091,0.183
1668026202085,2022-11-09T22.36.42.085,11.251,-0.030,-0.152,0.366
1668026202125,2022-11-09T22.36.42.125,11.291,-0.091,-0.305,0.427
1668026202164,2022-11-09T22.36.42.164,11.330,0.183,-0.366,0.457
1668026202204,2022-11-09T22.36.42.204,11.370,0.000,-0.396,0.335
1668026202243,2022-11-09T22.36.42.243,11.409,-0.091,-0.488,0.152
1668026202283,2022-11-09T22.36.42.283,11.449,0.122,-0.244,0.061
1668026202323,2022-11-09T22.36.42.323,11.489,0.396,-0.091,0.122
1668026202362,2022-11-09T22.36.42.362,11.528,0.305,-0.030,0.213
1668026202402,2022-11-09T22.36.42.402,11.568,0.305,0.000,0.305
1668026202441,2022-11-09T22.36.42.441,11.607,0.274,-0.152,0.183
1668026202481,2022-11-09T22.36.42.481,11.647,0.244,-0.427,0.061
1668026202520,2022-11-09T22.36.42.520,11.686,0.030,-0.366,0.030
1668026202560,2022-11-09T22.36.42.560,11.726,0.091,-0.183,0.122
1668026202599,2022-11-09T22.36.42.599,11.765,-0.183,-0.244,0.213
1668026202639,2022-11-09T22.36.42.639,11.805,-0.305,-0.305,0.244
1668026202680,2022-11-09T22.36.42.680,11.846,-0.305,-0.122,0.274
1668026202720,2022-11-09T22.36.42.720,11.886,-0.122,0.152,0.366
1668026202759,2022-11-09T22.36.42.759,11.925,-0.427,-0.122,0.274
1668026202799,2022-11-09T22.36.42.799,11.965,-0.091,-0.518,-0.091
1668026202838,2022-11-09T22.36.42.838,12.004,0.396,-0.671,-0.549
1668026202878,2022-11-09T22.36.42.878,12.044,-0.030,-0.305,-0.579
1668026202917,2022-11-09T22.36.42.917,12.083,0.213,-0.091,-0.030
1668026202957,2022-11-09T22.36.42.957,12.123,-0.640,0.152,0.854
1668026202996,2022-11-09T22.36.42.996,12.162,-1.402,-0.030,0.945
1668026203036,2022-11-09T22.36.43.036,12.202,-0.061,-0.183,0.518
1668026203076,2022-11-09T22.36.43.076,12.242,0.274,-0.305,-0.030
1668026203115,2022-11-09T22.36.43.115,12.281,0.518,-0.427,-0.213
1668026203155,2022-11-09T22.36.43.155,12.321,0.244,-0.183,-0.427
1668026203194,2022-11-09T22.36.43.194,12.360,0.640,0.000,-0.488
1668026203234,2022-11-09T22.36.43.234,12.400,0.274,-0.091,-0.610
1668026203273,2022-11-09T22.36.43.273,12.439,0.335,-0.244,-0.579
1668026203313,2022-11-09T22.36.43.313,12.479,0.579,-0.030,-0.427
1668026203352,2022-11-09T22.36.43.352,12.518,0.579,0.030,-0.091
1668026203392,2022-11-09T22.36.43.392,12.558,0.030,-0.274,0.274
1668026203431,2022-11-09T22.36.43.431,12.597,-0.366,-0.366,0.579
1668026203471,2022-11-09T22.36.43.471,12.637,-0.549,-0.183,0.549
1668026203511,2022-11-09T22.36.43.511,12.677,-0.335,-0.213,0.274
1668026203552,2022-11-09T22.36.43.552,12.718,-0.213,-0.335,-0.122
1668026203591,2022-11-09T22.36.43.591,12.757,0.000,-0.457,-0.305
1668026203631,2022-11-09T22.36.43.631,12.797,0.213,-0.366,-0.152
1668026203670,2022-11-09T22.36.43.670,12.836,0.030,-0.061,0.396
1668026203710,2022-11-09T22.36.43.710,12.876,-0.366,0.061,0.945
1668026203749,2022-11-09T22.36.43.749,12.915,-0.305,-0.213,0.945
1668026203789,2022-11-09T22.36.43.789,12.955,-0.366,-0.396,0.366
1668026203828,2022-11-09T22.36.43.828,12.994,0.274,-0.305,-0.183
1668026203868,2022-11-09T22.36.43.868,13.034,0.183,-0.274,-0.305
1668026203908,2022-11-09T22.36.43.908,13.074,-0.610,-0.244,-0.488
1668026203947,2022-11-09T22.36.43.947,13.113,-0.396,0.030,-0.427
1668026203987,2022-11-09T22.36.43.987,13.153,-0.183,0.396,0.061
1668026204026,2022-11-09T22.36.44.026,13.192,-1.006,0.091,0.518
1668026204066,2022-11-09T22.36.44.066,13.232,-0.244,-0.335,0.701
1668026204105,2022-11-09T22.36.44.105,13.271,0.061,-0.366,0.427
1668026204145,2022-11-09T22.36.44.145,13.311,-0.152,-0.244,0.152
1668026204184,2022-11-09T22.36.44.184,13.350,0.549,-0.427,-0.061
1668026204224,2022-11-09T22.36.44.224,13.390,0.305,-0.549,-0.030
1668026204264,2022-11-09T22.36.44.264,13.430,0.000,-0.274,0.274
1668026204303,2022-11-09T22.36.44.303,13.469,0.305,-0.183,0.366
1668026204343,2022-11-09T22.36.44.343,13.509,0.366,-0.213,0.213
1668026204382,2022-11-09T22.36.44.382,13.548,0.091,-0.244,0.061
1668026204423,2022-11-09T22.36.44.423,13.589,0.274,-0.305,0.030
1668026204463,2022-11-09T22.36.44.463,13.629,0.244,-0.366,0.030
1668026204502,2022-11-09T22.36.44.502,13.668,0.030,-0.152,0.091
1668026204542,2022-11-09T22.36.44.542,13.708,0.000,-0.091,0.122
1668026204581,2022-11-09T22.36.44.581,13.747,-0.518,-0.213,0.091
1668026204621,2022-11-09T22.36.44.621,13.787,-0.396,-0.091,0.122
1668026204660,2022-11-09T22.36.44.660,13.826,-0.061,-0.030,0.213
1668026204700,2022-11-09T22.36.44.700,13.866,-0.091,-0.183,0.152
1668026204740,2022-11-09T22.36.44.740,13.906,0.000,-0.274,0.000
1668026204779,2022-11-09T22.36.44.779,13.945,0.305,-0.366,-0.061
1668026204819,2022-11-09T22.36.44.819,13.985,0.152,-0.244,0.061
1668026204858,2022-11-09T22.36.44.858,14.024,-0.457,-0.183,0.122
1668026204898,2022-11-09T22.36.44.898,14.064,-0.091,-0.122,0.183
1668026204937,2022-11-09T22.36.44.937,14.103,-0.335,-0.152,0.274
1668026204977,2022-11-09T22.36.44.977,14.143,-0.366,-0.244,0.335
