epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1668339581064,2022-11-13T13:39:41.064,1.258,-0.195,0.087,-0.992
1668339581105,2022-11-13T13:39:41.105,1.299,-0.199,0.083,-0.989
1668339581146,2022-11-13T13:39:41.146,1.340,-0.196,0.092,-0.993
1668339581186,2022-11-13T13:39:41.186,1.380,-0.192,0.090,-0.996
1668339581227,2022-11-13T13:39:41.227,1.421,-0.197,0.088,-0.991
1668339581268,2022-11-13T13:39:41.268,1.462,-0.194,0.096,-0.992
1668339581309,2022-11-13T13:39:41.309,1.503,-0.194,0.101,-0.994
1668339581348,2022-11-13T13:39:41.348,1.542,-0.197,0.100,-0.991
1668339581389,2022-11-13T13:39:41.389,1.583,-0.195,0.096,-0.992
1668339581431,2022-11-13T13:39:41.431,1.625,-0.193,0.104,-0.992
1668339581472,2022-11-13T13:39:41.472,1.666,-0.190,0.112,-0.994
1668339581511,2022-11-13T13:39:41.511,1.705,-0.192,0.105,-0.991
1668339581552,2022-11-13T13:39:41.552,1.746,-0.192,0.099,-0.992
1668339581593,2022-11-13T13:39:41.593,1.787,-0.192,0.106,-0.991
1668339581633,2022-11-13T13:39:41.633,1.827,-0.193,0.105,-0.990
1668339581674,2022-11-13T13:39:41.674,1.868,-0.196,0.104,-0.988
1668339581715,2022-11-13T13:39:41.715,1.909,-0.201,0.101,-0.989
1668339581756,2022-11-13T13:39:41.756,1.950,-0.195,0.109,-0.991
1668339581795,2022-11-13T13:39:41.795,1.989,-0.198,0.114,-0.988
1668339581836,2022-11-13T13:39:41.836,2.030,-0.193,0.115,-0.992
1668339581877,2022-11-13T13:39:41.877,2.071,-0.197,0.103,-0.989
1668339581918,2022-11-13T13:39:41.918,2.112,-0.200,0.114,-0.984
1668339581958,2022-11-13T13:39:41.958,2.152,-0.196,0.120,-0.989
1668339581999,2022-11-13T13:39:41.999,2.193,-0.200,0.109,-0.987
1668339582040,2022-11-13T13:39:42.040,2.234,-0.201,0.116,-0.986
1668339582079,2022-11-13T13:39:42.079,2.273,-0.201,0.122,-0.987
1668339582120,2022-11-13T13:39:42.120,2.314,-0.191,0.126,-0.990
1668339582161,2022-11-13T13:39:42.161,2.355,-0.192,0.126,-0.990
1668339582202,2022-11-13T13:39:42.202,2.396,-0.214,0.110,-0.981
1668339582242,2022-11-13T13:39:42.242,2.436,-0.208,0.131,-0.982
1668339582283,2022-11-13T13:39:42.283,2.477,-0.194,0.132,-0.988
1668339582324,2022-11-13T13:39:42.324,2.518,-0.176,0.128,-0.994
1668339582365,2022-11-13T13:39:42.365,2.559,-0.178,0.132,-0.992
1668339582405,2022-11-13T13:39:42.405,2.599,-0.187,0.130,-0.987
1668339582446,2022-11-13T13:39:42.446,2.640,-0.192,0.123,-0.985
1668339582487,2022-11-13T13:39:42.487,2.681,-0.191,0.130,-0.987
1668339582528,2022-11-13T13:39:42.528,2.722,-0.189,0.118,-0.988
1668339582567,2022-11-13T13:39:42.567,2.761,-0.183,0.128,-0.990
1668339582608,2022-11-13T13:39:42.608,2.802,-0.184,0.123,-0.989
1668339582649,2022-11-13T13:39:42.649,2.843,-0.182,0.133,-0.987
1668339582689,2022-11-13T13:39:42.689,2.883,-0.181,0.127,-0.989
1668339582730,2022-11-13T13:39:42.730,2.924,-0.179,0.123,-0.989
1668339582771,2022-11-13T13:39:42.771,2.965,-0.179,0.130,-0.991
1668339582812,2022-11-13T13:39:42.812,3.006,-0.179,0.131,-0.991
1668339582851,2022-11-13T13:39:42.851,3.045,-0.176,0.133,-0.990
1668339582892,2022-11-13T13:39:42.892,3.086,-0.175,0.133,-0.990
1668339582933,2022-11-13T13:39:42.933,3.127,-0.170,0.142,-0.990
1668339582974,2022-11-13T13:39:42.974,3.168,-0.173,0.139,-0.991
1668339583014,2022-11-13T13:39:43.014,3.208,-0.171,0.139,-0.989
1668339583055,2022-11-13T13:39:43.055,3.249,-0.171,0.140,-0.989
1668339583096,2022-11-13T13:39:43.096,3.290,-0.173,0.137,-0.988
1668339583137,2022-11-13T13:39:43.137,3.331,-0.173,0.133,-0.990
1668339583177,2022-11-13T13:39:43.177,3.371,-0.174,0.137,-0.989
1668339583218,2022-11-13T13:39:43.218,3.412,-0.169,0.135,-0.992
1668339583259,2022-11-13T13:39:43.259,3.453,-0.169,0.141,-0.990
1668339583298,2022-11-13T13:39:43.298,3.492,-0.168,0.129,-0.992
1668339583339,2022-11-13T13:39:43.339,3.533,-0.166,0.134,-0.991
1668339583380,2022-11-13T13:39:43.380,3.574,-0.166,0.132,-0.992
1668339583421,2022-11-13T13:39:43.421,3.615,-0.166,0.129,-0.993
1668339583461,2022-11-13T13:39:43.461,3.655,-0.163,0.132,-0.993
1668339583502,2022-11-13T13:39:43.502,3.696,-0.166,0.135,-0.991
1668339583543,2022-11-13T13:39:43.543,3.737,-0.163,0.137,-0.992
1668339583584,2022-11-13T13:39:43.584,3.778,-0.162,0.139,-0.992
1668339583623,2022-11-13T13:39:43.623,3.817,-0.166,0.136,-0.991
1668339583664,2022-11-13T13:39:43.664,3.858,-0.167,0.137,-0.992
1668339583705,2022-11-13T13:39:43.705,3.899,-0.166,0.138,-0.991
1668339583745,2022-11-13T13:39:43.745,3.939,-0.162,0.144,-0.991
1668339583786,2022-11-13T13:39:43.786,3.980,-0.165,0.140,-0.989
1668339583827,2022-11-13T13:39:43.827,4.021,-0.164,0.143,-0.990
1668339583868,2022-11-13T13:39:43.868,4.062,-0.165,0.141,-0.991
1668339583908,2022-11-13T13:39:43.908,4.102,-0.167,0.141,-0.991
1668339583949,2022-11-13T13:39:43.949,4.143,-0.163,0.141,-0.992
1668339583990,2022-11-13T13:39:43.990,4.184,-0.167,0.141,-0.989
1668339584031,2022-11-13T13:39:44.031,4.225,-0.164,0.145,-0.991
1668339584070,2022-11-13T13:39:44.070,4.264,-0.167,0.139,-0.990
1668339584111,2022-11-13T13:39:44.111,4.305,-0.162,0.146,-0.990
1668339584152,2022-11-13T13:39:44.152,4.346,-0.162,0.142,-0.990
1668339584193,2022-11-13T13:39:44.193,4.387,-0.166,0.140,-0.989
1668339584233,2022-11-13T13:39:44.233,4.427,-0.164,0.145,-0.990
1668339584274,2022-11-13T13:39:44.274,4.468,-0.165,0.140,-0.990
1668339584315,2022-11-13T13:39:44.315,4.509,-0.163,0.144,-0.991
1668339584354,2022-11-13T13:39:44.354,4.548,-0.163,0.142,-0.992
1668339584395,2022-11-13T13:39:44.395,4.589,-0.164,0.145,-0.989
1668339584436,2022-11-13T13:39:44.436,4.630,-0.164,0.140,-0.989
1668339584477,2022-11-13T13:39:44.477,4.671,-0.166,0.145,-0.989
1668339584517,2022-11-13T13:39:44.517,4.711,-0.165,0.142,-0.990
1668339584558,2022-11-13T13:39:44.558,4.752,-0.168,0.143,-0.990
1668339584599,2022-11-13T13:39:44.599,4.793,-0.162,0.137,-0.993
1668339584640,2022-11-13T13:39:44.640,4.834,-0.168,0.147,-0.989
1668339584680,2022-11-13T13:39:44.680,4.874,-0.165,0.133,-0.991
1668339584721,2022-11-13T13:39:44.721,4.915,-0.167,0.154,-0.989
1668339584762,2022-11-13T13:39:44.762,4.956,-0.161,0.133,-0.993
1668339584803,2022-11-13T13:39:44.803,4.997,-0.168,0.149,-0.988
1668339584842,2022-11-13T13:39:44.842,5.036,-0.164,0.140,-0.991
1668339584883,2022-11-13T13:39:44.883,5.077,-0.165,0.144,-0.990
1668339584924,2022-11-13T13:39:44.924,5.118,-0.164,0.145,-0.990
1668339584964,2022-11-13T13:39:44.964,5.158,-0.167,0.140,-0.989
1668339585005,2022-11-13T13:39:45.005,5.199,-0.162,0.148,-0.991
1668339585046,2022-11-13T13:39:45.046,5.240,-0.162,0.144,-0.991
1668339585087,2022-11-13T13:39:45.087,5.281,-0.166,0.142,-0.989
1668339585126,2022-11-13T13:39:45.126,5.320,-0.164,0.147,-0.990
1668339585167,2022-11-13T13:39:45.167,5.361,-0.166,0.143,-0.990
1668339585208,2022-11-13T13:39:45.208,5.402,-0.165,0.146,-0.990
1668339585249,2022-11-13T13:39:45.249,5.443,-0.165,0.144,-0.990
1668339585289,2022-11-13T13:39:45.289,5.483,-0.164,0.145,-0.991
1668339585330,2022-11-13T13:39:45.330,5.524,-0.164,0.149,-0.990
1668339585371,2022-11-13T13:39:45.371,5.565,-0.166,0.146,-0.989
1668339585410,2022-11-13T13:39:45.410,5.604,-0.164,0.144,-0.990
1668339585451,2022-11-13T13:39:45.451,5.645,-0.165,0.148,-0.989
1668339585493,2022-11-13T13:39:45.493,5.687,-0.165,0.144,-0.991
1668339585534,2022-11-13T13:39:45.534,5.728,-0.167,0.149,-0.989
1668339585573,2022-11-13T13:39:45.573,5.767,-0.163,0.146,-0.990
1668339585614,2022-11-13T13:39:45.614,5.808,-0.165,0.147,-0.990
1668339585655,2022-11-13T13:39:45.655,5.849,-0.165,0.145,-0.990
1668339585696,2022-11-13T13:39:45.696,5.890,-0.165,0.147,-0.990
1668339585736,2022-11-13T13:39:45.736,5.930,-0.162,0.150,-0.989
1668339585777,2022-11-13T13:39:45.777,5.971,-0.165,0.148,-0.989
1668339585818,2022-11-13T13:39:45.818,6.012,-0.164,0.146,-0.990
1668339585859,2022-11-13T13:39:45.859,6.053,-0.163,0.152,-0.989
1668339585898,2022-11-13T13:39:45.898,6.092,-0.166,0.145,-0.989
1668339585939,2022-11-13T13:39:45.939,6.133,-0.164,0.149,-0.989
1668339585980,2022-11-13T13:39:45.980,6.174,-0.163,0.147,-0.989
1668339586020,2022-11-13T13:39:46.020,6.214,-0.162,0.148,-0.990
1668339586061,2022-11-13T13:39:46.061,6.255,-0.165,0.149,-0.990
1668339586102,2022-11-13T13:39:46.102,6.296,-0.164,0.147,-0.990
1668339586143,2022-11-13T13:39:46.143,6.337,-0.160,0.147,-0.990
1668339586182,2022-11-13T13:39:46.182,6.376,-0.161,0.151,-0.990
1668339586223,2022-11-13T13:39:46.223,6.417,-0.165,0.149,-0.989
1668339586264,2022-11-13T13:39:46.264,6.458,-0.163,0.146,-0.989
1668339586306,2022-11-13T13:39:46.306,6.500,-0.164,0.147,-0.990
1668339586345,2022-11-13T13:39:46.345,6.539,-0.162,0.151,-0.989
1668339586386,2022-11-13T13:39:46.386,6.580,-0.162,0.151,-0.988
1668339586427,2022-11-13T13:39:46.427,6.621,-0.162,0.151,-0.989
1668339586468,2022-11-13T13:39:46.468,6.662,-0.160,0.150,-0.990
1668339586508,2022-11-13T13:39:46.508,6.702,-0.162,0.152,-0.988
1668339586549,2022-11-13T13:39:46.549,6.743,-0.163,0.147,-0.990
1668339586590,2022-11-13T13:39:46.590,6.784,-0.163,0.149,-0.990
1668339586629,2022-11-13T13:39:46.629,6.823,-0.163,0.143,-0.990
1668339586670,2022-11-13T13:39:46.670,6.864,-0.162,0.142,-0.990
1668339586711,2022-11-13T13:39:46.711,6.905,-0.163,0.147,-0.989
1668339586752,2022-11-13T13:39:46.752,6.946,-0.161,0.148,-0.989
1668339586792,2022-11-13T13:39:46.792,6.986,-0.159,0.153,-0.989
1668339586833,2022-11-13T13:39:46.833,7.027,-0.162,0.151,-0.990
1668339586874,2022-11-13T13:39:46.874,7.068,-0.161,0.148,-0.989
1668339586915,2022-11-13T13:39:46.915,7.109,-0.160,0.148,-0.989
1668339586954,2022-11-13T13:39:46.954,7.148,-0.158,0.151,-0.991
1668339586995,2022-11-13T13:39:46.995,7.189,-0.157,0.151,-0.991
1668339587036,2022-11-13T13:39:47.036,7.230,-0.160,0.150,-0.988
1668339587077,2022-11-13T13:39:47.077,7.271,-0.157,0.152,-0.990
1668339587117,2022-11-13T13:39:47.117,7.311,-0.156,0.147,-0.991
1668339587158,2022-11-13T13:39:47.158,7.352,-0.156,0.145,-0.990
1668339587199,2022-11-13T13:39:47.199,7.393,-0.159,0.150,-0.989
1668339587239,2022-11-13T13:39:47.239,7.433,-0.156,0.145,-0.993
1668339587280,2022-11-13T13:39:47.280,7.474,-0.165,0.157,-0.987
1668339587321,2022-11-13T13:39:47.321,7.515,-0.154,0.146,-0.993
1668339587362,2022-11-13T13:39:47.362,7.556,-0.163,0.127,-0.992
1668339587401,2022-11-13T13:39:47.401,7.595,-0.167,0.108,-0.994
1668339587442,2022-11-13T13:39:47.442,7.636,-0.158,0.122,-0.994
1668339587483,2022-11-13T13:39:47.483,7.677,-0.159,0.133,-0.993
1668339587524,2022-11-13T13:39:47.524,7.718,-0.158,0.140,-0.994
1668339587564,2022-11-13T13:39:47.564,7.758,-0.153,0.145,-0.991
1668339587605,2022-11-13T13:39:47.605,7.799,-0.158,0.142,-0.990
1668339587646,2022-11-13T13:39:47.646,7.840,-0.151,0.148,-0.993
1668339587687,2022-11-13T13:39:47.687,7.881,-0.156,0.157,-0.989
1668339587726,2022-11-13T13:39:47.726,7.920,-0.160,0.146,-0.990
1668339587767,2022-11-13T13:39:47.767,7.961,-0.156,0.149,-0.991
1668339587808,2022-11-13T13:39:47.808,8.002,-0.148,0.144,-0.994
1668339587848,2022-11-13T13:39:47.848,8.042,-0.156,0.135,-0.992
1668339587889,2022-11-13T13:39:47.889,8.083,-0.160,0.139,-0.991
1668339587930,2022-11-13T13:39:47.930,8.124,-0.160,0.145,-0.991
1668339587971,2022-11-13T13:39:47.971,8.165,-0.153,0.146,-0.993
1668339588011,2022-11-13T13:39:48.011,8.205,-0.155,0.146,-0.991
1668339588052,2022-11-13T13:39:48.052,8.246,-0.154,0.149,-0.992
1668339588093,2022-11-13T13:39:48.093,8.287,-0.156,0.143,-0.990
1668339588134,2022-11-13T13:39:48.134,8.328,-0.158,0.154,-0.989
1668339588173,2022-11-13T13:39:48.173,8.367,-0.151,0.143,-0.993
1668339588214,2022-11-13T13:39:48.214,8.408,-0.154,0.148,-0.992
1668339588255,2022-11-13T13:39:48.255,8.449,-0.155,0.143,-0.992
1668339588296,2022-11-13T13:39:48.296,8.490,-0.157,0.144,-0.991
1668339588336,2022-11-13T13:39:48.336,8.530,-0.158,0.148,-0.991
1668339588377,2022-11-13T13:39:48.377,8.571,-0.155,0.147,-0.991
1668339588418,2022-11-13T13:39:48.418,8.612,-0.156,0.147,-0.992
1668339588457,2022-11-13T13:39:48.457,8.651,-0.157,0.146,-0.989
1668339588498,2022-11-13T13:39:48.498,8.692,-0.156,0.149,-0.989
1668339588539,2022-11-13T13:39:48.539,8.733,-0.155,0.148,-0.992
1668339588580,2022-11-13T13:39:48.580,8.774,-0.156,0.149,-0.991
1668339588620,2022-11-13T13:39:48.620,8.814,-0.155,0.148,-0.991
1668339588661,2022-11-13T13:39:48.661,8.855,-0.156,0.153,-0.991
1668339588702,2022-11-13T13:39:48.702,8.896,-0.155,0.150,-0.989
1668339588743,2022-11-13T13:39:48.743,8.937,-0.155,0.147,-0.990
1668339588783,2022-11-13T13:39:48.783,8.977,-0.155,0.148,-0.991
1668339588824,2022-11-13T13:39:48.824,9.018,-0.157,0.148,-0.990
1668339588865,2022-11-13T13:39:48.865,9.059,-0.156,0.148,-0.990
1668339588906,2022-11-13T13:39:48.906,9.100,-0.156,0.149,-0.990
1668339588945,2022-11-13T13:39:48.945,9.139,-0.155,0.151,-0.990
1668339588986,2022-11-13T13:39:48.986,9.180,-0.153,0.151,-0.991
1668339589027,2022-11-13T13:39:49.027,9.221,-0.154,0.152,-0.990
1668339589067,2022-11-13T13:39:49.067,9.261,-0.156,0.155,-0.989
1668339589108,2022-11-13T13:39:49.108,9.302,-0.154,0.152,-0.992
1668339589149,2022-11-13T13:39:49.149,9.343,-0.155,0.155,-0.989
1668339589190,2022-11-13T13:39:49.190,9.384,-0.156,0.153,-0.989
1668339589229,2022-11-13T13:39:49.229,9.423,-0.156,0.152,-0.989
1668339589270,2022-11-13T13:39:49.270,9.464,-0.156,0.155,-0.989
1668339589311,2022-11-13T13:39:49.311,9.505,-0.155,0.155,-0.988
1668339589352,2022-11-13T13:39:49.352,9.546,-0.155,0.152,-0.989
1668339589392,2022-11-13T13:39:49.392,9.586,-0.154,0.157,-0.991
1668339589433,2022-11-13T13:39:49.433,9.627,-0.155,0.154,-0.990
1668339589474,2022-11-13T13:39:49.474,9.668,-0.155,0.155,-0.989
1668339589515,2022-11-13T13:39:49.515,9.709,-0.156,0.157,-0.988
1668339589555,2022-11-13T13:39:49.555,9.749,-0.155,0.152,-0.989
1668339589596,2022-11-13T13:39:49.596,9.790,-0.156,0.159,-0.989
1668339589637,2022-11-13T13:39:49.637,9.831,-0.155,0.156,-0.989
1668339589676,2022-11-13T13:39:49.676,9.870,-0.155,0.159,-0.988
1668339589717,2022-11-13T13:39:49.717,9.911,-0.153,0.157,-0.989
1668339589758,2022-11-13T13:39:49.758,9.952,-0.156,0.159,-0.990
1668339589799,2022-11-13T13:39:49.799,9.993,-0.154,0.158,-0.990
1668339589839,2022-11-13T13:39:49.839,10.033,-0.155,0.160,-0.989
1668339589880,2022-11-13T13:39:49.880,10.074,-0.156,0.155,-0.989
1668339589921,2022-11-13T13:39:49.921,10.115,-0.153,0.160,-0.988
1668339589962,2022-11-13T13:39:49.962,10.156,-0.155,0.157,-0.988
1668339590001,2022-11-13T13:39:50.001,10.195,-0.155,0.156,-0.990
1668339590042,2022-11-13T13:39:50.042,10.236,-0.155,0.156,-0.989
1668339590083,2022-11-13T13:39:50.083,10.277,-0.154,0.158,-0.990
1668339590123,2022-11-13T13:39:50.123,10.317,-0.155,0.156,-0.988
1668339590164,2022-11-13T13:39:50.164,10.358,-0.154,0.156,-0.990
1668339590205,2022-11-13T13:39:50.205,10.399,-0.153,0.159,-0.989
1668339590246,2022-11-13T13:39:50.246,10.440,-0.154,0.157,-0.989
1668339590285,2022-11-13T13:39:50.285,10.479,-0.154,0.157,-0.989
1668339590326,2022-11-13T13:39:50.326,10.520,-0.155,0.156,-0.989
1668339590368,2022-11-13T13:39:50.368,10.562,-0.154,0.153,-0.990
1668339590409,2022-11-13T13:39:50.409,10.603,-0.154,0.159,-0.989
1668339590448,2022-11-13T13:39:50.448,10.642,-0.154,0.159,-0.990
1668339590489,2022-11-13T13:39:50.489,10.683,-0.155,0.156,-0.990
1668339590530,2022-11-13T13:39:50.530,10.724,-0.151,0.160,-0.989
1668339590571,2022-11-13T13:39:50.571,10.765,-0.153,0.155,-0.988
1668339590611,2022-11-13T13:39:50.611,10.805,-0.154,0.161,-0.989
1668339590652,2022-11-13T13:39:50.652,10.846,-0.153,0.156,-0.990
1668339590693,2022-11-13T13:39:50.693,10.887,-0.155,0.156,-0.990
1668339590732,2022-11-13T13:39:50.732,10.926,-0.153,0.157,-0.989
1668339590773,2022-11-13T13:39:50.773,10.967,-0.152,0.156,-0.990
1668339590814,2022-11-13T13:39:50.814,11.008,-0.156,0.157,-0.988
1668339590855,2022-11-13T13:39:50.855,11.049,-0.154,0.156,-0.989
1668339590895,2022-11-13T13:39:50.895,11.089,-0.154,0.156,-0.989
1668339590936,2022-11-13T13:39:50.936,11.130,-0.154,0.157,-0.989
1668339590977,2022-11-13T13:39:50.977,11.171,-0.153,0.157,-0.989
1668339591018,2022-11-13T13:39:51.018,11.212,-0.154,0.160,-0.989
1668339591057,2022-11-13T13:39:51.057,11.251,-0.154,0.156,-0.990
1668339591098,2022-11-13T13:39:51.098,11.292,-0.152,0.160,-0.989
1668339591139,2022-11-13T13:39:51.139,11.333,-0.153,0.158,-0.990
1668339591181,2022-11-13T13:39:51.181,11.375,-0.155,0.155,-0.990
1668339591220,2022-11-13T13:39:51.220,11.414,-0.154,0.154,-0.991
1668339591261,2022-11-13T13:39:51.261,11.455,-0.154,0.158,-0.988
1668339591302,2022-11-13T13:39:51.302,11.496,-0.155,0.150,-0.989
1668339591343,2022-11-13T13:39:51.343,11.537,-0.156,0.155,-0.991
1668339591383,2022-11-13T13:39:51.383,11.577,-0.155,0.156,-0.989
1668339591424,2022-11-13T13:39:51.424,11.618,-0.153,0.153,-0.990
1668339591465,2022-11-13T13:39:51.465,11.659,-0.157,0.153,-0.990
1668339591504,2022-11-13T13:39:51.504,11.698,-0.155,0.156,-0.989
1668339591545,2022-11-13T13:39:51.545,11.739,-0.154,0.153,-0.989
1668339591586,2022-11-13T13:39:51.586,11.780,-0.155,0.155,-0.990
1668339591627,2022-11-13T13:39:51.627,11.821,-0.154,0.153,-0.991
1668339591667,2022-11-13T13:39:51.667,11.861,-0.156,0.154,-0.990
1668339591708,2022-11-13T13:39:51.708,11.902,-0.155,0.158,-0.990
1668339591749,2022-11-13T13:39:51.749,11.943,-0.153,0.156,-0.990
1668339591790,2022-11-13T13:39:51.790,11.984,-0.153,0.153,-0.990
1668339591829,2022-11-13T13:39:51.829,12.023,-0.154,0.153,-0.989
1668339591870,2022-11-13T13:39:51.870,12.064,-0.154,0.157,-0.989
1668339591911,2022-11-13T13:39:51.911,12.105,-0.154,0.150,-0.990
1668339591952,2022-11-13T13:39:51.952,12.146,-0.156,0.154,-0.989
1668339591992,2022-11-13T13:39:51.992,12.186,-0.154,0.152,-0.991
1668339592033,2022-11-13T13:39:52.033,12.227,-0.152,0.162,-0.988
1668339592074,2022-11-13T13:39:52.074,12.268,-0.155,0.161,-0.987
1668339592114,2022-11-13T13:39:52.114,12.308,-0.152,0.164,-0.988
1668339592155,2022-11-13T13:39:52.155,12.349,-0.148,0.165,-0.989
1668339592196,2022-11-13T13:39:52.196,12.390,-0.150,0.160,-0.990
1668339592237,2022-11-13T13:39:52.237,12.431,-0.151,0.161,-0.990
1668339592276,2022-11-13T13:39:52.276,12.470,-0.149,0.164,-0.990
1668339592317,2022-11-13T13:39:52.317,12.511,-0.148,0.162,-0.989
1668339592358,2022-11-13T13:39:52.358,12.552,-0.150,0.159,-0.988
1668339592399,2022-11-13T13:39:52.399,12.593,-0.148,0.162,-0.989
1668339592439,2022-11-13T13:39:52.439,12.633,-0.148,0.161,-0.992
1668339592480,2022-11-13T13:39:52.480,12.674,-0.149,0.166,-0.985
1668339592521,2022-11-13T13:39:52.521,12.715,-0.149,0.164,-0.988
1668339592562,2022-11-13T13:39:52.562,12.756,-0.148,0.165,-0.989
1668339592601,2022-11-13T13:39:52.601,12.795,-0.147,0.168,-0.989
1668339592642,2022-11-13T13:39:52.642,12.836,-0.148,0.153,-0.989
1668339592683,2022-11-13T13:39:52.683,12.877,-0.147,0.163,-0.992
1668339592723,2022-11-13T13:39:52.723,12.917,-0.144,0.156,-0.985
1668339592764,2022-11-13T13:39:52.764,12.958,-0.150,0.157,-0.989
1668339592805,2022-11-13T13:39:52.805,12.999,-0.149,0.155,-0.992
1668339592846,2022-11-13T13:39:52.846,13.040,-0.147,0.156,-0.992
1668339592886,2022-11-13T13:39:52.886,13.080,-0.150,0.155,-0.990
1668339592927,2022-11-13T13:39:52.927,13.121,-0.149,0.156,-0.991
1668339592968,2022-11-13T13:39:52.968,13.162,-0.149,0.158,-0.990
1668339593009,2022-11-13T13:39:53.009,13.203,-0.150,0.155,-0.990
1668339593048,2022-11-13T13:39:53.048,13.242,-0.147,0.160,-0.990
1668339593089,2022-11-13T13:39:53.089,13.283,-0.149,0.157,-0.990
1668339593130,2022-11-13T13:39:53.130,13.324,-0.149,0.157,-0.990
1668339593171,2022-11-13T13:39:53.171,13.365,-0.148,0.157,-0.991
1668339593211,2022-11-13T13:39:53.211,13.405,-0.149,0.161,-0.991
1668339593252,2022-11-13T13:39:53.252,13.446,-0.151,0.155,-0.991
1668339593293,2022-11-13T13:39:53.293,13.487,-0.148,0.156,-0.992
1668339593332,2022-11-13T13:39:53.332,13.526,-0.149,0.158,-0.990
1668339593373,2022-11-13T13:39:53.373,13.567,-0.149,0.157,-0.991
1668339593414,2022-11-13T13:39:53.414,13.608,-0.148,0.161,-0.990
1668339593455,2022-11-13T13:39:53.455,13.649,-0.151,0.153,-0.989
1668339593495,2022-11-13T13:39:53.495,13.689,-0.148,0.159,-0.990
1668339593536,2022-11-13T13:39:53.536,13.730,-0.146,0.158,-0.991
1668339593577,2022-11-13T13:39:53.577,13.771,-0.150,0.158,-0.988
1668339593618,2022-11-13T13:39:53.618,13.812,-0.151,0.162,-0.988
1668339593658,2022-11-13T13:39:53.658,13.852,-0.145,0.163,-0.991
1668339593699,2022-11-13T13:39:53.699,13.893,-0.147,0.161,-0.989
1668339593740,2022-11-13T13:39:53.740,13.934,-0.148,0.166,-0.988
1668339593781,2022-11-13T13:39:53.781,13.975,-0.149,0.163,-0.990
1668339593820,2022-11-13T13:39:53.820,14.014,-0.147,0.156,-0.991
1668339593861,2022-11-13T13:39:53.861,14.055,-0.149,0.161,-0.990
1668339593902,2022-11-13T13:39:53.902,14.096,-0.149,0.161,-0.989
1668339593942,2022-11-13T13:39:53.942,14.136,-0.148,0.161,-0.990
1668339593983,2022-11-13T13:39:53.983,14.177,-0.149,0.159,-0.989
1668339594024,2022-11-13T13:39:54.024,14.218,-0.148,0.158,-0.989
1668339594065,2022-11-13T13:39:54.065,14.259,-0.149,0.162,-0.989
1668339594104,2022-11-13T13:39:54.104,14.298,-0.150,0.163,-0.988
1668339594145,2022-11-13T13:39:54.145,14.339,-0.146,0.164,-0.989
1668339594186,2022-11-13T13:39:54.186,14.380,-0.149,0.156,-0.991
1668339594227,2022-11-13T13:39:54.227,14.421,-0.148,0.161,-0.990
