epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1668336147026,2022-11-13T12:42:27.026,1.219,-0.197,0.007,-0.998
1668336147067,2022-11-13T12:42:27.067,1.260,-0.190,0.012,-1.002
1668336147107,2022-11-13T12:42:27.107,1.300,-0.188,0.014,-1.003
1668336147148,2022-11-13T12:42:27.148,1.341,-0.187,0.024,-1.002
1668336147189,2022-11-13T12:42:27.189,1.382,-0.185,0.021,-1.002
1668336147230,2022-11-13T12:42:27.230,1.423,-0.187,0.027,-1.001
1668336147269,2022-11-13T12:42:27.269,1.462,-0.186,0.026,-1.002
1668336147310,2022-11-13T12:42:27.310,1.503,-0.187,0.026,-1.002
1668336147351,2022-11-13T12:42:27.351,1.544,-0.185,0.027,-1.001
1668336147392,2022-11-13T12:42:27.392,1.585,-0.189,0.034,-1.000
1668336147432,2022-11-13T12:42:27.432,1.625,-0.188,0.036,-1.001
1668336147473,2022-11-13T12:42:27.473,1.666,-0.188,0.036,-1.000
1668336147514,2022-11-13T12:42:27.514,1.707,-0.190,0.034,-1.000
1668336147554,2022-11-13T12:42:27.554,1.747,-0.189,0.038,-1.001
1668336147595,2022-11-13T12:42:27.595,1.788,-0.189,0.036,-1.000
1668336147636,2022-11-13T12:42:27.636,1.829,-0.189,0.040,-1.000
1668336147677,2022-11-13T12:42:27.677,1.870,-0.189,0.037,-1.000
1668336147716,2022-11-13T12:42:27.716,1.909,-0.191,0.038,-0.999
1668336147757,2022-11-13T12:42:27.757,1.950,-0.190,0.039,-0.999
1668336147798,2022-11-13T12:42:27.798,1.991,-0.191,0.039,-1.000
1668336147839,2022-11-13T12:42:27.839,2.032,-0.189,0.039,-1.000
1668336147879,2022-11-13T12:42:27.879,2.072,-0.192,0.042,-0.998
1668336147920,2022-11-13T12:42:27.920,2.113,-0.190,0.039,-0.999
1668336147961,2022-11-13T12:42:27.961,2.154,-0.191,0.040,-1.000
1668336148002,2022-11-13T12:42:28.002,2.195,-0.192,0.042,-0.999
1668336148041,2022-11-13T12:42:28.041,2.234,-0.191,0.041,-0.999
1668336148082,2022-11-13T12:42:28.082,2.275,-0.190,0.041,-1.000
1668336148123,2022-11-13T12:42:28.123,2.316,-0.191,0.040,-0.999
1668336148163,2022-11-13T12:42:28.163,2.356,-0.195,0.042,-0.998
1668336148204,2022-11-13T12:42:28.204,2.397,-0.193,0.043,-0.998
1668336148245,2022-11-13T12:42:28.245,2.438,-0.193,0.045,-0.998
1668336148286,2022-11-13T12:42:28.286,2.479,-0.193,0.044,-0.998
1668336148326,2022-11-13T12:42:28.326,2.519,-0.192,0.044,-0.998
1668336148367,2022-11-13T12:42:28.367,2.560,-0.194,0.044,-0.998
1668336148408,2022-11-13T12:42:28.408,2.601,-0.194,0.046,-0.998
1668336148449,2022-11-13T12:42:28.449,2.642,-0.194,0.045,-0.997
1668336148488,2022-11-13T12:42:28.488,2.681,-0.195,0.047,-0.998
1668336148529,2022-11-13T12:42:28.529,2.722,-0.194,0.047,-0.999
1668336148570,2022-11-13T12:42:28.570,2.763,-0.195,0.046,-0.998
1668336148611,2022-11-13T12:42:28.611,2.804,-0.197,0.045,-0.997
1668336148651,2022-11-13T12:42:28.651,2.844,-0.197,0.046,-0.997
1668336148692,2022-11-13T12:42:28.692,2.885,-0.194,0.047,-0.998
1668336148733,2022-11-13T12:42:28.733,2.926,-0.195,0.046,-0.999
1668336148772,2022-11-13T12:42:28.772,2.965,-0.195,0.045,-0.998
1668336148813,2022-11-13T12:42:28.813,3.006,-0.195,0.045,-0.999
1668336148854,2022-11-13T12:42:28.854,3.047,-0.197,0.041,-0.999
1668336148895,2022-11-13T12:42:28.895,3.088,-0.199,0.037,-0.997
1668336148935,2022-11-13T12:42:28.935,3.128,-0.199,0.031,-0.998
1668336148976,2022-11-13T12:42:28.976,3.169,-0.198,0.032,-0.998
1668336149017,2022-11-13T12:42:29.017,3.210,-0.198,0.037,-0.999
1668336149058,2022-11-13T12:42:29.058,3.251,-0.203,0.032,-0.996
1668336149098,2022-11-13T12:42:29.098,3.291,-0.199,0.036,-0.997
1668336149139,2022-11-13T12:42:29.139,3.332,-0.200,0.042,-0.997
1668336149180,2022-11-13T12:42:29.180,3.373,-0.199,0.044,-0.996
1668336149219,2022-11-13T12:42:29.219,3.412,-0.203,0.043,-0.995
1668336149260,2022-11-13T12:42:29.260,3.453,-0.199,0.049,-0.998
1668336149301,2022-11-13T12:42:29.301,3.494,-0.200,0.049,-0.996
1668336149342,2022-11-13T12:42:29.342,3.535,-0.199,0.055,-0.995
1668336149382,2022-11-13T12:42:29.382,3.575,-0.203,0.053,-0.994
1668336149423,2022-11-13T12:42:29.423,3.616,-0.202,0.053,-0.996
1668336149464,2022-11-13T12:42:29.464,3.657,-0.202,0.053,-0.995
1668336149505,2022-11-13T12:42:29.505,3.698,-0.203,0.053,-0.995
1668336149544,2022-11-13T12:42:29.544,3.737,-0.202,0.055,-0.994
1668336149585,2022-11-13T12:42:29.585,3.778,-0.202,0.056,-0.994
1668336149626,2022-11-13T12:42:29.626,3.819,-0.201,0.057,-0.996
1668336149667,2022-11-13T12:42:29.667,3.860,-0.202,0.057,-0.995
1668336149707,2022-11-13T12:42:29.707,3.900,-0.202,0.058,-0.994
1668336149748,2022-11-13T12:42:29.748,3.941,-0.202,0.061,-0.994
1668336149789,2022-11-13T12:42:29.789,3.982,-0.200,0.061,-0.996
1668336149828,2022-11-13T12:42:29.828,4.021,-0.201,0.063,-0.994
1668336149869,2022-11-13T12:42:29.869,4.062,-0.202,0.063,-0.993
1668336149911,2022-11-13T12:42:29.911,4.104,-0.200,0.062,-0.995
1668336149952,2022-11-13T12:42:29.952,4.145,-0.203,0.061,-0.993
1668336149991,2022-11-13T12:42:29.991,4.184,-0.201,0.061,-0.995
1668336150032,2022-11-13T12:42:30.032,4.225,-0.201,0.062,-0.994
1668336150073,2022-11-13T12:42:30.073,4.266,-0.200,0.065,-0.994
1668336150114,2022-11-13T12:42:30.114,4.307,-0.203,0.064,-0.993
1668336150154,2022-11-13T12:42:30.154,4.347,-0.201,0.063,-0.994
1668336150195,2022-11-13T12:42:30.195,4.388,-0.201,0.064,-0.995
1668336150236,2022-11-13T12:42:30.236,4.429,-0.201,0.065,-0.995
1668336150275,2022-11-13T12:42:30.275,4.468,-0.200,0.064,-0.994
1668336150316,2022-11-13T12:42:30.316,4.509,-0.200,0.063,-0.994
1668336150357,2022-11-13T12:42:30.357,4.550,-0.201,0.066,-0.994
1668336150398,2022-11-13T12:42:30.398,4.591,-0.202,0.065,-0.994
1668336150438,2022-11-13T12:42:30.438,4.631,-0.201,0.064,-0.994
1668336150479,2022-11-13T12:42:30.479,4.672,-0.201,0.065,-0.995
1668336150520,2022-11-13T12:42:30.520,4.713,-0.202,0.066,-0.994
1668336150561,2022-11-13T12:42:30.561,4.754,-0.201,0.064,-0.994
1668336150600,2022-11-13T12:42:30.600,4.793,-0.200,0.064,-0.995
1668336150641,2022-11-13T12:42:30.641,4.834,-0.202,0.064,-0.995
1668336150682,2022-11-13T12:42:30.682,4.875,-0.201,0.064,-0.994
1668336150723,2022-11-13T12:42:30.723,4.916,-0.200,0.062,-0.995
1668336150763,2022-11-13T12:42:30.763,4.956,-0.202,0.065,-0.994
1668336150804,2022-11-13T12:42:30.804,4.997,-0.202,0.064,-0.993
1668336150845,2022-11-13T12:42:30.845,5.038,-0.201,0.064,-0.994
1668336150885,2022-11-13T12:42:30.885,5.078,-0.203,0.066,-0.993
1668336150926,2022-11-13T12:42:30.926,5.119,-0.202,0.067,-0.994
1668336150967,2022-11-13T12:42:30.967,5.160,-0.203,0.064,-0.994
1668336151008,2022-11-13T12:42:31.008,5.201,-0.203,0.064,-0.993
1668336151047,2022-11-13T12:42:31.047,5.240,-0.202,0.065,-0.993
1668336151088,2022-11-13T12:42:31.088,5.281,-0.203,0.065,-0.994
1668336151129,2022-11-13T12:42:31.129,5.322,-0.202,0.063,-0.994
1668336151170,2022-11-13T12:42:31.170,5.363,-0.203,0.063,-0.993
1668336151210,2022-11-13T12:42:31.210,5.403,-0.204,0.064,-0.993
1668336151251,2022-11-13T12:42:31.251,5.444,-0.203,0.064,-0.994
1668336151292,2022-11-13T12:42:31.292,5.485,-0.203,0.064,-0.994
1668336151333,2022-11-13T12:42:31.333,5.526,-0.202,0.064,-0.994
1668336151372,2022-11-13T12:42:31.372,5.565,-0.203,0.064,-0.994
1668336151413,2022-11-13T12:42:31.413,5.606,-0.204,0.064,-0.993
1668336151454,2022-11-13T12:42:31.454,5.647,-0.204,0.065,-0.993
1668336151494,2022-11-13T12:42:31.494,5.687,-0.202,0.065,-0.994
1668336151535,2022-11-13T12:42:31.535,5.728,-0.204,0.065,-0.993
1668336151576,2022-11-13T12:42:31.576,5.769,-0.203,0.066,-0.993
1668336151617,2022-11-13T12:42:31.617,5.810,-0.203,0.063,-0.993
1668336151657,2022-11-13T12:42:31.657,5.850,-0.203,0.066,-0.993
1668336151698,2022-11-13T12:42:31.698,5.891,-0.204,0.066,-0.993
1668336151739,2022-11-13T12:42:31.739,5.932,-0.201,0.065,-0.994
1668336151780,2022-11-13T12:42:31.780,5.973,-0.203,0.066,-0.994
1668336151819,2022-11-13T12:42:31.819,6.012,-0.204,0.068,-0.994
1668336151860,2022-11-13T12:42:31.860,6.053,-0.202,0.065,-0.994
1668336151901,2022-11-13T12:42:31.901,6.094,-0.203,0.067,-0.994
1668336151941,2022-11-13T12:42:31.941,6.134,-0.203,0.069,-0.992
1668336151982,2022-11-13T12:42:31.982,6.175,-0.201,0.065,-0.994
1668336152023,2022-11-13T12:42:32.023,6.216,-0.204,0.067,-0.994
1668336152064,2022-11-13T12:42:32.064,6.257,-0.202,0.068,-0.994
1668336152103,2022-11-13T12:42:32.103,6.296,-0.202,0.068,-0.995
1668336152144,2022-11-13T12:42:32.144,6.337,-0.202,0.068,-0.993
1668336152185,2022-11-13T12:42:32.185,6.378,-0.201,0.067,-0.993
1668336152226,2022-11-13T12:42:32.226,6.419,-0.200,0.068,-0.993
1668336152266,2022-11-13T12:42:32.266,6.459,-0.203,0.068,-0.993
1668336152307,2022-11-13T12:42:32.307,6.500,-0.200,0.068,-0.994
1668336152348,2022-11-13T12:42:32.348,6.541,-0.200,0.070,-0.995
1668336152389,2022-11-13T12:42:32.389,6.582,-0.199,0.068,-0.994
1668336152429,2022-11-13T12:42:32.429,6.622,-0.202,0.067,-0.993
1668336152470,2022-11-13T12:42:32.470,6.663,-0.203,0.068,-0.993
1668336152511,2022-11-13T12:42:32.511,6.704,-0.202,0.068,-0.994
1668336152550,2022-11-13T12:42:32.550,6.743,-0.202,0.067,-0.993
1668336152591,2022-11-13T12:42:32.591,6.784,-0.201,0.068,-0.994
1668336152632,2022-11-13T12:42:32.632,6.825,-0.200,0.066,-0.994
1668336152673,2022-11-13T12:42:32.673,6.866,-0.202,0.067,-0.993
1668336152713,2022-11-13T12:42:32.713,6.906,-0.201,0.067,-0.994
1668336152754,2022-11-13T12:42:32.754,6.947,-0.203,0.068,-0.993
1668336152795,2022-11-13T12:42:32.795,6.988,-0.202,0.065,-0.995
1668336152836,2022-11-13T12:42:32.836,7.029,-0.202,0.068,-0.994
1668336152875,2022-11-13T12:42:32.875,7.068,-0.201,0.065,-0.994
1668336152916,2022-11-13T12:42:32.916,7.109,-0.202,0.067,-0.995
1668336152957,2022-11-13T12:42:32.957,7.150,-0.202,0.069,-0.995
1668336152998,2022-11-13T12:42:32.998,7.191,-0.202,0.066,-0.994
1668336153038,2022-11-13T12:42:33.038,7.231,-0.202,0.067,-0.994
1668336153079,2022-11-13T12:42:33.079,7.272,-0.202,0.067,-0.995
1668336153120,2022-11-13T12:42:33.120,7.313,-0.201,0.066,-0.994
1668336153160,2022-11-13T12:42:33.160,7.353,-0.202,0.066,-0.993
1668336153201,2022-11-13T12:42:33.201,7.394,-0.202,0.068,-0.993
1668336153242,2022-11-13T12:42:33.242,7.435,-0.201,0.067,-0.994
1668336153283,2022-11-13T12:42:33.283,7.476,-0.202,0.066,-0.993
1668336153322,2022-11-13T12:42:33.322,7.515,-0.200,0.069,-0.993
1668336153363,2022-11-13T12:42:33.363,7.556,-0.200,0.069,-0.994
1668336153404,2022-11-13T12:42:33.404,7.597,-0.201,0.069,-0.995
1668336153445,2022-11-13T12:42:33.445,7.638,-0.201,0.066,-0.995
1668336153485,2022-11-13T12:42:33.485,7.678,-0.202,0.070,-0.994
1668336153526,2022-11-13T12:42:33.526,7.719,-0.202,0.068,-0.993
1668336153567,2022-11-13T12:42:33.567,7.760,-0.201,0.070,-0.994
1668336153606,2022-11-13T12:42:33.606,7.799,-0.200,0.069,-0.993
1668336153647,2022-11-13T12:42:33.647,7.840,-0.201,0.070,-0.994
1668336153688,2022-11-13T12:42:33.688,7.881,-0.203,0.069,-0.993
1668336153729,2022-11-13T12:42:33.729,7.922,-0.201,0.069,-0.994
1668336153769,2022-11-13T12:42:33.769,7.962,-0.202,0.067,-0.992
1668336153810,2022-11-13T12:42:33.810,8.003,-0.200,0.068,-0.994
1668336153851,2022-11-13T12:42:33.851,8.044,-0.202,0.067,-0.995
1668336153892,2022-11-13T12:42:33.892,8.085,-0.203,0.067,-0.994
1668336153932,2022-11-13T12:42:33.932,8.125,-0.203,0.068,-0.994
1668336153973,2022-11-13T12:42:33.973,8.166,-0.203,0.068,-0.993
1668336154014,2022-11-13T12:42:34.014,8.207,-0.202,0.067,-0.994
1668336154055,2022-11-13T12:42:34.055,8.248,-0.202,0.066,-0.993
1668336154094,2022-11-13T12:42:34.094,8.287,-0.204,0.067,-0.993
1668336154135,2022-11-13T12:42:34.135,8.328,-0.203,0.066,-0.993
1668336154176,2022-11-13T12:42:34.176,8.369,-0.203,0.066,-0.993
1668336154216,2022-11-13T12:42:34.216,8.409,-0.204,0.067,-0.993
1668336154257,2022-11-13T12:42:34.257,8.450,-0.202,0.066,-0.995
1668336154298,2022-11-13T12:42:34.298,8.491,-0.203,0.068,-0.993
1668336154339,2022-11-13T12:42:34.339,8.532,-0.202,0.067,-0.992
1668336154378,2022-11-13T12:42:34.378,8.571,-0.202,0.068,-0.994
1668336154419,2022-11-13T12:42:34.419,8.612,-0.204,0.068,-0.993
1668336154460,2022-11-13T12:42:34.460,8.653,-0.204,0.068,-0.992
1668336154501,2022-11-13T12:42:34.501,8.694,-0.202,0.068,-0.993
1668336154541,2022-11-13T12:42:34.541,8.734,-0.203,0.067,-0.993
1668336154582,2022-11-13T12:42:34.582,8.775,-0.203,0.066,-0.993
1668336154623,2022-11-13T12:42:34.623,8.816,-0.203,0.068,-0.994
1668336154664,2022-11-13T12:42:34.664,8.857,-0.203,0.067,-0.994
1668336154703,2022-11-13T12:42:34.703,8.896,-0.203,0.066,-0.993
1668336154744,2022-11-13T12:42:34.744,8.937,-0.202,0.066,-0.994
1668336154786,2022-11-13T12:42:34.786,8.979,-0.203,0.067,-0.993
1668336154825,2022-11-13T12:42:34.825,9.018,-0.202,0.068,-0.993
1668336154866,2022-11-13T12:42:34.866,9.059,-0.203,0.067,-0.994
1668336154907,2022-11-13T12:42:34.907,9.100,-0.201,0.069,-0.995
1668336154948,2022-11-13T12:42:34.948,9.141,-0.202,0.068,-0.993
1668336154988,2022-11-13T12:42:34.988,9.181,-0.203,0.068,-0.993
1668336155029,2022-11-13T12:42:35.029,9.222,-0.203,0.069,-0.994
1668336155070,2022-11-13T12:42:35.070,9.263,-0.203,0.068,-0.992
1668336155111,2022-11-13T12:42:35.111,9.304,-0.201,0.068,-0.994
1668336155150,2022-11-13T12:42:35.150,9.343,-0.202,0.068,-0.994
1668336155191,2022-11-13T12:42:35.191,9.384,-0.202,0.068,-0.993
1668336155232,2022-11-13T12:42:35.232,9.425,-0.202,0.070,-0.993
1668336155273,2022-11-13T12:42:35.273,9.466,-0.203,0.069,-0.994
1668336155313,2022-11-13T12:42:35.313,9.506,-0.202,0.069,-0.995
1668336155354,2022-11-13T12:42:35.354,9.547,-0.203,0.070,-0.993
1668336155395,2022-11-13T12:42:35.395,9.588,-0.202,0.068,-0.994
1668336155434,2022-11-13T12:42:35.434,9.627,-0.201,0.068,-0.993
1668336155475,2022-11-13T12:42:35.475,9.668,-0.204,0.068,-0.993
1668336155516,2022-11-13T12:42:35.516,9.709,-0.201,0.068,-0.995
1668336155557,2022-11-13T12:42:35.557,9.750,-0.201,0.069,-0.994
1668336155597,2022-11-13T12:42:35.597,9.790,-0.202,0.069,-0.994
1668336155638,2022-11-13T12:42:35.638,9.831,-0.202,0.070,-0.992
1668336155679,2022-11-13T12:42:35.679,9.872,-0.202,0.069,-0.993
1668336155720,2022-11-13T12:42:35.720,9.913,-0.204,0.068,-0.993
1668336155760,2022-11-13T12:42:35.760,9.953,-0.201,0.071,-0.993
1668336155801,2022-11-13T12:42:35.801,9.994,-0.201,0.069,-0.994
1668336155842,2022-11-13T12:42:35.842,10.035,-0.201,0.070,-0.995
1668336155883,2022-11-13T12:42:35.883,10.076,-0.202,0.069,-0.993
1668336155922,2022-11-13T12:42:35.922,10.115,-0.203,0.071,-0.993
1668336155963,2022-11-13T12:42:35.963,10.156,-0.201,0.072,-0.993
1668336156004,2022-11-13T12:42:36.004,10.197,-0.200,0.070,-0.994
1668336156044,2022-11-13T12:42:36.044,10.237,-0.201,0.070,-0.995
1668336156085,2022-11-13T12:42:36.085,10.278,-0.201,0.071,-0.994
1668336156126,2022-11-13T12:42:36.126,10.319,-0.200,0.069,-0.995
1668336156167,2022-11-13T12:42:36.167,10.360,-0.202,0.070,-0.993
1668336156206,2022-11-13T12:42:36.206,10.399,-0.202,0.069,-0.993
1668336156247,2022-11-13T12:42:36.247,10.440,-0.203,0.070,-0.994
1668336156288,2022-11-13T12:42:36.288,10.481,-0.201,0.069,-0.993
1668336156329,2022-11-13T12:42:36.329,10.522,-0.202,0.069,-0.994
1668336156369,2022-11-13T12:42:36.369,10.562,-0.203,0.068,-0.993
1668336156410,2022-11-13T12:42:36.410,10.603,-0.200,0.066,-0.994
1668336156451,2022-11-13T12:42:36.451,10.644,-0.205,0.070,-0.992
1668336156491,2022-11-13T12:42:36.491,10.684,-0.203,0.066,-0.994
1668336156532,2022-11-13T12:42:36.532,10.725,-0.201,0.069,-0.994
1668336156573,2022-11-13T12:42:36.573,10.766,-0.202,0.067,-0.994
1668336156614,2022-11-13T12:42:36.614,10.807,-0.202,0.070,-0.994
1668336156653,2022-11-13T12:42:36.653,10.846,-0.203,0.069,-0.993
1668336156694,2022-11-13T12:42:36.694,10.887,-0.201,0.069,-0.993
1668336156735,2022-11-13T12:42:36.735,10.928,-0.202,0.069,-0.994
1668336156776,2022-11-13T12:42:36.776,10.969,-0.202,0.069,-0.994
1668336156816,2022-11-13T12:42:36.816,11.009,-0.201,0.070,-0.994
1668336156857,2022-11-13T12:42:36.857,11.050,-0.201,0.071,-0.994
1668336156898,2022-11-13T12:42:36.898,11.091,-0.203,0.070,-0.993
1668336156939,2022-11-13T12:42:36.939,11.132,-0.201,0.070,-0.994
1668336156978,2022-11-13T12:42:36.978,11.171,-0.201,0.070,-0.993
1668336157019,2022-11-13T12:42:37.019,11.212,-0.202,0.071,-0.992
1668336157060,2022-11-13T12:42:37.060,11.253,-0.201,0.070,-0.994
1668336157100,2022-11-13T12:42:37.100,11.293,-0.202,0.070,-0.992
1668336157141,2022-11-13T12:42:37.141,11.334,-0.202,0.070,-0.993
1668336157182,2022-11-13T12:42:37.182,11.375,-0.201,0.071,-0.994
1668336157223,2022-11-13T12:42:37.223,11.416,-0.201,0.070,-0.994
1668336157263,2022-11-13T12:42:37.263,11.456,-0.200,0.071,-0.994
1668336157304,2022-11-13T12:42:37.304,11.497,-0.201,0.071,-0.993
1668336157345,2022-11-13T12:42:37.345,11.538,-0.199,0.071,-0.995
1668336157386,2022-11-13T12:42:37.386,11.579,-0.201,0.068,-0.994
1668336157425,2022-11-13T12:42:37.425,11.618,-0.201,0.072,-0.992
1668336157466,2022-11-13T12:42:37.466,11.659,-0.200,0.072,-0.994
1668336157507,2022-11-13T12:42:37.507,11.700,-0.202,0.069,-0.993
1668336157548,2022-11-13T12:42:37.548,11.741,-0.203,0.067,-0.993
1668336157588,2022-11-13T12:42:37.588,11.781,-0.202,0.068,-0.993
1668336157629,2022-11-13T12:42:37.629,11.822,-0.203,0.068,-0.993
1668336157670,2022-11-13T12:42:37.670,11.863,-0.204,0.071,-0.993
1668336157709,2022-11-13T12:42:37.709,11.902,-0.201,0.068,-0.993
1668336157750,2022-11-13T12:42:37.750,11.943,-0.200,0.069,-0.993
1668336157791,2022-11-13T12:42:37.791,11.984,-0.203,0.068,-0.994
1668336157832,2022-11-13T12:42:37.832,12.025,-0.205,0.070,-0.994
1668336157872,2022-11-13T12:42:37.872,12.065,-0.204,0.068,-0.992
1668336157913,2022-11-13T12:42:37.913,12.106,-0.206,0.071,-0.992
1668336157954,2022-11-13T12:42:37.954,12.147,-0.200,0.074,-0.994
1668336157995,2022-11-13T12:42:37.995,12.188,-0.197,0.073,-0.995
1668336158035,2022-11-13T12:42:38.035,12.228,-0.201,0.073,-0.994
1668336158076,2022-11-13T12:42:38.076,12.269,-0.202,0.075,-0.992
1668336158117,2022-11-13T12:42:38.117,12.310,-0.199,0.072,-0.994
1668336158156,2022-11-13T12:42:38.156,12.349,-0.201,0.075,-0.992
1668336158197,2022-11-13T12:42:38.197,12.390,-0.203,0.072,-0.992
1668336158238,2022-11-13T12:42:38.238,12.431,-0.200,0.073,-0.993
1668336158279,2022-11-13T12:42:38.279,12.472,-0.202,0.076,-0.993
1668336158319,2022-11-13T12:42:38.319,12.512,-0.198,0.071,-0.994
1668336158360,2022-11-13T12:42:38.360,12.553,-0.200,0.074,-0.992
1668336158401,2022-11-13T12:42:38.401,12.594,-0.200,0.075,-0.993
1668336158442,2022-11-13T12:42:38.442,12.635,-0.198,0.075,-0.995
1668336158481,2022-11-13T12:42:38.481,12.674,-0.200,0.072,-0.994
1668336158522,2022-11-13T12:42:38.522,12.715,-0.200,0.073,-0.994
1668336158563,2022-11-13T12:42:38.563,12.756,-0.204,0.074,-0.993
1668336158604,2022-11-13T12:42:38.604,12.797,-0.199,0.077,-0.994
1668336158644,2022-11-13T12:42:38.644,12.837,-0.196,0.072,-0.994
1668336158685,2022-11-13T12:42:38.685,12.878,-0.203,0.074,-0.992
1668336158726,2022-11-13T12:42:38.726,12.919,-0.200,0.076,-0.993
1668336158765,2022-11-13T12:42:38.765,12.958,-0.198,0.075,-0.995
1668336158807,2022-11-13T12:42:38.807,13.000,-0.199,0.075,-0.992
1668336158848,2022-11-13T12:42:38.848,13.041,-0.199,0.075,-0.994
1668336158889,2022-11-13T12:42:38.889,13.082,-0.199,0.075,-0.995
1668336158928,2022-11-13T12:42:38.928,13.121,-0.200,0.079,-0.993
1668336158969,2022-11-13T12:42:38.969,13.162,-0.196,0.076,-0.994
1668336159010,2022-11-13T12:42:39.010,13.203,-0.198,0.078,-0.992
1668336159051,2022-11-13T12:42:39.051,13.244,-0.198,0.078,-0.993
1668336159091,2022-11-13T12:42:39.091,13.284,-0.198,0.074,-0.994
1668336159132,2022-11-13T12:42:39.132,13.325,-0.200,0.076,-0.993
1668336159173,2022-11-13T12:42:39.173,13.366,-0.197,0.077,-0.994
1668336159214,2022-11-13T12:42:39.214,13.407,-0.198,0.075,-0.993
1668336159253,2022-11-13T12:42:39.253,13.446,-0.199,0.075,-0.993
1668336159294,2022-11-13T12:42:39.294,13.487,-0.199,0.075,-0.994
1668336159335,2022-11-13T12:42:39.335,13.528,-0.199,0.073,-0.993
1668336159375,2022-11-13T12:42:39.375,13.568,-0.200,0.074,-0.994
1668336159416,2022-11-13T12:42:39.416,13.609,-0.199,0.074,-0.993
1668336159457,2022-11-13T12:42:39.457,13.650,-0.199,0.074,-0.994
1668336159498,2022-11-13T12:42:39.498,13.691,-0.200,0.074,-0.993
1668336159537,2022-11-13T12:42:39.537,13.730,-0.200,0.074,-0.995
1668336159578,2022-11-13T12:42:39.578,13.771,-0.201,0.074,-0.993
1668336159619,2022-11-13T12:42:39.619,13.812,-0.200,0.072,-0.994
1668336159661,2022-11-13T12:42:39.661,13.854,-0.199,0.072,-0.995
1668336159700,2022-11-13T12:42:39.700,13.893,-0.197,0.072,-0.994
1668336159741,2022-11-13T12:42:39.741,13.934,-0.199,0.073,-0.993
1668336159782,2022-11-13T12:42:39.782,13.975,-0.200,0.070,-0.994
1668336159823,2022-11-13T12:42:39.823,14.016,-0.200,0.070,-0.994
1668336159863,2022-11-13T12:42:39.863,14.056,-0.200,0.073,-0.994
1668336159904,2022-11-13T12:42:39.904,14.097,-0.200,0.071,-0.993
1668336159945,2022-11-13T12:42:39.945,14.138,-0.200,0.072,-0.994
1668336159984,2022-11-13T12:42:39.984,14.177,-0.197,0.074,-0.995
1668336160025,2022-11-13T12:42:40.025,14.218,-0.201,0.075,-0.993
1668336160066,2022-11-13T12:42:40.066,14.259,-0.199,0.070,-0.995
1668336160107,2022-11-13T12:42:40.107,14.300,-0.198,0.073,-0.993
1668336160147,2022-11-13T12:42:40.147,14.340,-0.200,0.076,-0.992
1668336160188,2022-11-13T12:42:40.188,14.381,-0.194,0.073,-0.995
1668336160229,2022-11-13T12:42:40.229,14.422,-0.197,0.077,-0.994
