epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1668428287369,2022-11-14T14.18.07.369,0.000,7.622,-10.488,-1.311
1668428287409,2022-11-14T14.18.07.409,0.040,7.195,-11.250,-1.250
1668428287450,2022-11-14T14.18.07.450,0.081,1.677,-6.707,-1.098
1668428287489,2022-11-14T14.18.07.489,0.120,-2.500,0.884,-0.610
1668428287530,2022-11-14T14.18.07.530,0.161,0.030,1.037,0.854
1668428287570,2022-11-14T14.18.07.570,0.201,0.183,0.610,1.524
1668428287611,2022-11-14T14.18.07.611,0.242,-0.762,3.872,0.793
1668428287651,2022-11-14T14.18.07.651,0.282,-1.463,5.030,0.061
1668428287692,2022-11-14T14.18.07.692,0.323,-2.500,2.470,0.793
1668428287731,2022-11-14T14.18.07.731,0.362,0.122,5.762,2.439
1668428287771,2022-11-14T14.18.07.771,0.402,0.793,7.866,2.226
1668428287812,2022-11-14T14.18.07.812,0.443,2.927,5.183,1.341
1668428287851,2022-11-14T14.18.07.851,0.482,3.841,-2.226,2.988
1668428287892,2022-11-14T14.18.07.892,0.523,3.872,-0.762,4.177
1668428287932,2022-11-14T14.18.07.932,0.563,-5.030,5.335,2.927
1668428287973,2022-11-14T14.18.07.973,0.604,-11.921,2.774,5.854
1668428288012,2022-11-14T14.18.08.012,0.643,-9.726,-1.037,10.854
1668428288053,2022-11-14T14.18.08.053,0.684,-4.756,-3.659,5.335
1668428288093,2022-11-14T14.18.08.093,0.724,-5.457,1.951,-0.762
1668428288134,2022-11-14T14.18.08.134,0.765,-6.738,4.512,-0.244
1668428288173,2022-11-14T14.18.08.173,0.804,-4.329,4.268,0.061
1668428288214,2022-11-14T14.18.08.214,0.845,-1.677,1.098,-0.488
1668428288254,2022-11-14T14.18.08.254,0.885,1.402,-0.579,-0.122
1668428288294,2022-11-14T14.18.08.294,0.925,2.530,3.018,0.091
1668428288335,2022-11-14T14.18.08.335,0.966,1.159,3.567,0.183
1668428288374,2022-11-14T14.18.08.374,1.005,0.000,1.067,-1.006
1668428288415,2022-11-14T14.18.08.415,1.046,0.671,-0.549,-1.250
1668428288455,2022-11-14T14.18.08.455,1.086,1.799,-1.433,-1.585
1668428288496,2022-11-14T14.18.08.496,1.127,2.073,-0.701,-0.823
1668428288535,2022-11-14T14.18.08.535,1.166,7.866,0.366,0.000
1668428288576,2022-11-14T14.18.08.576,1.207,4.329,-0.457,-0.549
1668428288616,2022-11-14T14.18.08.616,1.247,2.652,-1.098,-0.671
1668428288657,2022-11-14T14.18.08.657,1.288,0.823,-0.915,-0.274
1668428288696,2022-11-14T14.18.08.696,1.327,0.823,-0.396,-0.610
1668428288737,2022-11-14T14.18.08.737,1.368,-0.884,1.311,-0.518
1668428288777,2022-11-14T14.18.08.777,1.408,0.884,0.396,0.732
1668428288818,2022-11-14T14.18.08.818,1.449,3.079,-1.341,0.732
1668428288858,2022-11-14T14.18.08.858,1.489,0.640,0.579,0.061
1668428288897,2022-11-14T14.18.08.897,1.528,-0.183,1.707,0.030
1668428288938,2022-11-14T14.18.08.938,1.569,0.305,-0.335,-0.518
1668428288978,2022-11-14T14.18.08.978,1.609,-0.823,0.061,-1.433
1668428289019,2022-11-14T14.18.09.019,1.650,-2.652,0.244,-1.189
1668428289058,2022-11-14T14.18.09.058,1.689,-2.835,0.305,-1.250
1668428289099,2022-11-14T14.18.09.099,1.730,-3.476,1.433,-1.738
1668428289139,2022-11-14T14.18.09.139,1.770,-3.140,0.000,-1.890
1668428289180,2022-11-14T14.18.09.180,1.811,-1.463,-1.433,-0.884
1668428289219,2022-11-14T14.18.09.219,1.850,0.396,-1.067,-0.579
1668428289260,2022-11-14T14.18.09.260,1.891,0.945,-0.152,-0.030
1668428289300,2022-11-14T14.18.09.300,1.931,1.067,1.402,0.457
1668428289341,2022-11-14T14.18.09.341,1.972,-0.244,1.311,0.488
1668428289381,2022-11-14T14.18.09.381,2.012,-0.061,0.488,0.488
1668428289420,2022-11-14T14.18.09.420,2.051,-0.030,0.152,0.213
1668428289461,2022-11-14T14.18.09.461,2.092,-0.366,-0.091,-0.274
1668428289501,2022-11-14T14.18.09.501,2.132,-0.091,-0.549,-0.396
1668428289542,2022-11-14T14.18.09.542,2.173,-0.061,0.335,-0.305
1668428289581,2022-11-14T14.18.09.581,2.212,-0.549,0.640,-0.213
1668428289622,2022-11-14T14.18.09.622,2.253,-0.091,0.000,0.061
1668428289662,2022-11-14T14.18.09.662,2.293,-0.610,0.152,-0.122
1668428289703,2022-11-14T14.18.09.703,2.334,-0.671,0.518,-0.244
1668428289742,2022-11-14T14.18.09.742,2.373,-0.457,0.244,0.030
1668428289783,2022-11-14T14.18.09.783,2.414,-1.159,0.183,-0.061
1668428289823,2022-11-14T14.18.09.823,2.454,-0.701,-0.274,-0.396
1668428289864,2022-11-14T14.18.09.864,2.495,0.122,-0.427,-0.610
1668428289903,2022-11-14T14.18.09.903,2.534,-0.884,-0.274,-0.366
1668428289943,2022-11-14T14.18.09.943,2.574,-0.915,-0.762,-0.579
1668428289984,2022-11-14T14.18.09.984,2.615,-0.122,-0.396,-0.335
1668428290024,2022-11-14T14.18.10.024,2.655,0.122,0.671,0.396
1668428290065,2022-11-14T14.18.10.065,2.696,0.549,0.549,0.396
1668428290104,2022-11-14T14.18.10.104,2.735,-0.030,0.030,0.091
1668428290145,2022-11-14T14.18.10.145,2.776,-0.549,0.915,-0.183
1668428290185,2022-11-14T14.18.10.185,2.816,-0.030,0.366,-0.030
1668428290226,2022-11-14T14.18.10.226,2.857,0.762,-0.122,0.183
1668428290265,2022-11-14T14.18.10.265,2.896,0.427,-0.030,-0.213
1668428290306,2022-11-14T14.18.10.306,2.937,0.183,-0.396,-0.244
1668428290346,2022-11-14T14.18.10.346,2.977,0.000,0.091,0.061
1668428290387,2022-11-14T14.18.10.387,3.018,-0.579,0.671,0.244
1668428290426,2022-11-14T14.18.10.426,3.057,-0.091,0.671,0.335
1668428290466,2022-11-14T14.18.10.466,3.097,0.091,-0.061,0.122
1668428290507,2022-11-14T14.18.10.507,3.138,0.579,-0.030,0.213
1668428290548,2022-11-14T14.18.10.548,3.179,0.122,0.854,0.244
1668428290588,2022-11-14T14.18.10.588,3.219,-0.183,0.457,0.122
1668428290627,2022-11-14T14.18.10.627,3.258,-0.061,-0.122,0.030
1668428290668,2022-11-14T14.18.10.668,3.299,-0.061,0.915,0.213
1668428290708,2022-11-14T14.18.10.708,3.339,-0.183,0.457,0.213
1668428290749,2022-11-14T14.18.10.749,3.380,-0.488,0.335,0.030
1668428290788,2022-11-14T14.18.10.788,3.419,-0.915,1.250,0.152
1668428290829,2022-11-14T14.18.10.829,3.460,0.152,-0.183,0.244
1668428290869,2022-11-14T14.18.10.869,3.500,0.945,-0.701,0.122
1668428290910,2022-11-14T14.18.10.910,3.541,0.061,-0.091,-0.122
1668428290949,2022-11-14T14.18.10.949,3.580,0.274,0.183,-0.030
1668428290990,2022-11-14T14.18.10.990,3.621,0.488,0.091,0.061
1668428291030,2022-11-14T14.18.11.030,3.661,0.427,0.183,-0.030
1668428291069,2022-11-14T14.18.11.069,3.700,0.061,0.427,-0.030
1668428291110,2022-11-14T14.18.11.110,3.741,0.122,0.335,-0.091
1668428291150,2022-11-14T14.18.11.150,3.781,-0.061,-0.122,-0.183
1668428291191,2022-11-14T14.18.11.191,3.822,-0.152,0.213,-0.061
1668428291231,2022-11-14T14.18.11.231,3.862,-0.030,0.000,0.000
1668428291272,2022-11-14T14.18.11.272,3.903,0.061,0.152,-0.122
1668428291311,2022-11-14T14.18.11.311,3.942,-0.274,0.244,0.000
1668428291352,2022-11-14T14.18.11.352,3.983,-0.122,-0.061,0.061
1668428291392,2022-11-14T14.18.11.392,4.023,-0.061,-0.030,0.030
1668428291433,2022-11-14T14.18.11.433,4.064,0.335,-0.305,0.152
1668428291472,2022-11-14T14.18.11.472,4.103,0.274,-0.488,-0.030
1668428291513,2022-11-14T14.18.11.513,4.144,0.427,0.091,0.152
1668428291553,2022-11-14T14.18.11.553,4.184,0.213,0.701,0.213
1668428291592,2022-11-14T14.18.11.592,4.223,0.091,0.091,0.396
1668428291633,2022-11-14T14.18.11.633,4.264,0.335,0.091,0.274
1668428291673,2022-11-14T14.18.11.673,4.304,0.610,-0.030,0.061
1668428291714,2022-11-14T14.18.11.714,4.345,0.793,-0.061,0.061
1668428291754,2022-11-14T14.18.11.754,4.385,0.518,0.213,0.213
1668428291795,2022-11-14T14.18.11.795,4.426,0.488,0.366,0.335
1668428291834,2022-11-14T14.18.11.834,4.465,0.427,0.335,0.244
1668428291875,2022-11-14T14.18.11.875,4.506,0.152,0.061,-0.061
1668428291915,2022-11-14T14.18.11.915,4.546,-0.183,-0.061,-0.091
1668428291956,2022-11-14T14.18.11.956,4.587,0.061,0.183,0.061
1668428291995,2022-11-14T14.18.11.995,4.626,-0.244,-0.122,0.030
1668428292035,2022-11-14T14.18.12.035,4.666,-0.366,0.122,-0.061
1668428292076,2022-11-14T14.18.12.076,4.707,-0.457,-0.213,-0.152
1668428292115,2022-11-14T14.18.12.115,4.746,-0.213,-0.213,-0.244
1668428292156,2022-11-14T14.18.12.156,4.787,0.030,0.061,-0.122
1668428292196,2022-11-14T14.18.12.196,4.827,-0.122,0.305,-0.091
1668428292237,2022-11-14T14.18.12.237,4.868,-0.122,0.488,0.030
1668428292277,2022-11-14T14.18.12.277,4.908,0.061,0.183,0.274
1668428292318,2022-11-14T14.18.12.318,4.949,0.335,0.335,0.213
