epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1667737121003,2022-11-06T14.18.41.003,2.234,0.396,0.152,-0.488
1667737121044,2022-11-06T14.18.41.044,2.275,0.579,0.305,-0.183
1667737121085,2022-11-06T14.18.41.085,2.316,0.213,0.152,0.274
1667737121126,2022-11-06T14.18.41.126,2.357,-1.250,0.732,0.274
1667737121165,2022-11-06T14.18.41.165,2.396,-0.945,0.488,0.427
1667737121206,2022-11-06T14.18.41.206,2.437,-0.762,0.793,-0.152
1667737121247,2022-11-06T14.18.41.247,2.478,1.159,-0.793,-0.213
1667737121288,2022-11-06T14.18.41.288,2.519,1.433,-2.835,-1.037
1667737121328,2022-11-06T14.18.41.328,2.559,-1.982,-0.976,-1.098
1667737121369,2022-11-06T14.18.41.369,2.600,-0.823,0.427,-0.152
1667737121410,2022-11-06T14.18.41.410,2.641,-0.183,0.701,0.213
1667737121451,2022-11-06T14.18.41.451,2.682,-0.732,0.213,0.061
1667737121490,2022-11-06T14.18.41.490,2.721,-0.610,0.579,0.030
1667737121531,2022-11-06T14.18.41.531,2.762,-0.671,0.427,-0.091
1667737121572,2022-11-06T14.18.41.572,2.803,-0.976,0.549,-0.152
1667737121612,2022-11-06T14.18.41.612,2.843,-0.366,0.640,0.274
1667737121653,2022-11-06T14.18.41.653,2.884,-0.457,0.213,0.366
1667737121694,2022-11-06T14.18.41.694,2.925,-0.854,1.067,-0.457
1667737121735,2022-11-06T14.18.41.735,2.966,-0.671,0.793,0.030
1667737121775,2022-11-06T14.18.41.775,3.006,-1.006,0.823,-0.030
1667737121816,2022-11-06T14.18.41.816,3.047,-0.732,0.640,-0.030
1667737121857,2022-11-06T14.18.41.857,3.088,-0.335,0.579,0.000
1667737121898,2022-11-06T14.18.41.898,3.129,-0.518,0.396,0.335
1667737121937,2022-11-06T14.18.41.937,3.168,-0.427,0.579,0.793
1667737121978,2022-11-06T14.18.41.978,3.209,-1.006,0.030,0.000
1667737122019,2022-11-06T14.18.42.019,3.250,-1.220,1.220,-0.366
1667737122060,2022-11-06T14.18.42.060,3.291,-0.488,0.000,0.152
1667737122100,2022-11-06T14.18.42.100,3.331,-0.488,0.732,0.152
1667737122141,2022-11-06T14.18.42.141,3.372,-0.732,0.518,-0.122
1667737122182,2022-11-06T14.18.42.182,3.413,-0.610,0.427,-0.091
1667737122221,2022-11-06T14.18.42.221,3.452,-0.488,0.640,-0.366
1667737122262,2022-11-06T14.18.42.262,3.493,-0.366,0.457,-0.305
1667737122303,2022-11-06T14.18.42.303,3.534,-0.366,0.732,-0.061
1667737122344,2022-11-06T14.18.42.344,3.575,-0.701,0.488,-0.335
1667737122384,2022-11-06T14.18.42.384,3.615,-0.518,0.762,-0.366
1667737122425,2022-11-06T14.18.42.425,3.656,-0.183,0.732,-0.152
1667737122466,2022-11-06T14.18.42.466,3.697,-0.854,0.671,-0.305
1667737122507,2022-11-06T14.18.42.507,3.738,-1.220,-0.030,0.274
1667737122546,2022-11-06T14.18.42.546,3.777,-0.518,0.823,-0.427
1667737122587,2022-11-06T14.18.42.587,3.818,-0.213,0.396,0.091
1667737122629,2022-11-06T14.18.42.629,3.860,-0.610,0.671,-0.183
1667737122670,2022-11-06T14.18.42.670,3.901,-0.366,0.671,0.213
1667737122709,2022-11-06T14.18.42.709,3.940,-0.549,0.427,-0.061
1667737122750,2022-11-06T14.18.42.750,3.981,-0.793,0.579,-0.122
1667737122791,2022-11-06T14.18.42.791,4.022,-0.732,0.091,0.030
1667737122832,2022-11-06T14.18.42.832,4.063,-0.427,0.396,-0.244
1667737122872,2022-11-06T14.18.42.872,4.103,-0.488,0.671,-0.305
1667737122913,2022-11-06T14.18.42.913,4.144,-0.457,0.366,-0.030
1667737122954,2022-11-06T14.18.42.954,4.185,-0.427,0.549,-0.091
1667737122993,2022-11-06T14.18.42.993,4.224,-0.518,0.579,-0.335
1667737123034,2022-11-06T14.18.43.034,4.265,-0.274,0.488,-0.396
1667737123075,2022-11-06T14.18.43.075,4.306,-0.793,0.335,-1.463
1667737123116,2022-11-06T14.18.43.116,4.347,-0.549,0.427,-2.378
1667737123156,2022-11-06T14.18.43.156,4.387,-1.890,-0.427,-3.872
1667737123197,2022-11-06T14.18.43.197,4.428,-1.494,-6.280,1.372
1667737123238,2022-11-06T14.18.43.238,4.469,-0.549,-18.476,6.829
1667737123279,2022-11-06T14.18.43.279,4.510,2.652,1.799,-0.579
1667737123318,2022-11-06T14.18.43.318,4.549,-1.860,9.573,-4.116
1667737123359,2022-11-06T14.18.43.359,4.590,-4.116,28.506,-4.482
1667737123400,2022-11-06T14.18.43.400,4.631,8.689,12.561,13.415
1667737123442,2022-11-06T14.18.43.442,4.673,8.750,-5.518,5.854
1667737123481,2022-11-06T14.18.43.481,4.712,-9.787,-5.091,-7.927
1667737123522,2022-11-06T14.18.43.522,4.753,-2.561,3.232,-1.067
1667737123563,2022-11-06T14.18.43.563,4.794,0.335,0.244,1.250
1667737123603,2022-11-06T14.18.43.603,4.834,-2.591,-0.518,-1.067
1667737123644,2022-11-06T14.18.43.644,4.875,-1.159,0.122,-0.061
1667737123685,2022-11-06T14.18.43.685,4.916,-1.189,0.366,-0.335
1667737123726,2022-11-06T14.18.43.726,4.957,-0.488,0.183,0.000
1667737123765,2022-11-06T14.18.43.765,4.996,-0.945,-0.549,-0.335
1667737123806,2022-11-06T14.18.43.806,5.037,-0.793,1.098,-0.274
1667737123847,2022-11-06T14.18.43.847,5.078,-0.152,0.000,-0.183
1667737123888,2022-11-06T14.18.43.888,5.119,-0.549,0.549,0.030
1667737123928,2022-11-06T14.18.43.928,5.159,-1.098,0.274,-0.152
1667737123969,2022-11-06T14.18.43.969,5.200,-0.640,0.213,-0.061
1667737124010,2022-11-06T14.18.44.010,5.241,-0.579,0.732,-0.366
1667737124051,2022-11-06T14.18.44.051,5.282,-0.396,-0.549,0.396
1667737124090,2022-11-06T14.18.44.090,5.321,-0.823,0.305,-0.152
1667737124131,2022-11-06T14.18.44.131,5.362,-0.457,0.183,0.061
1667737124172,2022-11-06T14.18.44.172,5.403,-0.854,0.244,-0.061
1667737124212,2022-11-06T14.18.44.212,5.443,-0.305,-0.305,0.061
1667737124253,2022-11-06T14.18.44.253,5.484,-0.244,0.030,-0.030
1667737124294,2022-11-06T14.18.44.294,5.525,-0.610,0.549,-0.122
1667737124335,2022-11-06T14.18.44.335,5.566,-0.335,0.305,0.122
1667737124375,2022-11-06T14.18.44.375,5.606,-0.640,0.274,-0.183
1667737124416,2022-11-06T14.18.44.416,5.647,-0.213,0.396,0.152
1667737124457,2022-11-06T14.18.44.457,5.688,-0.366,0.427,0.000
1667737124498,2022-11-06T14.18.44.498,5.729,-1.189,0.671,-0.152
1667737124537,2022-11-06T14.18.44.537,5.768,-0.671,0.884,-0.244
1667737124578,2022-11-06T14.18.44.578,5.809,-0.854,0.549,-0.274
1667737124619,2022-11-06T14.18.44.619,5.850,-0.610,0.396,-0.152
1667737124660,2022-11-06T14.18.44.660,5.891,-1.372,0.396,-0.061
1667737124700,2022-11-06T14.18.44.700,5.931,-0.640,-0.701,0.244
1667737124741,2022-11-06T14.18.44.741,5.972,-0.091,0.915,-0.152
1667737124782,2022-11-06T14.18.44.782,6.013,-0.549,1.067,-0.152
1667737124821,2022-11-06T14.18.44.821,6.052,-0.305,1.006,0.152
1667737124862,2022-11-06T14.18.44.862,6.093,-0.640,0.915,-0.244
1667737124903,2022-11-06T14.18.44.903,6.134,-0.305,0.457,0.000
1667737124944,2022-11-06T14.18.44.944,6.175,-0.396,0.701,-0.244
1667737124984,2022-11-06T14.18.44.984,6.215,-0.762,0.732,-0.335
1667737125025,2022-11-06T14.18.45.025,6.256,-0.274,0.122,-0.091
1667737125066,2022-11-06T14.18.45.066,6.297,-0.610,0.213,0.061
1667737125107,2022-11-06T14.18.45.107,6.338,-0.884,0.122,-0.091
1667737125147,2022-11-06T14.18.45.147,6.378,-0.427,0.640,-0.122
1667737125188,2022-11-06T14.18.45.188,6.419,-0.579,0.091,0.000
1667737125229,2022-11-06T14.18.45.229,6.460,-0.640,0.366,0.030
1667737125270,2022-11-06T14.18.45.270,6.501,-0.091,0.213,-0.183
1667737125309,2022-11-06T14.18.45.309,6.540,-0.030,0.335,-0.457
1667737125350,2022-11-06T14.18.45.350,6.581,-0.244,0.549,-0.854
1667737125391,2022-11-06T14.18.45.391,6.622,-0.183,0.610,-1.860
1667737125431,2022-11-06T14.18.45.431,6.662,-2.012,0.000,-0.854
1667737125472,2022-11-06T14.18.45.472,6.703,0.091,-0.762,1.067
1667737125513,2022-11-06T14.18.45.513,6.744,-0.701,-0.732,1.463
1667737125554,2022-11-06T14.18.45.554,6.785,-2.043,-1.250,3.201
1667737125593,2022-11-06T14.18.45.593,6.824,-7.774,-0.640,6.128
1667737125634,2022-11-06T14.18.45.634,6.865,-12.561,4.238,10.396
1667737125675,2022-11-06T14.18.45.675,6.906,-9.146,7.256,6.616
1667737125716,2022-11-06T14.18.45.716,6.947,-9.512,4.848,0.274
1667737125756,2022-11-06T14.18.45.756,6.987,-8.506,4.848,-0.884
1667737125797,2022-11-06T14.18.45.797,7.028,2.104,-1.738,-9.360
1667737125838,2022-11-06T14.18.45.838,7.069,1.799,-5.274,-14.024
1667737125878,2022-11-06T14.18.45.878,7.109,5.183,-1.921,-13.841
1667737125919,2022-11-06T14.18.45.919,7.150,9.055,1.829,-12.317
1667737125960,2022-11-06T14.18.45.960,7.191,4.573,1.402,-9.055
1667737126001,2022-11-06T14.18.46.001,7.232,3.415,2.805,-7.896
1667737126040,2022-11-06T14.18.46.040,7.271,2.134,2.744,-6.037
1667737126081,2022-11-06T14.18.46.081,7.312,0.976,1.982,-2.134
1667737126122,2022-11-06T14.18.46.122,7.353,-0.183,2.409,-2.835
1667737126163,2022-11-06T14.18.46.163,7.394,-1.555,0.274,0.854
1667737126203,2022-11-06T14.18.46.203,7.434,1.128,0.793,0.274
1667737126244,2022-11-06T14.18.46.244,7.475,0.732,1.707,-0.335
1667737126285,2022-11-06T14.18.46.285,7.516,0.274,1.768,-0.213
1667737126326,2022-11-06T14.18.46.326,7.557,-0.152,5.030,-1.128
1667737126365,2022-11-06T14.18.46.365,7.596,-7.713,11.159,2.957
1667737126406,2022-11-06T14.18.46.406,7.637,-1.037,8.354,12.348
1667737126447,2022-11-06T14.18.46.447,7.678,2.165,-0.762,3.293
1667737126487,2022-11-06T14.18.46.487,7.718,-3.201,-0.823,2.012
1667737126528,2022-11-06T14.18.46.528,7.759,1.280,-2.805,8.049
1667737126569,2022-11-06T14.18.46.569,7.800,-0.122,-1.829,2.287
1667737126610,2022-11-06T14.18.46.610,7.841,-1.646,-0.610,1.738
1667737126650,2022-11-06T14.18.46.650,7.881,-0.244,0.427,2.104
1667737126691,2022-11-06T14.18.46.691,7.922,-0.488,-0.762,0.671
1667737126732,2022-11-06T14.18.46.732,7.963,-1.433,-0.396,0.671
1667737126773,2022-11-06T14.18.46.773,8.004,-0.213,0.488,-0.122
1667737126812,2022-11-06T14.18.46.812,8.043,-0.427,-0.549,0.701
1667737126853,2022-11-06T14.18.46.853,8.084,-0.793,0.518,-0.274
1667737126894,2022-11-06T14.18.46.894,8.125,-0.396,0.183,0.122
1667737126935,2022-11-06T14.18.46.935,8.166,-0.610,0.305,-0.335
1667737126975,2022-11-06T14.18.46.975,8.206,-0.762,0.183,0.000
1667737127016,2022-11-06T14.18.47.016,8.247,0.061,0.122,0.061
1667737127057,2022-11-06T14.18.47.057,8.288,-0.762,-0.183,-0.152
1667737127096,2022-11-06T14.18.47.096,8.327,-0.823,-0.122,0.335
1667737127137,2022-11-06T14.18.47.137,8.368,-0.183,0.366,0.030
1667737127178,2022-11-06T14.18.47.178,8.409,-0.610,0.122,0.610
1667737127219,2022-11-06T14.18.47.219,8.450,-0.427,0.335,0.823
1667737127259,2022-11-06T14.18.47.259,8.490,-1.159,1.159,-1.037
1667737127300,2022-11-06T14.18.47.300,8.531,-5.030,4.268,-3.201
1667737127341,2022-11-06T14.18.47.341,8.572,-3.598,5.152,-2.988
1667737127382,2022-11-06T14.18.47.382,8.613,-1.646,3.323,-1.128
1667737127421,2022-11-06T14.18.47.421,8.652,-1.524,2.744,-1.220
1667737127462,2022-11-06T14.18.47.462,8.693,-0.854,2.561,-1.128
1667737127504,2022-11-06T14.18.47.504,8.735,1.159,2.470,0.732
1667737127545,2022-11-06T14.18.47.545,8.776,1.860,2.500,1.524
1667737127584,2022-11-06T14.18.47.584,8.815,-1.768,0.549,0.091
1667737127625,2022-11-06T14.18.47.625,8.856,-3.018,1.098,0.701
1667737127666,2022-11-06T14.18.47.666,8.897,-4.177,1.098,2.226
1667737127706,2022-11-06T14.18.47.706,8.937,-3.171,-0.427,2.134
1667737127747,2022-11-06T14.18.47.747,8.978,-3.079,-0.152,0.213
1667737127788,2022-11-06T14.18.47.788,9.019,-4.543,0.701,-0.366
1667737127829,2022-11-06T14.18.47.829,9.060,-1.646,0.762,0.122
1667737127868,2022-11-06T14.18.47.868,9.099,-1.768,-0.152,1.037
1667737127909,2022-11-06T14.18.47.909,9.140,-2.652,-1.433,-0.274
1667737127950,2022-11-06T14.18.47.950,9.181,-2.530,-1.280,-0.579
1667737127991,2022-11-06T14.18.47.991,9.222,-1.890,-0.213,1.006
1667737128031,2022-11-06T14.18.48.031,9.262,-0.305,0.732,1.616
1667737128072,2022-11-06T14.18.48.072,9.303,-1.433,0.396,1.707
1667737128113,2022-11-06T14.18.48.113,9.344,-0.945,-0.488,2.043
1667737128154,2022-11-06T14.18.48.154,9.385,-0.488,0.488,2.043
1667737128193,2022-11-06T14.18.48.193,9.424,-0.518,0.152,2.073
1667737128234,2022-11-06T14.18.48.234,9.465,-0.732,-0.610,2.165
1667737128275,2022-11-06T14.18.48.275,9.506,0.030,0.945,2.530
1667737128315,2022-11-06T14.18.48.315,9.546,-0.457,0.457,3.293
1667737128356,2022-11-06T14.18.48.356,9.587,-1.128,0.549,2.591
1667737128397,2022-11-06T14.18.48.397,9.628,-1.738,0.305,1.585
1667737128438,2022-11-06T14.18.48.438,9.669,-1.037,0.518,1.402
1667737128478,2022-11-06T14.18.48.478,9.709,-1.463,0.183,0.518
1667737128519,2022-11-06T14.18.48.519,9.750,-2.104,-0.610,0.610
1667737128560,2022-11-06T14.18.48.560,9.791,-1.311,0.976,0.823
1667737128601,2022-11-06T14.18.48.601,9.832,-2.134,0.732,0.671
1667737128640,2022-11-06T14.18.48.640,9.871,-2.012,0.030,0.884
1667737128681,2022-11-06T14.18.48.681,9.912,-2.226,0.579,1.250
1667737128722,2022-11-06T14.18.48.722,9.953,-2.317,0.518,1.159
1667737128763,2022-11-06T14.18.48.763,9.994,-2.256,0.427,1.341
1667737128803,2022-11-06T14.18.48.803,10.034,-2.470,1.585,0.549
1667737128844,2022-11-06T14.18.48.844,10.075,-1.951,1.220,1.098
1667737128885,2022-11-06T14.18.48.885,10.116,0.213,2.043,0.762
1667737128924,2022-11-06T14.18.48.924,10.155,0.823,1.616,-0.579
1667737128965,2022-11-06T14.18.48.965,10.196,0.122,0.579,0.213
1667737129006,2022-11-06T14.18.49.006,10.237,0.183,1.189,-0.061
1667737129047,2022-11-06T14.18.49.047,10.278,0.488,0.640,0.335
1667737129087,2022-11-06T14.18.49.087,10.318,-0.183,1.067,0.518
1667737129128,2022-11-06T14.18.49.128,10.359,-0.274,1.098,0.030
1667737129169,2022-11-06T14.18.49.169,10.400,-0.610,0.457,0.274
1667737129210,2022-11-06T14.18.49.210,10.441,-0.427,0.610,-0.610
1667737129250,2022-11-06T14.18.49.250,10.481,-0.183,0.701,-0.579
1667737129291,2022-11-06T14.18.49.291,10.522,0.183,0.701,-0.793
1667737129332,2022-11-06T14.18.49.332,10.563,0.000,0.823,-0.701
1667737129373,2022-11-06T14.18.49.373,10.604,0.061,0.854,-0.854
1667737129412,2022-11-06T14.18.49.412,10.643,-0.183,0.518,-1.037
1667737129453,2022-11-06T14.18.49.453,10.684,-0.793,0.335,-0.976
1667737129494,2022-11-06T14.18.49.494,10.725,-0.701,0.305,-0.579
1667737129534,2022-11-06T14.18.49.534,10.765,-0.579,0.183,-0.305
1667737129575,2022-11-06T14.18.49.575,10.806,-0.884,0.701,-0.701
1667737129616,2022-11-06T14.18.49.616,10.847,-0.335,0.366,-0.122
1667737129657,2022-11-06T14.18.49.657,10.888,0.122,0.305,0.152
1667737129696,2022-11-06T14.18.49.696,10.927,-0.488,0.091,-0.244
1667737129737,2022-11-06T14.18.49.737,10.968,-1.067,0.213,-0.457
1667737129778,2022-11-06T14.18.49.778,11.009,-0.793,0.183,-0.152
1667737129819,2022-11-06T14.18.49.819,11.050,-1.220,0.579,-0.305
1667737129859,2022-11-06T14.18.49.859,11.090,-0.793,0.427,-0.305
1667737129900,2022-11-06T14.18.49.900,11.131,-0.854,0.671,0.000
1667737129941,2022-11-06T14.18.49.941,11.172,-0.762,0.427,-0.274
1667737129981,2022-11-06T14.18.49.981,11.212,-0.640,0.335,-0.396
1667737130022,2022-11-06T14.18.50.022,11.253,-0.518,0.854,-0.213
1667737130063,2022-11-06T14.18.50.063,11.294,-0.061,0.854,0.061
1667737130104,2022-11-06T14.18.50.104,11.335,-0.884,-0.213,-0.122
1667737130143,2022-11-06T14.18.50.143,11.374,-0.945,0.518,-0.305
1667737130184,2022-11-06T14.18.50.184,11.415,-0.305,0.732,-0.244
1667737130225,2022-11-06T14.18.50.225,11.456,-0.823,0.305,-0.457
1667737130266,2022-11-06T14.18.50.266,11.497,-0.945,0.000,-0.305
1667737130306,2022-11-06T14.18.50.306,11.537,-0.549,0.701,-0.396
1667737130347,2022-11-06T14.18.50.347,11.578,-0.518,0.000,-0.366
1667737130388,2022-11-06T14.18.50.388,11.619,-1.250,0.427,-0.427
1667737130429,2022-11-06T14.18.50.429,11.660,-0.762,0.762,-0.183
1667737130468,2022-11-06T14.18.50.468,11.699,-0.793,0.122,-0.335
1667737130509,2022-11-06T14.18.50.509,11.740,-0.823,0.122,-0.396
1667737130550,2022-11-06T14.18.50.550,11.781,-0.671,0.518,-0.366
1667737130590,2022-11-06T14.18.50.590,11.821,-0.945,0.122,-0.366
1667737130631,2022-11-06T14.18.50.631,11.862,-0.518,0.457,-0.244
1667737130672,2022-11-06T14.18.50.672,11.903,-0.671,0.305,0.030
1667737130713,2022-11-06T14.18.50.713,11.944,-1.067,0.061,-0.366
1667737130753,2022-11-06T14.18.50.753,11.984,-0.854,0.305,-0.274
1667737130794,2022-11-06T14.18.50.794,12.025,-0.976,0.213,-0.671
1667737130835,2022-11-06T14.18.50.835,12.066,-1.707,0.183,-0.610
1667737130876,2022-11-06T14.18.50.876,12.107,-0.366,0.488,-0.274
1667737130915,2022-11-06T14.18.50.915,12.146,-0.884,0.335,-0.183
1667737130956,2022-11-06T14.18.50.956,12.187,-0.701,0.610,-0.427
1667737130997,2022-11-06T14.18.50.997,12.228,-0.793,0.579,-0.305
1667737131038,2022-11-06T14.18.51.038,12.269,-0.488,0.427,-0.427
1667737131078,2022-11-06T14.18.51.078,12.309,-0.671,0.366,-0.213
1667737131119,2022-11-06T14.18.51.119,12.350,-0.762,0.488,-0.152
1667737131160,2022-11-06T14.18.51.160,12.391,-0.671,0.183,0.061
1667737131199,2022-11-06T14.18.51.199,12.430,-1.037,-0.549,-0.183
1667737131240,2022-11-06T14.18.51.240,12.471,-0.183,0.732,-0.335
1667737131281,2022-11-06T14.18.51.281,12.512,-0.091,0.671,0.457
1667737131322,2022-11-06T14.18.51.322,12.553,0.274,1.250,0.335
1667737131362,2022-11-06T14.18.51.362,12.593,4.329,4.817,3.994
1667737131403,2022-11-06T14.18.51.403,12.634,8.872,5.152,10.579
1667737131444,2022-11-06T14.18.51.444,12.675,10.274,-3.933,18.963
1667737131485,2022-11-06T14.18.51.485,12.716,3.018,-17.927,26.037
1667737131525,2022-11-06T14.18.51.525,12.756,-9.268,-35.183,31.829
1667737131566,2022-11-06T14.18.51.566,12.797,6.372,-6.860,26.860
1667737131607,2022-11-06T14.18.51.607,12.838,20.152,5.366,18.537
1667737131646,2022-11-06T14.18.51.646,12.877,8.811,-5.793,12.866
1667737131687,2022-11-06T14.18.51.687,12.918,4.207,-0.305,14.268
1667737131728,2022-11-06T14.18.51.728,12.959,-4.146,-6.250,22.378
1667737131769,2022-11-06T14.18.51.769,13.000,-7.713,-7.317,30.366
1667737131809,2022-11-06T14.18.51.809,13.040,9.512,1.067,40.213
1667737131850,2022-11-06T14.18.51.850,13.081,30.915,7.256,45.000
1667737131891,2022-11-06T14.18.51.891,13.122,40.549,7.652,41.280
1667737131932,2022-11-06T14.18.51.932,13.163,26.250,-3.262,31.494
1667737131971,2022-11-06T14.18.51.971,13.202,-4.421,-11.250,12.470
1667737132012,2022-11-06T14.18.52.012,13.243,-3.415,-2.195,-2.439
1667737132053,2022-11-06T14.18.52.053,13.284,5.823,5.000,-4.146
1667737132094,2022-11-06T14.18.52.094,13.325,3.110,7.713,-5.701
1667737132134,2022-11-06T14.18.52.134,13.365,2.165,2.774,-4.421
1667737132175,2022-11-06T14.18.52.175,13.406,0.549,-1.311,-0.366
1667737132216,2022-11-06T14.18.52.216,13.447,3.171,-1.463,1.707
1667737132255,2022-11-06T14.18.52.255,13.486,3.293,-0.518,5.427
1667737132296,2022-11-06T14.18.52.296,13.527,4.482,1.616,4.878
1667737132337,2022-11-06T14.18.52.337,13.568,3.171,1.860,2.774
1667737132379,2022-11-06T14.18.52.379,13.610,1.067,0.915,1.067
1667737132418,2022-11-06T14.18.52.418,13.649,2.134,-1.250,-0.701
1667737132459,2022-11-06T14.18.52.459,13.690,3.933,-3.018,-1.128
1667737132500,2022-11-06T14.18.52.500,13.731,3.415,-1.890,0.396
1667737132541,2022-11-06T14.18.52.541,13.772,7.683,-0.061,3.598
1667737132581,2022-11-06T14.18.52.581,13.812,10.000,-0.122,3.537
1667737132622,2022-11-06T14.18.52.622,13.853,4.360,-0.122,-1.463
1667737132663,2022-11-06T14.18.52.663,13.894,-6.006,-2.591,-3.476
1667737132704,2022-11-06T14.18.52.704,13.935,-5.701,-2.470,-2.439
1667737132743,2022-11-06T14.18.52.743,13.974,-2.317,-0.366,-1.829
1667737132784,2022-11-06T14.18.52.784,14.015,-0.854,2.104,1.067
1667737132825,2022-11-06T14.18.52.825,14.056,1.860,2.104,3.140
1667737132865,2022-11-06T14.18.52.865,14.096,2.012,2.256,4.207
1667737132906,2022-11-06T14.18.52.906,14.137,1.829,2.530,5.305
1667737132947,2022-11-06T14.18.52.947,14.178,3.079,1.341,5.518
1667737132988,2022-11-06T14.18.52.988,14.219,3.354,0.762,5.030
1667737133027,2022-11-06T14.18.53.027,14.258,2.591,-1.921,3.780
1667737133068,2022-11-06T14.18.53.068,14.299,-0.244,-4.512,2.591
1667737133109,2022-11-06T14.18.53.109,14.340,1.799,-5.640,2.530
1667737133150,2022-11-06T14.18.53.150,14.381,-1.037,-7.530,3.262
1667737133190,2022-11-06T14.18.53.190,14.421,-2.957,-6.555,5.000
1667737133231,2022-11-06T14.18.53.231,14.462,-4.451,-7.439,8.110
1667737133272,2022-11-06T14.18.53.272,14.503,-7.378,-8.567,10.244
1667737133313,2022-11-06T14.18.53.313,14.544,-15.976,-14.878,18.171
1667737133353,2022-11-06T14.18.53.353,14.584,-43.963,-28.567,33.750
