epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1667121104834,2022-10-30T11.11.44.834,1.704,1.098,-0.610,-0.091
1667121104873,2022-10-30T11.11.44.873,1.743,0.152,-1.220,0.640
1667121104913,2022-10-30T11.11.44.913,1.783,1.433,-0.305,-0.335
1667121104952,2022-10-30T11.11.44.952,1.822,1.189,0.091,0.366
1667121104992,2022-10-30T11.11.44.992,1.862,0.488,-1.311,1.890
1667121105031,2022-10-30T11.11.45.031,1.901,0.335,-1.829,2.591
1667121105071,2022-10-30T11.11.45.071,1.941,-0.762,-0.030,3.018
1667121105111,2022-10-30T11.11.45.111,1.981,-1.799,-0.366,0.884
1667121105150,2022-10-30T11.11.45.150,2.020,0.244,-1.311,-3.384
1667121105190,2022-10-30T11.11.45.190,2.060,0.000,-2.287,-2.470
1667121105229,2022-10-30T11.11.45.229,2.099,-1.555,-1.494,0.701
1667121105269,2022-10-30T11.11.45.269,2.139,-2.713,0.579,1.951
1667121105308,2022-10-30T11.11.45.308,2.178,-2.805,2.652,1.067
1667121105348,2022-10-30T11.11.45.348,2.218,-1.463,0.244,-0.640
1667121105387,2022-10-30T11.11.45.387,2.257,-0.732,-1.738,-1.372
1667121105427,2022-10-30T11.11.45.427,2.297,-1.067,0.823,0.061
1667121105467,2022-10-30T11.11.45.467,2.337,-2.470,1.402,2.500
1667121105506,2022-10-30T11.11.45.506,2.376,-2.378,1.890,2.744
1667121105546,2022-10-30T11.11.45.546,2.416,-1.311,2.530,1.463
1667121105585,2022-10-30T11.11.45.585,2.455,-0.640,0.091,0.884
1667121105626,2022-10-30T11.11.45.626,2.496,-1.037,-2.835,1.585
1667121105666,2022-10-30T11.11.45.666,2.536,-1.829,-0.366,2.256
1667121105705,2022-10-30T11.11.45.705,2.575,-2.165,2.348,2.073
1667121105745,2022-10-30T11.11.45.745,2.615,-4.543,2.226,4.390
1667121105784,2022-10-30T11.11.45.784,2.654,-4.848,2.622,5.915
1667121105824,2022-10-30T11.11.45.824,2.694,0.457,3.506,0.457
1667121105863,2022-10-30T11.11.45.863,2.733,1.890,2.073,0.366
1667121105903,2022-10-30T11.11.45.903,2.773,2.896,-6.189,2.866
1667121105943,2022-10-30T11.11.45.943,2.813,7.104,-8.567,2.134
1667121105982,2022-10-30T11.11.45.982,2.852,7.774,-2.866,5.640
1667121106022,2022-10-30T11.11.46.022,2.892,5.061,-0.457,11.860
1667121106061,2022-10-30T11.11.46.061,2.931,7.470,-0.823,13.171
1667121106101,2022-10-30T11.11.46.101,2.971,3.963,0.183,19.451
1667121106140,2022-10-30T11.11.46.140,3.010,-8.933,7.073,31.707
1667121106180,2022-10-30T11.11.46.180,3.050,-10.000,16.128,36.280
1667121106219,2022-10-30T11.11.46.219,3.089,5.579,5.183,23.537
1667121106259,2022-10-30T11.11.46.259,3.129,13.506,2.683,10.701
1667121106299,2022-10-30T11.11.46.299,3.169,13.872,20.610,4.604
1667121106338,2022-10-30T11.11.46.338,3.208,9.207,20.884,4.787
1667121106378,2022-10-30T11.11.46.378,3.248,-0.457,12.927,-0.061
1667121106417,2022-10-30T11.11.46.417,3.287,-12.683,13.262,4.146
1667121106457,2022-10-30T11.11.46.457,3.327,-12.500,5.427,9.390
1667121106498,2022-10-30T11.11.46.498,3.368,1.616,10.976,3.994
1667121106537,2022-10-30T11.11.46.537,3.407,5.732,-3.598,2.744
1667121106577,2022-10-30T11.11.46.577,3.447,10.884,-33.476,-6.372
1667121106616,2022-10-30T11.11.46.616,3.486,0.823,-19.268,-13.354
1667121106656,2022-10-30T11.11.46.656,3.526,-4.360,23.445,-13.598
1667121106696,2022-10-30T11.11.46.696,3.566,3.689,40.061,-10.274
1667121106735,2022-10-30T11.11.46.735,3.605,-1.006,18.750,-1.280
1667121106775,2022-10-30T11.11.46.775,3.645,0.457,-7.012,-6.890
1667121106814,2022-10-30T11.11.46.814,3.684,9.299,-21.585,-19.512
1667121106854,2022-10-30T11.11.46.854,3.724,3.476,-15.213,-26.250
1667121106893,2022-10-30T11.11.46.893,3.763,-5.183,-3.628,-28.963
1667121106933,2022-10-30T11.11.46.933,3.803,-10.762,1.707,-32.561
1667121106972,2022-10-30T11.11.46.972,3.842,-28.354,11.159,-31.280
1667121107012,2022-10-30T11.11.47.012,3.882,-32.134,24.482,-34.451
1667121107051,2022-10-30T11.11.47.051,3.921,-25.732,42.835,-28.079
1667121107091,2022-10-30T11.11.47.091,3.961,-27.927,46.159,-18.872
1667121107131,2022-10-30T11.11.47.131,4.001,-29.909,36.433,-14.665
1667121107170,2022-10-30T11.11.47.170,4.040,-24.390,32.896,-5.305
1667121107210,2022-10-30T11.11.47.210,4.080,-10.457,17.591,7.652
1667121107249,2022-10-30T11.11.47.249,4.119,19.756,-20.122,17.470
1667121107289,2022-10-30T11.11.47.289,4.159,41.006,-41.555,28.720
1667121107328,2022-10-30T11.11.47.328,4.198,43.902,-40.335,32.896
1667121107368,2022-10-30T11.11.47.368,4.238,28.232,-30.366,29.573
1667121107409,2022-10-30T11.11.47.409,4.279,12.134,-23.476,13.079
1667121107448,2022-10-30T11.11.47.448,4.318,9.024,-7.378,-10.793
1667121107488,2022-10-30T11.11.47.488,4.358,8.933,4.787,-19.177
1667121107528,2022-10-30T11.11.47.528,4.398,0.549,5.183,-7.409
1667121107567,2022-10-30T11.11.47.567,4.437,-2.927,-0.061,1.524
1667121107607,2022-10-30T11.11.47.607,4.477,5.884,-2.530,-2.073
1667121107646,2022-10-30T11.11.47.646,4.516,8.140,-8.994,-4.116
1667121107686,2022-10-30T11.11.47.686,4.556,4.390,-15.854,-2.226
1667121107725,2022-10-30T11.11.47.725,4.595,-4.695,-11.341,-0.183
1667121107765,2022-10-30T11.11.47.765,4.635,-1.677,1.311,-4.909
1667121107804,2022-10-30T11.11.47.804,4.674,0.793,5.793,-3.659
1667121107844,2022-10-30T11.11.47.844,4.714,-3.750,1.646,4.482
1667121107884,2022-10-30T11.11.47.884,4.754,-2.256,-0.976,5.000
1667121107923,2022-10-30T11.11.47.923,4.793,-0.396,-0.976,3.354
1667121107963,2022-10-30T11.11.47.963,4.833,-2.195,-1.555,3.201
1667121108002,2022-10-30T11.11.48.002,4.872,-1.555,-0.945,0.122
1667121108042,2022-10-30T11.11.48.042,4.912,-3.293,2.805,-0.305
1667121108081,2022-10-30T11.11.48.081,4.951,-4.085,3.476,-2.226
1667121108121,2022-10-30T11.11.48.121,4.991,-3.018,-0.244,-4.665
1667121108160,2022-10-30T11.11.48.160,5.030,-5.610,-2.713,-2.348
1667121108200,2022-10-30T11.11.48.200,5.070,-7.012,1.585,-1.372
1667121108239,2022-10-30T11.11.48.239,5.109,-5.488,3.567,-2.256
1667121108280,2022-10-30T11.11.48.280,5.150,-12.348,0.030,3.476
1667121108320,2022-10-30T11.11.48.320,5.190,-23.598,1.524,9.421
1667121108360,2022-10-30T11.11.48.360,5.230,-10.152,2.530,-0.122
1667121108399,2022-10-30T11.11.48.399,5.269,0.274,-3.171,-12.043
1667121108439,2022-10-30T11.11.48.439,5.309,-0.305,-5.854,-13.110
1667121108478,2022-10-30T11.11.48.478,5.348,-2.378,-3.140,-9.116
1667121108518,2022-10-30T11.11.48.518,5.388,-5.488,-2.439,-5.976
1667121108557,2022-10-30T11.11.48.557,5.427,-3.994,0.183,-5.457
1667121108597,2022-10-30T11.11.48.597,5.467,-4.238,1.037,-1.159
1667121108636,2022-10-30T11.11.48.636,5.506,-8.445,4.055,3.963
1667121108676,2022-10-30T11.11.48.676,5.546,-5.091,7.561,2.896
1667121108716,2022-10-30T11.11.48.716,5.586,0.549,1.433,1.677
1667121108755,2022-10-30T11.11.48.755,5.625,2.957,-6.189,4.787
1667121108795,2022-10-30T11.11.48.795,5.665,4.482,-7.927,8.354
1667121108834,2022-10-30T11.11.48.834,5.704,7.073,-8.811,9.756
1667121108874,2022-10-30T11.11.48.874,5.744,8.537,-10.366,8.476
1667121108913,2022-10-30T11.11.48.913,5.783,9.848,-7.835,5.793
1667121108953,2022-10-30T11.11.48.953,5.823,9.207,-3.506,4.512
1667121108992,2022-10-30T11.11.48.992,5.862,8.872,-1.067,3.628
1667121109032,2022-10-30T11.11.49.032,5.902,8.994,-3.963,2.927
1667121109071,2022-10-30T11.11.49.071,5.941,8.811,-7.256,3.750
1667121109111,2022-10-30T11.11.49.111,5.981,5.976,-5.396,5.366
1667121109151,2022-10-30T11.11.49.151,6.021,5.976,-3.567,3.720
1667121109192,2022-10-30T11.11.49.192,6.062,4.055,-0.183,3.171
1667121109231,2022-10-30T11.11.49.231,6.101,-0.427,6.646,4.726
1667121109271,2022-10-30T11.11.49.271,6.141,0.244,8.963,-0.610
1667121109310,2022-10-30T11.11.49.310,6.180,1.585,6.037,-6.250
1667121109350,2022-10-30T11.11.49.350,6.220,0.823,5.762,-7.226
1667121109389,2022-10-30T11.11.49.389,6.259,0.457,3.537,-5.396
1667121109429,2022-10-30T11.11.49.429,6.299,1.311,-2.348,-4.116
1667121109468,2022-10-30T11.11.49.468,6.338,3.110,-5.152,-3.415
1667121109508,2022-10-30T11.11.49.508,6.378,1.280,-4.299,-1.159
1667121109548,2022-10-30T11.11.49.548,6.418,1.524,-2.866,-0.518
1667121109587,2022-10-30T11.11.49.587,6.457,-0.640,-1.677,0.793
1667121109627,2022-10-30T11.11.49.627,6.497,-2.226,2.348,-0.701
1667121109666,2022-10-30T11.11.49.666,6.536,-1.372,6.646,-3.201
1667121109706,2022-10-30T11.11.49.706,6.576,-2.744,4.146,-2.652
1667121109745,2022-10-30T11.11.49.745,6.615,-1.982,-1.098,-1.860
1667121109785,2022-10-30T11.11.49.785,6.655,-1.037,-4.665,-0.762
1667121109824,2022-10-30T11.11.49.824,6.694,-0.549,-3.841,0.366
1667121109864,2022-10-30T11.11.49.864,6.734,-2.805,0.305,2.317
1667121109904,2022-10-30T11.11.49.904,6.774,-1.982,2.744,1.006
1667121109943,2022-10-30T11.11.49.943,6.813,-1.067,1.402,-1.006
1667121109983,2022-10-30T11.11.49.983,6.853,-1.860,0.335,-1.616
1667121110022,2022-10-30T11.11.50.022,6.892,-0.518,-0.152,-3.079
1667121110063,2022-10-30T11.11.50.063,6.933,-0.244,-1.402,-2.500
1667121110103,2022-10-30T11.11.50.103,6.973,-1.250,-3.902,-0.915
1667121110142,2022-10-30T11.11.50.142,7.012,-0.823,-3.811,-0.915
1667121110182,2022-10-30T11.11.50.182,7.052,-2.256,0.244,-0.091
1667121110221,2022-10-30T11.11.50.221,7.091,-4.360,1.098,0.854
1667121110261,2022-10-30T11.11.50.261,7.131,-2.744,2.317,-1.921
1667121110301,2022-10-30T11.11.50.301,7.171,-3.354,4.939,-2.500
1667121110340,2022-10-30T11.11.50.340,7.210,-4.543,4.909,-0.701
1667121110380,2022-10-30T11.11.50.380,7.250,-3.476,0.000,-2.195
1667121110419,2022-10-30T11.11.50.419,7.289,-3.049,-2.683,-2.348
1667121110459,2022-10-30T11.11.50.459,7.329,-3.140,-3.293,-1.890
1667121110498,2022-10-30T11.11.50.498,7.368,-2.988,0.213,-1.860
1667121110538,2022-10-30T11.11.50.538,7.408,-6.098,2.927,-0.213
1667121110577,2022-10-30T11.11.50.577,7.447,-6.860,2.104,-0.732
1667121110617,2022-10-30T11.11.50.617,7.487,-6.951,2.470,-2.439
1667121110656,2022-10-30T11.11.50.656,7.526,-7.226,3.994,-4.421
1667121110696,2022-10-30T11.11.50.696,7.566,-6.128,2.866,-6.463
1667121110736,2022-10-30T11.11.50.736,7.606,-6.006,0.976,-5.396
1667121110775,2022-10-30T11.11.50.775,7.645,-6.067,2.104,-3.780
1667121110815,2022-10-30T11.11.50.815,7.685,-3.415,2.134,-4.939
1667121110854,2022-10-30T11.11.50.854,7.724,-0.427,-1.341,-5.732
1667121110894,2022-10-30T11.11.50.894,7.764,0.030,-4.482,-2.927
1667121110933,2022-10-30T11.11.50.933,7.803,-1.921,-5.640,2.226
1667121110974,2022-10-30T11.11.50.974,7.844,-4.695,-7.957,7.805
1667121111014,2022-10-30T11.11.51.014,7.884,-4.817,-8.963,11.463
1667121111053,2022-10-30T11.11.51.053,7.923,5.915,-4.543,5.244
1667121111093,2022-10-30T11.11.51.093,7.963,6.524,-4.482,0.274
1667121111133,2022-10-30T11.11.51.133,8.003,2.622,-3.110,1.128
1667121111172,2022-10-30T11.11.51.172,8.042,2.439,0.335,-0.640
1667121111212,2022-10-30T11.11.51.212,8.082,2.043,0.823,-1.890
1667121111251,2022-10-30T11.11.51.251,8.121,-0.854,-0.579,-0.854
1667121111291,2022-10-30T11.11.51.291,8.161,-1.890,5.945,-2.713
1667121111330,2022-10-30T11.11.51.330,8.200,-0.396,6.524,-4.177
1667121111370,2022-10-30T11.11.51.370,8.240,-1.189,1.433,-4.055
1667121111409,2022-10-30T11.11.51.409,8.279,3.110,-0.518,-5.396
1667121111449,2022-10-30T11.11.51.449,8.319,3.293,-4.360,-3.598
1667121111488,2022-10-30T11.11.51.488,8.358,0.183,-7.622,-0.030
1667121111528,2022-10-30T11.11.51.528,8.398,0.945,-5.091,-1.799
1667121111568,2022-10-30T11.11.51.568,8.438,4.848,-0.671,-3.963
1667121111607,2022-10-30T11.11.51.607,8.477,3.018,-4.085,-1.250
1667121111647,2022-10-30T11.11.51.647,8.517,1.646,-9.909,0.732
1667121111686,2022-10-30T11.11.51.686,8.556,5.274,-4.848,-2.652
1667121111726,2022-10-30T11.11.51.726,8.596,6.280,2.104,-4.329
1667121111765,2022-10-30T11.11.51.765,8.635,4.146,5.701,-0.915
1667121111805,2022-10-30T11.11.51.805,8.675,1.799,2.957,3.110
1667121111844,2022-10-30T11.11.51.844,8.714,3.140,-2.012,0.518
1667121111885,2022-10-30T11.11.51.885,8.755,4.939,-9.665,-0.305
1667121111925,2022-10-30T11.11.51.925,8.795,2.988,-12.104,3.018
1667121111965,2022-10-30T11.11.51.965,8.835,4.299,-8.598,-1.646
1667121112004,2022-10-30T11.11.52.004,8.874,4.146,-5.518,-5.884
1667121112044,2022-10-30T11.11.52.044,8.914,3.811,-2.226,-4.299
1667121112083,2022-10-30T11.11.52.083,8.953,2.409,-3.476,-1.707
1667121112123,2022-10-30T11.11.52.123,8.993,2.622,-4.817,-1.829
1667121112162,2022-10-30T11.11.52.162,9.032,2.439,-2.317,-1.799
1667121112202,2022-10-30T11.11.52.202,9.072,0.823,-1.067,-1.159
1667121112241,2022-10-30T11.11.52.241,9.111,0.030,-0.945,-1.311
1667121112281,2022-10-30T11.11.52.281,9.151,-0.274,-1.189,-2.134
1667121112321,2022-10-30T11.11.52.321,9.191,-0.457,-1.098,-3.079
1667121112360,2022-10-30T11.11.52.360,9.230,-0.823,-2.591,-3.140
1667121112400,2022-10-30T11.11.52.400,9.270,-1.463,-1.433,-3.415
1667121112439,2022-10-30T11.11.52.439,9.309,-2.470,1.738,-4.329
1667121112479,2022-10-30T11.11.52.479,9.349,-3.963,2.165,-4.390
1667121112518,2022-10-30T11.11.52.518,9.388,-3.963,-0.518,-5.427
1667121112558,2022-10-30T11.11.52.558,9.428,-2.896,-3.110,-7.500
1667121112597,2022-10-30T11.11.52.597,9.467,-3.567,-1.402,-6.799
1667121112637,2022-10-30T11.11.52.637,9.507,-3.506,2.500,-6.159
1667121112676,2022-10-30T11.11.52.676,9.546,-3.232,3.872,-5.183
1667121112716,2022-10-30T11.11.52.716,9.586,-3.750,0.762,-3.689
1667121112756,2022-10-30T11.11.52.756,9.626,-3.232,-0.183,-3.476
1667121112797,2022-10-30T11.11.52.797,9.667,-1.951,1.037,-3.933
1667121112836,2022-10-30T11.11.52.836,9.706,-1.829,-0.213,-3.232
1667121112876,2022-10-30T11.11.52.876,9.746,-1.280,-1.098,-2.409
1667121112915,2022-10-30T11.11.52.915,9.785,-0.915,-1.280,-1.494
1667121112955,2022-10-30T11.11.52.955,9.825,-0.457,-2.012,-0.976
1667121112994,2022-10-30T11.11.52.994,9.864,-0.549,-3.598,-1.128
1667121113034,2022-10-30T11.11.53.034,9.904,-0.366,-4.878,-2.713
1667121113073,2022-10-30T11.11.53.073,9.943,-0.396,-7.744,-4.329
1667121113113,2022-10-30T11.11.53.113,9.983,-1.616,-13.018,-6.098
1667121113153,2022-10-30T11.11.53.153,10.023,-1.402,-17.073,-10.884
1667121113192,2022-10-30T11.11.53.192,10.062,-0.366,-18.293,-19.146
1667121113232,2022-10-30T11.11.53.232,10.102,3.018,-18.140,-23.994
1667121113271,2022-10-30T11.11.53.271,10.141,2.409,-16.220,-21.128
1667121113311,2022-10-30T11.11.53.311,10.181,-0.671,-10.518,-18.110
1667121113350,2022-10-30T11.11.53.350,10.220,-1.372,-1.921,-12.713
1667121113390,2022-10-30T11.11.53.390,10.260,-3.902,0.274,-6.616
1667121113429,2022-10-30T11.11.53.429,10.299,-5.732,-0.579,-3.963
1667121113469,2022-10-30T11.11.53.469,10.339,-2.927,-1.311,-5.640
1667121113509,2022-10-30T11.11.53.509,10.379,-1.098,-2.774,-5.305
1667121113548,2022-10-30T11.11.53.548,10.418,-1.799,-3.323,-1.799
1667121113588,2022-10-30T11.11.53.588,10.458,-2.561,-3.445,0.762
1667121113627,2022-10-30T11.11.53.627,10.497,-1.738,-2.287,0.457
1667121113667,2022-10-30T11.11.53.667,10.537,-3.476,0.671,2.043
1667121113708,2022-10-30T11.11.53.708,10.578,-4.604,3.780,2.317
1667121113747,2022-10-30T11.11.53.747,10.617,-4.573,3.628,0.549
1667121113787,2022-10-30T11.11.53.787,10.657,-5.396,3.720,-1.220
1667121113826,2022-10-30T11.11.53.826,10.696,-2.530,3.902,-2.652
1667121113866,2022-10-30T11.11.53.866,10.736,-3.659,3.780,1.006
1667121113905,2022-10-30T11.11.53.905,10.775,-4.787,4.024,3.933
1667121113945,2022-10-30T11.11.53.945,10.815,-3.841,3.750,5.823
1667121113985,2022-10-30T11.11.53.985,10.855,-3.232,4.634,7.470
1667121114024,2022-10-30T11.11.54.024,10.894,-3.140,6.402,6.982
1667121114064,2022-10-30T11.11.54.064,10.934,-3.750,7.226,5.884
1667121114103,2022-10-30T11.11.54.103,10.973,-1.402,5.945,3.415
1667121114143,2022-10-30T11.11.54.143,11.013,-0.427,1.799,3.049
1667121114182,2022-10-30T11.11.54.182,11.052,-2.287,1.494,5.427
1667121114222,2022-10-30T11.11.54.222,11.092,-2.622,2.988,4.817
1667121114261,2022-10-30T11.11.54.261,11.131,-2.683,3.140,3.750
1667121114301,2022-10-30T11.11.54.301,11.171,-4.207,1.951,4.268
1667121114341,2022-10-30T11.11.54.341,11.211,-1.829,1.433,0.061
1667121114380,2022-10-30T11.11.54.380,11.250,-0.732,1.799,-1.585
1667121114420,2022-10-30T11.11.54.420,11.290,-3.537,1.311,2.073
1667121114459,2022-10-30T11.11.54.459,11.329,-1.555,2.866,-0.183
1667121114499,2022-10-30T11.11.54.499,11.369,1.159,4.878,-1.829
1667121114538,2022-10-30T11.11.54.538,11.408,-0.366,10.030,5.915
1667121114579,2022-10-30T11.11.54.579,11.449,0.671,20.579,10.854
1667121114619,2022-10-30T11.11.54.619,11.489,-0.030,27.165,11.707
1667121114658,2022-10-30T11.11.54.658,11.528,-0.213,28.415,15.152
1667121114698,2022-10-30T11.11.54.698,11.568,2.226,21.829,13.140
1667121114738,2022-10-30T11.11.54.738,11.608,5.579,6.433,-0.854
1667121114777,2022-10-30T11.11.54.777,11.647,8.079,-4.726,-5.305
1667121114817,2022-10-30T11.11.54.817,11.687,2.591,-5.854,1.220
1667121114856,2022-10-30T11.11.54.856,11.726,-3.780,2.439,6.037
1667121114896,2022-10-30T11.11.54.896,11.766,-3.079,3.659,3.689
1667121114935,2022-10-30T11.11.54.935,11.805,-1.159,-2.500,-0.884
1667121114975,2022-10-30T11.11.54.975,11.845,-2.835,-0.457,-0.152
1667121115014,2022-10-30T11.11.55.014,11.884,-5.213,6.860,0.396
1667121115054,2022-10-30T11.11.55.054,11.924,-1.433,7.622,-2.927
1667121115093,2022-10-30T11.11.55.093,11.963,0.274,0.640,-1.341
1667121115133,2022-10-30T11.11.55.133,12.003,0.488,-3.476,2.317
1667121115173,2022-10-30T11.11.55.173,12.043,2.409,-3.140,2.683
1667121115212,2022-10-30T11.11.55.212,12.082,-0.366,-1.250,4.909
1667121115252,2022-10-30T11.11.55.252,12.122,-0.884,-2.561,3.232
1667121115291,2022-10-30T11.11.55.291,12.161,1.585,-6.524,-1.646
1667121115331,2022-10-30T11.11.55.331,12.201,1.433,-8.994,-2.043
1667121115370,2022-10-30T11.11.55.370,12.240,-0.152,-8.049,-0.549
1667121115410,2022-10-30T11.11.55.410,12.280,-0.457,-2.043,-0.457
1667121115449,2022-10-30T11.11.55.449,12.319,0.488,0.061,-0.793
1667121115490,2022-10-30T11.11.55.490,12.360,-2.012,-0.213,0.457
1667121115530,2022-10-30T11.11.55.530,12.400,-2.805,1.799,-0.396
1667121115570,2022-10-30T11.11.55.570,12.440,-1.098,2.226,-1.738
1667121115609,2022-10-30T11.11.55.609,12.479,-1.402,-2.744,-0.579
1667121115649,2022-10-30T11.11.55.649,12.519,-0.793,-4.970,-0.884
1667121115688,2022-10-30T11.11.55.688,12.558,-1.585,0.396,-0.976
1667121115728,2022-10-30T11.11.55.728,12.598,-1.982,5.213,0.000
1667121115767,2022-10-30T11.11.55.767,12.637,-0.793,0.030,-0.244
1667121115807,2022-10-30T11.11.55.807,12.677,0.945,-4.756,-0.976
1667121115846,2022-10-30T11.11.55.846,12.716,1.280,-1.341,-0.396
1667121115886,2022-10-30T11.11.55.886,12.756,0.122,1.037,-0.152
1667121115926,2022-10-30T11.11.55.926,12.796,0.579,2.835,-0.793
1667121115965,2022-10-30T11.11.55.965,12.835,-0.518,4.604,-1.433
1667121116005,2022-10-30T11.11.56.005,12.875,-0.793,10.061,-0.335
1667121116044,2022-10-30T11.11.56.044,12.914,2.073,12.622,0.701
1667121116084,2022-10-30T11.11.56.084,12.954,0.427,7.439,1.799
1667121116123,2022-10-30T11.11.56.123,12.993,-0.152,5.305,3.384
1667121116163,2022-10-30T11.11.56.163,13.033,1.006,4.390,4.055
1667121116202,2022-10-30T11.11.56.202,13.072,2.835,-0.823,0.976
1667121116242,2022-10-30T11.11.56.242,13.112,2.378,-1.037,0.579
1667121116281,2022-10-30T11.11.56.281,13.151,-0.030,0.396,2.043
1667121116321,2022-10-30T11.11.56.321,13.191,0.274,-1.738,-0.030
1667121116361,2022-10-30T11.11.56.361,13.231,-1.159,-2.378,-1.494
1667121116402,2022-10-30T11.11.56.402,13.272,-2.378,0.976,-3.841
1667121116441,2022-10-30T11.11.56.441,13.311,-2.378,3.018,-6.982
1667121116481,2022-10-30T11.11.56.481,13.351,-3.232,3.384,-7.348
1667121116520,2022-10-30T11.11.56.520,13.390,-1.890,2.104,-6.433
1667121116560,2022-10-30T11.11.56.560,13.430,0.091,-0.823,-3.018
1667121116599,2022-10-30T11.11.56.599,13.469,0.396,-4.695,0.884
1667121116639,2022-10-30T11.11.56.639,13.509,2.256,-5.488,2.561
1667121116678,2022-10-30T11.11.56.678,13.548,1.616,0.091,3.506
1667121116718,2022-10-30T11.11.56.718,13.588,0.762,3.994,3.506
1667121116758,2022-10-30T11.11.56.758,13.628,2.744,-1.037,2.012
1667121116797,2022-10-30T11.11.56.797,13.667,4.055,-7.317,1.738
1667121116837,2022-10-30T11.11.56.837,13.707,2.500,-3.780,2.896
1667121116876,2022-10-30T11.11.56.876,13.746,0.976,1.067,3.506
1667121116916,2022-10-30T11.11.56.916,13.786,-0.152,0.305,3.110
1667121116955,2022-10-30T11.11.56.955,13.825,-0.213,-0.610,2.256
1667121116995,2022-10-30T11.11.56.995,13.865,-0.793,-0.549,1.433
1667121117034,2022-10-30T11.11.57.034,13.904,-2.256,0.244,1.189
1667121117074,2022-10-30T11.11.57.074,13.944,-2.652,1.220,-0.091
1667121117113,2022-10-30T11.11.57.113,13.983,1.677,4.299,-6.463
1667121117153,2022-10-30T11.11.57.153,14.023,0.579,5.762,-5.366
1667121117193,2022-10-30T11.11.57.193,14.063,-2.165,2.256,1.341
1667121117232,2022-10-30T11.11.57.232,14.102,-0.091,-3.720,2.774
1667121117273,2022-10-30T11.11.57.273,14.143,1.738,-8.445,3.689
