epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1668438030014,2022-11-14T17.00.30.014,0.000,-0.172,-0.081,0.995
1668438030054,2022-11-14T17.00.30.054,0.040,-0.172,-0.082,1.004
1668438030095,2022-11-14T17.00.30.095,0.081,-0.173,-0.081,1.001
1668438030134,2022-11-14T17.00.30.134,0.120,-0.173,-0.082,1.002
1668438030175,2022-11-14T17.00.30.175,0.161,-0.172,-0.081,1.001
1668438030215,2022-11-14T17.00.30.215,0.201,-0.172,-0.082,1.002
1668438030256,2022-11-14T17.00.30.256,0.242,-0.172,-0.081,1.001
1668438030296,2022-11-14T17.00.30.296,0.282,-0.173,-0.082,1.002
1668438030337,2022-11-14T17.00.30.337,0.323,-0.172,-0.082,1.003
1668438030376,2022-11-14T17.00.30.376,0.362,-0.172,-0.081,1.002
1668438030416,2022-11-14T17.00.30.416,0.402,-0.173,-0.083,1.002
1668438030457,2022-11-14T17.00.30.457,0.443,-0.173,-0.080,1.002
1668438030496,2022-11-14T17.00.30.496,0.482,-0.172,-0.082,1.002
1668438030537,2022-11-14T17.00.30.537,0.523,-0.172,-0.082,1.003
1668438030577,2022-11-14T17.00.30.577,0.563,-0.172,-0.080,1.002
1668438030618,2022-11-14T17.00.30.618,0.604,-0.173,-0.081,1.001
1668438030657,2022-11-14T17.00.30.657,0.643,-0.173,-0.081,1.001
1668438030698,2022-11-14T17.00.30.698,0.684,-0.172,-0.083,1.001
1668438030738,2022-11-14T17.00.30.738,0.724,-0.172,-0.082,1.002
1668438030779,2022-11-14T17.00.30.779,0.765,-0.174,-0.082,1.002
1668438030819,2022-11-14T17.00.30.819,0.805,-0.172,-0.082,1.002
1668438030860,2022-11-14T17.00.30.860,0.846,-0.172,-0.082,1.003
1668438030899,2022-11-14T17.00.30.899,0.885,-0.173,-0.081,1.003
1668438030940,2022-11-14T17.00.30.940,0.926,-0.172,-0.082,1.001
1668438030980,2022-11-14T17.00.30.980,0.966,-0.173,-0.082,1.001
1668438031019,2022-11-14T17.00.31.019,1.005,-0.173,-0.081,1.003
1668438031060,2022-11-14T17.00.31.060,1.046,-0.172,-0.083,1.001
1668438031100,2022-11-14T17.00.31.100,1.086,-0.173,-0.081,1.001
1668438031141,2022-11-14T17.00.31.141,1.127,-0.172,-0.081,1.002
1668438031180,2022-11-14T17.00.31.180,1.166,-0.173,-0.082,1.003
1668438031221,2022-11-14T17.00.31.221,1.207,-0.172,-0.081,1.001
1668438031261,2022-11-14T17.00.31.261,1.247,-0.172,-0.084,1.002
1668438031302,2022-11-14T17.00.31.302,1.288,-0.173,-0.082,1.003
1668438031341,2022-11-14T17.00.31.341,1.327,-0.172,-0.080,1.002
1668438031382,2022-11-14T17.00.31.382,1.368,-0.173,-0.085,1.002
1668438031422,2022-11-14T17.00.31.422,1.408,-0.173,-0.081,1.001
1668438031463,2022-11-14T17.00.31.463,1.449,-0.172,-0.082,1.002
1668438031503,2022-11-14T17.00.31.503,1.489,-0.171,-0.082,1.003
1668438031542,2022-11-14T17.00.31.542,1.528,-0.173,-0.083,1.002
1668438031583,2022-11-14T17.00.31.583,1.569,-0.171,-0.083,1.002
1668438031623,2022-11-14T17.00.31.623,1.609,-0.172,-0.082,1.002
1668438031664,2022-11-14T17.00.31.664,1.650,-0.172,-0.083,1.002
1668438031703,2022-11-14T17.00.31.703,1.689,-0.172,-0.083,1.002
1668438031744,2022-11-14T17.00.31.744,1.730,-0.172,-0.082,1.002
1668438031784,2022-11-14T17.00.31.784,1.770,-0.172,-0.081,1.001
1668438031825,2022-11-14T17.00.31.825,1.811,-0.172,-0.083,1.003
1668438031864,2022-11-14T17.00.31.864,1.850,-0.172,-0.083,1.002
1668438031905,2022-11-14T17.00.31.905,1.891,-0.171,-0.082,1.003
1668438031945,2022-11-14T17.00.31.945,1.931,-0.172,-0.082,1.002
1668438031986,2022-11-14T17.00.31.986,1.972,-0.172,-0.083,1.003
1668438032026,2022-11-14T17.00.32.026,2.012,-0.172,-0.083,1.003
1668438032067,2022-11-14T17.00.32.067,2.053,-0.173,-0.081,1.002
1668438032106,2022-11-14T17.00.32.106,2.092,-0.172,-0.082,1.003
1668438032146,2022-11-14T17.00.32.146,2.132,-0.172,-0.082,1.004
1668438032187,2022-11-14T17.00.32.187,2.173,-0.172,-0.081,1.003
1668438032226,2022-11-14T17.00.32.226,2.212,-0.172,-0.081,1.004
1668438032267,2022-11-14T17.00.32.267,2.253,-0.171,-0.085,1.004
1668438032307,2022-11-14T17.00.32.307,2.293,-0.172,-0.082,1.003
1668438032348,2022-11-14T17.00.32.348,2.334,-0.172,-0.082,1.002
