epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1669011746797,2022-11-21T08:22:26.797,1.280,0.213,-0.183,0.000
1669011746837,2022-11-21T08:22:26.837,1.320,0.091,-0.213,0.061
1669011746877,2022-11-21T08:22:26.877,1.360,0.183,-0.244,0.244
1669011746917,2022-11-21T08:22:26.917,1.400,0.091,-0.183,0.183
1669011746957,2022-11-21T08:22:26.957,1.440,0.061,-0.030,0.122
1669011746997,2022-11-21T08:22:26.997,1.480,-0.030,-0.183,0.152
1669011747037,2022-11-21T08:22:27.037,1.520,-0.213,-0.152,0.122
1669011747077,2022-11-21T08:22:27.077,1.560,0.061,-0.061,0.030
1669011747117,2022-11-21T08:22:27.117,1.600,0.061,-0.122,0.122
1669011747157,2022-11-21T08:22:27.157,1.640,-0.061,-0.152,0.152
1669011747197,2022-11-21T08:22:27.197,1.680,0.000,-0.152,0.091
1669011747237,2022-11-21T08:22:27.237,1.720,-0.030,-0.152,0.152
1669011747277,2022-11-21T08:22:27.277,1.760,0.061,-0.244,0.244
1669011747317,2022-11-21T08:22:27.317,1.800,0.030,-0.091,0.122
1669011747357,2022-11-21T08:22:27.357,1.840,-0.061,-0.091,0.061
1669011747397,2022-11-21T08:22:27.397,1.880,-0.061,-0.183,0.061
1669011747437,2022-11-21T08:22:27.437,1.920,0.030,-0.122,0.030
1669011747477,2022-11-21T08:22:27.477,1.960,0.152,-0.091,0.030
1669011747517,2022-11-21T08:22:27.517,2.000,0.061,-0.213,0.091
1669011747557,2022-11-21T08:22:27.557,2.040,0.061,-0.274,0.122
1669011747597,2022-11-21T08:22:27.597,2.080,0.152,-0.305,0.091
1669011747637,2022-11-21T08:22:27.637,2.120,0.030,-0.213,0.122
1669011747677,2022-11-21T08:22:27.677,2.160,0.061,-0.305,0.213
1669011747717,2022-11-21T08:22:27.717,2.200,0.122,-0.274,0.213
1669011747757,2022-11-21T08:22:27.757,2.240,0.000,-0.183,0.152
1669011747797,2022-11-21T08:22:27.797,2.280,0.091,-0.152,0.061
1669011747837,2022-11-21T08:22:27.837,2.320,0.030,-0.213,0.091
1669011747877,2022-11-21T08:22:27.877,2.360,0.000,-0.305,0.152
1669011747917,2022-11-21T08:22:27.917,2.400,0.122,-0.152,0.122
1669011747957,2022-11-21T08:22:27.957,2.440,0.122,-0.152,0.152
1669011747997,2022-11-21T08:22:27.997,2.480,0.061,-0.183,0.244
1669011748037,2022-11-21T08:22:28.037,2.520,0.213,-0.122,0.122
1669011748077,2022-11-21T08:22:28.077,2.560,0.091,-0.030,0.061
1669011748117,2022-11-21T08:22:28.117,2.600,0.091,-0.274,0.213
1669011748157,2022-11-21T08:22:28.157,2.640,0.091,-0.213,0.183
1669011748197,2022-11-21T08:22:28.197,2.680,0.091,-0.061,0.030
1669011748237,2022-11-21T08:22:28.237,2.720,0.061,-0.152,0.091
1669011748277,2022-11-21T08:22:28.277,2.760,-0.091,-0.183,0.091
1669011748317,2022-11-21T08:22:28.317,2.800,0.061,-0.030,0.000
1669011748357,2022-11-21T08:22:28.357,2.840,-0.213,-0.122,0.061
1669011748397,2022-11-21T08:22:28.397,2.880,-0.244,-0.366,0.152
1669011748437,2022-11-21T08:22:28.437,2.920,-0.122,-0.244,0.152
1669011748477,2022-11-21T08:22:28.477,2.960,-0.152,-0.305,0.396
1669011748517,2022-11-21T08:22:28.517,3.000,-0.061,-0.335,0.335
1669011748557,2022-11-21T08:22:28.557,3.040,0.305,-0.122,0.091
1669011748597,2022-11-21T08:22:28.597,3.080,0.244,-0.213,0.122
1669011748637,2022-11-21T08:22:28.637,3.120,0.305,-0.122,0.000
1669011748677,2022-11-21T08:22:28.677,3.160,0.305,0.030,-0.152
1669011748717,2022-11-21T08:22:28.717,3.200,0.183,-0.122,-0.091
1669011748757,2022-11-21T08:22:28.757,3.240,0.091,-0.244,-0.061
1669011748797,2022-11-21T08:22:28.797,3.280,0.152,-0.122,-0.061
1669011748837,2022-11-21T08:22:28.837,3.320,0.061,-0.122,0.030
1669011748877,2022-11-21T08:22:28.877,3.360,0.061,-0.061,-0.030
1669011748917,2022-11-21T08:22:28.917,3.400,0.152,0.030,0.030
1669011748957,2022-11-21T08:22:28.957,3.440,-0.030,-0.366,0.305
1669011748997,2022-11-21T08:22:28.997,3.480,-0.122,-0.213,0.274
1669011749037,2022-11-21T08:22:29.037,3.520,0.030,-0.152,0.152
1669011749077,2022-11-21T08:22:29.077,3.560,-0.061,-0.274,0.122
1669011749117,2022-11-21T08:22:29.117,3.600,-0.244,-0.183,0.152
1669011749157,2022-11-21T08:22:29.157,3.640,0.030,0.030,0.000
1669011749197,2022-11-21T08:22:29.197,3.680,0.305,0.061,-0.274
1669011749237,2022-11-21T08:22:29.237,3.720,0.274,-0.183,0.030
1669011749277,2022-11-21T08:22:29.277,3.760,-0.183,-0.427,0.457
1669011749317,2022-11-21T08:22:29.317,3.800,-0.305,-0.427,0.518
1669011749357,2022-11-21T08:22:29.357,3.840,-0.366,-0.457,0.549
1669011749397,2022-11-21T08:22:29.397,3.880,-0.366,-0.823,0.427
1669011749437,2022-11-21T08:22:29.437,3.920,0.000,-0.549,0.183
1669011749477,2022-11-21T08:22:29.477,3.960,0.122,-0.213,0.122
1669011749517,2022-11-21T08:22:29.517,4.000,0.000,-0.061,0.030
1669011749557,2022-11-21T08:22:29.557,4.040,0.030,0.061,-0.091
1669011749597,2022-11-21T08:22:29.597,4.080,-0.549,-0.244,0.000
1669011749637,2022-11-21T08:22:29.637,4.120,-0.732,-0.518,0.183
1669011749677,2022-11-21T08:22:29.677,4.160,-0.335,-0.427,0.244
1669011749717,2022-11-21T08:22:29.717,4.200,-0.152,-0.396,0.274
1669011749757,2022-11-21T08:22:29.757,4.240,-0.183,-0.122,0.061
1669011749797,2022-11-21T08:22:29.797,4.280,-0.030,0.091,0.030
1669011749837,2022-11-21T08:22:29.837,4.320,-0.122,0.030,0.122
1669011749877,2022-11-21T08:22:29.877,4.360,-0.213,0.091,0.000
1669011749917,2022-11-21T08:22:29.917,4.400,0.213,0.091,-0.061
1669011749957,2022-11-21T08:22:29.957,4.440,0.274,-0.061,0.091
1669011749997,2022-11-21T08:22:29.997,4.480,0.305,0.000,0.091
1669011750037,2022-11-21T08:22:30.037,4.520,0.305,0.000,0.091
1669011750077,2022-11-21T08:22:30.077,4.560,0.427,-0.183,0.061
1669011750117,2022-11-21T08:22:30.117,4.600,0.244,-0.122,0.030
1669011750157,2022-11-21T08:22:30.157,4.640,0.640,0.122,-0.030
1669011750197,2022-11-21T08:22:30.197,4.680,1.220,0.305,-0.091
1669011750237,2022-11-21T08:22:30.237,4.720,0.091,-0.152,-0.091
1669011750277,2022-11-21T08:22:30.277,4.760,0.000,-0.427,-0.030
1669011750317,2022-11-21T08:22:30.317,4.800,-0.427,-0.671,0.244
1669011750357,2022-11-21T08:22:30.357,4.840,-0.030,-0.579,0.244
1669011750397,2022-11-21T08:22:30.397,4.880,0.244,-0.274,0.122
1669011750437,2022-11-21T08:22:30.437,4.920,0.000,-0.366,0.274
1669011750477,2022-11-21T08:22:30.477,4.960,0.030,-0.427,0.183
1669011750517,2022-11-21T08:22:30.517,5.000,0.122,-0.213,0.000
1669011750557,2022-11-21T08:22:30.557,5.040,0.061,-0.244,-0.030
1669011750597,2022-11-21T08:22:30.597,5.080,-0.030,-0.396,0.122
1669011750637,2022-11-21T08:22:30.637,5.120,-0.030,-0.396,0.152
1669011750677,2022-11-21T08:22:30.677,5.160,-0.030,-0.335,0.305
1669011750717,2022-11-21T08:22:30.717,5.200,-0.061,-0.335,0.244
1669011750757,2022-11-21T08:22:30.757,5.240,-0.061,-0.274,0.274
1669011750797,2022-11-21T08:22:30.797,5.280,-0.030,-0.030,0.396
1669011750837,2022-11-21T08:22:30.837,5.320,-0.244,-0.305,0.793
1669011750877,2022-11-21T08:22:30.877,5.360,-0.061,-0.640,0.518
1669011750917,2022-11-21T08:22:30.917,5.400,0.244,-0.732,0.061
1669011750957,2022-11-21T08:22:30.957,5.440,0.000,-0.518,0.091
1669011750997,2022-11-21T08:22:30.997,5.480,0.183,-0.610,0.091
1669011751037,2022-11-21T08:22:31.037,5.520,0.244,-0.152,0.030
1669011751077,2022-11-21T08:22:31.077,5.560,0.091,-0.152,0.000
1669011751117,2022-11-21T08:22:31.117,5.600,0.335,-0.183,0.000
1669011751157,2022-11-21T08:22:31.157,5.640,0.152,0.091,-0.030
1669011751197,2022-11-21T08:22:31.197,5.680,0.244,-0.152,0.030
1669011751237,2022-11-21T08:22:31.237,5.720,0.213,-0.122,0.152
1669011751277,2022-11-21T08:22:31.277,5.760,-0.061,-0.457,0.244
1669011751317,2022-11-21T08:22:31.317,5.800,0.122,-0.396,0.183
1669011751357,2022-11-21T08:22:31.357,5.840,0.061,-0.335,0.305
1669011751397,2022-11-21T08:22:31.397,5.880,0.122,-0.305,0.335
1669011751437,2022-11-21T08:22:31.437,5.920,0.030,-0.213,0.244
1669011751477,2022-11-21T08:22:31.477,5.960,0.091,-0.091,0.091
1669011751517,2022-11-21T08:22:31.517,6.000,-0.213,0.122,-0.061
1669011751557,2022-11-21T08:22:31.557,6.040,-0.152,-0.091,-0.091
1669011751597,2022-11-21T08:22:31.597,6.080,0.122,-0.244,0.000
1669011751637,2022-11-21T08:22:31.637,6.120,0.122,-0.244,0.091
1669011751677,2022-11-21T08:22:31.677,6.160,0.183,-0.244,0.183
1669011751717,2022-11-21T08:22:31.717,6.200,0.274,-0.183,0.183
1669011751757,2022-11-21T08:22:31.757,6.240,0.213,-0.274,0.122
1669011751797,2022-11-21T08:22:31.797,6.280,0.122,-0.122,0.030
1669011751837,2022-11-21T08:22:31.837,6.320,0.030,-0.183,0.030
1669011751877,2022-11-21T08:22:31.877,6.360,0.183,-0.030,-0.030
1669011751917,2022-11-21T08:22:31.917,6.400,0.152,-0.030,-0.152
1669011751957,2022-11-21T08:22:31.957,6.440,0.061,-0.061,-0.152
1669011751997,2022-11-21T08:22:31.997,6.480,0.030,1.006,-0.244
1669011752037,2022-11-21T08:22:32.037,6.520,0.488,0.457,-0.213
1669011752077,2022-11-21T08:22:32.077,6.560,0.457,-0.732,-0.091
1669011752117,2022-11-21T08:22:32.117,6.600,-0.213,-0.457,-0.152
1669011752157,2022-11-21T08:22:32.157,6.640,-0.762,-0.701,0.244
1669011752197,2022-11-21T08:22:32.197,6.680,-0.152,-0.488,0.305
1669011752237,2022-11-21T08:22:32.237,6.720,0.488,0.213,-0.183
1669011752277,2022-11-21T08:22:32.277,6.760,0.579,-0.244,0.213
1669011752317,2022-11-21T08:22:32.317,6.800,0.732,-0.488,0.396
1669011752357,2022-11-21T08:22:32.357,6.840,1.646,-0.091,-0.244
1669011752397,2022-11-21T08:22:32.397,6.880,0.854,0.244,-0.701
1669011752437,2022-11-21T08:22:32.437,6.920,1.799,0.366,-1.037
1669011752477,2022-11-21T08:22:32.477,6.960,0.183,-0.305,0.213
1669011752517,2022-11-21T08:22:32.517,7.000,-0.915,-0.549,0.823
1669011752557,2022-11-21T08:22:32.557,7.040,-0.030,-0.274,0.640
1669011752597,2022-11-21T08:22:32.597,7.080,-0.579,-0.671,0.823
1669011752637,2022-11-21T08:22:32.637,7.120,-0.610,-0.823,0.762
1669011752677,2022-11-21T08:22:32.677,7.160,-0.305,-0.152,0.335
1669011752717,2022-11-21T08:22:32.717,7.200,0.518,0.335,-0.061
1669011752757,2022-11-21T08:22:32.757,7.240,1.341,0.122,-0.610
1669011752797,2022-11-21T08:22:32.797,7.280,1.098,0.030,-0.366
1669011752837,2022-11-21T08:22:32.837,7.320,0.000,-0.579,0.274
1669011752877,2022-11-21T08:22:32.877,7.360,0.152,0.091,-0.213
1669011752917,2022-11-21T08:22:32.917,7.400,0.000,0.091,-0.152
1669011752957,2022-11-21T08:22:32.957,7.440,-0.305,-0.518,0.396
1669011752997,2022-11-21T08:22:32.997,7.480,-0.030,-0.061,0.152
1669011753037,2022-11-21T08:22:33.037,7.520,0.030,-0.213,-0.061
1669011753077,2022-11-21T08:22:33.077,7.560,-0.122,-0.549,0.122
1669011753117,2022-11-21T08:22:33.117,7.600,0.030,-0.366,0.091
1669011753157,2022-11-21T08:22:33.157,7.640,0.183,-0.305,0.091
1669011753197,2022-11-21T08:22:33.197,7.680,0.213,-0.061,-0.091
1669011753237,2022-11-21T08:22:33.237,7.720,-0.030,-0.152,-0.244
1669011753277,2022-11-21T08:22:33.277,7.760,0.030,-0.061,-0.244
1669011753317,2022-11-21T08:22:33.317,7.800,-0.091,-0.061,-0.183
1669011753357,2022-11-21T08:22:33.357,7.840,-0.091,-0.152,-0.030
1669011753397,2022-11-21T08:22:33.397,7.880,0.183,-0.244,0.183
1669011753437,2022-11-21T08:22:33.437,7.920,0.061,-0.274,0.274
1669011753477,2022-11-21T08:22:33.477,7.960,0.091,-0.305,0.244
1669011753517,2022-11-21T08:22:33.517,8.000,0.122,-0.427,0.366
1669011753557,2022-11-21T08:22:33.557,8.040,0.030,-0.305,0.305
1669011753597,2022-11-21T08:22:33.597,8.080,0.305,-0.274,0.183
1669011753637,2022-11-21T08:22:33.637,8.120,0.000,-0.427,0.274
1669011753677,2022-11-21T08:22:33.677,8.160,-0.061,-0.183,0.061
1669011753717,2022-11-21T08:22:33.717,8.200,0.244,-0.030,-0.152
1669011753757,2022-11-21T08:22:33.757,8.240,0.305,-0.122,0.000
1669011753797,2022-11-21T08:22:33.797,8.280,0.366,-0.183,0.030
1669011753837,2022-11-21T08:22:33.837,8.320,0.366,-0.091,-0.091
1669011753877,2022-11-21T08:22:33.877,8.360,0.335,-0.183,0.030
1669011753917,2022-11-21T08:22:33.917,8.400,0.183,-0.366,0.183
1669011753957,2022-11-21T08:22:33.957,8.440,0.183,-0.152,0.061
1669011753997,2022-11-21T08:22:33.997,8.480,0.152,0.213,-0.122
1669011754037,2022-11-21T08:22:34.037,8.520,0.152,-0.091,0.030
1669011754077,2022-11-21T08:22:34.077,8.560,0.152,-0.244,0.183
1669011754117,2022-11-21T08:22:34.117,8.600,0.030,-0.152,0.091
1669011754157,2022-11-21T08:22:34.157,8.640,0.061,-0.244,0.061
1669011754197,2022-11-21T08:22:34.197,8.680,0.152,-0.152,-0.030
1669011754237,2022-11-21T08:22:34.237,8.720,0.213,-0.030,0.000
1669011754277,2022-11-21T08:22:34.277,8.760,0.213,-0.122,0.091
1669011754317,2022-11-21T08:22:34.317,8.800,0.091,-0.122,0.000
1669011754357,2022-11-21T08:22:34.357,8.840,0.274,-0.122,-0.030
1669011754397,2022-11-21T08:22:34.397,8.880,0.579,-0.213,0.061
1669011754437,2022-11-21T08:22:34.437,8.920,0.335,-0.122,0.091
1669011754477,2022-11-21T08:22:34.477,8.960,0.305,0.030,-0.091
1669011754517,2022-11-21T08:22:34.517,9.000,0.610,0.274,-0.274
1669011754557,2022-11-21T08:22:34.557,9.040,0.427,0.061,-0.183
1669011754597,2022-11-21T08:22:34.597,9.080,0.427,-0.030,0.030
1669011754637,2022-11-21T08:22:34.637,9.120,0.244,0.030,0.122
1669011754677,2022-11-21T08:22:34.677,9.160,0.122,0.061,-0.122
1669011754717,2022-11-21T08:22:34.717,9.200,0.091,-0.061,-0.061
1669011754757,2022-11-21T08:22:34.757,9.240,0.000,-0.152,0.122
1669011754797,2022-11-21T08:22:34.797,9.280,0.000,-0.152,0.152
1669011754837,2022-11-21T08:22:34.837,9.320,-0.061,-0.122,0.305
1669011754877,2022-11-21T08:22:34.877,9.360,-0.366,-0.244,0.335
1669011754917,2022-11-21T08:22:34.917,9.400,-0.152,-0.183,0.335
1669011754957,2022-11-21T08:22:34.957,9.440,-0.091,-0.244,0.305
1669011754997,2022-11-21T08:22:34.997,9.480,-0.091,-0.335,0.274
1669011755037,2022-11-21T08:22:35.037,9.520,0.091,-0.152,0.152
1669011755077,2022-11-21T08:22:35.077,9.560,0.122,-0.091,0.000
1669011755117,2022-11-21T08:22:35.117,9.600,0.213,-0.091,0.030
1669011755157,2022-11-21T08:22:35.157,9.640,0.366,-0.030,-0.091
1669011755197,2022-11-21T08:22:35.197,9.680,0.366,-0.061,-0.122
1669011755237,2022-11-21T08:22:35.237,9.720,0.274,-0.213,0.000
1669011755277,2022-11-21T08:22:35.277,9.760,0.183,-0.366,0.152
1669011755317,2022-11-21T08:22:35.317,9.800,0.305,-0.305,0.091
1669011755357,2022-11-21T08:22:35.357,9.840,0.335,0.061,-0.061
1669011755397,2022-11-21T08:22:35.397,9.880,0.335,-0.244,-0.091
1669011755437,2022-11-21T08:22:35.437,9.920,0.274,-0.244,0.030
1669011755477,2022-11-21T08:22:35.477,9.960,-0.091,-0.366,0.274
1669011755517,2022-11-21T08:22:35.517,10.000,-0.122,-0.366,0.366
1669011755557,2022-11-21T08:22:35.557,10.040,-0.274,-0.244,0.244
1669011755597,2022-11-21T08:22:35.597,10.080,-0.213,-0.213,0.244
1669011755637,2022-11-21T08:22:35.637,10.120,-0.244,-0.366,0.274
1669011755677,2022-11-21T08:22:35.677,10.160,-0.091,-0.213,0.122
1669011755717,2022-11-21T08:22:35.717,10.200,0.000,-0.183,0.030
1669011755757,2022-11-21T08:22:35.757,10.240,-0.030,-0.274,0.091
1669011755797,2022-11-21T08:22:35.797,10.280,0.183,-0.183,0.000
1669011755837,2022-11-21T08:22:35.837,10.320,0.152,-0.305,-0.030
1669011755877,2022-11-21T08:22:35.877,10.360,0.091,-0.213,0.030
1669011755917,2022-11-21T08:22:35.917,10.400,0.152,-0.122,-0.030
1669011755957,2022-11-21T08:22:35.957,10.440,0.213,-0.091,-0.061
1669011755997,2022-11-21T08:22:35.997,10.480,0.213,-0.030,-0.061
1669011756037,2022-11-21T08:22:36.037,10.520,0.122,-0.213,0.061
1669011756077,2022-11-21T08:22:36.077,10.560,0.122,-0.030,0.061
1669011756117,2022-11-21T08:22:36.117,10.600,0.274,-0.091,0.091
1669011756157,2022-11-21T08:22:36.157,10.640,0.152,-0.152,0.152
1669011756197,2022-11-21T08:22:36.197,10.680,0.213,0.030,0.061
1669011756237,2022-11-21T08:22:36.237,10.720,0.213,0.030,0.091
1669011756277,2022-11-21T08:22:36.277,10.760,0.244,-0.213,0.030
1669011756317,2022-11-21T08:22:36.317,10.800,0.183,-0.030,0.030
1669011756357,2022-11-21T08:22:36.357,10.840,0.122,-0.091,0.122
1669011756397,2022-11-21T08:22:36.397,10.880,0.274,0.000,0.030
1669011756437,2022-11-21T08:22:36.437,10.920,-0.061,0.396,0.000
1669011756477,2022-11-21T08:22:36.477,10.960,-0.274,0.000,0.091
1669011756517,2022-11-21T08:22:36.517,11.000,-0.091,-0.366,0.305
1669011756557,2022-11-21T08:22:36.557,11.040,-0.122,-0.061,0.122
1669011756597,2022-11-21T08:22:36.597,11.080,-0.366,-0.091,0.061
1669011756637,2022-11-21T08:22:36.637,11.120,-0.427,-0.244,0.183
1669011756677,2022-11-21T08:22:36.677,11.160,-0.122,-0.152,0.244
1669011756717,2022-11-21T08:22:36.717,11.200,-0.122,-0.213,0.274
1669011756757,2022-11-21T08:22:36.757,11.240,0.030,-0.396,0.427
1669011756797,2022-11-21T08:22:36.797,11.280,-0.091,-0.457,0.518
1669011756837,2022-11-21T08:22:36.837,11.320,-0.030,-0.488,0.549
1669011756877,2022-11-21T08:22:36.877,11.360,0.091,-0.244,0.274
1669011756917,2022-11-21T08:22:36.917,11.400,0.000,0.061,-0.061
1669011756957,2022-11-21T08:22:36.957,11.440,-0.061,-0.152,0.000
1669011756997,2022-11-21T08:22:36.997,11.480,-0.244,-0.396,0.061
1669011757037,2022-11-21T08:22:37.037,11.520,0.061,-0.244,0.000
1669011757077,2022-11-21T08:22:37.077,11.560,0.152,-0.274,0.091
1669011757117,2022-11-21T08:22:37.117,11.600,0.152,-0.244,0.213
1669011757157,2022-11-21T08:22:37.157,11.640,0.122,-0.274,0.305
1669011757197,2022-11-21T08:22:37.197,11.680,0.183,-0.274,0.366
1669011757237,2022-11-21T08:22:37.237,11.720,0.244,-0.274,0.091
1669011757277,2022-11-21T08:22:37.277,11.760,0.427,-0.030,-0.091
1669011757317,2022-11-21T08:22:37.317,11.800,0.213,-0.091,-0.122
1669011757357,2022-11-21T08:22:37.357,11.840,0.335,-0.244,0.000
1669011757397,2022-11-21T08:22:37.397,11.880,0.213,-0.061,0.000
1669011757437,2022-11-21T08:22:37.437,11.920,0.427,-0.061,-0.091
1669011757477,2022-11-21T08:22:37.477,11.960,0.244,-0.213,-0.091
1669011757517,2022-11-21T08:22:37.517,12.000,0.244,-0.244,-0.152
1669011757557,2022-11-21T08:22:37.557,12.040,-0.183,-0.366,0.030
1669011757597,2022-11-21T08:22:37.597,12.080,-0.244,-0.335,-0.061
1669011757637,2022-11-21T08:22:37.637,12.120,0.213,-0.091,-0.091
1669011757677,2022-11-21T08:22:37.677,12.160,0.122,-0.244,0.030
1669011757717,2022-11-21T08:22:37.717,12.200,0.183,-0.152,0.030
1669011757757,2022-11-21T08:22:37.757,12.240,0.213,-0.122,-0.030
1669011757797,2022-11-21T08:22:37.797,12.280,0.152,-0.183,0.091
1669011757837,2022-11-21T08:22:37.837,12.320,0.152,-0.091,0.091
1669011757877,2022-11-21T08:22:37.877,12.360,0.183,-0.122,0.122
1669011757917,2022-11-21T08:22:37.917,12.400,0.122,-0.152,0.030
1669011757957,2022-11-21T08:22:37.957,12.440,0.244,0.000,-0.030
1669011757997,2022-11-21T08:22:37.997,12.480,0.244,-0.122,0.091
1669011758037,2022-11-21T08:22:38.037,12.520,0.274,-0.152,0.274
1669011758077,2022-11-21T08:22:38.077,12.560,-0.030,-0.091,0.061
1669011758117,2022-11-21T08:22:38.117,12.600,0.061,-0.091,-0.061
1669011758157,2022-11-21T08:22:38.157,12.640,0.366,-0.183,0.152
1669011758197,2022-11-21T08:22:38.197,12.680,0.366,-0.274,0.213
1669011758237,2022-11-21T08:22:38.237,12.720,0.396,-0.122,0.061
1669011758277,2022-11-21T08:22:38.277,12.760,0.366,0.000,-0.091
1669011758317,2022-11-21T08:22:38.317,12.800,0.305,-0.122,-0.030
1669011758357,2022-11-21T08:22:38.357,12.840,0.274,-0.152,0.091
1669011758397,2022-11-21T08:22:38.397,12.880,0.152,-0.030,-0.122
1669011758437,2022-11-21T08:22:38.437,12.920,0.244,0.061,-0.213
1669011758477,2022-11-21T08:22:38.477,12.960,0.091,0.122,-0.183
1669011758517,2022-11-21T08:22:38.517,13.000,0.061,-0.091,-0.122
1669011758557,2022-11-21T08:22:38.557,13.040,-0.122,-0.152,-0.030
1669011758597,2022-11-21T08:22:38.597,13.080,0.061,-0.305,0.061
1669011758637,2022-11-21T08:22:38.637,13.120,0.091,-0.366,0.152
1669011758677,2022-11-21T08:22:38.677,13.160,0.122,-0.122,0.152
1669011758717,2022-11-21T08:22:38.717,13.200,-0.030,-0.488,0.305
1669011758757,2022-11-21T08:22:38.757,13.240,-0.122,-0.427,0.366
1669011758797,2022-11-21T08:22:38.797,13.280,-0.061,-0.274,0.244
1669011758837,2022-11-21T08:22:38.837,13.320,-0.091,-0.366,0.030
1669011758877,2022-11-21T08:22:38.877,13.360,-0.183,-0.274,-0.366
1669011758917,2022-11-21T08:22:38.917,13.400,-0.030,0.183,-0.823
1669011758957,2022-11-21T08:22:38.957,13.440,-0.183,-0.152,-0.640
1669011758997,2022-11-21T08:22:38.997,13.480,0.427,0.091,-0.244
1669011759037,2022-11-21T08:22:39.037,13.520,0.427,-0.122,0.152
1669011759077,2022-11-21T08:22:39.077,13.560,0.549,-0.213,0.274
1669011759117,2022-11-21T08:22:39.117,13.600,0.793,-0.335,0.152
1669011759157,2022-11-21T08:22:39.157,13.640,1.189,-0.366,0.183
1669011759197,2022-11-21T08:22:39.197,13.680,0.366,-0.183,0.366
1669011759237,2022-11-21T08:22:39.237,13.720,0.640,-0.610,0.610
1669011759277,2022-11-21T08:22:39.277,13.760,1.220,-0.335,0.152
1669011759317,2022-11-21T08:22:39.317,13.800,0.854,0.366,-0.518
1669011759357,2022-11-21T08:22:39.357,13.840,0.335,0.061,-0.152
1669011759397,2022-11-21T08:22:39.397,13.880,0.061,-0.091,0.122
1669011759437,2022-11-21T08:22:39.437,13.920,0.366,0.335,-0.244
1669011759477,2022-11-21T08:22:39.477,13.960,0.610,0.549,-0.457
1669011759517,2022-11-21T08:22:39.517,14.000,1.037,0.152,-0.122
1669011759557,2022-11-21T08:22:39.557,14.040,2.012,0.030,0.671
1669011759597,2022-11-21T08:22:39.597,14.080,1.707,0.732,0.335
1669011759637,2022-11-21T08:22:39.637,14.120,0.793,0.884,-0.152
1669011759677,2022-11-21T08:22:39.677,14.160,1.402,0.427,-0.183
1669011759717,2022-11-21T08:22:39.717,14.200,0.488,-0.030,0.183
1669011759757,2022-11-21T08:22:39.757,14.240,-0.213,0.030,0.152
1669011759797,2022-11-21T08:22:39.797,14.280,0.854,0.457,-0.854
1669011759837,2022-11-21T08:22:39.837,14.320,0.854,0.122,-0.274
1669011759877,2022-11-21T08:22:39.877,14.360,0.335,-0.518,0.305
1669011759917,2022-11-21T08:22:39.917,14.400,0.854,-0.244,0.000
1669011759957,2022-11-21T08:22:39.957,14.440,1.067,-0.244,-0.030
