epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1667857864759,2022-11-07T23:51:04.759,1.056,-0.176,-0.157,-0.999
1667857864800,2022-11-07T23:51:04.800,1.097,-0.173,-0.155,-0.996
1667857864841,2022-11-07T23:51:04.841,1.138,-0.171,-0.156,-0.995
1667857864881,2022-11-07T23:51:04.881,1.178,-0.172,-0.154,-0.998
1667857864922,2022-11-07T23:51:04.922,1.219,-0.177,-0.147,-0.989
1667857864963,2022-11-07T23:51:04.963,1.260,-0.171,-0.148,-0.996
1667857865002,2022-11-07T23:51:05.002,1.299,-0.168,-0.150,-0.998
1667857865043,2022-11-07T23:51:05.043,1.340,-0.174,-0.153,-0.993
1667857865084,2022-11-07T23:51:05.084,1.381,-0.170,-0.153,-1.001
1667857865125,2022-11-07T23:51:05.125,1.422,-0.172,-0.151,-1.000
1667857865165,2022-11-07T23:51:05.165,1.462,-0.174,-0.145,-0.989
1667857865206,2022-11-07T23:51:05.206,1.503,-0.170,-0.147,-0.995
1667857865247,2022-11-07T23:51:05.247,1.544,-0.169,-0.153,-1.002
1667857865288,2022-11-07T23:51:05.288,1.585,-0.173,-0.145,-0.997
1667857865328,2022-11-07T23:51:05.328,1.625,-0.169,-0.146,-0.997
1667857865369,2022-11-07T23:51:05.369,1.666,-0.166,-0.151,-1.003
1667857865410,2022-11-07T23:51:05.410,1.707,-0.168,-0.150,-0.999
1667857865451,2022-11-07T23:51:05.451,1.748,-0.174,-0.146,-0.994
1667857865490,2022-11-07T23:51:05.490,1.787,-0.170,-0.149,-1.000
1667857865531,2022-11-07T23:51:05.531,1.828,-0.171,-0.152,-0.997
1667857865572,2022-11-07T23:51:05.572,1.869,-0.170,-0.148,-0.994
1667857865613,2022-11-07T23:51:05.613,1.910,-0.168,-0.146,-0.999
1667857865653,2022-11-07T23:51:05.653,1.950,-0.171,-0.146,-0.998
1667857865694,2022-11-07T23:51:05.694,1.991,-0.169,-0.150,-0.998
1667857865735,2022-11-07T23:51:05.735,2.032,-0.165,-0.146,-1.003
1667857865774,2022-11-07T23:51:05.774,2.071,-0.169,-0.146,-0.998
1667857865815,2022-11-07T23:51:05.815,2.112,-0.176,-0.147,-0.994
1667857865856,2022-11-07T23:51:05.856,2.153,-0.171,-0.151,-0.996
1667857865897,2022-11-07T23:51:05.897,2.194,-0.168,-0.143,-0.997
1667857865937,2022-11-07T23:51:05.937,2.234,-0.169,-0.147,-0.997
1667857865978,2022-11-07T23:51:05.978,2.275,-0.167,-0.145,-1.001
1667857866019,2022-11-07T23:51:06.019,2.316,-0.170,-0.147,-0.999
1667857866060,2022-11-07T23:51:06.060,2.357,-0.170,-0.151,-0.998
1667857866100,2022-11-07T23:51:06.100,2.397,-0.170,-0.150,-0.999
1667857866141,2022-11-07T23:51:06.141,2.438,-0.170,-0.148,-0.996
1667857866182,2022-11-07T23:51:06.182,2.479,-0.171,-0.150,-0.995
1667857866223,2022-11-07T23:51:06.223,2.520,-0.171,-0.150,-0.995
1667857866262,2022-11-07T23:51:06.262,2.559,-0.172,-0.150,-0.998
1667857866303,2022-11-07T23:51:06.303,2.600,-0.171,-0.151,-0.996
1667857866344,2022-11-07T23:51:06.344,2.641,-0.171,-0.151,-0.999
1667857866384,2022-11-07T23:51:06.384,2.681,-0.169,-0.148,-0.995
1667857866425,2022-11-07T23:51:06.425,2.722,-0.170,-0.154,-0.998
1667857866466,2022-11-07T23:51:06.466,2.763,-0.171,-0.153,-0.994
1667857866507,2022-11-07T23:51:06.507,2.804,-0.170,-0.150,-0.993
1667857866546,2022-11-07T23:51:06.546,2.843,-0.171,-0.152,-1.000
1667857866587,2022-11-07T23:51:06.587,2.884,-0.170,-0.154,-0.999
1667857866628,2022-11-07T23:51:06.628,2.925,-0.172,-0.151,-0.997
1667857866669,2022-11-07T23:51:06.669,2.966,-0.173,-0.148,-0.996
1667857866709,2022-11-07T23:51:06.709,3.006,-0.175,-0.148,-0.996
1667857866750,2022-11-07T23:51:06.750,3.047,-0.172,-0.152,-0.997
1667857866791,2022-11-07T23:51:06.791,3.088,-0.170,-0.148,-0.995
1667857866832,2022-11-07T23:51:06.832,3.129,-0.172,-0.153,-0.996
1667857866872,2022-11-07T23:51:06.872,3.169,-0.170,-0.148,-0.998
1667857866913,2022-11-07T23:51:06.913,3.210,-0.171,-0.149,-0.995
1667857866954,2022-11-07T23:51:06.954,3.251,-0.170,-0.152,-0.997
1667857866993,2022-11-07T23:51:06.993,3.290,-0.170,-0.152,-0.996
1667857867034,2022-11-07T23:51:07.034,3.331,-0.169,-0.150,-0.992
1667857867075,2022-11-07T23:51:07.075,3.372,-0.170,-0.151,-1.003
1667857867116,2022-11-07T23:51:07.116,3.413,-0.173,-0.158,-1.002
1667857867156,2022-11-07T23:51:07.156,3.453,-0.173,-0.155,-0.990
1667857867197,2022-11-07T23:51:07.197,3.494,-0.170,-0.156,-1.000
1667857867238,2022-11-07T23:51:07.238,3.535,-0.171,-0.152,-0.998
1667857867279,2022-11-07T23:51:07.279,3.576,-0.174,-0.155,-0.995
1667857867318,2022-11-07T23:51:07.318,3.615,-0.173,-0.153,-0.995
1667857867359,2022-11-07T23:51:07.359,3.656,-0.173,-0.155,-0.997
1667857867400,2022-11-07T23:51:07.400,3.697,-0.169,-0.155,-0.995
1667857867441,2022-11-07T23:51:07.441,3.738,-0.170,-0.158,-0.995
1667857867481,2022-11-07T23:51:07.481,3.778,-0.173,-0.155,-0.995
1667857867522,2022-11-07T23:51:07.522,3.819,-0.172,-0.155,-0.997
1667857867563,2022-11-07T23:51:07.563,3.860,-0.172,-0.157,-0.996
1667857867602,2022-11-07T23:51:07.602,3.899,-0.173,-0.159,-0.995
1667857867643,2022-11-07T23:51:07.643,3.940,-0.172,-0.155,-0.995
1667857867684,2022-11-07T23:51:07.684,3.981,-0.173,-0.159,-0.998
1667857867726,2022-11-07T23:51:07.726,4.023,-0.173,-0.156,-0.996
1667857867765,2022-11-07T23:51:07.765,4.062,-0.173,-0.153,-0.996
1667857867806,2022-11-07T23:51:07.806,4.103,-0.173,-0.157,-0.996
1667857867847,2022-11-07T23:51:07.847,4.144,-0.170,-0.159,-0.995
1667857867888,2022-11-07T23:51:07.888,4.185,-0.169,-0.155,-0.995
1667857867928,2022-11-07T23:51:07.928,4.225,-0.171,-0.155,-0.996
1667857867969,2022-11-07T23:51:07.969,4.266,-0.173,-0.152,-0.996
1667857868010,2022-11-07T23:51:08.010,4.307,-0.170,-0.156,-0.996
1667857868051,2022-11-07T23:51:08.051,4.348,-0.172,-0.154,-0.999
1667857868090,2022-11-07T23:51:08.090,4.387,-0.174,-0.156,-0.998
1667857868131,2022-11-07T23:51:08.131,4.428,-0.170,-0.154,-0.994
1667857868172,2022-11-07T23:51:08.172,4.469,-0.169,-0.154,-0.995
1667857868212,2022-11-07T23:51:08.212,4.509,-0.172,-0.154,-0.998
1667857868253,2022-11-07T23:51:08.253,4.550,-0.173,-0.152,-0.995
1667857868294,2022-11-07T23:51:08.294,4.591,-0.169,-0.155,-0.996
1667857868335,2022-11-07T23:51:08.335,4.632,-0.167,-0.156,-0.997
1667857868374,2022-11-07T23:51:08.374,4.671,-0.168,-0.152,-0.997
1667857868415,2022-11-07T23:51:08.415,4.712,-0.172,-0.157,-0.996
1667857868456,2022-11-07T23:51:08.456,4.753,-0.170,-0.154,-0.998
1667857868497,2022-11-07T23:51:08.497,4.794,-0.172,-0.154,-0.997
1667857868537,2022-11-07T23:51:08.537,4.834,-0.172,-0.158,-0.998
1667857868578,2022-11-07T23:51:08.578,4.875,-0.175,-0.157,-0.996
1667857868619,2022-11-07T23:51:08.619,4.916,-0.174,-0.154,-0.994
1667857868660,2022-11-07T23:51:08.660,4.957,-0.174,-0.156,-0.995
1667857868700,2022-11-07T23:51:08.700,4.997,-0.170,-0.153,-0.995
1667857868741,2022-11-07T23:51:08.741,5.038,-0.167,-0.155,-0.996
1667857868782,2022-11-07T23:51:08.782,5.079,-0.170,-0.157,-0.998
1667857868821,2022-11-07T23:51:08.821,5.118,-0.173,-0.154,-0.997
1667857868862,2022-11-07T23:51:08.862,5.159,-0.170,-0.155,-0.994
1667857868903,2022-11-07T23:51:08.903,5.200,-0.170,-0.154,-0.997
1667857868944,2022-11-07T23:51:08.944,5.241,-0.172,-0.157,-0.996
1667857868984,2022-11-07T23:51:08.984,5.281,-0.171,-0.156,-0.996
1667857869025,2022-11-07T23:51:09.025,5.322,-0.172,-0.159,-0.996
1667857869066,2022-11-07T23:51:09.066,5.363,-0.172,-0.154,-0.999
1667857869107,2022-11-07T23:51:09.107,5.404,-0.173,-0.154,-0.999
1667857869146,2022-11-07T23:51:09.146,5.443,-0.171,-0.156,-0.991
1667857869187,2022-11-07T23:51:09.187,5.484,-0.170,-0.151,-0.998
1667857869228,2022-11-07T23:51:09.228,5.525,-0.171,-0.157,-0.997
1667857869269,2022-11-07T23:51:09.269,5.566,-0.167,-0.159,-0.995
1667857869309,2022-11-07T23:51:09.309,5.606,-0.170,-0.156,-0.995
1667857869350,2022-11-07T23:51:09.350,5.647,-0.168,-0.150,-0.995
1667857869391,2022-11-07T23:51:09.391,5.688,-0.167,-0.151,-1.004
1667857869431,2022-11-07T23:51:09.431,5.728,-0.175,-0.160,-0.995
1667857869472,2022-11-07T23:51:09.472,5.769,-0.170,-0.157,-0.996
1667857869513,2022-11-07T23:51:09.513,5.810,-0.166,-0.154,-0.997
1667857869554,2022-11-07T23:51:09.554,5.851,-0.171,-0.154,-0.997
1667857869593,2022-11-07T23:51:09.593,5.890,-0.175,-0.157,-0.998
1667857869634,2022-11-07T23:51:09.634,5.931,-0.173,-0.153,-0.993
1667857869675,2022-11-07T23:51:09.675,5.972,-0.170,-0.154,-0.994
1667857869716,2022-11-07T23:51:09.716,6.013,-0.165,-0.155,-0.997
1667857869756,2022-11-07T23:51:09.756,6.053,-0.162,-0.151,-0.998
1667857869797,2022-11-07T23:51:09.797,6.094,-0.166,-0.150,-0.996
1667857869838,2022-11-07T23:51:09.838,6.135,-0.162,-0.156,-0.997
1667857869879,2022-11-07T23:51:09.879,6.176,-0.154,-0.164,-0.998
1667857869918,2022-11-07T23:51:09.918,6.215,-0.145,-0.144,-0.994
1667857869959,2022-11-07T23:51:09.959,6.256,-0.158,-0.119,-0.992
1667857870000,2022-11-07T23:51:10.000,6.297,-0.161,-0.152,-0.984
1667857870040,2022-11-07T23:51:10.040,6.337,-0.152,-0.163,-0.996
1667857870081,2022-11-07T23:51:10.081,6.378,-0.124,-0.155,-1.024
1667857870122,2022-11-07T23:51:10.122,6.419,-0.101,-0.150,-1.024
1667857870163,2022-11-07T23:51:10.163,6.460,-0.104,-0.166,-1.004
1667857870203,2022-11-07T23:51:10.203,6.500,-0.110,-0.166,-1.005
1667857870244,2022-11-07T23:51:10.244,6.541,-0.108,-0.131,-1.020
1667857870285,2022-11-07T23:51:10.285,6.582,-0.107,-0.102,-1.025
1667857870326,2022-11-07T23:51:10.326,6.623,-0.119,-0.104,-1.004
1667857870365,2022-11-07T23:51:10.365,6.662,-0.137,-0.136,-1.008
1667857870406,2022-11-07T23:51:10.406,6.703,-0.129,-0.138,-1.018
1667857870447,2022-11-07T23:51:10.447,6.744,-0.137,-0.116,-0.998
1667857870488,2022-11-07T23:51:10.488,6.785,-0.143,-0.107,-0.998
1667857870528,2022-11-07T23:51:10.528,6.825,-0.146,-0.111,-1.017
1667857870569,2022-11-07T23:51:10.569,6.866,-0.151,-0.096,-1.003
1667857870610,2022-11-07T23:51:10.610,6.907,-0.143,-0.077,-0.998
1667857870649,2022-11-07T23:51:10.649,6.946,-0.153,-0.089,-1.001
1667857870690,2022-11-07T23:51:10.690,6.987,-0.163,-0.096,-0.991
1667857870731,2022-11-07T23:51:10.731,7.028,-0.156,-0.083,-1.001
1667857870772,2022-11-07T23:51:10.772,7.069,-0.141,-0.071,-1.006
1667857870812,2022-11-07T23:51:10.812,7.109,-0.136,-0.081,-1.014
1667857870853,2022-11-07T23:51:10.853,7.150,-0.136,-0.107,-1.016
1667857870894,2022-11-07T23:51:10.894,7.191,-0.140,-0.102,-1.002
1667857870935,2022-11-07T23:51:10.935,7.232,-0.129,-0.101,-1.005
1667857870975,2022-11-07T23:51:10.975,7.272,-0.138,-0.115,-1.007
1667857871016,2022-11-07T23:51:11.016,7.313,-0.141,-0.101,-0.995
1667857871057,2022-11-07T23:51:11.057,7.354,-0.127,-0.108,-1.009
1667857871098,2022-11-07T23:51:11.098,7.395,-0.136,-0.131,-1.013
1667857871137,2022-11-07T23:51:11.137,7.434,-0.153,-0.133,-0.995
1667857871178,2022-11-07T23:51:11.178,7.475,-0.153,-0.132,-0.997
1667857871219,2022-11-07T23:51:11.219,7.516,-0.139,-0.139,-1.008
1667857871259,2022-11-07T23:51:11.259,7.556,-0.138,-0.139,-0.995
1667857871300,2022-11-07T23:51:11.300,7.597,-0.133,-0.131,-1.001
1667857871341,2022-11-07T23:51:11.341,7.638,-0.141,-0.131,-1.010
1667857871382,2022-11-07T23:51:11.382,7.679,-0.137,-0.155,-1.006
1667857871421,2022-11-07T23:51:11.421,7.718,-0.135,-0.142,-1.007
1667857871462,2022-11-07T23:51:11.462,7.759,-0.144,-0.138,-1.005
1667857871503,2022-11-07T23:51:11.503,7.800,-0.144,-0.145,-1.009
1667857871544,2022-11-07T23:51:11.544,7.841,-0.143,-0.133,-0.986
1667857871584,2022-11-07T23:51:11.584,7.881,-0.127,-0.139,-1.009
1667857871625,2022-11-07T23:51:11.625,7.922,-0.117,-0.149,-1.014
1667857871666,2022-11-07T23:51:11.666,7.963,-0.135,-0.150,-1.010
1667857871707,2022-11-07T23:51:11.707,8.004,-0.154,-0.134,-0.989
1667857871747,2022-11-07T23:51:11.747,8.044,-0.146,-0.138,-1.004
1667857871788,2022-11-07T23:51:11.788,8.085,-0.138,-0.146,-1.021
1667857871829,2022-11-07T23:51:11.829,8.126,-0.152,-0.148,-1.003
1667857871868,2022-11-07T23:51:11.868,8.165,-0.129,-0.158,-0.991
1667857871909,2022-11-07T23:51:11.909,8.206,-0.106,-0.133,-1.014
1667857871950,2022-11-07T23:51:11.950,8.247,-0.115,-0.122,-1.018
1667857871991,2022-11-07T23:51:11.991,8.288,-0.136,-0.146,-1.004
1667857872031,2022-11-07T23:51:12.031,8.328,-0.135,-0.141,-1.003
1667857872072,2022-11-07T23:51:12.072,8.369,-0.132,-0.133,-0.997
1667857872113,2022-11-07T23:51:12.113,8.410,-0.133,-0.142,-1.008
1667857872154,2022-11-07T23:51:12.154,8.451,-0.141,-0.145,-1.003
1667857872193,2022-11-07T23:51:12.193,8.490,-0.146,-0.138,-0.993
1667857872234,2022-11-07T23:51:12.234,8.531,-0.152,-0.144,-1.006
1667857872275,2022-11-07T23:51:12.275,8.572,-0.146,-0.133,-0.997
1667857872316,2022-11-07T23:51:12.316,8.613,-0.127,-0.144,-1.002
1667857872356,2022-11-07T23:51:12.356,8.653,-0.122,-0.152,-1.013
1667857872397,2022-11-07T23:51:12.397,8.694,-0.136,-0.141,-0.999
1667857872438,2022-11-07T23:51:12.438,8.735,-0.146,-0.158,-1.000
1667857872477,2022-11-07T23:51:12.477,8.774,-0.134,-0.158,-1.002
1667857872518,2022-11-07T23:51:12.518,8.815,-0.128,-0.148,-1.008
1667857872559,2022-11-07T23:51:12.559,8.856,-0.134,-0.156,-1.002
1667857872601,2022-11-07T23:51:12.601,8.898,-0.127,-0.154,-1.001
1667857872640,2022-11-07T23:51:12.640,8.937,-0.124,-0.152,-1.004
1667857872681,2022-11-07T23:51:12.681,8.978,-0.131,-0.148,-0.997
1667857872722,2022-11-07T23:51:12.722,9.019,-0.131,-0.149,-1.006
1667857872763,2022-11-07T23:51:12.763,9.060,-0.140,-0.148,-1.004
1667857872803,2022-11-07T23:51:12.803,9.100,-0.145,-0.153,-1.004
1667857872844,2022-11-07T23:51:12.844,9.141,-0.132,-0.162,-1.009
1667857872885,2022-11-07T23:51:12.885,9.182,-0.127,-0.159,-1.001
1667857872926,2022-11-07T23:51:12.926,9.223,-0.136,-0.151,-1.003
1667857872965,2022-11-07T23:51:12.965,9.262,-0.139,-0.158,-0.998
1667857873006,2022-11-07T23:51:13.006,9.303,-0.133,-0.164,-0.993
1667857873047,2022-11-07T23:51:13.047,9.344,-0.115,-0.164,-0.997
1667857873088,2022-11-07T23:51:13.088,9.385,-0.100,-0.168,-1.008
1667857873128,2022-11-07T23:51:13.128,9.425,-0.096,-0.168,-1.002
1667857873169,2022-11-07T23:51:13.169,9.466,-0.103,-0.170,-1.001
1667857873210,2022-11-07T23:51:13.210,9.507,-0.111,-0.170,-1.010
1667857873249,2022-11-07T23:51:13.249,9.546,-0.120,-0.174,-1.016
1667857873290,2022-11-07T23:51:13.290,9.587,-0.126,-0.176,-1.011
1667857873331,2022-11-07T23:51:13.331,9.628,-0.125,-0.169,-0.998
1667857873372,2022-11-07T23:51:13.372,9.669,-0.123,-0.162,-1.002
1667857873412,2022-11-07T23:51:13.412,9.709,-0.124,-0.169,-0.999
1667857873453,2022-11-07T23:51:13.453,9.750,-0.120,-0.170,-1.000
1667857873494,2022-11-07T23:51:13.494,9.791,-0.114,-0.170,-1.004
1667857873535,2022-11-07T23:51:13.535,9.832,-0.115,-0.164,-1.001
1667857873575,2022-11-07T23:51:13.575,9.872,-0.119,-0.171,-1.008
1667857873616,2022-11-07T23:51:13.616,9.913,-0.117,-0.163,-1.003
1667857873657,2022-11-07T23:51:13.657,9.954,-0.114,-0.169,-1.004
1667857873698,2022-11-07T23:51:13.698,9.995,-0.118,-0.169,-1.008
1667857873737,2022-11-07T23:51:13.737,10.034,-0.122,-0.166,-1.002
1667857873778,2022-11-07T23:51:13.778,10.075,-0.121,-0.168,-0.998
1667857873819,2022-11-07T23:51:13.819,10.116,-0.118,-0.164,-1.002
1667857873859,2022-11-07T23:51:13.859,10.156,-0.119,-0.168,-1.007
1667857873900,2022-11-07T23:51:13.900,10.197,-0.118,-0.165,-1.001
1667857873941,2022-11-07T23:51:13.941,10.238,-0.119,-0.166,-1.004
1667857873982,2022-11-07T23:51:13.982,10.279,-0.120,-0.170,-1.003
1667857874021,2022-11-07T23:51:14.021,10.318,-0.119,-0.167,-1.002
1667857874062,2022-11-07T23:51:14.062,10.359,-0.120,-0.162,-1.000
1667857874103,2022-11-07T23:51:14.103,10.400,-0.118,-0.170,-1.007
1667857874144,2022-11-07T23:51:14.144,10.441,-0.115,-0.164,-1.001
1667857874184,2022-11-07T23:51:14.184,10.481,-0.121,-0.168,-1.004
1667857874225,2022-11-07T23:51:14.225,10.522,-0.121,-0.167,-1.002
1667857874266,2022-11-07T23:51:14.266,10.563,-0.119,-0.165,-1.005
1667857874307,2022-11-07T23:51:14.307,10.604,-0.118,-0.167,-1.006
1667857874347,2022-11-07T23:51:14.347,10.644,-0.122,-0.167,-1.001
1667857874388,2022-11-07T23:51:14.388,10.685,-0.120,-0.167,-1.004
1667857874429,2022-11-07T23:51:14.429,10.726,-0.118,-0.170,-1.003
1667857874468,2022-11-07T23:51:14.468,10.765,-0.120,-0.164,-1.004
1667857874509,2022-11-07T23:51:14.509,10.806,-0.123,-0.166,-1.003
1667857874550,2022-11-07T23:51:14.550,10.847,-0.121,-0.164,-1.001
1667857874591,2022-11-07T23:51:14.591,10.888,-0.120,-0.170,-1.004
1667857874631,2022-11-07T23:51:14.631,10.928,-0.119,-0.171,-1.005
1667857874672,2022-11-07T23:51:14.672,10.969,-0.116,-0.160,-1.003
1667857874713,2022-11-07T23:51:14.713,11.010,-0.120,-0.162,-1.006
1667857874754,2022-11-07T23:51:14.754,11.051,-0.123,-0.172,-1.002
1667857874793,2022-11-07T23:51:14.793,11.090,-0.119,-0.168,-1.001
1667857874834,2022-11-07T23:51:14.834,11.131,-0.121,-0.165,-1.003
1667857874875,2022-11-07T23:51:14.875,11.172,-0.122,-0.165,-1.003
1667857874916,2022-11-07T23:51:14.916,11.213,-0.119,-0.165,-0.999
1667857874956,2022-11-07T23:51:14.956,11.253,-0.119,-0.162,-1.007
1667857874997,2022-11-07T23:51:14.997,11.294,-0.121,-0.162,-1.001
1667857875038,2022-11-07T23:51:15.038,11.335,-0.116,-0.165,-1.003
1667857875078,2022-11-07T23:51:15.078,11.375,-0.117,-0.164,-1.004
1667857875119,2022-11-07T23:51:15.119,11.416,-0.120,-0.166,-1.003
1667857875160,2022-11-07T23:51:15.160,11.457,-0.115,-0.163,-1.005
1667857875201,2022-11-07T23:51:15.201,11.498,-0.119,-0.166,-1.004
1667857875240,2022-11-07T23:51:15.240,11.537,-0.121,-0.165,-1.001
1667857875281,2022-11-07T23:51:15.281,11.578,-0.114,-0.165,-1.003
1667857875322,2022-11-07T23:51:15.322,11.619,-0.116,-0.170,-1.007
1667857875363,2022-11-07T23:51:15.363,11.660,-0.118,-0.166,-1.005
1667857875403,2022-11-07T23:51:15.403,11.700,-0.118,-0.163,-1.001
1667857875444,2022-11-07T23:51:15.444,11.741,-0.116,-0.167,-1.006
1667857875485,2022-11-07T23:51:15.485,11.782,-0.117,-0.167,-1.005
1667857875524,2022-11-07T23:51:15.524,11.821,-0.118,-0.167,-1.004
1667857875565,2022-11-07T23:51:15.565,11.862,-0.118,-0.169,-1.005
1667857875606,2022-11-07T23:51:15.606,11.903,-0.117,-0.167,-1.003
1667857875647,2022-11-07T23:51:15.647,11.944,-0.113,-0.168,-1.004
1667857875687,2022-11-07T23:51:15.687,11.984,-0.118,-0.167,-1.004
1667857875728,2022-11-07T23:51:15.728,12.025,-0.117,-0.169,-1.003
1667857875769,2022-11-07T23:51:15.769,12.066,-0.112,-0.168,-1.004
1667857875810,2022-11-07T23:51:15.810,12.107,-0.115,-0.170,-1.003
1667857875850,2022-11-07T23:51:15.850,12.147,-0.117,-0.169,-1.004
1667857875891,2022-11-07T23:51:15.891,12.188,-0.120,-0.168,-1.004
1667857875932,2022-11-07T23:51:15.932,12.229,-0.118,-0.168,-1.003
1667857875973,2022-11-07T23:51:15.973,12.270,-0.113,-0.168,-1.004
1667857876012,2022-11-07T23:51:16.012,12.309,-0.115,-0.171,-1.003
1667857876053,2022-11-07T23:51:16.053,12.350,-0.118,-0.166,-1.001
1667857876094,2022-11-07T23:51:16.094,12.391,-0.118,-0.170,-1.003
1667857876134,2022-11-07T23:51:16.134,12.431,-0.113,-0.170,-1.004
1667857876175,2022-11-07T23:51:16.175,12.472,-0.114,-0.169,-1.003
1667857876216,2022-11-07T23:51:16.216,12.513,-0.117,-0.169,-1.003
1667857876257,2022-11-07T23:51:16.257,12.554,-0.116,-0.167,-1.003
1667857876296,2022-11-07T23:51:16.296,12.593,-0.115,-0.169,-1.003
1667857876337,2022-11-07T23:51:16.337,12.634,-0.115,-0.169,-1.003
1667857876378,2022-11-07T23:51:16.378,12.675,-0.116,-0.169,-1.003
1667857876419,2022-11-07T23:51:16.419,12.716,-0.116,-0.169,-1.002
1667857876459,2022-11-07T23:51:16.459,12.756,-0.118,-0.169,-1.003
1667857876500,2022-11-07T23:51:16.500,12.797,-0.118,-0.172,-1.003
1667857876541,2022-11-07T23:51:16.541,12.838,-0.112,-0.167,-1.006
1667857876580,2022-11-07T23:51:16.580,12.877,-0.116,-0.169,-1.003
1667857876622,2022-11-07T23:51:16.622,12.919,-0.119,-0.170,-1.002
1667857876663,2022-11-07T23:51:16.663,12.960,-0.117,-0.170,-1.004
1667857876704,2022-11-07T23:51:16.704,13.001,-0.114,-0.170,-1.003
1667857876743,2022-11-07T23:51:16.743,13.040,-0.114,-0.166,-1.003
1667857876784,2022-11-07T23:51:16.784,13.081,-0.115,-0.170,-1.004
1667857876825,2022-11-07T23:51:16.825,13.122,-0.116,-0.170,-1.003
1667857876866,2022-11-07T23:51:16.866,13.163,-0.116,-0.167,-1.003
1667857876906,2022-11-07T23:51:16.906,13.203,-0.116,-0.170,-1.003
1667857876947,2022-11-07T23:51:16.947,13.244,-0.116,-0.170,-1.004
1667857876988,2022-11-07T23:51:16.988,13.285,-0.117,-0.169,-1.005
1667857877029,2022-11-07T23:51:17.029,13.326,-0.116,-0.168,-1.003
1667857877068,2022-11-07T23:51:17.068,13.365,-0.113,-0.171,-1.005
1667857877109,2022-11-07T23:51:17.109,13.406,-0.115,-0.169,-1.003
1667857877150,2022-11-07T23:51:17.150,13.447,-0.116,-0.169,-1.003
1667857877190,2022-11-07T23:51:17.190,13.487,-0.114,-0.169,-1.002
1667857877231,2022-11-07T23:51:17.231,13.528,-0.113,-0.170,-1.004
1667857877272,2022-11-07T23:51:17.272,13.569,-0.115,-0.168,-1.004
1667857877313,2022-11-07T23:51:17.313,13.610,-0.118,-0.169,-0.999
1667857877352,2022-11-07T23:51:17.352,13.649,-0.114,-0.170,-1.006
1667857877393,2022-11-07T23:51:17.393,13.690,-0.110,-0.169,-1.005
1667857877434,2022-11-07T23:51:17.434,13.731,-0.116,-0.169,-1.003
1667857877476,2022-11-07T23:51:17.476,13.773,-0.120,-0.169,-1.005
1667857877515,2022-11-07T23:51:17.515,13.812,-0.116,-0.169,-1.002
1667857877556,2022-11-07T23:51:17.556,13.853,-0.117,-0.166,-1.000
1667857877597,2022-11-07T23:51:17.597,13.894,-0.114,-0.170,-1.003
1667857877637,2022-11-07T23:51:17.637,13.934,-0.111,-0.171,-1.005
1667857877678,2022-11-07T23:51:17.678,13.975,-0.113,-0.169,-1.004
1667857877719,2022-11-07T23:51:17.719,14.016,-0.113,-0.169,-1.006
1667857877760,2022-11-07T23:51:17.760,14.057,-0.113,-0.171,-1.002
