epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1668339580984,2022-11-13T13:39:40.984,1.341,1.128,-0.274,-0.549
1668339581025,2022-11-13T13:39:41.025,1.382,1.006,-1.341,-0.732
1668339581064,2022-11-13T13:39:41.064,1.421,1.524,-1.951,-1.037
1668339581105,2022-11-13T13:39:41.105,1.462,0.366,-0.030,-0.945
1668339581146,2022-11-13T13:39:41.146,1.503,-1.250,1.951,-0.732
1668339581186,2022-11-13T13:39:41.186,1.543,-1.585,1.220,-1.006
1668339581227,2022-11-13T13:39:41.227,1.584,-3.720,0.091,-1.220
1668339581268,2022-11-13T13:39:41.268,1.625,-5.488,0.701,-1.341
1668339581309,2022-11-13T13:39:41.309,1.666,-4.421,0.762,-1.433
1668339581348,2022-11-13T13:39:41.348,1.705,-2.927,0.549,-1.067
1668339581389,2022-11-13T13:39:41.389,1.746,-2.530,1.555,-0.244
1668339581431,2022-11-13T13:39:41.431,1.788,-3.293,2.165,0.701
1668339581472,2022-11-13T13:39:41.472,1.829,-1.738,1.280,1.220
1668339581511,2022-11-13T13:39:41.511,1.868,0.854,0.091,1.159
1668339581552,2022-11-13T13:39:41.552,1.909,0.945,-0.091,1.220
1668339581593,2022-11-13T13:39:41.593,1.950,-1.372,-0.671,1.220
1668339581633,2022-11-13T13:39:41.633,1.990,-1.555,-1.128,0.335
1668339581674,2022-11-13T13:39:41.674,2.031,-1.768,-2.073,-0.213
1668339581715,2022-11-13T13:39:41.715,2.072,-2.622,-0.915,-0.122
1668339581756,2022-11-13T13:39:41.756,2.113,-3.110,0.671,0.610
1668339581795,2022-11-13T13:39:41.795,2.152,-2.500,0.579,0.244
1668339581836,2022-11-13T13:39:41.836,2.193,-2.104,0.427,-0.457
1668339581877,2022-11-13T13:39:41.877,2.234,-1.067,-1.463,-0.183
1668339581918,2022-11-13T13:39:41.918,2.275,-2.988,-0.976,0.396
1668339581958,2022-11-13T13:39:41.958,2.315,-2.470,0.274,-0.030
1668339581999,2022-11-13T13:39:41.999,2.356,-2.409,-0.305,-0.549
1668339582040,2022-11-13T13:39:42.040,2.397,-4.726,0.823,-0.213
1668339582081,2022-11-13T13:39:42.081,2.438,-5.305,1.341,0.244
1668339582120,2022-11-13T13:39:42.120,2.477,-2.470,2.195,0.823
1668339582161,2022-11-13T13:39:42.161,2.518,1.555,0.305,0.732
1668339582202,2022-11-13T13:39:42.202,2.559,0.488,-1.280,0.518
1668339582242,2022-11-13T13:39:42.242,2.599,-6.341,4.085,1.159
1668339582283,2022-11-13T13:39:42.283,2.640,-5.518,7.835,0.244
1668339582324,2022-11-13T13:39:42.324,2.681,-2.348,6.951,-0.335
1668339582365,2022-11-13T13:39:42.365,2.722,0.671,1.829,-0.152
1668339582405,2022-11-13T13:39:42.405,2.762,2.744,-1.402,-0.335
1668339582446,2022-11-13T13:39:42.446,2.803,1.372,-0.610,-0.579
1668339582487,2022-11-13T13:39:42.487,2.844,-1.159,1.250,-1.189
1668339582528,2022-11-13T13:39:42.528,2.885,-0.945,2.988,-1.524
1668339582567,2022-11-13T13:39:42.567,2.924,-2.104,3.933,-0.640
1668339582608,2022-11-13T13:39:42.608,2.965,-0.976,2.957,-0.183
1668339582649,2022-11-13T13:39:42.649,3.006,-1.280,2.378,0.213
1668339582689,2022-11-13T13:39:42.689,3.046,-0.396,1.951,-0.030
1668339582730,2022-11-13T13:39:42.730,3.087,-1.341,2.439,-0.091
1668339582771,2022-11-13T13:39:42.771,3.128,-3.354,2.774,0.213
1668339582812,2022-11-13T13:39:42.812,3.169,-2.927,2.165,0.366
1668339582851,2022-11-13T13:39:42.851,3.208,-2.927,2.134,0.610
1668339582892,2022-11-13T13:39:42.892,3.249,-2.866,2.409,0.823
1668339582933,2022-11-13T13:39:42.933,3.290,-3.140,2.317,0.823
1668339582974,2022-11-13T13:39:42.974,3.331,-1.738,1.128,0.305
1668339583014,2022-11-13T13:39:43.014,3.371,-0.732,0.579,0.091
1668339583055,2022-11-13T13:39:43.055,3.412,0.335,0.701,-0.427
1668339583096,2022-11-13T13:39:43.096,3.453,0.976,0.640,-0.762
1668339583137,2022-11-13T13:39:43.137,3.494,-0.152,0.945,-0.579
1668339583177,2022-11-13T13:39:43.177,3.534,-0.640,1.555,-0.366
1668339583218,2022-11-13T13:39:43.218,3.575,-0.274,2.409,-0.244
1668339583259,2022-11-13T13:39:43.259,3.616,0.396,2.561,-0.732
1668339583298,2022-11-13T13:39:43.298,3.655,1.890,2.957,-1.433
1668339583339,2022-11-13T13:39:43.339,3.696,-0.305,2.713,-1.189
1668339583380,2022-11-13T13:39:43.380,3.737,-0.244,2.134,-1.098
1668339583421,2022-11-13T13:39:43.421,3.778,-0.640,1.402,-0.732
1668339583461,2022-11-13T13:39:43.461,3.818,-2.378,1.067,0.122
1668339583502,2022-11-13T13:39:43.502,3.859,-2.683,0.549,0.366
1668339583543,2022-11-13T13:39:43.543,3.900,-2.165,0.274,0.427
1668339583584,2022-11-13T13:39:43.584,3.941,-1.799,0.152,0.152
1668339583623,2022-11-13T13:39:43.623,3.980,-1.189,-0.030,-0.061
1668339583664,2022-11-13T13:39:43.664,4.021,-1.524,0.549,0.183
1668339583705,2022-11-13T13:39:43.705,4.062,-1.372,0.854,0.457
1668339583746,2022-11-13T13:39:43.746,4.103,-1.799,0.945,0.518
1668339583786,2022-11-13T13:39:43.786,4.143,-1.067,0.213,0.122
1668339583827,2022-11-13T13:39:43.827,4.184,-1.006,0.305,0.030
1668339583868,2022-11-13T13:39:43.868,4.225,-0.488,0.244,-0.305
1668339583908,2022-11-13T13:39:43.908,4.265,-0.427,0.457,-0.183
1668339583949,2022-11-13T13:39:43.949,4.306,-0.640,0.701,0.061
1668339583990,2022-11-13T13:39:43.990,4.347,-0.884,0.671,0.091
1668339584031,2022-11-13T13:39:44.031,4.388,-1.341,0.915,0.152
1668339584070,2022-11-13T13:39:44.070,4.427,-0.488,0.457,-0.122
1668339584111,2022-11-13T13:39:44.111,4.468,-0.854,1.098,0.213
1668339584152,2022-11-13T13:39:44.152,4.509,-0.152,0.396,-0.061
1668339584193,2022-11-13T13:39:44.193,4.550,-0.549,0.183,-0.152
1668339584233,2022-11-13T13:39:44.233,4.590,-0.976,0.457,-0.091
1668339584274,2022-11-13T13:39:44.274,4.631,-0.579,0.640,-0.091
1668339584315,2022-11-13T13:39:44.315,4.672,-1.006,0.823,0.152
1668339584354,2022-11-13T13:39:44.354,4.711,-0.671,0.457,0.030
1668339584395,2022-11-13T13:39:44.395,4.752,-0.427,-0.061,-0.061
1668339584436,2022-11-13T13:39:44.436,4.793,-0.061,0.152,-0.274
1668339584477,2022-11-13T13:39:44.477,4.834,-0.366,0.335,-0.091
1668339584517,2022-11-13T13:39:44.517,4.874,-0.061,0.244,-0.244
1668339584558,2022-11-13T13:39:44.558,4.915,-0.427,0.396,-0.152
1668339584599,2022-11-13T13:39:44.599,4.956,-0.823,0.701,0.000
1668339584640,2022-11-13T13:39:44.640,4.997,-0.945,0.427,-0.122
1668339584680,2022-11-13T13:39:44.680,5.037,-0.671,0.640,-0.030
1668339584721,2022-11-13T13:39:44.721,5.078,-1.646,0.762,0.305
1668339584762,2022-11-13T13:39:44.762,5.119,-0.152,0.549,-0.122
1668339584803,2022-11-13T13:39:44.803,5.160,-0.976,0.274,0.000
1668339584842,2022-11-13T13:39:44.842,5.199,-0.396,0.518,-0.091
1668339584883,2022-11-13T13:39:44.883,5.240,-0.579,0.518,-0.061
1668339584924,2022-11-13T13:39:44.924,5.281,-0.579,0.579,0.000
1668339584964,2022-11-13T13:39:44.964,5.321,-0.823,0.701,0.000
1668339585005,2022-11-13T13:39:45.005,5.362,-1.433,1.006,0.183
1668339585046,2022-11-13T13:39:45.046,5.403,-0.610,0.396,-0.152
1668339585087,2022-11-13T13:39:45.087,5.444,-0.457,0.122,-0.213
1668339585126,2022-11-13T13:39:45.126,5.483,-1.006,0.579,-0.061
1668339585167,2022-11-13T13:39:45.167,5.524,-0.335,0.457,-0.152
1668339585208,2022-11-13T13:39:45.208,5.565,-0.884,0.610,0.091
1668339585249,2022-11-13T13:39:45.249,5.606,-0.945,0.640,0.030
1668339585289,2022-11-13T13:39:45.289,5.646,-1.067,0.793,0.091
1668339585330,2022-11-13T13:39:45.330,5.687,-0.976,0.518,0.000
1668339585371,2022-11-13T13:39:45.371,5.728,-0.396,0.274,-0.244
1668339585412,2022-11-13T13:39:45.412,5.769,-0.518,0.488,-0.183
1668339585451,2022-11-13T13:39:45.451,5.808,-0.762,0.457,-0.061
1668339585493,2022-11-13T13:39:45.493,5.850,-0.488,0.518,-0.274
1668339585534,2022-11-13T13:39:45.534,5.891,-1.311,0.732,-0.030
1668339585573,2022-11-13T13:39:45.573,5.930,-1.159,0.945,-0.091
1668339585614,2022-11-13T13:39:45.614,5.971,-1.006,0.640,-0.213
1668339585655,2022-11-13T13:39:45.655,6.012,-0.732,0.457,-0.122
1668339585696,2022-11-13T13:39:45.696,6.053,-0.945,0.427,0.122
1668339585736,2022-11-13T13:39:45.736,6.093,-0.762,0.427,0.122
1668339585777,2022-11-13T13:39:45.777,6.134,-0.488,0.549,-0.061
1668339585818,2022-11-13T13:39:45.818,6.175,-0.732,0.793,0.183
1668339585859,2022-11-13T13:39:45.859,6.216,-0.762,0.732,0.091
1668339585898,2022-11-13T13:39:45.898,6.255,-0.396,0.610,-0.091
1668339585939,2022-11-13T13:39:45.939,6.296,-1.006,0.945,0.091
1668339585980,2022-11-13T13:39:45.980,6.337,-0.823,0.945,-0.061
1668339586020,2022-11-13T13:39:46.020,6.377,-0.701,0.762,-0.091
1668339586061,2022-11-13T13:39:46.061,6.418,-0.427,0.518,-0.030
1668339586102,2022-11-13T13:39:46.102,6.459,-0.579,0.671,0.213
1668339586143,2022-11-13T13:39:46.143,6.500,-0.640,0.762,0.305
1668339586182,2022-11-13T13:39:46.182,6.539,-0.732,0.396,0.030
1668339586223,2022-11-13T13:39:46.223,6.580,-0.518,0.366,-0.335
1668339586264,2022-11-13T13:39:46.264,6.621,-0.762,0.762,-0.183
1668339586306,2022-11-13T13:39:46.306,6.663,-0.945,0.671,0.091
1668339586345,2022-11-13T13:39:46.345,6.702,-1.220,0.305,0.183
1668339586386,2022-11-13T13:39:46.386,6.743,-1.159,0.579,0.000
1668339586427,2022-11-13T13:39:46.427,6.784,-0.976,1.006,-0.030
1668339586468,2022-11-13T13:39:46.468,6.825,-0.061,0.915,-0.030
1668339586508,2022-11-13T13:39:46.508,6.865,0.671,0.549,-0.274
1668339586549,2022-11-13T13:39:46.549,6.906,0.640,0.732,-0.305
1668339586590,2022-11-13T13:39:46.590,6.947,0.762,0.396,-0.640
1668339586631,2022-11-13T13:39:46.631,6.988,0.701,0.030,-0.823
1668339586670,2022-11-13T13:39:46.670,7.027,-0.915,0.793,-0.335
1668339586711,2022-11-13T13:39:46.711,7.068,-2.470,1.524,0.396
1668339586752,2022-11-13T13:39:46.752,7.109,-2.530,1.494,0.976
1668339586792,2022-11-13T13:39:46.792,7.149,-1.738,1.006,0.945
1668339586833,2022-11-13T13:39:46.833,7.190,-0.579,0.793,0.854
1668339586874,2022-11-13T13:39:46.874,7.231,0.335,0.945,1.037
1668339586915,2022-11-13T13:39:46.915,7.272,0.335,1.159,1.311
1668339586954,2022-11-13T13:39:46.954,7.311,0.183,1.280,1.433
1668339586995,2022-11-13T13:39:46.995,7.352,-0.061,1.159,1.098
1668339587036,2022-11-13T13:39:47.036,7.393,-0.457,0.823,0.366
1668339587077,2022-11-13T13:39:47.077,7.434,-0.366,1.128,-0.183
1668339587117,2022-11-13T13:39:47.117,7.474,0.305,0.610,-0.945
1668339587158,2022-11-13T13:39:47.158,7.515,0.183,0.366,-0.945
1668339587199,2022-11-13T13:39:47.199,7.556,0.152,0.457,-0.518
1668339587239,2022-11-13T13:39:47.239,7.596,1.829,0.183,-0.518
1668339587280,2022-11-13T13:39:47.280,7.637,2.256,-0.305,-0.915
1668339587321,2022-11-13T13:39:47.321,7.678,6.372,0.030,-1.951
1668339587362,2022-11-13T13:39:47.362,7.719,6.951,-1.128,-3.049
1668339587401,2022-11-13T13:39:47.401,7.758,2.805,0.610,-1.951
1668339587442,2022-11-13T13:39:47.442,7.799,-2.439,1.982,0.701
1668339587483,2022-11-13T13:39:47.483,7.840,-4.329,1.829,1.951
1668339587524,2022-11-13T13:39:47.524,7.881,-4.726,1.829,2.073
1668339587564,2022-11-13T13:39:47.564,7.921,-4.512,1.616,1.799
1668339587605,2022-11-13T13:39:47.605,7.962,-3.262,1.677,1.402
1668339587646,2022-11-13T13:39:47.646,8.003,-3.628,2.104,1.646
1668339587687,2022-11-13T13:39:47.687,8.044,-2.073,0.579,0.640
1668339587726,2022-11-13T13:39:47.726,8.083,-0.244,0.000,-0.732
1668339587767,2022-11-13T13:39:47.767,8.124,0.488,0.183,-1.280
1668339587808,2022-11-13T13:39:47.808,8.165,1.951,0.152,-1.524
1668339587848,2022-11-13T13:39:47.848,8.205,1.098,-0.579,-1.433
1668339587889,2022-11-13T13:39:47.889,8.246,-1.311,-0.152,-0.091
1668339587930,2022-11-13T13:39:47.930,8.287,-2.500,0.732,0.945
1668339587971,2022-11-13T13:39:47.971,8.328,-1.951,1.372,0.976
1668339588011,2022-11-13T13:39:48.011,8.368,-1.433,1.098,0.701
1668339588052,2022-11-13T13:39:48.052,8.409,-1.524,0.915,0.701
1668339588093,2022-11-13T13:39:48.093,8.450,-0.945,0.610,0.213
1668339588134,2022-11-13T13:39:48.134,8.491,-0.915,0.793,0.030
1668339588173,2022-11-13T13:39:48.173,8.530,0.305,0.762,-0.488
1668339588214,2022-11-13T13:39:48.214,8.571,0.122,0.122,-0.579
1668339588255,2022-11-13T13:39:48.255,8.612,0.000,-0.091,-0.671
1668339588296,2022-11-13T13:39:48.296,8.653,-0.701,-0.030,-0.427
1668339588336,2022-11-13T13:39:48.336,8.693,-1.159,0.274,-0.183
1668339588377,2022-11-13T13:39:48.377,8.734,-1.098,0.671,-0.122
1668339588418,2022-11-13T13:39:48.418,8.775,-1.098,0.396,-0.091
1668339588457,2022-11-13T13:39:48.457,8.814,-1.037,0.427,0.061
1668339588498,2022-11-13T13:39:48.498,8.855,-1.341,0.793,0.305
1668339588539,2022-11-13T13:39:48.539,8.896,-1.159,0.793,0.335
1668339588580,2022-11-13T13:39:48.580,8.937,-1.037,0.640,0.213
1668339588620,2022-11-13T13:39:48.620,8.977,-0.884,0.549,0.213
1668339588661,2022-11-13T13:39:48.661,9.018,-1.006,0.579,0.152
1668339588702,2022-11-13T13:39:48.702,9.059,-0.488,0.488,-0.152
1668339588743,2022-11-13T13:39:48.743,9.100,-0.366,0.518,-0.244
1668339588783,2022-11-13T13:39:48.783,9.140,-0.640,0.518,-0.091
1668339588824,2022-11-13T13:39:48.824,9.181,-0.823,0.488,-0.091
1668339588865,2022-11-13T13:39:48.865,9.222,-1.067,0.915,0.000
1668339588906,2022-11-13T13:39:48.906,9.263,-1.280,0.915,0.000
1668339588945,2022-11-13T13:39:48.945,9.302,-1.372,0.793,0.183
1668339588986,2022-11-13T13:39:48.986,9.343,-1.159,0.671,0.244
1668339589027,2022-11-13T13:39:49.027,9.384,-1.220,0.549,0.244
1668339589067,2022-11-13T13:39:49.067,9.424,-1.524,0.671,0.183
1668339589108,2022-11-13T13:39:49.108,9.465,-1.159,0.457,0.000
1668339589149,2022-11-13T13:39:49.149,9.506,-1.372,0.183,-0.213
1668339589190,2022-11-13T13:39:49.190,9.547,-0.884,0.244,-0.305
1668339589229,2022-11-13T13:39:49.229,9.586,-0.549,0.518,-0.213
1668339589270,2022-11-13T13:39:49.270,9.627,-0.762,0.640,-0.061
1668339589311,2022-11-13T13:39:49.311,9.668,-0.915,0.671,-0.061
1668339589352,2022-11-13T13:39:49.352,9.709,-0.671,0.640,-0.030
1668339589392,2022-11-13T13:39:49.392,9.749,-0.884,0.579,0.091
1668339589433,2022-11-13T13:39:49.433,9.790,-0.732,0.396,-0.061
1668339589474,2022-11-13T13:39:49.474,9.831,-1.128,0.396,-0.061
1668339589515,2022-11-13T13:39:49.515,9.872,-1.098,0.396,-0.122
1668339589555,2022-11-13T13:39:49.555,9.912,-0.945,0.549,0.030
1668339589596,2022-11-13T13:39:49.596,9.953,-1.402,0.732,0.366
1668339589637,2022-11-13T13:39:49.637,9.994,-1.098,0.854,0.457
1668339589676,2022-11-13T13:39:49.676,10.033,-1.159,0.854,0.457
1668339589717,2022-11-13T13:39:49.717,10.074,-1.098,0.793,0.335
1668339589758,2022-11-13T13:39:49.758,10.115,-1.220,0.579,0.152
1668339589799,2022-11-13T13:39:49.799,10.156,-0.671,0.549,0.091
1668339589839,2022-11-13T13:39:49.839,10.196,-0.335,0.396,-0.122
1668339589880,2022-11-13T13:39:49.880,10.237,-0.030,0.518,-0.213
1668339589921,2022-11-13T13:39:49.921,10.278,-0.305,0.732,-0.061
1668339589962,2022-11-13T13:39:49.962,10.319,-0.030,0.488,-0.274
1668339590001,2022-11-13T13:39:50.001,10.358,-0.030,0.488,-0.244
1668339590042,2022-11-13T13:39:50.042,10.399,-0.366,0.671,-0.030
1668339590083,2022-11-13T13:39:50.083,10.440,-0.579,0.579,0.000
1668339590124,2022-11-13T13:39:50.124,10.481,-0.488,0.549,-0.030
1668339590164,2022-11-13T13:39:50.164,10.521,-0.762,0.671,0.183
1668339590205,2022-11-13T13:39:50.205,10.562,-0.732,0.732,0.122
1668339590246,2022-11-13T13:39:50.246,10.603,-0.335,0.549,-0.152
1668339590285,2022-11-13T13:39:50.285,10.642,-0.457,0.518,-0.091
1668339590326,2022-11-13T13:39:50.326,10.683,-0.457,0.549,-0.030
1668339590368,2022-11-13T13:39:50.368,10.725,-0.518,0.732,0.122
1668339590409,2022-11-13T13:39:50.409,10.766,-0.976,0.610,0.213
1668339590448,2022-11-13T13:39:50.448,10.805,-0.823,0.671,0.152
1668339590489,2022-11-13T13:39:50.489,10.846,-0.762,0.579,0.091
1668339590530,2022-11-13T13:39:50.530,10.887,-0.762,0.457,0.030
1668339590571,2022-11-13T13:39:50.571,10.928,-0.335,0.427,-0.091
1668339590611,2022-11-13T13:39:50.611,10.968,-0.579,0.762,0.061
1668339590652,2022-11-13T13:39:50.652,11.009,-0.244,0.457,-0.152
1668339590693,2022-11-13T13:39:50.693,11.050,-0.274,0.427,-0.152
1668339590734,2022-11-13T13:39:50.734,11.091,-0.396,0.579,0.000
1668339590773,2022-11-13T13:39:50.773,11.130,-0.274,0.579,-0.061
1668339590814,2022-11-13T13:39:50.814,11.171,-0.335,0.396,-0.122
1668339590855,2022-11-13T13:39:50.855,11.212,-0.610,0.640,0.000
1668339590895,2022-11-13T13:39:50.895,11.252,-0.640,0.610,0.000
1668339590936,2022-11-13T13:39:50.936,11.293,-0.549,0.549,0.061
1668339590977,2022-11-13T13:39:50.977,11.334,-0.579,0.549,0.061
1668339591018,2022-11-13T13:39:51.018,11.375,-0.610,0.549,0.061
1668339591057,2022-11-13T13:39:51.057,11.414,-0.335,0.549,0.030
1668339591098,2022-11-13T13:39:51.098,11.455,-0.183,0.518,-0.122
1668339591139,2022-11-13T13:39:51.139,11.496,0.061,0.335,-0.488
1668339591181,2022-11-13T13:39:51.181,11.538,0.091,0.244,-0.488
1668339591220,2022-11-13T13:39:51.220,11.577,-0.152,0.366,-0.335
1668339591261,2022-11-13T13:39:51.261,11.618,0.030,0.000,-0.396
1668339591302,2022-11-13T13:39:51.302,11.659,0.366,0.335,-0.427
1668339591343,2022-11-13T13:39:51.343,11.700,-0.274,0.549,-0.213
1668339591383,2022-11-13T13:39:51.383,11.740,-0.427,0.610,-0.091
1668339591424,2022-11-13T13:39:51.424,11.781,-0.335,0.579,-0.061
1668339591465,2022-11-13T13:39:51.465,11.822,-0.488,0.396,-0.091
1668339591504,2022-11-13T13:39:51.504,11.861,-0.549,0.579,0.183
1668339591545,2022-11-13T13:39:51.545,11.902,-0.122,0.488,0.000
1668339591586,2022-11-13T13:39:51.586,11.943,-0.640,0.610,0.030
1668339591627,2022-11-13T13:39:51.627,11.984,-0.823,0.976,0.030
1668339591667,2022-11-13T13:39:51.667,12.024,-1.585,1.128,0.213
1668339591708,2022-11-13T13:39:51.708,12.065,-1.524,1.037,0.427
1668339591749,2022-11-13T13:39:51.749,12.106,-0.030,0.488,0.152
1668339591790,2022-11-13T13:39:51.790,12.147,0.488,0.091,-0.030
1668339591829,2022-11-13T13:39:51.829,12.186,-0.030,0.213,-0.091
1668339591870,2022-11-13T13:39:51.870,12.227,-0.488,0.274,-0.152
1668339591911,2022-11-13T13:39:51.911,12.268,-0.549,0.396,-0.152
1668339591952,2022-11-13T13:39:51.952,12.309,-1.768,0.823,0.335
1668339591992,2022-11-13T13:39:51.992,12.349,-2.744,1.311,0.945
1668339592033,2022-11-13T13:39:52.033,12.390,-3.720,1.707,1.372
1668339592074,2022-11-13T13:39:52.074,12.431,-2.256,1.220,1.280
1668339592114,2022-11-13T13:39:52.114,12.471,-1.463,1.311,1.372
1668339592155,2022-11-13T13:39:52.155,12.512,-0.335,0.884,1.037
1668339592196,2022-11-13T13:39:52.196,12.553,0.244,0.579,0.549
1668339592237,2022-11-13T13:39:52.237,12.594,-0.793,0.884,0.549
1668339592276,2022-11-13T13:39:52.276,12.633,-1.311,1.128,0.640
1668339592317,2022-11-13T13:39:52.317,12.674,-0.549,0.823,0.396
1668339592358,2022-11-13T13:39:52.358,12.715,-0.274,0.518,0.396
1668339592399,2022-11-13T13:39:52.399,12.756,-0.854,0.915,0.732
1668339592439,2022-11-13T13:39:52.439,12.796,-1.037,1.067,0.671
1668339592480,2022-11-13T13:39:52.480,12.837,-1.189,1.037,0.549
1668339592521,2022-11-13T13:39:52.521,12.878,-1.067,0.915,0.457
1668339592562,2022-11-13T13:39:52.562,12.919,-0.793,1.037,0.457
1668339592601,2022-11-13T13:39:52.601,12.958,0.915,0.732,0.091
1668339592642,2022-11-13T13:39:52.642,12.999,2.744,0.183,-0.274
1668339592683,2022-11-13T13:39:52.683,13.040,1.494,0.183,0.000
1668339592723,2022-11-13T13:39:52.723,13.080,1.463,0.274,-0.366
1668339592764,2022-11-13T13:39:52.764,13.121,0.488,0.335,-0.579
1668339592805,2022-11-13T13:39:52.805,13.162,-0.061,0.335,-0.488
1668339592846,2022-11-13T13:39:52.846,13.203,0.152,-0.061,-0.549
1668339592886,2022-11-13T13:39:52.886,13.243,-0.213,0.274,-0.396
1668339592927,2022-11-13T13:39:52.927,13.284,-0.884,0.488,-0.122
1668339592968,2022-11-13T13:39:52.968,13.325,-1.037,0.610,-0.030
1668339593009,2022-11-13T13:39:53.009,13.366,-0.915,0.762,0.030
1668339593048,2022-11-13T13:39:53.048,13.405,-1.006,0.793,0.091
1668339593089,2022-11-13T13:39:53.089,13.446,-0.640,0.610,-0.183
1668339593130,2022-11-13T13:39:53.130,13.487,-0.854,0.640,-0.091
1668339593171,2022-11-13T13:39:53.171,13.528,-0.915,0.823,-0.030
1668339593211,2022-11-13T13:39:53.211,13.568,-0.152,0.518,-0.305
1668339593252,2022-11-13T13:39:53.252,13.609,0.244,0.335,-0.549
1668339593293,2022-11-13T13:39:53.293,13.650,-0.671,0.610,-0.213
1668339593332,2022-11-13T13:39:53.332,13.689,-0.854,0.518,-0.213
1668339593373,2022-11-13T13:39:53.373,13.730,-1.128,0.488,0.030
1668339593414,2022-11-13T13:39:53.414,13.771,-0.915,0.579,-0.061
1668339593455,2022-11-13T13:39:53.455,13.812,-0.549,0.274,-0.274
1668339593495,2022-11-13T13:39:53.495,13.852,-1.524,0.701,0.274
1668339593536,2022-11-13T13:39:53.536,13.893,-1.280,0.549,0.244
1668339593577,2022-11-13T13:39:53.577,13.934,-1.829,0.335,0.335
1668339593618,2022-11-13T13:39:53.618,13.975,-2.348,0.915,0.823
1668339593658,2022-11-13T13:39:53.658,14.015,-0.976,1.189,0.854
1668339593699,2022-11-13T13:39:53.699,14.056,-0.457,0.457,0.457
1668339593740,2022-11-13T13:39:53.740,14.097,-0.762,0.305,0.183
1668339593781,2022-11-13T13:39:53.781,14.138,0.183,0.335,-0.518
1668339593820,2022-11-13T13:39:53.820,14.177,0.061,0.488,-0.579
1668339593861,2022-11-13T13:39:53.861,14.218,-0.671,0.274,-0.274
1668339593902,2022-11-13T13:39:53.902,14.259,-0.701,0.518,-0.122
1668339593942,2022-11-13T13:39:53.942,14.299,-0.610,0.732,-0.091
1668339593983,2022-11-13T13:39:53.983,14.340,-0.061,0.396,-0.213
1668339594024,2022-11-13T13:39:54.024,14.381,-0.366,0.274,0.091
1668339594065,2022-11-13T13:39:54.065,14.422,-0.762,0.457,0.274
1668339594104,2022-11-13T13:39:54.104,14.461,-1.006,0.762,0.244
1668339594145,2022-11-13T13:39:54.145,14.502,-0.671,0.732,0.000
1668339594186,2022-11-13T13:39:54.186,14.543,-0.244,0.549,-0.335
1668339594227,2022-11-13T13:39:54.227,14.584,-1.067,0.762,0.152
1668339594267,2022-11-13T13:39:54.267,14.624,-0.732,0.213,0.183
